Time,mem_util,source,Minutes
2025-07-16 19:00:15,31.95,threadfull,0.0
2025-07-16 19:00:30,32.0,threadfull,0.25
2025-07-16 19:00:45,32.0,threadfull,0.5
2025-07-16 19:01:00,32.0,threadfull,0.75
2025-07-16 19:01:15,35.97976784408402,threadfull,1.0
2025-07-16 19:01:30,35.97976784408402,threadfull,1.25
2025-07-16 19:01:45,36.12535338909456,threadfull,1.5
2025-07-16 19:02:00,36.1359605319517,threadfull,1.75
2025-07-16 19:02:15,36.12425074451693,threadfull,2.0
2025-07-16 19:02:30,36.194328522294704,threadfull,2.25
2025-07-16 19:02:45,36.83215227770595,threadfull,2.5
2025-07-16 19:03:00,37.46132005437373,threadfull,2.75
2025-07-16 19:03:15,37.46143432760051,threadfull,3.0
2025-07-16 19:03:30,36.9,threadfull,3.25
2025-07-16 19:03:45,39.4,threadfull,3.5
2025-07-16 19:04:00,39.4,threadfull,3.75
2025-07-16 19:04:15,39.4,threadfull,4.0
2025-07-16 19:04:30,40.149291928414726,threadfull,4.25
2025-07-16 19:04:45,40.340264475312274,threadfull,4.5
2025-07-16 19:05:00,40.55921999479279,threadfull,4.75
2025-07-16 19:05:15,40.628065341113135,threadfull,5.0
2025-07-16 19:05:30,40.81564848770511,threadfull,5.25
2025-07-16 19:05:45,41.82319240351152,threadfull,5.5
2025-07-16 19:06:00,42.96044889424301,threadfull,5.75
2025-07-16 19:06:15,43.19437785900889,threadfull,6.0
2025-07-16 19:06:30,43.27384452567556,threadfull,6.25
2025-07-16 19:06:45,44.05751451383584,threadfull,6.5
2025-07-16 19:07:00,44.41529550922937,threadfull,6.75
2025-07-16 19:07:15,44.404570460933115,threadfull,7.0
2025-07-16 19:07:30,44.41194823871089,threadfull,7.25
2025-07-16 19:07:45,44.42274766706033,threadfull,7.5
2025-07-16 19:08:00,44.547618544793714,threadfull,7.75
2025-07-16 19:08:15,44.613909670334834,threadfull,8.0
2025-07-16 19:08:30,44.720592354317525,threadfull,8.25
2025-07-16 19:08:45,46.0379791645575,threadfull,8.5
2025-07-16 19:09:00,46.56711040129463,threadfull,8.75
2025-07-16 19:09:15,46.378557027723744,threadfull,9.0
2025-07-16 19:09:30,46.422099884866604,threadfull,9.25
2025-07-16 19:09:45,46.39473734629407,threadfull,9.5
2025-07-16 19:10:00,46.4543114757465,threadfull,9.75
2025-07-16 19:10:15,46.58311948273949,threadfull,10.0
2025-07-16 19:10:30,46.629331784326794,threadfull,10.25
2025-07-16 19:10:45,47.00925779220779,threadfull,10.5
2025-07-16 19:11:00,47.321965007215006,threadfull,10.75
2025-07-16 19:11:15,47.43395558441558,threadfull,11.0
2025-07-16 19:11:30,47.50683112554111,threadfull,11.25
2025-07-16 19:11:45,47.7735498348873,threadfull,11.5
2025-07-16 19:12:00,47.95664002884368,threadfull,11.75
2025-07-16 19:12:15,47.86490412974279,threadfull,12.0
2025-07-16 19:12:30,47.86252912974279,threadfull,12.25
2025-07-16 19:12:45,47.9040759246146,threadfull,12.5
2025-07-16 19:13:00,47.91658624207491,threadfull,12.75
2025-07-16 19:13:15,47.88794995336362,threadfull,13.0
2025-07-16 19:13:30,47.89625947717315,threadfull,13.25
2025-07-16 19:13:45,47.92932497833865,threadfull,13.5
2025-07-16 19:14:00,47.93674124817992,threadfull,13.75
2025-07-16 19:14:15,47.94482757851626,threadfull,14.0
2025-07-16 19:14:30,48.01434020477889,threadfull,14.25
2025-07-16 19:14:45,48.45224599229272,threadfull,14.5
2025-07-16 19:15:00,48.62453716639639,threadfull,14.75
2025-07-16 19:15:15,48.66888279437953,threadfull,15.0
2025-07-16 19:15:30,48.66658279437953,threadfull,15.25
2025-07-16 19:15:45,48.66482922295096,threadfull,15.5
2025-07-16 19:16:00,48.67421017533191,threadfull,15.75
2025-07-16 19:16:15,48.682733984855716,threadfull,16.0
2025-07-16 19:16:30,48.718493325515055,threadfull,16.25
2025-07-16 19:16:45,48.74297966695141,threadfull,16.5
2025-07-16 19:17:00,48.823069257916,threadfull,16.75
2025-07-16 19:17:15,48.94564884401617,threadfull,17.0
2025-07-16 19:17:30,49.01586215570448,threadfull,17.25
2025-07-16 19:17:45,49.303299840813494,threadfull,17.5
2025-07-16 19:18:00,49.41457690402805,threadfull,17.75
2025-07-16 19:18:15,49.38417419505403,threadfull,18.0
2025-07-16 19:18:30,49.38417419505403,threadfull,18.25
2025-07-16 19:18:45,49.385507528387365,threadfull,18.5
2025-07-16 19:19:00,49.394707528387364,threadfull,18.75
2025-07-16 19:19:15,49.39911661929646,threadfull,19.0
2025-07-16 19:19:30,49.465033837209255,threadfull,19.25
2025-07-16 19:19:45,49.90889109093521,threadfull,19.5
2025-07-16 19:20:00,50.027092420161516,threadfull,19.75
2025-07-16 19:20:15,49.987637674335474,threadfull,20.0
2025-07-16 19:20:30,49.99003767433546,threadfull,20.25
2025-07-16 19:20:45,49.96875492709904,threadfull,20.5
2025-07-16 19:21:00,49.96805730805143,threadfull,20.75
2025-07-16 19:21:15,49.994689314362105,threadfull,21.0
2025-07-16 19:21:30,49.99426074293353,threadfull,21.25
2025-07-16 19:21:45,49.96351390978303,threadfull,21.5
2025-07-16 19:22:00,49.963761528830645,threadfull,21.75
2025-07-16 19:22:15,49.99395553147832,threadfull,22.0
2025-07-16 19:22:30,50.087066859039666,threadfull,22.25
2025-07-16 19:22:45,50.49813524865659,threadfull,22.5
2025-07-16 19:23:00,50.570202387073735,threadfull,22.75
2025-07-16 19:23:15,50.65302107035122,threadfull,23.0
2025-07-16 19:23:30,50.662419879875024,threadfull,23.25
