Time,cpu 0,cpu 1,cpu 2,cpu 3,cpu 4,cpu 5,cpu 6,cpu 7,cpu 8,cpu 9,source,Minutes
2025-05-17 17:00:00,26.32,28.205,27.005,32.49,32.31,32.16,31.685000000000002,30.8,0,0,IO,0.0
2025-05-17 17:00:15,35.35,37.6,36.65,42.65,42.65,43.7,41.55,40.85,0,0,IO,0.25
2025-05-17 17:00:30,35.35,37.6,36.65,42.65,42.65,43.7,41.55,40.85,0,0,IO,0.5
2025-05-17 17:00:45,20.3,20.8,20.9,21.7,22.5,24.5,21.5,21.3,0,0,IO,0.75
2025-05-17 17:01:00,20.3,20.8,20.9,21.7,22.5,24.5,21.5,21.3,0,0,IO,1.0
2025-05-17 17:01:15,20.3,20.8,20.9,21.7,22.5,24.5,21.5,21.3,0,0,IO,1.25
2025-05-17 17:01:30,25.0,24.4,25.2,30.4,39.5,36.3,35.2,30.7,0,0,IO,1.5
2025-05-17 17:01:45,25.0,24.4,25.2,30.4,39.5,36.3,35.2,30.7,0,0,IO,1.75
2025-05-17 17:02:00,25.0,24.4,25.2,30.4,39.5,36.3,35.2,30.7,0,0,IO,2.0
2025-05-17 17:02:15,25.0,24.4,25.2,30.4,39.5,36.3,35.2,30.7,0,0,IO,2.25
2025-05-17 17:02:30,22.043793650793674,22.853783956318786,24.914621320346328,28.422686286196054,33.42089206349206,28.279758300274608,30.42840438034188,29.014155957448352,0,0,IO,2.5
2025-05-17 17:02:45,21.442070313080666,21.74836696993997,25.138709094304385,29.299076282469258,32.81035277777779,24.957637936491615,29.830146673669457,29.657329854785743,0,0,IO,2.75
2025-05-17 17:03:00,21.31467745593781,21.71016816041616,25.179246792717077,29.101778283246258,32.19563464590966,24.8029374203411,29.888717507002788,29.958710632341525,0,0,IO,3.0
2025-05-17 17:03:15,21.19267745593781,21.586566406030197,24.997865840336132,28.89938325188872,31.038409645909653,24.77966974357342,29.73683972922501,30.082236822817723,0,0,IO,3.25
2025-05-17 17:03:30,20.683989955937786,21.381844580633373,24.629969411764716,29.06181975770317,29.092731868131875,24.77966974357342,29.41012464985993,29.746646346627248,0,0,IO,3.5
2025-05-17 17:03:45,20.600573289271114,21.351692680048576,24.262421031746044,29.30394479246374,26.65432313797313,24.830226128854807,28.736057802818095,29.03266399433901,0,0,IO,3.75
2025-05-17 17:04:00,20.730765596963423,21.347442680048577,24.20983928571431,28.81526162726578,27.099147619047606,24.86732612885481,30.23188084415583,28.096899877899883,0,0,IO,4.0
2025-05-17 17:04:15,21.478008454106284,21.74398669159259,24.2719031746032,28.892832659011816,27.81965647130646,25.450630313558985,30.13696479860009,27.86443321123322,0,0,IO,4.25
2025-05-17 17:04:30,23.55915239350022,23.211166824544442,24.574673015873017,28.841010436789592,30.382303296703277,26.814492218320893,31.330363863424154,27.52847606837608,0,0,IO,4.5
2025-05-17 17:04:45,24.338675438596493,25.67822342735784,24.932147911043202,28.63643886391803,33.14895753968251,29.0251518593743,34.73533302114553,25.7260994047619,0,0,IO,4.75
2025-05-17 17:05:00,24.288050438596493,25.685331436015844,24.919022911043204,28.830090548344714,33.72286388888888,29.09092908644819,34.879016354478864,25.142598629568106,0,0,IO,5.0
2025-05-17 17:05:15,24.124342105263167,25.5396673883968,24.840627672947967,29.431893886234892,34.15367896825396,29.72432405303031,34.94290235736487,25.693931962901434,0,0,IO,5.25
2025-05-17 17:05:30,22.81634924812033,25.080816149463853,24.658761799932094,29.7427024942935,35.384878174603166,30.063292950799212,35.19621012725198,27.413573918168385,0,0,IO,5.5
2025-05-17 17:05:45,21.946852555837914,23.492302400272507,24.529640768186056,33.843563187259726,36.935850353038624,30.890361666805415,37.523414260618615,30.091852794765643,0,0,IO,5.75
2025-05-17 17:06:00,21.934916047901407,23.934853561265758,24.53851695866225,34.66480127972283,37.169783289546544,31.976757029775772,38.014140986670334,30.070784754472612,0,0,IO,6.0
2025-05-17 17:06:15,21.897693825679177,24.457731969295637,24.617747911043207,35.007533819405374,37.10214995621322,32.07326417263291,38.3521398544692,30.763740598628452,0,0,IO,6.25
2025-05-17 17:06:30,21.66021108758392,25.656074449201355,24.697848704693996,35.544037707238665,36.9474166228799,32.50604043525918,38.720884731814074,31.639408455771314,0,0,IO,6.5
2025-05-17 17:06:45,21.70246108758392,28.052412037619664,24.718537593582877,37.31337548046962,36.54971436850346,33.40580130563881,40.1680545038295,35.33709915577463,0,0,IO,6.75
2025-05-17 17:07:00,21.848049218897046,27.794966836570094,24.95957886342415,37.889027594447604,36.654277494727495,35.04547119303111,40.69951522138233,35.73788117158492,0,0,IO,7.0
2025-05-17 17:07:15,21.95690338556371,27.89196683657009,25.160507434852715,37.99463058590059,37.45165646298146,35.44442601703852,40.86749421461133,36.38588355253727,0,0,IO,7.25
2025-05-17 17:07:30,24.23767965367966,28.308360038466233,26.244972467532452,37.79616315888316,39.16735408202907,36.781349448109374,41.14143631972843,39.01317369409505,0,0,IO,7.5
2025-05-17 17:07:45,25.247057761828824,29.23338911149015,27.15483333333332,36.58036256395723,40.3589815063073,41.42314721669287,42.59890654807448,42.45335716650502,0,0,IO,7.75
2025-05-17 17:08:00,25.40248276182883,29.34491764114763,27.147897619047605,37.23780849502218,40.8562421013852,42.38582138696705,42.790644983019156,43.524336674316054,0,0,IO,8.0
2025-05-17 17:08:15,25.808482761828827,29.458188203918194,27.088728571428565,37.564772265167925,41.31188389194758,42.49014176381243,42.88825445687863,43.384498579077956,0,0,IO,8.25
