Time,customers_service,source,Minutes
2025-05-17 17:01:15,0,DELAY,0.0
2025-05-17 17:01:30,0,DELAY,0.25
2025-05-17 17:01:45,0,DELAY,0.5
2025-05-17 17:02:00,0,DELAY,0.75
2025-05-17 17:02:15,0,DELAY,1.0
2025-05-17 17:02:30,0,DELAY,1.25
2025-05-17 17:02:45,0,DELAY,1.5
2025-05-17 17:03:00,0,DELAY,1.75
2025-05-17 17:03:15,0,DELAY,2.0
2025-05-17 17:03:30,0,DELAY,2.25
2025-05-17 17:03:45,0,DELAY,2.5
2025-05-17 17:04:00,0,DELAY,2.75
2025-05-17 17:04:15,0,DELAY,3.0
2025-05-17 17:04:30,0,DELAY,3.25
2025-05-17 17:04:45,0,DELAY,3.5
2025-05-17 17:05:00,0,DELAY,3.75
2025-05-17 17:05:15,0,DELAY,4.0
2025-05-17 17:05:30,0,DELAY,4.25
2025-05-17 17:05:45,0,DELAY,4.5
2025-05-17 17:06:00,0,DELAY,4.75
2025-05-17 17:06:15,0,DELAY,5.0
2025-05-17 17:06:30,0,DELAY,5.25
2025-05-17 17:06:45,0,DELAY,5.5
2025-05-17 17:07:00,0,DELAY,5.75
2025-05-17 17:07:15,0,DELAY,6.0
2025-05-17 17:07:30,0,DELAY,6.25
2025-05-17 17:07:45,0,DELAY,6.5
2025-05-17 17:08:00,0,DELAY,6.75
2025-05-17 17:08:15,0,DELAY,7.0
2025-05-17 17:08:30,0,DELAY,7.25
2025-05-17 17:08:45,0,DELAY,7.5
2025-05-17 17:09:00,0,DELAY,7.75
2025-05-17 17:09:15,30,DELAY,8.0
2025-05-17 17:09:30,30,DELAY,8.25
2025-05-17 17:09:45,30,DELAY,8.5
2025-05-17 17:10:00,30,DELAY,8.75
2025-05-17 17:10:15,0,DELAY,9.0
2025-05-17 17:10:30,0,DELAY,9.25
2025-05-17 17:10:45,0,DELAY,9.5
2025-05-17 17:11:00,0,DELAY,9.75
2025-05-17 17:11:15,0,DELAY,10.0
2025-05-17 17:11:30,0,DELAY,10.25
2025-05-17 17:11:45,0,DELAY,10.5
2025-05-17 17:12:00,0,DELAY,10.75
2025-05-17 17:12:15,13,DELAY,11.0
2025-05-17 17:12:30,13,DELAY,11.25
2025-05-17 17:12:45,13,DELAY,11.5
2025-05-17 17:13:00,13,DELAY,11.75
2025-05-17 17:13:15,11,DELAY,12.0
2025-05-17 17:13:30,11,DELAY,12.25
2025-05-17 17:13:45,11,DELAY,12.5
2025-05-17 17:14:00,11,DELAY,12.75
2025-05-17 17:14:15,0,DELAY,13.0
2025-05-17 17:14:30,0,DELAY,13.25
2025-05-17 17:14:45,0,DELAY,13.5
