minutes,network_tcp_srtt_source,network_tcp_srtt_SRTT_cumulative,other_tcp_customersservice_customers_service,other_tcp_customersservice_source,other_tcp_visitsservice_visits_service,other_tcp_visitsservice_source
2080-11-30 12:29:00,CACHE_FILLING,4219.673679289726,,,0.0,CACHE_FILLING
2080-11-30 12:29:15,CACHE_FILLING,4311.655835626062,,,0.0,CACHE_FILLING
2080-11-30 12:29:30,CACHE_FILLING,4296.211721381835,,,0.0,CACHE_FILLING
2080-11-30 12:29:45,CACHE_FILLING,4376.159781136857,,,0.0,CACHE_FILLING
2080-11-30 12:30:00,CACHE_FILLING,4525.524954837486,,,0.0,CACHE_FILLING
2080-11-30 12:30:15,CACHE_FILLING,4760.4389238365175,,,0.0,CACHE_FILLING
2080-11-30 12:30:30,CACHE_FILLING,4856.100307185849,,,0.0,CACHE_FILLING
2080-11-30 12:30:45,CACHE_FILLING,4702.617069841365,,,0.0,CACHE_FILLING
2080-11-30 12:31:00,CACHE_FILLING,4645.864461856888,,,0.0,CACHE_FILLING
2080-11-30 12:31:15,CACHE_FILLING,4594.07256905228,,,0.0,CACHE_FILLING
2080-11-30 12:31:30,CACHE_FILLING,4557.746252164234,,,0.0,CACHE_FILLING
2080-11-30 12:31:45,CACHE_FILLING,4552.417348295366,,,0.0,CACHE_FILLING
2080-11-30 12:32:00,CACHE_FILLING,4590.40223760243,,,0.0,CACHE_FILLING
2080-11-30 12:32:15,CACHE_FILLING,4854.480023149208,,,0.0,CACHE_FILLING
2080-11-30 12:32:30,CACHE_FILLING,5040.052283310772,,,0.0,CACHE_FILLING
2080-11-30 12:32:45,CACHE_FILLING,5000.789928092097,,,0.0,CACHE_FILLING
2080-11-30 12:33:00,CACHE_FILLING,4926.070761902873,,,0.0,CACHE_FILLING
2080-11-30 12:33:15,CACHE_FILLING,5289.199472992204,,,0.0,CACHE_FILLING
2080-11-30 12:33:30,CACHE_FILLING,5320.214178343668,,,0.0,CACHE_FILLING
2080-11-30 12:33:45,CACHE_FILLING,5328.842420792793,,,0.0,CACHE_FILLING
2080-11-30 12:34:00,CACHE_FILLING,5076.599834367068,,,0.0,CACHE_FILLING
2080-11-30 12:34:15,CACHE_FILLING,4812.367029692309,,,0.0,CACHE_FILLING
2080-11-30 12:34:30,CACHE_FILLING,4701.009450405412,,,0.0,CACHE_FILLING
2080-11-30 12:34:45,CACHE_FILLING,4515.046618575166,,,0.0,CACHE_FILLING
2080-11-30 12:35:00,CACHE_FILLING,4492.557662182143,,,0.0,CACHE_FILLING
2080-11-30 12:35:15,CACHE_FILLING,4582.143646563698,,,0.0,CACHE_FILLING
2080-11-30 12:35:30,CACHE_FILLING,4575.824419349575,,,0.0,CACHE_FILLING
2080-11-30 12:35:45,CACHE_FILLING,4537.272717648094,,,0.0,CACHE_FILLING
2080-11-30 12:36:00,CACHE_FILLING,4368.326642068272,,,0.0,CACHE_FILLING
2080-11-30 12:36:15,CACHE_FILLING,3711.221104833533,,,0.0,CACHE_FILLING
2080-11-30 12:36:30,CACHE_FILLING,3731.147670378362,,,0.0,CACHE_FILLING
2080-11-30 12:36:45,CACHE_FILLING,3701.941105548519,,,0.0,CACHE_FILLING
2080-11-30 12:37:00,CACHE_FILLING,3662.0707611961006,,,0.0,CACHE_FILLING
2080-11-30 12:37:15,CACHE_FILLING,3234.875919274173,,,0.0,CACHE_FILLING
2080-11-30 12:37:30,CACHE_FILLING,3199.765672163975,,,0.0,CACHE_FILLING
2080-11-30 12:37:45,CACHE_FILLING,3253.6805393877767,,,0.0,CACHE_FILLING
2080-11-30 12:38:00,CACHE_FILLING,3356.761993676661,,,0.0,CACHE_FILLING
2080-11-30 12:38:15,CACHE_FILLING,3992.7308519354633,,,0.0,CACHE_FILLING
2080-11-30 12:38:30,CACHE_FILLING,3972.347747035404,,,0.0,CACHE_FILLING
2080-11-30 12:38:45,CACHE_FILLING,3989.489931929537,,,0.0,CACHE_FILLING
2080-11-30 12:39:00,CACHE_FILLING,3992.333710529235,,,0.0,CACHE_FILLING
2080-11-30 12:39:15,CACHE_FILLING,3905.251083292984,,,0.0,CACHE_FILLING
2080-11-30 12:39:30,CACHE_FILLING,3929.517228939543,,,0.0,CACHE_FILLING
2080-11-30 12:39:45,CACHE_FILLING,3905.48720794526,,,0.0,CACHE_FILLING
2080-11-30 12:40:00,CACHE_FILLING,3896.763809724798,,,0.0,CACHE_FILLING
2080-11-30 12:40:15,CACHE_FILLING,3732.966652254115,,,0.0,CACHE_FILLING
2080-11-30 12:40:30,CACHE_FILLING,3659.30107463132,,,0.0,CACHE_FILLING
2080-11-30 12:40:45,CACHE_FILLING,3681.302532337486,,,0.0,CACHE_FILLING
2080-11-30 12:41:00,CACHE_FILLING,3717.1230469065417,,,0.0,CACHE_FILLING
2080-11-30 12:41:15,CACHE_FILLING,3791.917342655013,,,0.0,CACHE_FILLING
2080-11-30 12:41:30,CACHE_FILLING,3832.679988482528,,,0.0,CACHE_FILLING
2080-11-30 12:41:45,CACHE_FILLING,3867.2448006858754,,,0.0,CACHE_FILLING
2080-11-30 12:42:00,CACHE_FILLING,3908.9240779728448,,,0.0,CACHE_FILLING
2080-11-30 12:42:15,CACHE_FILLING,4694.633251405277,,,0.0,CACHE_FILLING
2080-11-30 12:42:30,CACHE_FILLING,4984.938634753152,,,0.0,CACHE_FILLING
2080-11-30 12:42:45,CACHE_FILLING,5009.2627933622025,,,0.0,CACHE_FILLING
2080-11-30 12:43:00,CACHE_FILLING,4766.447587039039,,,0.0,CACHE_FILLING
2080-11-30 12:43:15,CACHE_FILLING,4679.530481934108,,,0.0,CACHE_FILLING
2080-11-30 12:43:30,CACHE_FILLING,4591.570655680084,,,0.0,CACHE_FILLING
2080-11-30 12:43:45,CACHE_FILLING,4563.974946965992,,,0.0,CACHE_FILLING
2080-11-30 12:44:00,CACHE_FILLING,4444.8801136092125,,,0.0,CACHE_FILLING
2080-11-30 12:44:15,CACHE_FILLING,4355.564760118253,,,0.0,CACHE_FILLING
2080-11-30 12:44:30,CACHE_FILLING,4296.204916995742,,,0.0,CACHE_FILLING
2080-11-30 12:44:45,CACHE_FILLING,4246.840424192674,,,0.0,CACHE_FILLING
2080-11-30 12:45:00,CACHE_FILLING,4276.356542959399,,,0.0,CACHE_FILLING
2080-11-30 12:45:15,CACHE_FILLING,4265.483524201563,,,0.0,CACHE_FILLING
2080-11-30 12:45:30,CACHE_FILLING,4250.7982057955405,,,0.0,CACHE_FILLING
2080-11-30 12:45:45,CACHE_FILLING,4259.823690635481,,,0.0,CACHE_FILLING
2080-11-30 12:46:00,CACHE_FILLING,4136.07083063328,,,0.0,CACHE_FILLING
2080-11-30 12:46:15,CACHE_FILLING,3874.534472519499,,,0.0,CACHE_FILLING
2080-11-30 12:46:30,CACHE_FILLING,3931.944599241617,,,0.0,CACHE_FILLING
2080-11-30 12:46:45,CACHE_FILLING,3974.320453244826,,,0.0,CACHE_FILLING
2080-11-30 12:47:00,CACHE_FILLING,3924.927391058607,,,0.0,CACHE_FILLING
2080-11-30 12:47:15,CACHE_FILLING,4228.528539478471,,,0.0,CACHE_FILLING
2080-11-30 12:47:30,CACHE_FILLING,4103.553812560542,,,0.0,CACHE_FILLING
2080-11-30 12:47:45,CACHE_FILLING,4026.857237157242,,,0.0,CACHE_FILLING
2080-11-30 12:48:00,CACHE_FILLING,3929.6948807451663,,,0.0,CACHE_FILLING
2080-11-30 12:48:15,CACHE_FILLING,3790.620826548776,,,0.0,CACHE_FILLING
2080-11-30 12:48:30,CACHE_FILLING,3800.0087562816175,,,0.0,CACHE_FILLING
2080-11-30 12:48:45,CACHE_FILLING,3786.9397310532886,,,0.0,CACHE_FILLING
2080-11-30 12:49:00,CACHE_FILLING,3760.894495569159,,,0.0,CACHE_FILLING
2080-11-30 12:49:15,CACHE_FILLING,3808.151132897848,,,0.0,CACHE_FILLING
2080-11-30 12:49:30,CACHE_FILLING,3767.252346867253,,,0.0,CACHE_FILLING
2080-11-30 12:49:45,CACHE_FILLING,3759.073564932068,,,0.0,CACHE_FILLING
2080-11-30 12:50:00,CACHE_FILLING,3767.3821570234873,,,0.0,CACHE_FILLING
2080-11-30 12:50:15,CACHE_FILLING,3553.074411629945,,,0.0,CACHE_FILLING
2080-11-30 12:50:30,CACHE_FILLING,3610.902034867817,,,0.0,CACHE_FILLING
2080-11-30 12:50:45,CACHE_FILLING,3594.6543656464705,,,0.0,CACHE_FILLING
2080-11-30 12:51:00,CACHE_FILLING,3632.439222359013,,,0.0,CACHE_FILLING
2080-11-30 12:51:15,CACHE_FILLING,3776.580701001577,,,0.0,CACHE_FILLING
2080-11-30 12:51:30,CACHE_FILLING,3786.946750069809,,,0.0,CACHE_FILLING
2080-11-30 12:51:45,CACHE_FILLING,3796.821662539944,,,0.0,CACHE_FILLING
2080-11-30 12:52:00,CACHE_FILLING,3769.326292867331,,,0.0,CACHE_FILLING
2080-11-30 12:52:15,CACHE_FILLING,3997.3198975185433,,,0.0,CACHE_FILLING
2080-11-30 12:52:30,CACHE_FILLING,4143.8941509708375,,,0.0,CACHE_FILLING
2080-11-30 12:52:45,CACHE_FILLING,4112.960311186615,,,0.0,CACHE_FILLING
2080-11-30 12:53:00,CACHE_FILLING,4037.8797065149065,,,0.0,CACHE_FILLING
2080-11-30 12:53:15,CACHE_FILLING,3801.982044774447,,,0.0,CACHE_FILLING
2080-11-30 12:53:30,CACHE_FILLING,3731.690392390312,,,0.0,CACHE_FILLING
2080-11-30 12:53:45,CACHE_FILLING,3705.782378299463,,,0.0,CACHE_FILLING
2080-11-30 12:54:00,CACHE_FILLING,3644.209390413432,,,0.0,CACHE_FILLING
2080-11-30 12:54:15,CACHE_FILLING,2794.3632279386893,,,0.0,CACHE_FILLING
2080-11-30 12:54:30,CACHE_FILLING,2943.683895125321,,,0.0,CACHE_FILLING
2080-11-30 12:54:45,CACHE_FILLING,2995.611886243805,,,0.0,CACHE_FILLING
2080-11-30 12:55:00,CACHE_FILLING,3076.1507919473584,,,0.0,CACHE_FILLING
2080-11-30 12:55:15,CACHE_FILLING,3723.445613530291,,,0.0,CACHE_FILLING
2080-11-30 12:55:30,CACHE_FILLING,3719.227868815983,,,0.0,CACHE_FILLING
2080-11-30 12:55:45,CACHE_FILLING,3794.396131329717,,,0.0,CACHE_FILLING
2080-11-30 12:56:00,CACHE_FILLING,3741.807926125954,,,0.0,CACHE_FILLING
2080-11-30 12:56:15,CACHE_FILLING,3189.713116511929,,,0.0,CACHE_FILLING
2080-11-30 12:56:30,CACHE_FILLING,3201.5755831215206,,,0.0,CACHE_FILLING
2080-11-30 12:56:45,CACHE_FILLING,3291.8464460736977,,,0.0,CACHE_FILLING
2080-11-30 12:57:00,CACHE_FILLING,3302.699430867588,,,0.0,CACHE_FILLING
2080-11-30 12:57:15,CACHE_FILLING,3538.6243639912072,,,0.0,CACHE_FILLING
2080-11-30 12:57:30,CACHE_FILLING,3616.583572674232,,,0.0,CACHE_FILLING
2080-11-30 12:57:45,CACHE_FILLING,3667.5596485694114,,,0.0,CACHE_FILLING
2080-11-30 12:58:00,CACHE_FILLING,3678.30861321152,,,0.0,CACHE_FILLING
2080-11-30 12:58:15,CACHE_FILLING,4464.879246723801,,,0.0,CACHE_FILLING
2080-11-30 12:58:30,CACHE_FILLING,4561.947384299754,,,0.0,CACHE_FILLING
2080-11-30 12:58:45,CACHE_FILLING,4588.056284217701,,,0.0,CACHE_FILLING
2080-11-30 12:59:00,CACHE_FILLING,4307.413455702557,,,0.0,CACHE_FILLING
2080-11-30 12:59:15,CACHE_FILLING,3851.078466079109,,,0.0,CACHE_FILLING
2080-11-30 12:59:30,CACHE_FILLING,3798.976942418336,,,0.0,CACHE_FILLING
2080-11-30 12:59:45,CACHE_FILLING,3767.587616490238,,,0.0,CACHE_FILLING
2080-11-30 13:00:00,CACHE_FILLING,3789.224297679204,,,0.0,CACHE_FILLING
2080-11-30 13:00:15,CACHE_FILLING,3766.91244798913,,,0.0,CACHE_FILLING
2080-11-30 13:00:30,CACHE_FILLING,3765.5440432272258,,,0.0,CACHE_FILLING
2080-11-30 13:00:45,CACHE_FILLING,3775.945978050245,,,0.0,CACHE_FILLING
2080-11-30 13:01:00,CACHE_FILLING,3789.5729286148735,,,0.0,CACHE_FILLING
2080-11-30 13:01:15,CACHE_FILLING,3732.325389046985,,,0.0,CACHE_FILLING
2080-11-30 13:01:30,CACHE_FILLING,3761.062752534453,,,0.0,CACHE_FILLING
2080-11-30 13:01:45,CACHE_FILLING,3755.2981698659137,,,0.0,CACHE_FILLING
2080-11-30 13:02:00,CACHE_FILLING,3735.854735524728,,,0.0,CACHE_FILLING
2080-11-30 13:02:15,CACHE_FILLING,3654.064572182721,,,0.0,CACHE_FILLING
2080-11-30 13:02:30,CACHE_FILLING,3715.259853477392,,,0.0,CACHE_FILLING
2080-11-30 13:02:45,CACHE_FILLING,3713.6815017580752,,,0.0,CACHE_FILLING
2080-11-30 13:03:00,CACHE_FILLING,3825.883297673323,,,0.0,CACHE_FILLING
2080-11-30 13:03:15,CACHE_FILLING,3871.241674704997,,,0.0,CACHE_FILLING
2080-11-30 13:03:30,CACHE_FILLING,4588.266834232695,,,0.0,CACHE_FILLING
2080-11-30 13:03:45,CACHE_FILLING,4632.584544456627,,,0.0,CACHE_FILLING
2080-11-30 13:04:00,CACHE_FILLING,4356.405954712936,,,0.0,CACHE_FILLING
2080-11-30 13:04:15,CACHE_FILLING,4396.416831409284,,,0.0,CACHE_FILLING
2080-11-30 13:04:30,CACHE_FILLING,4271.888844127117,,,0.0,CACHE_FILLING
2080-11-30 13:04:45,CACHE_FILLING,4215.579182226146,,,0.0,CACHE_FILLING
2080-11-30 13:05:00,CACHE_FILLING,4176.390974704244,,,0.0,CACHE_FILLING
2080-11-30 13:05:15,CACHE_FILLING,4104.123934851942,,,0.0,CACHE_FILLING
2080-11-30 13:05:30,CACHE_FILLING,3886.345959870999,,,0.0,CACHE_FILLING
2080-11-30 13:05:45,CACHE_FILLING,3919.342733939453,,,0.0,CACHE_FILLING
2080-11-30 13:06:00,CACHE_FILLING,3964.542661450011,,,0.0,CACHE_FILLING
2080-11-30 13:06:15,CACHE_FILLING,3960.577718777997,,,0.0,CACHE_FILLING
2080-11-30 13:06:30,CACHE_FILLING,4213.137870873105,,,0.0,CACHE_FILLING
2080-11-30 13:06:45,CACHE_FILLING,4229.3632552553145,,,0.0,CACHE_FILLING
2080-11-30 13:07:00,CACHE_FILLING,4160.910022189678,,,0.0,CACHE_FILLING
