Time,visits_service
2025-05-20 00:45:30,0
2025-05-20 00:45:45,0
2025-05-20 00:46:00,0
2025-05-20 00:46:15,0
2025-05-20 00:46:30,0
2025-05-20 00:46:45,0
2025-05-20 00:47:00,0
2025-05-20 00:47:15,0
2025-05-20 00:47:30,0
2025-05-20 00:47:45,0
2025-05-20 00:48:00,0
2025-05-20 00:48:15,0
2025-05-20 00:48:30,0
2025-05-20 00:48:45,0
2025-05-20 00:49:00,0
2025-05-20 00:49:15,0
2025-05-20 00:49:30,0
2025-05-20 00:49:45,0
2025-05-20 01:04:00,0
2025-05-20 01:04:15,0
2025-05-20 01:04:30,0
2025-05-20 01:04:45,0
2025-05-20 01:05:00,0
2025-05-20 01:05:15,0
2025-05-20 01:05:30,0
2025-05-20 01:05:45,0
2025-05-20 01:06:00,0
2025-05-20 01:06:15,0
2025-05-20 01:06:30,0
2025-05-20 01:06:45,0
