Time,mem_cache
2025-05-21 21:14:15,3657012
2025-05-21 21:14:30,3641084
2025-05-21 21:14:45,3641084
2025-05-21 21:15:00,3641084
2025-05-21 21:15:15,3641084
2025-05-21 21:15:30,3642992
2025-05-21 21:15:45,3642992
2025-05-21 21:16:00,3642992
2025-05-21 21:16:15,3642992
2025-05-21 21:16:30,3651056
2025-05-21 21:16:45,3651056
2025-05-21 21:17:00,3651056
2025-05-21 21:17:15,3651056
2025-05-21 21:17:30,3647892
2025-05-21 21:17:45,3647892
2025-05-21 21:18:00,3647892
2025-05-21 21:18:15,3647892
2025-05-21 21:18:30,3648804
2025-05-21 21:18:45,3648804
2025-05-21 21:19:00,3648804
2025-05-21 21:19:15,3648804
2025-05-21 21:19:30,3650044
2025-05-21 21:19:45,3650044
2025-05-21 21:20:00,3650044
2025-05-21 21:20:15,3650044
2025-05-21 21:20:30,3652488
2025-05-21 21:20:45,3652488
2025-05-21 21:21:00,3652488
2025-05-21 21:21:15,3652488
2025-05-21 21:21:30,3655940
2025-05-21 21:21:45,3655940
2025-05-21 21:22:00,3655940
2025-05-21 21:22:15,3655940
2025-05-21 21:22:30,3657392
2025-05-21 21:22:45,3657392
2025-05-21 21:23:00,3657392
2025-05-21 21:23:15,3657392
2025-05-21 21:23:30,3659532
2025-05-21 21:23:45,3659532
2025-05-21 21:24:00,3659532
2025-05-21 21:24:15,3659532
2025-05-21 21:24:30,3661888
2025-05-21 21:24:45,3661888
2025-05-21 21:25:00,3661888
2025-05-21 21:25:15,3661888
2025-05-21 21:25:30,3664324
2025-05-21 21:25:45,3664324
2025-05-21 21:26:00,3664324
2025-05-21 21:26:15,3664324
2025-05-21 21:26:30,3666404
2025-05-21 21:26:45,3666404
2025-05-21 21:27:00,3666404
2025-05-21 21:27:15,3666404
2025-05-21 21:27:30,3668636
2025-05-21 21:27:45,3668636
2025-05-21 21:28:00,3668636
2025-05-21 21:28:15,3668636
2025-05-21 21:28:30,3670696
2025-05-21 21:28:45,3670696
2025-05-21 21:29:00,3670696
2025-05-21 21:29:15,3670696
2025-05-21 21:29:30,3672716
2025-05-21 21:29:45,3672716
2025-05-21 21:30:00,3672716
2025-05-21 21:30:15,3672716
2025-05-21 21:30:30,3674624
2025-05-21 21:30:45,3674624
2025-05-21 21:31:00,3674624
2025-05-21 21:31:15,3674624
2025-05-21 21:31:30,3662688
2025-05-21 21:31:45,3662688
2025-05-21 21:32:00,3662688
2025-05-21 21:32:15,3662688
2025-05-21 21:32:30,3664252
2025-05-21 21:32:45,3664252
2025-05-21 21:33:00,3664252
2025-05-21 21:33:15,3664252
2025-05-21 21:33:30,3665784
2025-05-21 21:33:45,3665784
2025-05-21 21:34:00,3665784
2025-05-21 21:34:15,3665784
2025-05-21 21:34:30,3667316
2025-05-21 21:34:45,3667316
2025-05-21 21:35:00,3667316
2025-05-21 21:35:15,3667316
2025-05-21 21:35:30,3659984
2025-05-21 21:35:45,3659984
2025-05-21 21:36:00,3659984
2025-05-21 21:36:15,3659984
2025-05-21 21:36:30,3661384
2025-05-21 21:36:45,3661384
2025-05-21 21:37:00,3661384
2025-05-21 21:37:15,3661384
2025-05-21 21:37:30,3662776
2025-05-21 21:37:45,3662776
2025-05-21 21:38:00,3662776
2025-05-21 21:38:15,3662776
2025-05-21 21:38:30,3664168
2025-05-21 21:38:45,3664168
2025-05-21 21:39:00,3664168
2025-05-21 21:39:15,3664168
2025-05-21 21:39:30,3665556
2025-05-21 21:39:45,3665556
2025-05-21 21:40:00,3665556
2025-05-21 21:40:15,3665556
2025-05-21 21:40:30,3666896
2025-05-21 21:40:45,3666896
2025-05-21 21:41:00,3666896
2025-05-21 21:41:15,3666896
2025-05-21 21:41:30,3668284
2025-05-21 21:41:45,3668284
2025-05-21 21:42:00,3668284
2025-05-21 21:42:15,3668284
2025-05-21 21:42:30,3669544
2025-05-21 21:42:45,3669544
2025-05-21 21:43:00,3669544
2025-05-21 21:43:15,3669544
2025-05-21 21:43:30,3670844
2025-05-21 21:43:45,3670844
2025-05-21 21:44:00,3670844
2025-05-21 21:44:15,3670844
2025-05-21 21:44:30,3672040
2025-05-21 21:44:45,3672040
2025-05-21 21:45:00,3672040
2025-05-21 21:45:15,3672040
2025-05-21 21:45:30,3673392
2025-05-21 21:45:45,3673392
2025-05-21 21:46:00,3673392
2025-05-21 21:46:15,3673392
2025-05-21 21:46:30,3695368
2025-05-21 21:46:45,3695368
2025-05-21 21:47:00,3695368
2025-05-21 21:47:15,3695368
2025-05-21 21:47:30,3696300
2025-05-21 21:47:45,3696300
2025-05-21 21:48:00,3696300
2025-05-21 21:48:15,3696300
2025-05-21 21:48:30,3697344
2025-05-21 21:48:45,3697344
2025-05-21 21:49:00,3697344
2025-05-21 21:49:15,3697344
2025-05-21 21:49:30,3698276
2025-05-21 21:49:45,3698276
2025-05-21 21:50:00,3698276
2025-05-21 21:50:15,3698276
2025-05-21 21:50:30,3699236
2025-05-21 21:50:45,3699236
2025-05-21 21:51:00,3699236
2025-05-21 21:51:15,3699236
2025-05-21 21:51:30,3700320
2025-05-21 21:51:45,3700320
2025-05-21 21:52:00,3700320
2025-05-21 21:52:15,3700320
2025-05-21 21:52:30,3701204
2025-05-21 21:52:45,3701204
2025-05-21 21:53:00,3701204
2025-05-21 21:53:15,3701204
2025-05-21 21:53:30,3702120
2025-05-21 21:53:45,3702120
2025-05-21 21:54:00,3702120
2025-05-21 21:54:15,3702120
2025-05-21 21:54:30,3703016
2025-05-21 21:54:45,3703016
2025-05-21 21:55:00,3703016
2025-05-21 21:55:15,3703016
2025-05-21 21:55:30,3703872
2025-05-21 21:55:45,3703872
2025-05-21 21:56:00,3703872
2025-05-21 21:56:15,3703872
2025-05-21 21:56:30,3704848
2025-05-21 21:56:45,3704848
2025-05-21 21:57:00,3704848
2025-05-21 21:57:15,3704848
2025-05-21 21:57:30,3705816
2025-05-21 21:57:45,3705816
2025-05-21 21:58:00,3705816
2025-05-21 21:58:15,3705816
2025-05-21 21:58:30,3706520
2025-05-21 21:58:45,3706520
