Time,connection_1,connection_2,connection_3
2025-05-18 01:21:45,,7106,
2025-05-18 01:22:00,,7106,
2025-05-18 01:22:15,,7106,
2025-05-18 01:22:30,,4189,
2025-05-18 01:22:45,,4189,
2025-05-18 01:23:00,,4189,
2025-05-18 01:23:15,,4189,
2025-05-18 01:23:30,,2373,
2025-05-18 01:23:45,,2373,
2025-05-18 01:24:00,,2373,
2025-05-18 01:24:15,0,2373,
2025-05-18 01:24:30,0,0,
2025-05-18 01:24:45,0,0,
2025-05-18 01:25:00,0,0,
2025-05-18 01:25:15,0,0,
2025-05-18 01:25:30,0,0,
2025-05-18 01:25:45,0,0,
2025-05-18 01:26:00,0,0,
2025-05-18 01:26:15,0,0,
2025-05-18 01:26:30,0,8,
2025-05-18 01:26:45,0,8,
2025-05-18 01:27:00,0,8,
2025-05-18 01:27:15,0,8,
2025-05-18 01:27:30,0,0,
2025-05-18 01:27:45,0,0,
2025-05-18 01:28:00,0,0,
2025-05-18 01:28:15,0,0,
2025-05-18 01:28:30,0,0,
2025-05-18 01:28:45,0,0,
2025-05-18 01:29:00,0,0,
2025-05-18 01:29:15,0,0,
2025-05-18 01:29:30,0,0,
2025-05-18 01:29:45,0,0,
2025-05-18 01:30:00,0,0,
2025-05-18 01:30:15,,0,
2025-05-18 01:30:30,,0,
2025-05-18 01:30:45,,0,
2025-05-18 01:31:00,,0,
2025-05-18 01:31:15,,0,
2025-05-18 01:31:30,,0,
2025-05-18 01:31:45,,0,
2025-05-18 01:32:00,,0,
2025-05-18 01:32:15,,0,
2025-05-18 01:32:30,,0,
2025-05-18 01:32:45,,0,
2025-05-18 01:33:00,,0,
2025-05-18 01:33:15,,0,
2025-05-18 01:33:30,,0,
2025-05-18 01:33:45,,0,
2025-05-18 01:34:00,,0,
2025-05-18 01:34:15,,0,
2025-05-18 01:34:30,,0,
2025-05-18 01:34:45,,0,
2025-05-18 01:35:00,,0,
2025-05-18 01:35:15,,0,
2025-05-18 01:35:30,,0,
2025-05-18 01:35:45,,0,
2025-05-18 01:36:00,,0,
2025-05-18 01:36:15,,0,
2025-05-18 01:36:30,,0,
2025-05-18 01:36:45,,228,
2025-05-18 01:37:00,,228,
2025-05-18 01:37:15,,228,
2025-05-18 01:37:30,,0,
2025-05-18 01:37:45,,0,
2025-05-18 01:38:00,,0,
2025-05-18 01:38:15,,0,
2025-05-18 01:38:30,,7,
2025-05-18 01:38:45,,7,
2025-05-18 01:39:00,,7,
2025-05-18 01:39:15,,7,
2025-05-18 01:39:30,,0,
2025-05-18 01:39:45,,0,
2025-05-18 01:40:00,,0,
2025-05-18 01:40:15,,0,
2025-05-18 01:40:30,,0,
2025-05-18 01:40:45,,0,
2025-05-18 01:41:00,,0,
2025-05-18 01:41:15,,0,
2025-05-18 01:41:30,,34,
2025-05-18 01:41:45,,34,
2025-05-18 01:42:00,,34,
2025-05-18 01:42:15,,34,
2025-05-18 01:42:30,,179,
2025-05-18 01:42:45,,179,0
2025-05-18 01:43:00,,179,0
2025-05-18 01:43:15,,179,0
2025-05-18 01:43:30,,0,0
2025-05-18 01:43:45,,0,0
2025-05-18 01:44:00,,0,0
2025-05-18 01:44:15,,0,0
2025-05-18 01:44:30,,0,0
2025-05-18 01:44:45,,0,0
2025-05-18 01:45:00,,0,0
2025-05-18 01:45:15,,0,0
2025-05-18 01:45:30,,0,0
2025-05-18 01:45:45,,0,0
2025-05-18 01:46:00,,0,0
2025-05-18 01:46:15,,0,0
2025-05-18 01:46:30,,7,0
2025-05-18 01:46:45,,7,0
2025-05-18 01:47:00,,7,0
2025-05-18 01:47:15,,7,0
2025-05-18 01:47:30,,7,0
2025-05-18 01:47:45,,7,0
2025-05-18 01:48:00,,7,0
2025-05-18 01:48:15,,7,0
2025-05-18 01:48:30,,0,0
2025-05-18 01:48:45,,0,0
2025-05-18 01:49:00,,0,0
2025-05-18 01:49:15,,0,0
2025-05-18 01:49:30,0,0,0
2025-05-18 01:49:45,0,0,0
2025-05-18 01:50:00,0,0,0
2025-05-18 01:50:15,0,0,0
2025-05-18 01:50:30,0,2,0
2025-05-18 01:50:45,0,2,0
2025-05-18 01:51:00,0,2,0
2025-05-18 01:51:15,0,2,0
2025-05-18 01:51:30,0,0,0
2025-05-18 01:51:45,0,0,0
2025-05-18 01:52:00,0,0,0
2025-05-18 01:52:15,0,0,0
2025-05-18 01:52:30,0,0,0
2025-05-18 01:52:45,0,0,0
2025-05-18 01:53:00,0,0,0
2025-05-18 01:53:15,0,0,0
2025-05-18 01:53:30,0,0,0
2025-05-18 01:53:45,0,0,0
2025-05-18 01:54:00,0,0,0
2025-05-18 01:54:15,0,0,0
2025-05-18 01:54:30,,0,0
2025-05-18 01:54:45,,0,0
2025-05-18 01:55:00,,0,0
2025-05-18 01:55:15,,0,0
2025-05-18 01:55:30,,0,0
2025-05-18 01:55:45,,0,0
2025-05-18 01:56:00,,0,0
2025-05-18 01:56:15,,0,0
2025-05-18 01:56:30,,0,0
2025-05-18 01:56:45,,0,0
2025-05-18 01:57:00,,0,0
2025-05-18 01:57:15,,0,0
2025-05-18 01:57:30,,0,0
2025-05-18 01:57:45,,0,0
2025-05-18 01:58:00,,0,0
2025-05-18 01:58:15,,0,0
2025-05-18 01:58:30,,0,0
2025-05-18 01:58:45,,0,0
2025-05-18 01:59:00,,0,0
2025-05-18 01:59:15,,0,0
2025-05-18 01:59:30,,0,0
2025-05-18 01:59:45,,0,0
2025-05-18 02:00:00,,0,0
2025-05-18 02:00:15,,0,0
2025-05-18 02:00:30,,0,0
2025-05-18 02:00:45,,0,0
2025-05-18 02:01:00,,0,0
2025-05-18 02:01:15,,0,0
