Time,api_gateway,source,Minutes
2025-05-17 17:01:15,0,OOM,0.0
2025-05-17 17:01:30,0,OOM,0.25
2025-05-17 17:01:45,0,OOM,0.5
2025-05-17 17:02:00,0,OOM,0.75
2025-05-17 17:02:15,0,OOM,1.0
2025-05-17 17:02:30,0,OOM,1.25
2025-05-17 17:02:45,0,OOM,1.5
2025-05-17 17:03:00,0,OOM,1.75
2025-05-17 17:03:15,0,OOM,2.0
2025-05-17 17:03:30,0,OOM,2.25
2025-05-17 17:03:45,0,OOM,2.5
2025-05-17 17:04:00,0,OOM,2.75
2025-05-17 17:04:15,0,OOM,3.0
2025-05-17 17:04:30,0,OOM,3.25
2025-05-17 17:04:45,0,OOM,3.5
2025-05-17 17:05:00,0,OOM,3.75
2025-05-17 17:05:15,0,OOM,4.0
2025-05-17 17:05:30,0,OOM,4.25
2025-05-17 17:05:45,0,OOM,4.5
2025-05-17 17:06:00,0,OOM,4.75
2025-05-17 17:06:15,0,OOM,5.0
