Time,customers_service,source,Minutes
2025-05-17 17:01:15,0.0,IO,0.0
2025-05-17 17:01:30,0.0,IO,0.25
2025-05-17 17:01:45,0.0,IO,0.5
2025-05-17 17:02:00,0.0,IO,0.75
2025-05-17 17:02:15,4.0,IO,1.0
2025-05-17 17:02:30,4.0,IO,1.25
2025-05-17 17:02:45,4.0,IO,1.5
2025-05-17 17:03:00,4.0,IO,1.75
2025-05-17 17:03:15,0.0,IO,2.0
2025-05-17 17:03:30,0.0,IO,2.25
2025-05-17 17:03:45,14.004000000000001,IO,2.5
2025-05-17 17:04:00,4.898585072738773,IO,2.75
2025-05-17 17:04:15,0.03715370018975332,IO,3.0
2025-05-17 17:04:30,0.03715370018975332,IO,3.25
2025-05-17 17:04:45,0.03715370018975332,IO,3.5
2025-05-17 17:05:00,0.1371537001897533,IO,3.75
2025-05-17 17:05:15,0.03715370018975332,IO,4.0
2025-05-17 17:05:30,1.749310562934851,IO,4.25
2025-05-17 17:05:45,8.522040643352225,IO,4.5
2025-05-17 17:06:00,0.0,IO,4.75
2025-05-17 17:06:15,0.0,IO,5.0
2025-05-17 17:06:30,0.0,IO,5.25
2025-05-17 17:06:45,0.0,IO,5.5
2025-05-17 17:07:00,0.0,IO,5.75
2025-05-17 17:07:15,42.75,IO,6.0
2025-05-17 17:07:30,42.75,IO,6.25
2025-05-17 17:07:45,42.75,IO,6.5
2025-05-17 17:08:00,42.75,IO,6.75
2025-05-17 17:08:15,75.0,IO,7.0
2025-05-17 17:08:30,93.37458946608947,IO,7.25
2025-05-17 17:08:45,101.18958946608947,IO,7.5
2025-05-17 17:09:00,101.05746825396827,IO,7.75
2025-05-17 17:09:15,103.6513037518038,IO,8.0
2025-05-17 17:09:30,110.6990223665224,IO,8.25
2025-05-17 17:09:45,105.30210173160174,IO,8.5
2025-05-17 17:10:00,105.13014935064933,IO,8.75
2025-05-17 17:10:15,99.42305411255411,IO,9.0
2025-05-17 17:10:30,92.7780974025974,IO,9.25
2025-05-17 17:10:45,96.44285714285714,IO,9.5
2025-05-17 17:11:00,97.4370238095238,IO,9.75
2025-05-17 17:11:15,97.99735714285714,IO,10.0
2025-05-17 17:11:30,100.13092857142857,IO,10.25
2025-05-17 17:11:45,98.85292857142856,IO,10.5
2025-05-17 17:12:00,97.131,IO,10.75
2025-05-17 17:12:15,85.06252380952381,IO,11.0
2025-05-17 17:12:30,68.24018759018759,IO,11.25
2025-05-17 17:12:45,67.74046031746032,IO,11.5
2025-05-17 17:13:00,48.75,IO,11.75
2025-05-17 17:13:15,52.5,IO,12.0
2025-05-17 17:13:30,52.5,IO,12.25
2025-05-17 17:13:45,52.5,IO,12.5
2025-05-17 17:14:00,52.5,IO,12.75
2025-05-17 17:14:15,165.75,IO,13.0
2025-05-17 17:14:30,165.75,IO,13.25
2025-05-17 17:14:45,165.75,IO,13.5
2025-05-17 17:15:00,165.75,IO,13.75
2025-05-17 17:15:15,167.25,IO,14.0
2025-05-17 17:15:30,179.5118333333333,IO,14.25
2025-05-17 17:15:45,198.09524055829223,IO,14.5
2025-05-17 17:16:00,167.25,IO,14.75
2025-05-17 17:16:15,123.0,IO,15.0
2025-05-17 17:16:30,123.0,IO,15.25
2025-05-17 17:16:45,123.0,IO,15.5
2025-05-17 17:17:00,123.0,IO,15.75
2025-05-17 17:17:15,30.75,IO,16.0
2025-05-17 17:17:30,30.75,IO,16.25
2025-05-17 17:17:45,30.75,IO,16.5
2025-05-17 17:18:00,30.75,IO,16.75
2025-05-17 17:18:15,62.25,IO,17.0
2025-05-17 17:18:30,62.25,IO,17.25
2025-05-17 17:18:45,62.25,IO,17.5
2025-05-17 17:19:00,62.25,IO,17.75
2025-05-17 17:19:15,204.0,IO,18.0
2025-05-17 17:19:30,204.0,IO,18.25
2025-05-17 17:19:45,204.0,IO,18.5
2025-05-17 17:20:00,204.0,IO,18.75
2025-05-17 17:20:15,141.0,IO,19.0
2025-05-17 17:20:30,166.8382380952381,IO,19.25
2025-05-17 17:20:45,186.29045238095242,IO,19.5
2025-05-17 17:21:00,187.8134523809524,IO,19.75
2025-05-17 17:21:15,197.5620952380953,IO,20.0
2025-05-17 17:21:30,223.5708288288288,IO,20.25
2025-05-17 17:21:45,247.88394721694152,IO,20.5
