minutes,cpu_cpu 0,cpu_cpu 1,cpu_cpu 2,cpu_cpu 3,cpu_cpu 4,cpu_cpu 5,cpu_cpu 6,cpu_cpu 7,cpu_cpu 8,cpu_cpu 9,cpu_source,cpu_Minutes,cpu_cpu 0,cpu_cpu 1,cpu_cpu 2,cpu_cpu 3,cpu_cpu 4,cpu_cpu 5,cpu_cpu 6,cpu_cpu 7,cpu_cpu 8,cpu_cpu 9,cpu_source,cpu_Minutes,cpu_cpu 0,cpu_cpu 1,cpu_cpu 2,cpu_cpu 3,cpu_cpu 4,cpu_cpu 5,cpu_cpu 6,cpu_cpu 7,cpu_cpu 8,cpu_cpu 9,cpu_source,cpu_Minutes,cpu_cpu 0,cpu_cpu 1,cpu_cpu 2,cpu_cpu 3,cpu_cpu 4,cpu_cpu 5,cpu_cpu 6,cpu_cpu 7,cpu_cpu 8,cpu_cpu 9,cpu_source,cpu_Minutes,cpu_cpu 0,cpu_cpu 1,cpu_cpu 2,cpu_cpu 3,cpu_cpu 4,cpu_cpu 5,cpu_cpu 6,cpu_cpu 7,cpu_cpu 8,cpu_cpu 9,cpu_source,cpu_Minutes
30.0,6,2,8,9,0,3,6,0,0,0,CPU_STRESS,30.0,405,400,373,379,379,395,380,380,0,0,CPU_STRESS,30.0,1176,1311,1288,1276,1250,1233,1324,1139,0,0,CPU_STRESS,30.0,29220,28580,29315,28963,30400,30230,29235,28835,0,0,CPU_STRESS,30.0,52.27607112887112,52.82391067538308,52.616790832060815,52.16755375180378,53.54715336502064,53.74945613047086,53.7963527777778,51.4567152275897,0,0,CPU_STRESS,30.0
30.25,7,2,8,9,0,3,6,0,0,0,CPU_STRESS,30.25,405,399,371,379,379,395,380,378,0,0,CPU_STRESS,30.25,1158,1312,1247,1295,1231,1226,1315,1128,0,0,CPU_STRESS,30.25,29220,28580,29315,28835,30400,30287,29235,28835,0,0,CPU_STRESS,30.25,52.56569410866911,52.7743644411084,52.65811377578376,52.09658264790765,54.17752145951512,53.85817453322823,53.59669801587304,51.54969856019129,0,0,CPU_STRESS,30.25
30.5,7,2,8,8,1,3,6,1,0,0,CPU_STRESS,30.5,396,399,373,378,379,395,379,377,0,0,CPU_STRESS,30.5,1185,1298,1262,1299,1245,1215,1315,1132,0,0,CPU_STRESS,30.5,29692,28677,29315,28796,30367,30077,29095,28835,0,0,CPU_STRESS,30.5,52.83133592012563,53.069086606325726,52.821697467092456,52.38286395724158,54.5835671121088,54.24826213092463,53.89478455988458,52.090599938329625,0,0,CPU_STRESS,30.5
30.75,7,2,8,8,1,3,6,1,0,0,CPU_STRESS,30.75,394,399,373,378,379,395,379,377,0,0,CPU_STRESS,30.75,1186,1289,1261,1299,1244,1210,1300,1132,0,0,CPU_STRESS,30.75,29928,30960,29920,28890,30492,29245,30320,30640,0,0,CPU_STRESS,30.75,52.967736515363725,53.36552849560176,52.85719746709245,52.818947290574926,54.64055923332093,54.53851213092463,54.12172503607505,52.26340442550912,0,0,CPU_STRESS,30.75
31.0,4,2,4,8,1,7,0,8,0,0,CPU_STRESS,31.0,384,398,378,378,379,375,378,377,0,0,CPU_STRESS,31.0,1221,1190,1230,1301,1241,1162,1280,1146,0,0,CPU_STRESS,31.0,30061,30960,29920,28890,31467,29275,30320,30640,0,0,CPU_STRESS,31.0,54.46010595238096,55.600960110960415,55.284884054834045,52.92371236993999,57.06780297215369,54.2208575916172,55.55233535353533,55.012653690649,0,0,CPU_STRESS,31.0
31.25,4,2,3,8,1,7,0,9,0,0,CPU_STRESS,31.25,381,398,379,378,379,372,378,377,0,0,CPU_STRESS,31.25,1214,1162,1222,1305,1241,1141,1280,1146,0,0,CPU_STRESS,31.25,30109,30960,29920,28890,31565,29305,30320,30640,0,0,CPU_STRESS,31.25,56.323516666666656,57.912249923630135,57.15498545898545,56.48460953111213,58.14266265076267,55.19145476584819,56.63976352813851,57.08409084249085,0,0,CPU_STRESS,31.25
31.5,4,2,4,8,1,8,1,6,0,0,CPU_STRESS,31.5,381,397,377,378,379,371,378,377,0,0,CPU_STRESS,31.5,1139,1138,1192,1305,1201,1099,1280,1133,0,0,CPU_STRESS,31.5,30016,30530,29433,28890,31465,29305,30369,30470,0,0,CPU_STRESS,31.5,61.520176839826846,62.61618735545037,61.106920562770526,60.34252601740361,60.12919107808495,57.33450188292099,61.37686316738817,62.71357255612251,0,0,CPU_STRESS,31.5
31.75,4,2,4,8,1,8,1,6,0,0,CPU_STRESS,31.75,381,394,375,377,379,371,374,377,0,0,CPU_STRESS,31.75,1102,1124,1164,770,1173,1090,750,1130,0,0,CPU_STRESS,31.75,41580,41655,41125,41480,41675,40815,42425,40425,0,0,CPU_STRESS,31.75,65.1940462842713,64.09165942594312,65.07880389610388,63.7811194316735,61.501111239249525,58.340825688200674,65.67831194083692,64.8799725561225,0,0,CPU_STRESS,31.75
32.0,4,2,4,8,9,4,1,0,0,0,CPU_STRESS,32.0,387,375,372,370,373,386,361,384,0,0,CPU_STRESS,32.0,826,799,945,770,858,909,750,926,0,0,CPU_STRESS,32.0,41580,41897,41125,41495,41675,40815,42465,40425,0,0,CPU_STRESS,32.0,83.17373535353533,83.20872112511671,82.2675476190476,82.43905588423507,79.36163053630257,76.07253583361084,81.27332186147186,79.8193833333333,0,0,CPU_STRESS,32.0
32.25,4,2,4,8,8,3,1,0,0,0,CPU_STRESS,32.25,387,371,371,368,371,388,360,386,0,0,CPU_STRESS,32.25,785,777,913,770,787,867,750,886,0,0,CPU_STRESS,32.25,41580,41897,41125,41495,41675,40815,42465,40425,0,0,CPU_STRESS,32.25,90.12391139971136,89.54350855707487,87.34808977411478,87.61414917859916,87.90038936328241,86.03210375180375,89.35607196969697,84.77872142857143,0,0,CPU_STRESS,32.25
32.5,4,2,4,7,6,3,1,1,0,0,CPU_STRESS,32.5,384,374,372,367,372,389,364,385,0,0,CPU_STRESS,32.5,749,755,906,863,764,864,749,871,0,0,CPU_STRESS,32.5,41580,41897,41125,41495,41675,40815,42465,40425,0,0,CPU_STRESS,32.5,92.9546560555103,91.6738329466742,91.58702559626012,92.33724265584324,90.7080296255328,90.51072399240984,93.44300182831354,90.52084675043112,0,0,CPU_STRESS,32.5
32.75,4,2,4,7,6,3,1,1,0,0,CPU_STRESS,32.75,380,375,372,366,372,389,364,385,0,0,CPU_STRESS,32.75,748,754,906,945,764,867,940,871,0,0,CPU_STRESS,32.75,42580,42262,52460,42130,41975,40815,42875,41712,0,0,CPU_STRESS,32.75,93.0101560555103,91.69740437524564,91.60992559626013,92.34757598917656,90.7080296255328,90.51072399240984,93.44300182831354,90.52084675043112,0,0,CPU_STRESS,32.75
33.0,4,2,49,0,0,3,9,1,0,0,CPU_STRESS,33.0,366,387,378,355,376,395,354,402,0,0,CPU_STRESS,33.0,756,777,918,945,831,913,945,913,0,0,CPU_STRESS,33.0,42580,42262,52460,42130,41975,40815,42875,41712,0,0,CPU_STRESS,33.0,94.01511227106228,92.5723537215608,90.55249435564434,93.34700414862915,91.52718623457804,90.35495408809376,93.86021277056275,92.1748675901876,0,0,CPU_STRESS,33.0
33.25,4,2,61,0,0,3,9,1,0,0,CPU_STRESS,33.25,364,388,378,353,378,396,354,406,0,0,CPU_STRESS,33.25,758,782,912,915,839,917,950,922,0,0,CPU_STRESS,33.25,42580,42262,52460,42130,41975,40815,42875,41712,0,0,CPU_STRESS,33.25,94.17700824175829,92.9748338982176,90.59883636397386,93.54510091852596,91.75023920437714,90.3878639338036,93.92976785714283,92.28060907647912,0,0,CPU_STRESS,33.25
33.5,4,2,40,1,1,3,6,1,0,0,CPU_STRESS,33.5,375,390,375,360,379,394,365,409,0,0,CPU_STRESS,33.5,793,772,895,885,818,906,950,924,0,0,CPU_STRESS,33.5,42580,42262,51509,42130,41975,52210,42875,41712,0,0,CPU_STRESS,33.5,93.18267679379446,92.86703682941908,91.2784523063648,93.1118419546637,91.2692396898685,90.63808041987129,93.6395866767984,91.8319023254523,0,0,CPU_STRESS,33.5
33.75,4,2,5,1,1,3,6,1,0,0,CPU_STRESS,33.75,375,390,374,361,379,394,365,408,0,0,CPU_STRESS,33.75,804,772,879,1020,818,903,780,924,0,0,CPU_STRESS,33.75,51650,42662,42380,52830,42847,42200,53840,53190,0,0,CPU_STRESS,33.75,92.75137679379446,92.90773682941908,91.3808392111267,93.05267528799703,91.2692396898685,90.6795612129147,93.51091524822694,91.82406899211897,0,0,CPU_STRESS,33.75
34.0,6,2,5,1,1,7,0,1,0,0,CPU_STRESS,34.0,400,390,353,396,373,382,368,385,0,0,CPU_STRESS,34.0,911,778,711,1020,729,886,780,925,0,0,CPU_STRESS,34.0,51650,42905,42380,52830,42847,42200,53840,53190,0,0,CPU_STRESS,34.0,89.74289682539684,93.46260691574324,93.25963867521362,91.78426268398267,92.83374395177184,92.25391646938026,92.60651673881672,91.6347421615313,0,0,CPU_STRESS,34.0
34.25,7,2,5,1,1,7,0,1,0,0,CPU_STRESS,34.25,405,389,351,402,371,381,370,378,0,0,CPU_STRESS,34.25,912,777,706,1020,715,864,780,926,0,0,CPU_STRESS,34.25,51650,54850,42380,52830,54660,54040,53840,53190,0,0,CPU_STRESS,34.25,89.57820396825399,93.68078820972728,93.5601934371184,91.50511894901392,93.05349438141768,92.68470092103976,92.20869757412396,91.40060866277202,0,0,CPU_STRESS,34.25
34.5,7,2,2,1,1,8,1,1,0,0,CPU_STRESS,34.5,389,389,352,401,371,379,374,377,0,0,CPU_STRESS,34.5,880,767,715,941,739,827,788,926,0,0,CPU_STRESS,34.5,51201,54850,54840,52561,54660,54040,52303,50295,0,0,CPU_STRESS,34.5,90.31216825280153,93.485033365343,92.70963331050685,91.85692300622266,92.70923016856324,91.92377299908368,91.66222452339495,90.98237697230556,0,0,CPU_STRESS,34.5
34.75,7,2,0,1,1,8,1,1,0,0,CPU_STRESS,34.75,388,389,352,401,371,379,374,377,0,0,CPU_STRESS,34.75,870,765,715,833,740,830,788,925,0,0,CPU_STRESS,34.75,52080,54850,54840,52772,54660,54040,52955,51574,0,0,CPU_STRESS,34.75,90.31216825280153,93.48703336534298,92.65588331050684,91.93643689511154,92.70923016856324,91.92377299908368,91.66222452339495,90.96124363897223,0,0,CPU_STRESS,34.75
35.0,7,2,0,1,1,8,1,1,0,0,CPU_STRESS,35.0,381,387,354,401,371,379,375,377,0,0,CPU_STRESS,35.0,842,761,721,807,742,823,788,926,0,0,CPU_STRESS,35.0,53293,54680,52890,53375,53224,53080,52955,51574,0,0,CPU_STRESS,35.0,90.51758730042054,93.504046352356,92.52083842891788,92.00290356177824,92.70923016856324,91.92377299908368,91.4849856345061,90.78357030563892,0,0,CPU_STRESS,35.0
35.25,4,6,0,1,1,8,1,9,0,0,CPU_STRESS,35.25,361,372,376,367,371,386,385,391,0,0,CPU_STRESS,35.25,706,742,842,703,778,774,842,1004,0,0,CPU_STRESS,35.25,54872,55009,52822,54686,53787,53144,52999,51830,0,0,CPU_STRESS,35.25,93.2333206043956,93.72579217922532,91.17096760314853,93.89597857142856,92.53393522206572,91.47731337766176,91.07282229225022,90.26912573922496,0,0,CPU_STRESS,35.25
35.5,4,7,0,1,1,8,1,10,0,0,CPU_STRESS,35.5,355,372,386,360,371,388,387,394,0,0,CPU_STRESS,35.5,677,741,852,676,783,762,851,1043,0,0,CPU_STRESS,35.5,55035,54784,52905,55084,53977,53090,52861,51888,0,0,CPU_STRESS,35.5,93.358084998335,93.5892032903364,91.25280135966976,94.36119713064711,92.375026497867,91.23773393765732,91.03640165732962,90.13923618267938,0,0,CPU_STRESS,35.5
35.75,4,7,0,1,1,8,1,6,0,0,CPU_STRESS,35.75,365,375,382,362,371,388,382,392,0,0,CPU_STRESS,35.75,729,745,822,689,782,724,835,1048,0,0,CPU_STRESS,35.75,54205,53669,53000,54805,53711,53046,52629,52413,0,0,CPU_STRESS,35.75,91.83824900491663,92.72195476710164,91.16047429231664,93.6792780830281,92.08564679279496,91.15213241221764,90.77168624350364,90.32616868800972,0,0,CPU_STRESS,35.75
36.0,4,7,0,1,1,8,1,6,0,0,CPU_STRESS,36.0,366,374,381,362,371,387,381,391,0,0,CPU_STRESS,36.0,730,754,815,689,774,717,835,1047,0,0,CPU_STRESS,36.0,52546,52099,53154,54805,53646,53043,52608,52419,0,0,CPU_STRESS,36.0,91.05916029917796,91.94607057031688,91.18637759963734,93.71282808302809,92.03233453574856,91.15213241221764,90.74586124350364,90.31700202134306,0,0,CPU_STRESS,36.0
36.25,4,2,0,1,9,4,1,0,0,0,CPU_STRESS,36.25,385,386,353,350,365,365,380,358,0,0,CPU_STRESS,36.25,808,852,679,678,710,652,782,835,0,0,CPU_STRESS,36.25,51731,51401,53484,54938,52927,53056,52338,52583,0,0,CPU_STRESS,36.25,88.91585032467533,88.61018938498461,91.38145222104296,93.59142671217668,91.44554131180855,90.81443828901818,89.95621003382583,90.39937690590288,0,0,CPU_STRESS,36.25
36.5,4,2,0,1,8,3,1,0,0,0,CPU_STRESS,36.5,386,388,350,348,364,363,379,356,0,0,CPU_STRESS,36.5,802,875,673,680,710,665,755,776,0,0,CPU_STRESS,36.5,51500,51133,53450,54943,52873,52966,52362,52595,0,0,CPU_STRESS,36.5,88.59385793650796,88.25821729175595,91.34580938087656,93.48791439333606,91.05861713448634,90.7718220761123,89.88129856840513,90.28830395778054,0,0,CPU_STRESS,36.5
36.75,4,2,0,1,6,3,1,1,0,0,CPU_STRESS,36.75,378,387,354,356,366,366,375,360,0,0,CPU_STRESS,36.75,755,872,671,685,759,717,743,787,0,0,CPU_STRESS,36.75,52083,50910,53486,54805,52132,52741,52796,52011,0,0,CPU_STRESS,36.75,89.57130537863192,88.13258446719792,91.47530905963482,93.29663719275888,90.38796312360158,90.48113331542989,90.1749000364546,89.79938820020479,0,0,CPU_STRESS,36.75
37.0,4,2,17,1,6,3,1,1,0,0,CPU_STRESS,37.0,378,388,354,356,366,366,374,361,0,0,CPU_STRESS,37.0,751,872,671,685,764,726,742,787,0,0,CPU_STRESS,37.0,52536,50981,53521,54773,51956,52345,52863,51996,0,0,CPU_STRESS,37.0,89.59582918815573,88.13258446719792,91.51442572630148,93.26693719275887,90.34466896775744,90.46104502177906,90.1891000364546,89.74037708909367,0,0,CPU_STRESS,37.0
37.25,4,2,35,9,0,3,1,1,0,0,CPU_STRESS,37.25,356,396,360,353,412,393,361,382,0,0,CPU_STRESS,37.25,637,888,671,685,955,903,672,852,0,0,CPU_STRESS,37.25,53314,51107,53948,54400,50428,51728,53783,52159,0,0,CPU_STRESS,37.25,90.89864153049614,88.32347712101365,92.22933585304574,92.5904618131868,87.81892480267089,89.30533752636252,91.76605331890332,89.54494442582504,0,0,CPU_STRESS,37.25
37.5,4,2,35,9,0,3,1,1,0,0,CPU_STRESS,37.5,353,397,363,355,416,395,360,385,0,0,CPU_STRESS,37.5,635,876,671,685,979,915,674,860,0,0,CPU_STRESS,37.5,53332,51158,53850,53959,50259,51771,53703,52186,0,0,CPU_STRESS,37.5,90.73728308358308,88.41914818012698,92.2362386946486,92.19653531370592,87.95330303982142,89.16803332500832,91.73019254356754,89.2973638630545,0,0,CPU_STRESS,37.5
37.75,4,2,35,7,1,3,1,1,0,0,CPU_STRESS,37.75,366,394,367,360,406,393,363,384,0,0,CPU_STRESS,37.75,751,841,671,691,988,943,715,847,0,0,CPU_STRESS,37.75,52604,51645,53305,53484,51588,51858,52923,52769,0,0,CPU_STRESS,37.75,89.90147977231638,88.74010367431607,91.36506605379648,91.62498917371528,88.58840476383828,89.99122424317717,90.96674316852976,90.57443152350754,0,0,CPU_STRESS,37.75
38.0,4,2,35,7,1,3,1,1,0,0,CPU_STRESS,38.0,366,393,367,360,405,393,364,383,0,0,CPU_STRESS,38.0,758,822,694,710,984,943,719,838,0,0,CPU_STRESS,38.0,51889,53752,53186,53236,52293,52446,52773,52901,0,0,CPU_STRESS,38.0,89.68040185023847,88.8140632897007,91.2754993871298,91.11555107847718,88.60782034825387,89.99122424317717,90.81849554948217,90.64345652350752,0,0,CPU_STRESS,38.0
38.25,6,2,35,0,1,3,9,1,0,0,CPU_STRESS,38.25,398,370,382,381,358,390,393,363,0,0,CPU_STRESS,38.25,862,651,831,876,751,940,881,778,0,0,CPU_STRESS,38.25,51027,54811,52231,51716,53236,52863,51425,54020,0,0,CPU_STRESS,38.25,88.18170634920632,92.47767190389092,89.88465465367959,88.97873809523811,91.00692925078364,91.38191867354868,88.95674235209233,92.45200215007208,0,0,CPU_STRESS,38.25
38.5,7,2,5,0,1,3,9,1,0,0,CPU_STRESS,38.5,405,365,387,384,356,389,398,362,0,0,CPU_STRESS,38.5,852,636,838,898,679,923,913,776,0,0,CPU_STRESS,38.5,51274,54831,52035,51485,53762,52952,51172,54233,0,0,CPU_STRESS,38.5,88.0466734126984,92.94718732356328,89.75961802364301,88.814,91.47600677314956,91.70886921328668,88.78283210678204,92.68247828282824,0,0,CPU_STRESS,38.5
38.75,7,2,5,1,1,3,6,1,0,0,CPU_STRESS,38.75,381,372,383,382,359,387,398,363,0,0,CPU_STRESS,38.75,780,673,823,888,702,894,957,777,0,0,CPU_STRESS,38.75,52448,54142,52043,51912,53314,53335,51552,53806,0,0,CPU_STRESS,38.75,90.18578809128958,91.94595984126096,89.76061157110864,89.31850059602237,91.18571855782304,91.85242973415498,89.42876834494011,92.2267081572022,0,0,CPU_STRESS,38.75
39.0,7,2,10,1,1,3,6,1,0,0,CPU_STRESS,39.0,378,372,383,382,360,386,398,363,0,0,CPU_STRESS,39.0,768,679,823,889,710,873,958,777,0,0,CPU_STRESS,39.0,54045,53230,52043,51912,53041,53857,51655,53806,0,0,CPU_STRESS,39.0,90.26514920240068,91.78081303452365,89.77161157110866,89.31825059602237,91.08480107946806,91.86927021034546,89.48419691636867,92.20904149053554,0,0,CPU_STRESS,39.0
39.25,4,2,10,1,1,7,0,9,0,0,CPU_STRESS,39.25,356,390,382,381,393,371,391,370,0,0,CPU_STRESS,39.25,656,805,800,902,892,750,980,777,0,0,CPU_STRESS,39.25,55103,52559,52301,51735,51699,54578,52212,53758,0,0,CPU_STRESS,39.25,93.890275,90.64713842864715,90.08700993900996,89.14037384004885,89.46842033450052,92.89569799422804,90.15665223914014,92.01591445221447,0,0,CPU_STRESS,39.25
39.5,4,2,10,1,1,7,0,9,0,0,CPU_STRESS,39.5,350,392,382,381,396,371,387,371,0,0,CPU_STRESS,39.5,638,831,805,897,895,711,976,777,0,0,CPU_STRESS,39.5,55357,52471,52368,51877,51723,54653,52291,53620,0,0,CPU_STRESS,39.5,93.87067380952378,90.35466636222984,90.17654366916868,89.25289694749695,89.32690890338246,93.21251463853142,90.26154567690806,91.8783154839605,0,0,CPU_STRESS,39.5
39.75,4,2,8,1,1,8,1,6,0,0,CPU_STRESS,39.75,352,397,382,381,394,370,381,372,0,0,CPU_STRESS,39.75,734,842,813,874,871,697,951,778,0,0,CPU_STRESS,39.75,54674,52359,52422,52564,52512,54469,52864,53197,0,0,CPU_STRESS,39.75,91.81015277059544,89.92332769643632,90.24607736047736,90.7625427837868,89.7929858565526,92.5640926323915,90.72418029408792,90.90117331821769,0,0,CPU_STRESS,39.75
40.0,4,2,5,2,2,8,1,6,0,0,CPU_STRESS,40.0,353,397,381,380,393,369,380,372,0,0,CPU_STRESS,40.0,740,845,814,846,866,691,943,781,0,0,CPU_STRESS,40.0,52894,52223,52420,52633,52536,54267,52927,53165,0,0,CPU_STRESS,40.0,91.41274674818648,89.8975363920885,90.23007736047737,91.00567373616778,89.7929858565526,92.5640926323915,90.75733029408792,90.774506651551,0,0,CPU_STRESS,40.0
40.25,4,2,5,9,17,4,1,0,0,0,CPU_STRESS,40.25,395,406,363,358,367,363,362,372,0,0,CPU_STRESS,40.25,860,865,832,671,727,679,736,843,0,0,CPU_STRESS,40.25,51606,52011,52175,54451,53912,54142,53585,52523,0,0,CPU_STRESS,40.25,89.37126461038963,89.81699562193621,89.78755406537907,93.5440637210012,92.1228053123439,92.38966012431496,91.5301391797406,90.31110462700384,0,0,CPU_STRESS,40.25
40.5,4,2,5,9,18,3,1,0,0,0,CPU_STRESS,40.5,403,407,362,358,362,363,360,372,0,0,CPU_STRESS,40.5,855,867,838,659,715,674,632,846,0,0,CPU_STRESS,40.5,51369,52037,52146,54705,54063,53990,53624,52420,0,0,CPU_STRESS,40.5,88.61013293650794,89.82189986540511,89.68138018582725,94.35112539682532,92.64286814548858,92.26037441557924,91.63570822735964,90.26281865048038,0,0,CPU_STRESS,40.5
40.75,4,2,5,7,15,3,1,1,0,0,CPU_STRESS,40.75,379,402,364,360,366,365,360,372,0,0,CPU_STRESS,40.75,778,859,827,716,751,693,643,827,0,0,CPU_STRESS,40.75,51965,52184,52231,54297,53456,53567,53627,52609,0,0,CPU_STRESS,40.75,89.52916291831446,89.85565491206528,89.81345768610475,92.08646309523812,92.03998607258994,91.82866914102006,91.97575536189198,90.38222424356528,0,0,CPU_STRESS,40.75
41.0,4,2,10,7,14,3,1,1,0,0,CPU_STRESS,41.0,379,400,364,360,366,365,359,372,0,0,CPU_STRESS,41.0,774,857,823,727,751,694,643,826,0,0,CPU_STRESS,41.0,52392,52398,52241,54042,53146,52767,53629,52643,0,0,CPU_STRESS,41.0,89.58459942625097,89.85565491206528,89.82095768610476,91.43321984126987,91.95981724142112,91.72481874419464,91.984680361892,90.52649091023191,0,0,CPU_STRESS,41.0
41.25,4,2,10,0,10,3,1,1,0,0,CPU_STRESS,41.25,360,385,369,381,368,376,353,372,0,0,CPU_STRESS,41.25,648,832,775,894,784,734,698,774,0,0,CPU_STRESS,41.25,52988,52679,52318,52486,51997,52173,53926,53033,0,0,CPU_STRESS,41.25,90.64529748287706,90.33864719957596,90.0420682723433,90.19041244588745,88.85789291705508,89.53418235653234,92.0602995882539,90.91505447633013,0,0,CPU_STRESS,41.25
41.5,4,2,10,0,9,3,1,1,0,0,CPU_STRESS,41.5,356,383,369,383,369,378,354,372,0,0,CPU_STRESS,41.5,624,821,768,916,793,738,705,772,0,0,CPU_STRESS,41.5,52990,52575,52386,52032,51391,51999,53716,53011,0,0,CPU_STRESS,41.5,90.48591702741702,90.31918924545008,90.24073219730722,89.78132738095239,88.44760832951785,89.4245023976024,91.99188915620226,91.00240260347177,0,0,CPU_STRESS,41.5
41.75,4,2,8,2,6,3,1,1,0,0,CPU_STRESS,41.75,366,387,368,379,371,378,364,372,0,0,CPU_STRESS,41.75,759,815,744,895,801,754,725,786,0,0,CPU_STRESS,41.75,52086,51142,52656,52229,51187,51354,52557,52097,0,0,CPU_STRESS,41.75,89.99048414638493,90.14883656255122,90.6806265723766,90.61678886331111,89.16723137754751,89.90106785253717,91.19700590867636,90.50334584252028,0,0,CPU_STRESS,41.75
42.0,4,6,4,9,0,3,1,1,0,0,CPU_STRESS,42.0,376,395,345,380,385,378,375,372,0,0,CPU_STRESS,42.0,790,822,644,915,863,770,809,815,0,0,CPU_STRESS,42.0,51489,50454,53032,51583,50947,50864,51405,51326,0,0,CPU_STRESS,42.0,89.8068870217775,88.69841165438409,92.01359061216564,89.83582106757974,89.1977533987473,88.94012025218933,90.12899751082254,89.7241506615696,0,0,CPU_STRESS,42.0
42.25,4,5,3,9,0,3,1,1,0,0,CPU_STRESS,42.25,376,399,343,379,387,378,377,372,0,0,CPU_STRESS,42.25,795,832,633,910,859,764,821,817,0,0,CPU_STRESS,42.25,51463,50389,53127,51554,50870,50853,51206,51140,0,0,CPU_STRESS,42.25,89.89578639871104,87.68191047154279,92.10662803667636,89.87044858381353,89.21220583906597,88.86579210394868,89.90677441512389,88.92935919331563,0,0,CPU_STRESS,42.25
42.5,4,5,3,7,1,3,1,1,0,0,CPU_STRESS,42.5,377,398,346,377,389,378,376,372,0,0,CPU_STRESS,42.5,758,833,662,873,836,747,825,811,0,0,CPU_STRESS,42.5,52015,50226,53144,52278,51415,50941,51741,51101,0,0,CPU_STRESS,42.5,90.13515395566392,85.77259797604755,91.3224146730634,90.48059662178017,89.41392881326473,89.09901283957504,89.96972640855176,89.31110855418292,0,0,CPU_STRESS,42.5
42.75,4,0,3,7,1,3,1,1,0,0,CPU_STRESS,42.75,376,398,346,377,389,378,376,372,0,0,CPU_STRESS,42.75,749,833,671,853,834,744,825,813,0,0,CPU_STRESS,42.75,52314,50015,53135,52346,51902,51514,51770,51074,0,0,CPU_STRESS,42.75,90.15155395566391,85.5214908331904,91.3115146730634,90.53893568633876,89.43102440150004,89.09901283957504,89.96972640855176,89.29924188751626,0,0,CPU_STRESS,42.75
43.0,4,0,6,0,1,3,9,9,0,0,CPU_STRESS,43.0,372,406,356,362,389,372,387,391,0,0,CPU_STRESS,43.0,648,869,812,663,804,725,850,932,0,0,CPU_STRESS,43.0,52763,49834,52735,54219,52917,52069,52098,50895,0,0,CPU_STRESS,43.0,90.13337388344851,86.3158697691268,90.65294522838272,92.56446272893776,90.69450533155414,89.37376598956602,89.96575497998032,87.75750025252528,0,0,CPU_STRESS,43.0
43.25,4,0,7,0,1,3,9,9,0,0,CPU_STRESS,43.25,371,406,360,360,389,370,387,392,0,0,CPU_STRESS,43.25,646,875,816,660,796,718,853,937,0,0,CPU_STRESS,43.25,52763,49821,52701,54256,52956,52284,52102,50924,0,0,CPU_STRESS,43.25,90.18060506520747,86.69732894975351,90.67218502642253,92.87792456709954,90.8456858262402,89.6678143733059,89.95851688474224,87.84614368686867,0,0,CPU_STRESS,43.25
43.5,4,0,8,2,1,3,6,7,0,0,CPU_STRESS,43.5,373,398,362,362,389,369,382,391,0,0,CPU_STRESS,43.5,723,857,794,717,778,677,839,907,0,0,CPU_STRESS,43.5,52346,50212,52907,53612,52574,53127,52356,51489,0,0,CPU_STRESS,43.5,89.88186652270424,87.64988398600761,91.27132992231036,91.65425793650792,90.36341590922176,90.34962596954692,89.97451688474224,89.17914740078633,0,0,CPU_STRESS,43.5
43.75,4,0,8,2,1,3,6,7,0,0,CPU_STRESS,43.75,373,397,362,362,389,369,382,391,0,0,CPU_STRESS,43.75,725,851,794,736,780,670,839,903,0,0,CPU_STRESS,43.75,52156,51252,52971,53569,52516,53996,52362,51800,0,0,CPU_STRESS,43.75,89.79526132789906,87.72106046355549,91.31458270008814,91.44296984126984,90.346511147317,90.62437727379826,90.03899605140892,89.27091406745299,0,0,CPU_STRESS,43.75
44.0,4,0,4,9,1,3,0,7,0,0,CPU_STRESS,44.0,385,385,368,396,381,359,380,358,0,0,CPU_STRESS,44.0,848,828,738,970,833,590,841,715,0,0,CPU_STRESS,44.0,51699,52123,53523,52109,52405,55026,52669,53245,0,0,CPU_STRESS,44.0,89.22156452975125,89.82112478362846,92.19931634476636,89.35178492063491,90.05829371375361,92.29902291930291,90.39824199447943,91.51505714285716,0,0,CPU_STRESS,44.0
44.25,4,0,3,9,1,3,0,7,0,0,CPU_STRESS,44.25,384,382,369,400,379,357,379,356,0,0,CPU_STRESS,44.25,848,813,727,990,842,596,835,648,0,0,CPU_STRESS,44.25,51634,52315,53618,51892,52341,55116,52699,53530,0,0,CPU_STRESS,44.25,89.15920843711889,89.9309203886256,92.14055870807532,89.15188253968256,89.99911912779,92.88241947829952,90.47389105942408,91.74035559523809,0,0,CPU_STRESS,44.25
44.5,4,0,3,7,1,3,1,7,0,0,CPU_STRESS,44.5,378,379,368,407,379,362,375,361,0,0,CPU_STRESS,44.5,818,801,728,965,831,676,823,671,0,0,CPU_STRESS,44.5,52278,52725,53253,52348,52515,54616,52856,53584,0,0,CPU_STRESS,44.5,89.82641022489814,89.9986870500631,91.21158314348186,89.92421356587857,90.04948930488322,92.869469288252,90.50815936633144,91.42972141293345,0,0,CPU_STRESS,44.5
