minutes,apigateway_api_gateway,apigateway_source,customersservice_customers_service,customersservice_source,iowait_cpu 0,iowait_cpu 1,iowait_cpu 2,iowait_cpu 3,iowait_cpu 4,iowait_cpu 5,iowait_cpu 6,iowait_cpu 7,iowait_cpu 8,iowait_cpu 9,iowait_source,irq_cpu 0,irq_cpu 1,irq_cpu 2,irq_cpu 3,irq_cpu 4,irq_cpu 5,irq_cpu 6,irq_cpu 7,irq_cpu 8,irq_cpu 9,irq_source,memavailable_mem_available,memavailable_source,memcache_mem_cache,memcache_source,memutil_mem_util,memutil_source,readbytes_openeuler-home,readbytes_openeuler-root,readbytes_openeuler-swap,readbytes_sda,readbytes_source,srtt_source,srtt_SRTT_cumulative,system_cpu 0,system_cpu 1,system_cpu 2,system_cpu 3,system_cpu 4,system_cpu 5,system_cpu 6,system_cpu 7,system_cpu 8,system_cpu 9,system_source,user_cpu 0,user_cpu 1,user_cpu 2,user_cpu 3,user_cpu 4,user_cpu 5,user_cpu 6,user_cpu 7,user_cpu 8,user_cpu 9,user_source,utilization_cpu 0,utilization_cpu 1,utilization_cpu 2,utilization_cpu 3,utilization_cpu 4,utilization_cpu 5,utilization_cpu 6,utilization_cpu 7,utilization_cpu 8,utilization_cpu 9,utilization_source,vetsservice_vets_service,vetsservice_source,visitsservice_visits_service,visitsservice_source,writebytes_openeuler-home,writebytes_openeuler-root,writebytes_openeuler-swap,writebytes_sda,writebytes_source
2025-05-17 17:03:45,0.0,CPU_STRESS,33.0,CPU_STRESS,52.0,8.0,8.0,18.0,18.0,13.0,9.0,3.0,0.0,0.0,CPU_STRESS,310.0,347.0,320.0,320.0,300.0,320.0,320.0,320.0,0.0,0.0,CPU_STRESS,17370610.0,CPU_STRESS,4005233.0,CPU_STRESS,30.67959981684981,CPU_STRESS,0,4096,1,4096,CPU_STRESS,CPU_STRESS,2641.8828111055614,920.0,1329.0,1237.0,1291.0,950.0,1060.0,900.0,960.0,0.0,0.0,CPU_STRESS,14000.0,9425.0,10085.0,10005.0,9290.0,9375.0,9725.0,9150.0,0.0,0.0,CPU_STRESS,26.4,18.009999999999998,18.88,18.845,17.62,18.02,18.285,17.435000000000002,0.0,0.0,CPU_STRESS,0.0,CPU_STRESS,0.0,CPU_STRESS,1432415,5319840,1222,6793633,CPU_STRESS
2025-05-17 17:04:00,0.0,CPU_STRESS,33.0,CPU_STRESS,10.0,8.0,8.0,17.0,14.0,13.0,9.0,3.0,0.0,0.0,CPU_STRESS,260.0,347.0,270.0,260.0,270.0,280.0,270.0,270.0,0.0,0.0,CPU_STRESS,17176518.0,CPU_STRESS,4006152.0,CPU_STRESS,31.470574676793795,CPU_STRESS,0,4096,1,4096,CPU_STRESS,CPU_STRESS,2541.290309549147,1160.0,1400.0,1236.0,1289.0,950.0,1290.0,1150.0,1250.0,0.0,0.0,CPU_STRESS,11460.0,11520.0,12470.0,11310.0,11150.0,10560.0,11150.0,11550.0,0.0,0.0,CPU_STRESS,22.0,22.5,23.7,21.8,21.7,20.7,21.3,22.2,0.0,0.0,CPU_STRESS,0.0,CPU_STRESS,0.0,CPU_STRESS,1402507,5185167,1222,6390080,CPU_STRESS
2025-05-17 17:04:15,0.0,CPU_STRESS,0.0,CPU_STRESS,10.0,2.0,8.0,10.0,10.0,7.0,9.0,9.0,0.0,0.0,CPU_STRESS,260.0,316.0,270.0,260.0,270.0,280.0,270.0,270.0,0.0,0.0,CPU_STRESS,17016570.0,CPU_STRESS,4006559.0,CPU_STRESS,32.05354390756302,CPU_STRESS,0,0,1,0,CPU_STRESS,CPU_STRESS,2530.828650904652,1160.0,1400.0,1216.0,1261.0,950.0,1290.0,1150.0,1250.0,0.0,0.0,CPU_STRESS,11460.0,11520.0,12470.0,11310.0,11150.0,10560.0,11150.0,11550.0,0.0,0.0,CPU_STRESS,22.0,22.5,23.7,21.8,21.7,20.7,21.3,22.2,0.0,0.0,CPU_STRESS,0.0,CPU_STRESS,0.0,CPU_STRESS,1444864,5183119,1222,6443793,CPU_STRESS
2025-05-17 17:04:30,0.0,CPU_STRESS,0.0,CPU_STRESS,10.0,2.0,8.0,9.0,10.0,4.0,10.0,9.0,0.0,0.0,CPU_STRESS,270.0,301.0,298.0,279.0,272.0,291.0,262.0,271.0,0.0,0.0,CPU_STRESS,16918318.0,CPU_STRESS,4007833.0,CPU_STRESS,32.71448333333333,CPU_STRESS,0,0,1,0,CPU_STRESS,CPU_STRESS,2531.22925924076,1160.0,1400.0,1208.0,1256.0,950.0,1290.0,1150.0,1250.0,0.0,0.0,CPU_STRESS,11460.0,11520.0,12470.0,11310.0,11150.0,10560.0,11150.0,11550.0,0.0,0.0,CPU_STRESS,22.0,22.5,23.7,21.8,21.7,20.7,21.3,22.2,0.0,0.0,CPU_STRESS,0.0,CPU_STRESS,0.0,CPU_STRESS,1444864,5132820,1222,6337476,CPU_STRESS
2025-05-17 17:04:45,0.0,CPU_STRESS,0.0,CPU_STRESS,8.0,2.0,8.0,12.0,8.0,4.0,15.0,7.0,0.0,0.0,CPU_STRESS,258.0,305.0,300.0,289.0,263.0,282.0,256.0,263.0,0.0,0.0,CPU_STRESS,16906079.0,CPU_STRESS,4008126.0,CPU_STRESS,32.79041666666666,CPU_STRESS,70,0,1,0,CPU_STRESS,CPU_STRESS,2474.718046519789,1116.0,1400.0,1215.0,1243.0,950.0,1232.0,1191.0,1237.0,0.0,0.0,CPU_STRESS,9198.0,11217.0,10838.0,11069.0,9805.0,11350.0,10675.0,10675.0,0.0,0.0,CPU_STRESS,19.057090079365093,21.86388650793649,21.083821176046182,20.43894051226552,20.75202993852552,21.4823961264226,20.67853809523808,20.55980396825397,0.0,0.0,CPU_STRESS,0.0,CPU_STRESS,0.0,CPU_STRESS,1444864,5068041,1222,6265733,CPU_STRESS
2025-05-17 17:05:00,0.0,CPU_STRESS,0.0,CPU_STRESS,8.0,2.0,8.0,9.0,7.0,4.0,6.0,7.0,0.0,0.0,CPU_STRESS,257.0,305.0,300.0,288.0,263.0,279.0,256.0,263.0,0.0,0.0,CPU_STRESS,16769616.0,CPU_STRESS,4007499.0,CPU_STRESS,33.06729390756302,CPU_STRESS,70,0,1,0,CPU_STRESS,CPU_STRESS,2467.767294105536,1116.0,1190.0,1245.0,1238.0,1180.0,1233.0,1190.0,1237.0,0.0,0.0,CPU_STRESS,9198.0,11217.0,10838.0,11069.0,9819.0,11350.0,10665.0,10675.0,0.0,0.0,CPU_STRESS,19.057090079365093,21.96855317460316,21.083821176046182,20.43894051226552,20.75202993852552,21.66959339533016,20.67373809523808,20.55980396825397,0.0,0.0,CPU_STRESS,0.0,CPU_STRESS,0.0,CPU_STRESS,1444864,4966503,1222,6139901,CPU_STRESS
2025-05-17 17:05:15,0.0,CPU_STRESS,0.0,CPU_STRESS,8.0,7.0,4.0,9.0,1.0,10.0,1.0,0.0,0.0,0.0,CPU_STRESS,256.0,303.0,285.0,282.0,262.0,275.0,254.0,259.0,0.0,0.0,CPU_STRESS,16697632.0,CPU_STRESS,4008373.0,CPU_STRESS,33.19274390756301,CPU_STRESS,70,0,1,0,CPU_STRESS,CPU_STRESS,2429.936127733378,1089.0,1190.0,1245.0,1210.0,1180.0,1193.0,1221.0,1237.0,0.0,0.0,CPU_STRESS,9383.0,11189.0,10491.0,10753.0,9920.0,11414.0,10681.0,10557.0,0.0,0.0,CPU_STRESS,18.936958571428583,21.93051706349205,21.12511888997324,20.378913095238104,21.08651610791169,22.189430400971577,20.70865555555554,20.62610833333333,0.0,0.0,CPU_STRESS,0.0,CPU_STRESS,0.0,CPU_STRESS,1444864,4962214,1222,6131716,CPU_STRESS
2025-05-17 17:05:30,0.0,CPU_STRESS,0.0,CPU_STRESS,8.0,10.0,3.0,8.0,0.0,12.0,1.0,1.0,0.0,0.0,CPU_STRESS,256.0,302.0,286.0,280.0,263.0,278.0,255.0,264.0,0.0,0.0,CPU_STRESS,16673417.0,CPU_STRESS,4010502.0,CPU_STRESS,33.26781904761905,CPU_STRESS,70,0,1,0,CPU_STRESS,CPU_STRESS,2381.0816485458995,1093.0,1190.0,1245.0,1207.0,1180.0,1186.0,1229.0,1242.0,0.0,0.0,CPU_STRESS,9278.0,11191.0,10634.0,10781.0,10050.0,11434.0,10744.0,10607.0,0.0,0.0,CPU_STRESS,18.5677860215637,21.869647222222216,20.93971297366732,20.514302380952387,21.059331917657502,22.31133833747952,20.697529365079355,20.625608333333336,0.0,0.0,CPU_STRESS,0.0,CPU_STRESS,0.0,CPU_STRESS,1366016,4649744,1222,5738108,CPU_STRESS
2025-05-17 17:05:45,0.0,CPU_STRESS,0.0,CPU_STRESS,8.0,10.0,4.0,8.0,2.0,12.0,8.0,1.0,0.0,0.0,CPU_STRESS,259.0,301.0,288.0,282.0,266.0,287.0,262.0,269.0,0.0,0.0,CPU_STRESS,16668997.0,CPU_STRESS,4011454.0,CPU_STRESS,33.33738333333334,CPU_STRESS,70,1932,1,4419,CPU_STRESS,CPU_STRESS,2283.763346868597,1104.0,1217.0,1245.0,1226.0,1241.0,1195.0,1232.0,1241.0,0.0,0.0,CPU_STRESS,9435.0,11242.0,10730.0,10664.0,10200.0,11336.0,10896.0,10745.0,0.0,0.0,CPU_STRESS,18.577367313049983,21.902494444444432,21.201249084778425,20.893530988455996,21.05311760433193,21.99812348191024,20.78964722222221,20.63271785714286,0.0,0.0,CPU_STRESS,0.0,CPU_STRESS,0.0,CPU_STRESS,1366016,4606182,1222,5677073,CPU_STRESS
2025-05-17 17:06:00,0.0,CPU_STRESS,0.0,CPU_STRESS,5.0,5.0,4.0,8.0,3.0,11.0,5.0,2.0,0.0,0.0,CPU_STRESS,259.0,301.0,288.0,284.0,285.0,290.0,266.0,270.0,0.0,0.0,CPU_STRESS,16633433.0,CPU_STRESS,4010625.0,CPU_STRESS,33.70740581232491,CPU_STRESS,70,1932,1,4419,CPU_STRESS,CPU_STRESS,2210.753740191224,1110.0,1217.0,1270.0,1239.0,1242.0,1194.0,1232.0,1242.0,0.0,0.0,CPU_STRESS,10326.0,11388.0,10945.0,10696.0,10581.0,11254.0,11191.0,10961.0,0.0,0.0,CPU_STRESS,19.236144694002355,21.94249444444443,21.55591019588953,21.18353813131313,21.55506551197985,22.021880624767388,21.874052849927857,21.655058333333336,0.0,0.0,CPU_STRESS,0.0,CPU_STRESS,0.0,CPU_STRESS,1277952,4531150,1222,5628257,CPU_STRESS
2025-05-17 17:06:15,0.0,CPU_STRESS,0.0,CPU_STRESS,5.0,5.0,6.0,8.0,9.0,7.0,9.0,2.0,0.0,0.0,CPU_STRESS,259.0,301.0,289.0,297.0,304.0,281.0,264.0,270.0,0.0,0.0,CPU_STRESS,16557515.0,CPU_STRESS,4012171.0,CPU_STRESS,34.149141526610634,CPU_STRESS,70,1932,1,4419,CPU_STRESS,CPU_STRESS,2203.025622310481,1165.0,1217.0,1340.0,1321.0,1292.0,1179.0,1237.0,1289.0,0.0,0.0,CPU_STRESS,10863.0,11441.0,11392.0,11100.0,12263.0,11205.0,12071.0,11435.0,0.0,0.0,CPU_STRESS,20.500971497754158,22.19783888888888,22.39378831168832,21.447524242424244,24.68665598845598,22.152856583122755,23.67888999334,22.813202777777796,0.0,0.0,CPU_STRESS,0.0,CPU_STRESS,0.0,CPU_STRESS,1064960,4527373,1222,5628257,CPU_STRESS
2025-05-17 17:06:30,0.0,CPU_STRESS,0.0,CPU_STRESS,5.0,5.0,7.0,8.0,9.0,4.0,9.0,1.0,0.0,0.0,CPU_STRESS,260.0,301.0,289.0,301.0,309.0,280.0,263.0,267.0,0.0,0.0,CPU_STRESS,16434101.0,CPU_STRESS,4013998.0,CPU_STRESS,34.75754642857143,CPU_STRESS,70,1932,1,4419,CPU_STRESS,CPU_STRESS,2250.9573082620423,1173.0,1217.0,1340.0,1335.0,1300.0,1192.0,1235.0,1300.0,0.0,0.0,CPU_STRESS,11002.0,11578.0,11802.0,11171.0,12880.0,11264.0,12280.0,11796.0,0.0,0.0,CPU_STRESS,21.572989285714275,22.454022222222207,22.712184704184715,21.577795670995677,25.494675432900426,22.245833964075132,23.99598046953048,23.076083730158743,0.0,0.0,CPU_STRESS,0.0,CPU_STRESS,0.0,CPU_STRESS,1064960,4500163,1222,5685235,CPU_STRESS
2025-05-17 17:06:45,0.0,CPU_STRESS,0.0,CPU_STRESS,5.0,5.0,8.0,8.0,8.0,3.0,6.0,1.0,0.0,0.0,CPU_STRESS,261.0,302.0,291.0,300.0,314.0,289.0,266.0,268.0,0.0,0.0,CPU_STRESS,16396441.0,CPU_STRESS,4014209.0,CPU_STRESS,34.98762245196324,CPU_STRESS,70,1932,1,4419,CPU_STRESS,CPU_STRESS,2317.5460028242364,1175.0,1222.0,1340.0,1353.0,1316.0,1222.0,1237.0,1306.0,0.0,0.0,CPU_STRESS,11185.0,11736.0,12045.0,11255.0,13253.0,11564.0,12302.0,12156.0,0.0,0.0,CPU_STRESS,21.829588827838823,23.112989285714274,23.459521897546907,21.951232178932184,25.332712032412037,22.3168053361671,23.541710389610397,23.427448015873026,0.0,0.0,CPU_STRESS,0.0,CPU_STRESS,0.0,CPU_STRESS,1098735,4482325,1222,5722995,CPU_STRESS
2025-05-17 17:07:00,0.0,CPU_STRESS,0.0,CPU_STRESS,5.0,5.0,8.0,8.0,8.0,3.0,6.0,1.0,0.0,0.0,CPU_STRESS,262.0,304.0,300.0,300.0,315.0,292.0,267.0,272.0,0.0,0.0,CPU_STRESS,16210476.0,CPU_STRESS,4013442.0,CPU_STRESS,35.517874206349234,CPU_STRESS,70,1932,1,4419,CPU_STRESS,CPU_STRESS,2342.281249750249,1175.0,1233.0,1402.0,1355.0,1320.0,1236.0,1242.0,1307.0,0.0,0.0,CPU_STRESS,11671.0,12695.0,12367.0,11456.0,13513.0,12879.0,12363.0,12161.0,0.0,0.0,CPU_STRESS,21.99101025641026,23.514078174603164,23.838023520923528,22.605062337662336,25.93596782531194,23.164013095564563,23.63180086580087,23.469848015873023,0.0,0.0,CPU_STRESS,0.0,CPU_STRESS,0.0,CPU_STRESS,1080026,4493934,1222,5735835,CPU_STRESS
2025-05-17 17:07:15,0.0,CPU_STRESS,39.0,CPU_STRESS,5.0,5.0,8.0,0.0,8.0,3.0,0.0,1.0,0.0,0.0,CPU_STRESS,268.0,312.0,338.0,301.0,316.0,301.0,275.0,278.0,0.0,0.0,CPU_STRESS,16078611.0,CPU_STRESS,4013918.0,CPU_STRESS,35.778574206349234,CPU_STRESS,70,1932,1,4419,CPU_STRESS,CPU_STRESS,2346.014615467865,1166.0,1374.0,1538.0,1410.0,1425.0,1388.0,1284.0,1328.0,0.0,0.0,CPU_STRESS,11924.0,12996.0,13203.0,12586.0,14054.0,13501.0,12467.0,12343.0,0.0,0.0,CPU_STRESS,22.880686446886443,25.219611075036056,25.385938095238107,24.390018506493515,26.928718394187516,26.338217134173014,23.86591753246752,23.95074801587301,0.0,0.0,CPU_STRESS,0.0,CPU_STRESS,0.0,CPU_STRESS,1080026,4493934,1222,5735835,CPU_STRESS
2025-05-17 17:07:30,0.0,CPU_STRESS,39.0,CPU_STRESS,5.0,5.0,8.0,0.0,8.0,3.0,0.0,1.0,0.0,0.0,CPU_STRESS,274.0,321.0,348.0,301.0,317.0,308.0,285.0,288.0,0.0,0.0,CPU_STRESS,16003284.0,CPU_STRESS,4014834.0,CPU_STRESS,36.13076036682617,CPU_STRESS,70,1932,1,4419,CPU_STRESS,CPU_STRESS,2330.313468670218,1175.0,1389.0,1558.0,1422.0,1455.0,1410.0,1309.0,1328.0,0.0,0.0,CPU_STRESS,12284.0,13508.0,13517.0,13258.0,14599.0,14094.0,12828.0,12662.0,0.0,0.0,CPU_STRESS,23.478100335775338,26.07062038239537,26.24911547619049,25.29608636363637,27.338855136530128,27.6008649887694,24.122744480519465,24.348507539682547,0.0,0.0,CPU_STRESS,0.0,CPU_STRESS,0.0,CPU_STRESS,1075696,4510667,1222,5554046,CPU_STRESS
2025-05-17 17:07:45,0.0,CPU_STRESS,39.0,CPU_STRESS,5.0,5.0,8.0,3.0,8.0,3.0,2.0,1.0,0.0,0.0,CPU_STRESS,274.0,328.0,351.0,302.0,318.0,310.0,289.0,297.0,0.0,0.0,CPU_STRESS,16005988.0,CPU_STRESS,4014834.0,CPU_STRESS,36.13484113605694,CPU_STRESS,70,1932,1,4419,CPU_STRESS,CPU_STRESS,2270.0708717948714,1183.0,1385.0,1539.0,1425.0,1455.0,1410.0,1329.0,1325.0,0.0,0.0,CPU_STRESS,12274.0,13563.0,13927.0,13438.0,14472.0,13966.0,12971.0,12943.0,0.0,0.0,CPU_STRESS,23.56062176434677,26.36376443001442,26.70528896103897,25.75505833333334,27.30092689643689,27.07673929958929,24.37417997835496,24.610896367521377,0.0,0.0,CPU_STRESS,0.0,CPU_STRESS,0.0,CPU_STRESS,1080886,4504069,1222,5468493,CPU_STRESS
2025-05-17 17:08:00,0.0,CPU_STRESS,39.0,CPU_STRESS,5.0,5.0,8.0,2.0,8.0,3.0,2.0,1.0,0.0,0.0,CPU_STRESS,276.0,330.0,351.0,302.0,318.0,310.0,290.0,300.0,0.0,0.0,CPU_STRESS,15993594.0,CPU_STRESS,4014834.0,CPU_STRESS,36.24865780272359,CPU_STRESS,70,1932,1,4419,CPU_STRESS,CPU_STRESS,2268.4088803616696,1185.0,1385.0,1539.0,1425.0,1458.0,1411.0,1330.0,1325.0,0.0,0.0,CPU_STRESS,12412.0,13847.0,13987.0,13480.0,14472.0,14243.0,13072.0,12999.0,0.0,0.0,CPU_STRESS,24.08950912698413,26.75956681096681,26.745788961038976,26.22347261904763,27.374193166278165,27.18630828615828,24.544509740259723,24.830929700854718,0.0,0.0,CPU_STRESS,0.0,CPU_STRESS,0.0,CPU_STRESS,1097126,4443674,1222,5469376,CPU_STRESS
