Time,write_bytes_cumulative
2025-05-17 16:59:45,8167424
2025-05-17 17:00:00,8167424
2025-05-17 17:00:15,9437184
2025-05-17 17:00:30,11751644
2025-05-17 17:00:45,13199943
2025-05-17 17:01:00,14886893
2025-05-17 17:01:15,15108215
2025-05-17 17:01:30,17580077
2025-05-17 17:01:45,16273296
2025-05-17 17:02:00,15252605
2025-05-17 17:02:15,14935027
2025-05-17 17:02:30,12589016
2025-05-17 17:02:45,12261564
2025-05-17 17:03:00,11869069
2025-05-17 17:03:15,11763086
2025-05-17 17:03:30,11875664
2025-05-17 17:03:45,11856943
2025-05-17 17:04:00,11602872
2025-05-17 17:04:15,11542811
2025-05-17 17:04:30,11393220
2025-05-17 17:04:45,11008460
2025-05-17 17:05:00,11168039
2025-05-17 17:05:15,11196808
2025-05-17 17:05:30,11149397
2025-05-17 17:05:45,11135727
2025-05-17 17:06:00,10986001
2025-05-17 17:06:15,10953809
2025-05-17 17:06:30,10920591
2025-05-17 17:06:45,10968384
2025-05-17 17:07:00,11477826
2025-05-17 17:07:15,11622264
2025-05-17 17:07:30,11787530
2025-05-17 17:07:45,11925351
2025-05-17 17:08:00,11849696
2025-05-17 17:08:15,11996906
2025-05-17 17:08:30,12025705
2025-05-17 17:08:45,11781172
2025-05-17 17:09:00,11838977
2025-05-17 17:09:15,11936740
2025-05-17 17:09:30,12045310
2025-05-17 17:09:45,12040556
2025-05-17 17:10:00,11861173
2025-05-17 17:10:15,11773730
2025-05-17 17:10:30,11687631
2025-05-17 17:10:45,11579192
2025-05-17 17:11:00,11530667
2025-05-17 17:11:15,11425574
2025-05-17 17:11:30,11235251
2025-05-17 17:11:45,11193017
2025-05-17 17:12:00,11214922
2025-05-17 17:12:15,11259624
2025-05-17 17:12:30,11316380
2025-05-17 17:12:45,11557305
2025-05-17 17:13:00,11624759
2025-05-17 17:13:15,11768754
2025-05-17 17:13:30,11797945
2025-05-17 17:13:45,11939776
2025-05-17 17:14:00,11959929
2025-05-17 17:14:15,12032058
2025-05-17 17:14:30,12013387
2025-05-17 17:14:45,11922509
2025-05-17 17:15:00,11828039
2025-05-17 17:15:15,11463636
2025-05-17 17:15:30,11066597
2025-05-17 17:15:45,10737382
2025-05-17 17:16:00,10754844
2025-05-17 17:16:15,10980948
2025-05-17 17:16:30,11038526
2025-05-17 17:16:45,10584077
2025-05-17 17:17:00,10475079
2025-05-17 17:17:15,10255934
2025-05-17 17:17:30,10163181
2025-05-17 17:17:45,9828007
2025-05-17 17:18:00,9764189
2025-05-17 17:18:15,9453156
2025-05-17 17:18:30,9320715
2025-05-17 17:18:45,9156965
2025-05-17 17:19:00,9179986
2025-05-17 17:19:15,9942673
2025-05-17 17:19:30,10037751
2025-05-17 17:19:45,10229808
2025-05-17 17:20:00,10168543
2025-05-17 17:20:15,9869554
2025-05-17 17:20:30,9735740
2025-05-17 17:20:45,10553419
2025-05-17 17:21:00,10961073
2025-05-17 17:21:15,12143810
2025-05-17 17:21:30,12329686
2025-05-17 17:21:45,11890722
2025-05-17 17:22:00,11368179
2025-05-17 17:22:15,9934800
2025-05-17 17:22:30,9780507
2025-05-17 17:22:45,9668937
2025-05-17 17:23:00,9648703
2025-05-17 17:23:15,9610162
2025-05-17 17:23:30,9720321
2025-05-17 17:23:45,9594943
2025-05-17 17:24:00,9586461
2025-05-17 17:24:15,9756969
2025-05-17 17:24:30,9777657
2025-05-17 17:24:45,10160513
2025-05-17 17:25:00,10514864
2025-05-17 17:25:15,11921982
2025-05-17 17:25:30,15098206
2025-05-17 17:25:45,17443334
2025-05-17 17:26:00,17535446
2025-05-17 17:26:15,17978083
2025-05-17 17:26:30,15798470
2025-05-17 17:26:45,15828562
2025-05-17 17:27:00,10399754
2025-05-17 17:27:15,10238474
2025-05-17 17:27:30,11131598
2025-05-17 17:27:45,10069807
2025-05-17 17:28:00,10105961
2025-05-17 17:28:15,10159791
2025-05-17 17:28:30,13220303
2025-05-17 17:28:45,10087630
2025-05-17 17:29:00,10167098
2025-05-17 17:29:15,10194126
2025-05-17 17:29:30,10281166
2025-05-17 17:29:45,10334414
2025-05-17 17:30:00,10334414
2025-05-17 17:30:15,1292006848
2025-05-17 17:30:30,1291875167
2025-05-17 17:30:45,4096114162
2025-05-17 17:31:00,4096112041
2025-05-17 17:31:15,5796549614
2025-05-17 17:31:30,5796549614
2025-05-17 17:31:45,9008784443
2025-05-17 17:32:00,9008894889
2025-05-17 17:32:15,11981420984
2025-05-17 17:32:30,12039199982
2025-05-17 17:32:45,12437781636
2025-05-17 17:33:00,12479717221
2025-05-17 17:33:15,12656989846
2025-05-17 17:33:30,12599252023
2025-05-17 17:33:45,12599306584
2025-05-17 17:34:00,12876510314
2025-05-17 17:34:15,12798824659
2025-05-17 17:34:30,12798809105
2025-05-17 17:34:45,13005237305
2025-05-17 17:35:00,12951260232
2025-05-17 17:35:15,12950656700
2025-05-17 17:35:30,12891933475
2025-05-17 17:35:45,12864446412
2025-05-17 17:36:00,12747674740
2025-05-17 17:36:15,12666918819
2025-05-17 17:36:30,12650167647
2025-05-17 17:36:45,12651772904
2025-05-17 17:37:00,12786616388
2025-05-17 17:37:15,12860613629
2025-05-17 17:37:30,12811367090
2025-05-17 17:37:45,12821419318
2025-05-17 17:38:00,12782296878
2025-05-17 17:38:15,12782875747
2025-05-17 17:38:30,12729829196
2025-05-17 17:38:45,12699180931
2025-05-17 17:39:00,12601115261
2025-05-17 17:39:15,12580666278
2025-05-17 17:39:30,12459933732
2025-05-17 17:39:45,12282807182
2025-05-17 17:40:00,11964253030
2025-05-17 17:40:15,11900736260
2025-05-17 17:40:30,12120337307
2025-05-17 17:40:45,12186454382
2025-05-17 17:41:00,12323674189
2025-05-17 17:41:15,12280080246
2025-05-17 17:41:30,12075563917
2025-05-17 17:41:45,12030128125
2025-05-17 17:42:00,11775054287
2025-05-17 17:42:15,11754037519
2025-05-17 17:42:30,11836130467
2025-05-17 17:42:45,11859047296
2025-05-17 17:43:00,12054228633
2025-05-17 17:43:15,12175119160
2025-05-17 17:43:30,12376534692
2025-05-17 17:43:45,12419383329
2025-05-17 17:44:00,12602726809
2025-05-17 17:44:15,12663946908
2025-05-17 17:44:30,12495874771
2025-05-17 17:44:45,12375984240
2025-05-17 17:45:00,11962821532
2025-05-17 17:45:15,11830904924
2025-05-17 17:45:30,11788266348
2025-05-17 17:45:45,11786514823
2025-05-17 17:46:00,11798976415
2025-05-17 17:46:15,11812798686
2025-05-17 17:46:30,11959758710
2025-05-17 17:46:45,12040052975
2025-05-17 17:47:00,12180226773
2025-05-17 17:47:15,12188656858
2025-05-17 17:47:30,12114748820
2025-05-17 17:47:45,12093753453
2025-05-17 17:48:00,11974320435
2025-05-17 17:48:15,11981586115
2025-05-17 17:48:30,12120161026
2025-05-17 17:48:45,12169796063
2025-05-17 17:49:00,12320954676
2025-05-17 17:49:15,12281682882
2025-05-17 17:49:30,11989583239
2025-05-17 17:49:45,11926703495
2025-05-17 17:50:00,11691261725
2025-05-17 17:50:15,11679397959
2025-05-17 17:50:30,11856601775
2025-05-17 17:50:45,11868395744
2025-05-17 17:51:00,12069531463
2025-05-17 17:51:15,12147578829
2025-05-17 17:51:30,12144969399
2025-05-17 17:51:45,12149548620
2025-05-17 17:52:00,12124291575
2025-05-17 17:52:15,12118056676
2025-05-17 17:52:30,12179405437
2025-05-17 17:52:45,12218895966
2025-05-17 17:53:00,12316042027
2025-05-17 17:53:15,12349753682
2025-05-17 17:53:30,12423622170
2025-05-17 17:53:45,12430893084
2025-05-17 17:54:00,12381995157
2025-05-17 17:54:15,12256630487
2025-05-17 17:54:30,11997983087
2025-05-17 17:54:45,11893790506
2025-05-17 17:55:00,11618113257
2025-05-17 17:55:15,11612446718
2025-05-17 17:55:30,11705874532
2025-05-17 17:55:45,11780238065
2025-05-17 17:56:00,12154082688
2025-05-17 17:56:15,12307749513
2025-05-17 17:56:30,12536774366
2025-05-17 17:56:45,12562045781
2025-05-17 17:57:00,12571618234
2025-05-17 17:57:15,12469420955
2025-05-17 17:57:30,12338315349
2025-05-17 17:57:45,12327751427
2025-05-17 17:58:00,12297097516
2025-05-17 17:58:15,12311303709
2025-05-17 17:58:30,12336808073
2025-05-17 17:58:45,12340327316
2025-05-17 17:59:00,12205699204
2025-05-17 17:59:15,11915707570
2025-05-17 17:59:30,11752378664
2025-05-17 17:59:45,11714269662
2025-05-17 18:00:00,11569789010
2025-05-17 18:00:15,11410006021
2025-05-17 18:00:30,11242227108
2025-05-17 18:00:45,11238478980
2025-05-17 18:01:00,11414976223
2025-05-17 18:01:15,11626601455
2025-05-17 18:01:30,11901764169
2025-05-17 18:01:45,11910277310
2025-05-17 18:02:00,11891259125
2025-05-17 18:02:15,11780691104
2025-05-17 18:02:30,11615295466
2025-05-17 18:02:45,11532965624
2025-05-17 18:03:00,11445067436
2025-05-17 18:03:15,11503040100
2025-05-17 18:03:30,11677602286
2025-05-17 18:03:45,11710508679
2025-05-17 18:04:00,11810675319
2025-05-17 18:04:15,11775152883
2025-05-17 18:04:30,11597348880
2025-05-17 18:04:45,11555521203
2025-05-17 18:05:00,11429127785
2025-05-17 18:05:15,11400260384
2025-05-17 18:05:30,11393575199
2025-05-17 18:05:45,11395250235
2025-05-17 18:06:00,11399635767
2025-05-17 18:06:15,11383015915
2025-05-17 18:06:30,11327173396
2025-05-17 18:06:45,11303106469
2025-05-17 18:07:00,11197635232
2025-05-17 18:07:15,11117668826
2025-05-17 18:07:30,11055840356
2025-05-17 18:07:45,11014316157
2025-05-17 18:08:00,10966597709
2025-05-17 18:08:15,10962302903
2025-05-17 18:08:30,11112487600
2025-05-17 18:08:45,11209677685
2025-05-17 18:09:00,11620828149
2025-05-17 18:09:15,11957636153
2025-05-17 18:09:30,11967571584
2025-05-17 18:09:45,11942362526
2025-05-17 18:10:00,11734716642
2025-05-17 18:10:15,11481758630
2025-05-17 18:10:30,11401936560
