Time,mem_available,source,Minutes
2025-05-17 16:59:30,16850884.0,BASELINE,0.0
2025-05-17 16:59:45,16850884.0,BASELINE,0.25
2025-05-17 17:00:00,16850884.0,BASELINE,0.5
2025-05-17 17:00:15,16442903.503191922,BASELINE,0.75
2025-05-17 17:00:30,16441559.88319192,BASELINE,1.0
2025-05-17 17:00:45,16360008.266253965,BASELINE,1.25
2025-05-17 17:01:00,16236658.412539685,BASELINE,1.5
2025-05-17 17:01:15,16064148.3351056,BASELINE,1.75
2025-05-17 17:01:30,15959058.084375441,BASELINE,2.0
2025-05-17 17:01:45,15741793.701873012,BASELINE,2.25
2025-05-17 17:02:00,15616279.91937951,BASELINE,2.5
2025-05-17 17:02:15,15523079.72567388,BASELINE,2.75
2025-05-17 17:02:30,15482976.145483403,BASELINE,3.0
2025-05-17 17:02:45,15407623.351004178,BASELINE,3.25
2025-05-17 17:03:00,15328095.666980369,BASELINE,3.5
2025-05-17 17:03:15,15206637.336147757,BASELINE,3.75
2025-05-17 17:03:30,15134691.874838233,BASELINE,4.0
2025-05-17 17:03:45,14908788.714888897,BASELINE,4.25
2025-05-17 17:04:00,14799934.700476198,BASELINE,4.5
2025-05-17 17:04:15,14706291.03577856,BASELINE,4.75
2025-05-17 17:04:30,14681953.181016658,BASELINE,5.0
2025-05-17 17:04:45,14540085.25498413,BASELINE,5.25
2025-05-17 17:05:00,14433335.741746033,BASELINE,5.5
2025-05-17 17:05:15,14401275.470940422,BASELINE,5.75
2025-05-17 17:05:30,14363723.297431696,BASELINE,6.0
2025-05-17 17:05:45,14269565.110309271,BASELINE,6.25
2025-05-17 17:06:00,14220675.30770699,BASELINE,6.5
2025-05-17 17:06:15,14044561.725110266,BASELINE,6.75
2025-05-17 17:06:30,13991058.022253124,BASELINE,7.0
2025-05-17 17:06:45,13686778.02227435,BASELINE,7.25
2025-05-17 17:07:00,13552654.116700482,BASELINE,7.5
2025-05-17 17:07:15,13482982.942305792,BASELINE,7.75
2025-05-17 17:07:30,13484264.784972457,BASELINE,8.0
2025-05-17 17:07:45,13411901.305543756,BASELINE,8.25
2025-05-17 17:08:00,13357486.715376625,BASELINE,8.5
2025-05-17 17:08:15,13322869.279136226,BASELINE,8.75
2025-05-17 17:08:30,13310908.474239402,BASELINE,9.0
2025-05-17 17:08:45,13212866.936810425,BASELINE,9.25
2025-05-17 17:09:00,13186708.642188072,BASELINE,9.5
2025-05-17 17:09:15,13179673.072265437,BASELINE,9.75
2025-05-17 17:09:30,13179085.312265437,BASELINE,10.0
2025-05-17 17:09:45,13123986.0503308,BASELINE,10.25
2025-05-17 17:10:00,13067967.189426746,BASELINE,10.5
2025-05-17 17:10:15,13026905.784426747,BASELINE,10.75
2025-05-17 17:10:30,13025050.142432347,BASELINE,11.0
2025-05-17 17:10:45,12764553.116945589,BASELINE,11.25
2025-05-17 17:11:00,12679632.325817602,BASELINE,11.5
2025-05-17 17:11:15,12669897.594452484,BASELINE,11.75
2025-05-17 17:11:30,12668282.994452484,BASELINE,12.0
2025-05-17 17:11:45,12651617.347744884,BASELINE,12.25
2025-05-17 17:12:00,12591706.760601804,BASELINE,12.5
2025-05-17 17:12:15,12529984.768717084,BASELINE,12.75
2025-05-17 17:12:30,12482591.935737755,BASELINE,13.0
2025-05-17 17:12:45,12351585.576736894,BASELINE,13.25
2025-05-17 17:13:00,12315950.272428144,BASELINE,13.5
2025-05-17 17:13:15,12293242.531147948,BASELINE,13.75
2025-05-17 17:13:30,12293242.531147948,BASELINE,14.0
2025-05-17 17:13:45,12287875.14335032,BASELINE,14.25
2025-05-17 17:14:00,12261051.98309368,BASELINE,14.5
2025-05-17 17:14:15,12237820.823790798,BASELINE,14.75
2025-05-17 17:14:30,12222708.3314117,BASELINE,15.0
2025-05-17 17:14:45,12161537.842354152,BASELINE,15.25
2025-05-17 17:15:00,12124942.552031629,BASELINE,15.5
2025-05-17 17:15:15,12114842.514318,BASELINE,15.75
2025-05-17 17:15:30,12112773.890984666,BASELINE,16.0
2025-05-17 17:15:45,12106508.765187018,BASELINE,16.25
2025-05-17 17:16:00,12095718.530784218,BASELINE,16.5
