Time,write_bytes_cumulative
2025-05-17 16:59:45,16945152.0
2025-05-17 17:00:00,25133056.0
2025-05-17 17:00:15,38744064.0
2025-05-17 17:00:30,31833442.51821433
2025-05-17 17:00:45,31833071.51821433
2025-05-17 17:01:00,76999590.51821433
2025-05-17 17:01:15,114912180.51821433
2025-05-17 17:01:30,114929487.51821433
2025-05-17 17:01:45,114929579.51821433
2025-05-17 17:02:00,67994960.51821433
2025-05-17 17:02:15,16227649.518214328
2025-05-17 17:02:30,16535687.518214328
2025-05-17 17:02:45,17500087.51821433
2025-05-17 17:03:00,14066869.518214328
2025-05-17 17:03:15,17882185.51821433
2025-05-17 17:03:30,13424981.518214328
2025-05-17 17:03:45,13642171.518214328
2025-05-17 17:04:00,13688977.518214328
2025-05-17 17:04:15,13587570.518214328
2025-05-17 17:04:30,13590102.518214328
2025-05-17 17:04:45,13612457.518214328
2025-05-17 17:05:00,13644139.518214328
2025-05-17 17:05:15,13593546.518214328
2025-05-17 17:05:30,13563188.518214328
2025-05-17 17:05:45,13472516.518214328
2025-05-17 17:06:00,13431489.518214328
2025-05-17 17:06:15,12996257.518214328
2025-05-17 17:06:30,12998216.518214328
2025-05-17 17:06:45,12962134.518214328
2025-05-17 17:07:00,12926088.518214328
2025-05-17 17:07:15,13015700.518214328
2025-05-17 17:07:30,13008961.518214328
2025-05-17 17:07:45,12781107.518214328
2025-05-17 17:08:00,12698721.518214328
2025-05-17 17:08:15,12382812.518214328
2025-05-17 17:08:30,12382497.518214328
2025-05-17 17:08:45,12757770.518214328
2025-05-17 17:09:00,12812893.518214328
2025-05-17 17:09:15,13348849.518214328
2025-05-17 17:09:30,13374185.518214328
2025-05-17 17:09:45,13394344.518214328
2025-05-17 17:10:00,13356840.518214328
2025-05-17 17:10:15,13216017.518214328
2025-05-17 17:10:30,12622552.518214328
2025-05-17 17:10:45,12587726.518214328
2025-05-17 17:11:00,12543636.518214328
2025-05-17 17:11:15,12484093.518214328
2025-05-17 17:11:30,12540945.518214328
2025-05-17 17:11:45,12361375.518214328
2025-05-17 17:12:00,12267533.518214328
2025-05-17 17:12:15,12278071.518214328
2025-05-17 17:12:30,12573573.518214328
2025-05-17 17:12:45,12909790.518214328
2025-05-17 17:13:00,12829077.518214328
2025-05-17 17:13:15,12800770.518214328
2025-05-17 17:13:30,12622420.518214328
2025-05-17 17:13:45,12476667.518214328
2025-05-17 17:14:00,12430767.518214328
2025-05-17 17:14:15,12418816.518214328
2025-05-17 17:14:30,12641901.518214328
2025-05-17 17:14:45,12420899.518214328
2025-05-17 17:15:00,12224536.518214328
2025-05-17 17:15:15,12169916.518214328
2025-05-17 17:15:30,11667715.518214328
2025-05-17 17:15:45,11604923.518214328
2025-05-17 17:16:00,11971865.518214328
2025-05-17 17:16:15,11929239.518214328
2025-05-17 17:16:30,12624612.518214328
2025-05-17 17:16:45,12847577.518214328
2025-05-17 17:17:00,13081113.518214328
2025-05-17 17:17:15,13141665.518214328
2025-05-17 17:17:30,12621628.518214328
2025-05-17 17:17:45,12590581.518214328
2025-05-17 17:18:00,12377117.518214328
2025-05-17 17:18:15,12280160.518214328
2025-05-17 17:18:30,12249135.518214328
2025-05-17 17:18:45,12257865.518214328
2025-05-17 17:19:00,12188971.518214328
2025-05-17 17:19:15,12148421.518214328
2025-05-17 17:19:30,12144696.518214328
2025-05-17 17:19:45,12241422.518214328
2025-05-17 17:20:00,12548054.518214328
2025-05-17 17:20:15,12733704.518214328
2025-05-17 17:20:30,13819496.518214328
2025-05-17 17:20:45,14080034.518214328
2025-05-17 17:21:00,14176187.518214328
2025-05-17 17:21:15,13959248.518214328
2025-05-17 17:21:30,12632272.518214328
2025-05-17 17:21:45,12510862.518214328
2025-05-17 17:22:00,11319869.518214328
2025-05-17 17:22:15,11257511.518214328
2025-05-17 17:22:30,10838111.518214328
2025-05-17 17:22:45,10665704.518214328
2025-05-17 17:23:00,11180083.518214328
2025-05-17 17:23:15,11218504.518214328
2025-05-17 17:23:30,11516833.518214328
2025-05-17 17:23:45,11654275.518214328
2025-05-17 17:24:00,11552758.518214328
2025-05-17 17:24:15,11532927.518214328
2025-05-17 17:24:30,11342521.518214328
2025-05-17 17:24:45,10746639.518214328
2025-05-17 17:25:00,10328004.518214328
2025-05-17 17:25:15,10441188.518214328
2025-05-17 17:25:30,10534471.518214328
2025-05-17 17:25:45,10968048.518214328
2025-05-17 17:26:00,11215549.518214328
2025-05-17 17:26:15,11253928.518214328
2025-05-17 17:26:30,11240661.518214328
2025-05-17 17:26:45,11202876.518214328
2025-05-17 17:27:00,11132972.518214328
2025-05-17 17:27:15,11035730.518214328
2025-05-17 17:27:30,10983563.518214328
2025-05-17 17:27:45,10947357.518214328
2025-05-17 17:28:00,10937903.518214328
2025-05-17 17:28:15,10894659.518214328
2025-05-17 17:28:30,10986286.518214328
2025-05-17 17:28:45,10990977.518214328
2025-05-17 17:29:00,10943622.518214328
2025-05-17 17:29:15,10126217.518214328
2025-05-17 17:29:30,8772965.518214328
2025-05-17 17:29:45,6844800.518214328
2025-05-17 17:30:00,7005701.518214328
2025-05-17 17:30:15,7641039.518214328
2025-05-17 17:30:30,8250605.518214328
2025-05-17 17:30:45,10131847.518214328
2025-05-17 17:31:00,10951238.518214328
2025-05-17 17:31:15,11224954.518214328
2025-05-17 17:31:30,11277926.518214328
2025-05-17 17:31:45,11487641.518214328
2025-05-17 17:32:00,11464815.518214328
2025-05-17 17:32:15,11623693.518214328
2025-05-17 17:32:30,11629072.518214328
2025-05-17 17:32:45,11741730.518214328
2025-05-17 17:33:00,11684707.518214328
2025-05-17 17:33:15,11046771.518214328
2025-05-17 17:33:30,11044357.518214328
2025-05-17 17:33:45,10728021.518214328
2025-05-17 17:34:00,10842606.518214328
2025-05-17 17:34:15,11220229.118214328
2025-05-17 17:34:30,11914454.577286508
2025-05-17 17:34:45,12246317.577286508
2025-05-17 17:35:00,12207678.947083015
2025-05-17 17:35:15,12301181.947083015
2025-05-17 17:35:30,12145932.667083016
2025-05-17 17:35:45,10719191.490342587
2025-05-17 17:36:00,10530318.583539385
2025-05-17 17:36:15,10690411.521077204
2025-05-17 17:36:30,10701972.641077206
2025-05-17 17:36:45,10709229.736155547
2025-05-17 17:37:00,10696819.408155546
2025-05-17 17:37:15,10538535.075046303
2025-05-17 17:37:30,10198770.075046303
2025-05-17 17:37:45,10162475.075046303
2025-05-17 17:38:00,9816621.075046303
2025-05-17 17:38:15,10053203.075046303
2025-05-17 17:38:30,10008786.523046304
2025-05-17 17:38:45,9949243.523046304
2025-05-17 17:39:00,9586214.523046304
2025-05-17 17:39:15,9559171.905903447
2025-05-17 17:39:30,8776089.585903447
2025-05-17 17:39:45,8679154.265903447
2025-05-17 17:40:00,8999076.265903447
2025-05-17 17:40:15,9100133.265903447
2025-05-17 17:40:30,9721142.265903447
2025-05-17 17:40:45,10381699.540677285
2025-05-17 17:41:00,10699972.540677285
2025-05-17 17:41:15,10668542.540677285
2025-05-17 17:41:30,10656539.540677285
2025-05-17 17:41:45,10740285.540677285
2025-05-17 17:42:00,10680979.540677285
2025-05-17 17:42:15,10726808.540677285
2025-05-17 17:42:30,10786646.540677285
2025-05-17 17:42:45,10766776.540677285
2025-05-17 17:43:00,10789361.540677285
2025-05-17 17:43:15,10891753.540677285
2025-05-17 17:43:30,11107420.540677285
2025-05-17 17:43:45,11159073.540677285
2025-05-17 17:44:00,11674746.540677285
2025-05-17 17:44:15,11687973.540677285
2025-05-17 17:44:30,11839296.540677285
2025-05-17 17:44:45,11755153.540677285
2025-05-17 17:45:00,11235480.540677285
2025-05-17 17:45:15,11222367.540677285
2025-05-17 17:45:30,10869236.540677285
2025-05-17 17:45:45,10709135.540677285
2025-05-17 17:46:00,10675208.540677285
2025-05-17 17:46:15,10718218.540677285
2025-05-17 17:46:30,10838097.540677285
2025-05-17 17:46:45,11067507.540677285
2025-05-17 17:47:00,11078239.540677285
2025-05-17 17:47:15,11029593.540677285
2025-05-17 17:47:30,11003600.540677285
2025-05-17 17:47:45,10971758.540677285
2025-05-17 17:48:00,10940213.540677285
2025-05-17 17:48:15,10903719.540677285
2025-05-17 17:48:30,10860290.827651644
2025-05-17 17:48:45,10861520.827651644
2025-05-17 17:49:00,10884474.827651644
2025-05-17 17:49:15,10914695.827651644
2025-05-17 17:49:30,11026769.827651644
2025-05-17 17:49:45,10989312.827651644
2025-05-17 17:50:00,10974270.827651644
2025-05-17 17:50:15,10976966.827651644
2025-05-17 17:50:30,10930621.827651644
2025-05-17 17:50:45,10785927.827651644
2025-05-17 17:51:00,10685070.827651644
2025-05-17 17:51:15,10515664.827651644
2025-05-17 17:51:30,10320669.827651644
2025-05-17 17:51:45,10363093.827651644
2025-05-17 17:52:00,10452079.827651644
2025-05-17 17:52:15,10828620.827651644
2025-05-17 17:52:30,11085332.827651644
2025-05-17 17:52:45,11983376.827651644
2025-05-17 17:53:00,11967114.827651644
2025-05-17 17:53:15,11820291.827651644
2025-05-17 17:53:30,11996651.827651644
2025-05-17 17:53:45,11317470.827651644
2025-05-17 17:54:00,10484819.827651644
2025-05-17 17:54:15,10095581.827651644
2025-05-17 17:54:30,10274994.827651644
2025-05-17 17:54:45,10635070.827651644
2025-05-17 17:55:00,10632532.827651644
2025-05-17 17:55:15,10637253.827651644
2025-05-17 17:55:30,10678196.827651644
2025-05-17 17:55:45,10710502.827651644
2025-05-17 17:56:00,10725978.827651644
2025-05-17 17:56:15,10578266.827651644
2025-05-17 17:56:30,10483962.827651644
2025-05-17 17:56:45,10440839.980314467
2025-05-17 17:57:00,10398123.980314467
2025-05-17 17:57:15,9906859.701394435
2025-05-17 17:57:30,9899032.701394435
2025-05-17 17:57:45,9776494.581394434
2025-05-17 17:58:00,9630878.581394434
2025-05-17 17:58:15,9593941.581394434
2025-05-17 17:58:30,9567051.581394434
2025-05-17 17:58:45,9526259.581394434
2025-05-17 17:59:00,9664329.581394434
2025-05-17 17:59:15,9649627.581394434
2025-05-17 17:59:30,9602481.440653695
2025-05-17 17:59:45,9662012.440653695
2025-05-17 18:00:00,9323967.440653695
2025-05-17 18:00:15,9287354.440653695
2025-05-17 18:00:30,9280906.440653695
2025-05-17 18:00:45,9304387.440653695
2025-05-17 18:01:00,9549056.440653695
2025-05-17 18:01:15,9586504.440653695
2025-05-17 18:01:30,9552213.010079095
2025-05-17 18:01:45,10055946.839740474
2025-05-17 18:02:00,10278487.780046357
2025-05-17 18:02:15,8081648.046713023
2025-05-17 18:02:30,6678897.725468448
2025-05-17 18:02:45,7686502.725468448
2025-05-17 18:03:00,8186534.306223693
2025-05-17 18:03:15,8396395.386223692
2025-05-17 18:03:30,9243244.810223693
2025-05-17 18:03:45,9417169.810223693
2025-05-17 18:04:00,10343413.810223693
2025-05-17 18:04:15,10522858.810223693
2025-05-17 18:04:30,11090275.386223692
2025-05-17 18:04:45,11034190.282223694
2025-05-17 18:05:00,11110711.25936655
2025-05-17 18:05:15,11164468.889496421
2025-05-17 18:05:30,11214211.796798008
2025-05-17 18:05:45,11279229.251551256
2025-05-17 18:06:00,11447694.251551256
2025-05-17 18:06:15,11508864.659551255
2025-05-17 18:06:30,11521642.299551256
2025-05-17 18:06:45,10585347.721703522
2025-05-17 18:07:00,9858773.728766955
2025-05-17 18:07:15,9702417.667636933
2025-05-17 18:07:30,9625966.395636933
2025-05-17 18:07:45,9745754.395636933
2025-05-17 18:08:00,10907406.395636933
2025-05-17 18:08:15,13066093.395636933
2025-05-17 18:08:30,14601566.395636933
2025-05-17 18:08:45,14391146.395636933
2025-05-17 18:09:00,13119061.395636933
2025-05-17 18:09:15,12324199.395636933
2025-05-17 18:09:30,11058215.395636933
2025-05-17 18:09:45,10747144.395636933
2025-05-17 18:10:00,10309274.940017886
2025-05-17 18:10:15,9701897.940017886
2025-05-17 18:10:30,9279195.124906775
2025-05-17 18:10:45,9149981.644906774
2025-05-17 18:11:00,9194874.948906776
2025-05-17 18:11:15,9115635.957619645
2025-05-17 18:11:30,9035927.890394514
2025-05-17 18:11:45,9536447.327506483
2025-05-17 18:12:00,9561783.327506483
2025-05-17 18:12:15,9994851.327506483
2025-05-17 18:12:30,10114021.327506483
2025-05-17 18:12:45,10342516.327506483
2025-05-17 18:13:00,10377045.327506483
2025-05-17 18:13:15,10444698.327506483
2025-05-17 18:13:30,10431232.327506483
2025-05-17 18:13:45,10501953.327506483
2025-05-17 18:14:00,10584916.327506483
2025-05-17 18:14:15,10649702.327506483
2025-05-17 18:14:30,10658027.327506483
2025-05-17 18:14:45,10609494.327506483
2025-05-17 18:15:00,10557172.327506483
2025-05-17 18:15:15,10173518.584761385
2025-05-17 18:15:30,9814285.744761385
2025-05-17 18:15:45,8917475.744761385
2025-05-17 18:16:00,9000713.744761385
2025-05-17 18:16:15,9140719.744761385
2025-05-17 18:16:30,9378160.744761385
2025-05-17 18:16:45,12372456.744761385
2025-05-17 18:17:00,12536589.744761385
2025-05-17 18:17:15,12276700.744761385
2025-05-17 18:17:30,11814958.744761385
2025-05-17 18:17:45,10197744.744761385
2025-05-17 18:18:00,10228351.744761385
2025-05-17 18:18:15,9486997.744761385
2025-05-17 18:18:30,9401376.744761385
2025-05-17 18:18:45,9241875.753570385
2025-05-17 18:19:00,11445613.980142396
2025-05-17 18:19:15,11606007.029031284
2025-05-17 18:19:30,14076499.192736669
2025-05-17 18:19:45,14590010.192736669
2025-05-17 18:20:00,14646024.192736669
2025-05-17 18:20:15,14657994.192736669
2025-05-17 18:20:30,13930820.192736669
2025-05-17 18:20:45,13870968.192736669
2025-05-17 18:21:00,13783787.192736669
