Time,read_bytes_cumulative
2025-05-17 16:59:45,245760.0
2025-05-17 17:00:00,122880.0
2025-05-17 17:00:15,3252224.0
2025-05-17 17:00:30,4782814.743448608
2025-05-17 17:00:45,4881004.598544961
2025-05-17 17:01:00,4970449.106302345
2025-05-17 17:01:15,4261197.569884428
2025-05-17 17:01:30,4543162.569884428
2025-05-17 17:01:45,3941364.5698844283
2025-05-17 17:02:00,2958257.5698844283
2025-05-17 17:02:15,1266023.5698844283
2025-05-17 17:02:30,1159894.5698844283
2025-05-17 17:02:45,96865.56988442823
2025-05-17 17:03:00,96865.56988442823
2025-05-17 17:03:15,96865.56988442823
2025-05-17 17:03:30,77247.56988442823
2025-05-17 17:03:45,77247.56988442823
2025-05-17 17:04:00,77247.56988442823
2025-05-17 17:04:15,77247.56988442823
2025-05-17 17:04:30,77247.56988442823
2025-05-17 17:04:45,77247.56988442823
2025-05-17 17:05:00,77247.56988442823
2025-05-17 17:05:15,77247.56988442823
2025-05-17 17:05:30,77247.56988442823
2025-05-17 17:05:45,77247.56988442823
2025-05-17 17:06:00,77247.56988442823
2025-05-17 17:06:15,77247.56988442823
2025-05-17 17:06:30,77247.56988442823
2025-05-17 17:06:45,77247.56988442823
2025-05-17 17:07:00,77247.56988442823
2025-05-17 17:07:15,77247.56988442823
2025-05-17 17:07:30,77247.56988442823
2025-05-17 17:07:45,77247.56988442823
2025-05-17 17:08:00,77247.56988442823
2025-05-17 17:08:15,77247.56988442823
2025-05-17 17:08:30,77247.56988442823
2025-05-17 17:08:45,77247.56988442823
2025-05-17 17:09:00,77247.56988442823
2025-05-17 17:09:15,77247.56988442823
2025-05-17 17:09:30,77247.56988442823
2025-05-17 17:09:45,77247.56988442823
2025-05-17 17:10:00,77247.56988442823
2025-05-17 17:10:15,77260.56988442823
2025-05-17 17:10:30,77247.56988442823
2025-05-17 17:10:45,77247.56988442823
2025-05-17 17:11:00,77247.56988442823
2025-05-17 17:11:15,77247.56988442823
2025-05-17 17:11:30,77247.56988442823
2025-05-17 17:11:45,77247.56988442823
2025-05-17 17:12:00,77247.56988442823
2025-05-17 17:12:15,77247.56988442823
2025-05-17 17:12:30,77247.56988442823
2025-05-17 17:12:45,77247.56988442823
2025-05-17 17:13:00,77247.56988442823
2025-05-17 17:13:15,77247.56988442823
2025-05-17 17:13:30,77247.56988442823
2025-05-17 17:13:45,77247.56988442823
2025-05-17 17:14:00,77247.56988442823
2025-05-17 17:14:15,77247.56988442823
2025-05-17 17:14:30,77247.56988442823
2025-05-17 17:14:45,77247.56988442823
2025-05-17 17:15:00,77247.56988442823
2025-05-17 17:15:15,77247.56988442823
2025-05-17 17:15:30,77247.56988442823
2025-05-17 17:15:45,77247.56988442823
2025-05-17 17:16:00,77247.56988442823
2025-05-17 17:16:15,77247.56988442823
2025-05-17 17:16:30,77247.56988442823
2025-05-17 17:16:45,77247.56988442823
2025-05-17 17:17:00,77247.56988442823
2025-05-17 17:17:15,77247.56988442823
2025-05-17 17:17:30,77247.56988442823
2025-05-17 17:17:45,77247.56988442823
2025-05-17 17:18:00,77247.56988442823
2025-05-17 17:18:15,77247.56988442823
2025-05-17 17:18:30,77247.56988442823
2025-05-17 17:18:45,77247.56988442823
2025-05-17 17:19:00,77247.56988442823
2025-05-17 17:19:15,77247.56988442823
2025-05-17 17:19:30,77247.56988442823
2025-05-17 17:19:45,77247.56988442823
2025-05-17 17:20:00,77247.56988442823
2025-05-17 17:20:15,77247.56988442823
2025-05-17 17:20:30,77247.56988442823
2025-05-17 17:20:45,77247.56988442823
2025-05-17 17:21:00,77247.56988442823
2025-05-17 17:21:15,77247.56988442823
2025-05-17 17:21:30,77247.56988442823
2025-05-17 17:21:45,77247.56988442823
2025-05-17 17:22:00,77247.56988442823
2025-05-17 17:22:15,77247.56988442823
2025-05-17 17:22:30,77247.56988442823
2025-05-17 17:22:45,77247.56988442823
2025-05-17 17:23:00,77247.56988442823
2025-05-17 17:23:15,77247.56988442823
2025-05-17 17:23:30,77247.56988442823
2025-05-17 17:23:45,77247.56988442823
2025-05-17 17:24:00,77247.56988442823
2025-05-17 17:24:15,77247.56988442823
2025-05-17 17:24:30,77247.56988442823
2025-05-17 17:24:45,77247.56988442823
2025-05-17 17:25:00,77247.56988442823
