Time,customers_service
2025-05-21 21:15:30,0
2025-05-21 21:15:45,0
2025-05-21 21:16:00,0
2025-05-21 21:16:15,0
2025-05-21 21:16:30,0
2025-05-21 21:16:45,0
2025-05-21 21:17:00,0
2025-05-21 21:17:15,0
2025-05-21 21:17:30,24
2025-05-21 21:17:45,24
2025-05-21 21:18:00,24
2025-05-21 21:18:15,24
2025-05-21 21:18:30,65
2025-05-21 21:18:45,65
2025-05-21 21:19:00,65
2025-05-21 21:19:15,65
2025-05-21 21:19:30,0
2025-05-21 21:19:45,0
2025-05-21 21:20:00,0
2025-05-21 21:20:15,0
2025-05-21 21:20:30,0
2025-05-21 21:20:45,0
2025-05-21 21:21:00,0
2025-05-21 21:21:15,0
2025-05-21 21:21:30,43
2025-05-21 21:21:45,43
2025-05-21 21:22:00,43
2025-05-21 21:22:15,43
2025-05-21 21:22:30,53
2025-05-21 21:22:45,53
2025-05-21 21:23:00,53
2025-05-21 21:23:15,53
2025-05-21 21:23:30,6
2025-05-21 21:23:45,6
2025-05-21 21:24:00,6
2025-05-21 21:24:15,6
2025-05-21 21:24:30,37
2025-05-21 21:24:45,37
2025-05-21 21:25:00,37
2025-05-21 21:25:15,37
2025-05-21 21:25:30,98
2025-05-21 21:25:45,98
2025-05-21 21:26:00,98
2025-05-21 21:26:15,98
2025-05-21 21:26:30,151
2025-05-21 21:26:45,151
2025-05-21 21:27:00,151
2025-05-21 21:27:15,151
2025-05-21 21:27:30,96
2025-05-21 21:27:45,96
2025-05-21 21:28:00,96
2025-05-21 21:28:15,96
2025-05-21 21:28:30,18
2025-05-21 21:28:45,18
2025-05-21 21:29:00,18
2025-05-21 21:29:15,18
2025-05-21 21:29:30,18
2025-05-21 21:29:45,364
2025-05-21 21:30:00,364
2025-05-21 21:30:15,364
2025-05-21 21:30:30,42
2025-05-21 21:30:45,42
2025-05-21 21:31:00,42
2025-05-21 21:31:15,42
2025-05-21 21:31:30,185
2025-05-21 21:31:45,185
2025-05-21 21:32:00,185
2025-05-21 21:32:15,185
2025-05-21 21:32:30,202
2025-05-21 21:32:45,202
2025-05-21 21:33:00,202
2025-05-21 21:33:15,202
2025-05-21 21:33:30,126
2025-05-21 21:33:45,126
2025-05-21 21:34:00,126
