minutes,tcp_apigateway_api_gateway,tcp_apigateway_source,tcp_customersservice_customers_service,tcp_customersservice_source,tcp_srtt_source,tcp_srtt_SRTT_cumulative,tcp_vetsservice_vets_service,tcp_vetsservice_source,tcp_visitsservice_visits_service,tcp_visitsservice_source
2025-05-17 17:01:15,0.0,MEM_STRESS,0.0,MEM_STRESS,MEM_STRESS,624.0,0.0,MEM_STRESS,0.0,MEM_STRESS
2025-05-17 17:01:30,0.0,MEM_STRESS,0.0,MEM_STRESS,MEM_STRESS,700.0,0.0,MEM_STRESS,0.0,MEM_STRESS
2025-05-17 17:01:45,0.0,MEM_STRESS,0.0,MEM_STRESS,MEM_STRESS,696.0,0.0,MEM_STRESS,0.0,MEM_STRESS
2025-05-17 17:02:00,0.0,MEM_STRESS,0.0,MEM_STRESS,MEM_STRESS,950.35652267871,0.0,MEM_STRESS,0.0,MEM_STRESS
2025-05-17 17:02:15,0.0,MEM_STRESS,0.0,MEM_STRESS,MEM_STRESS,840.9264108460984,0.0,MEM_STRESS,0.0,MEM_STRESS
2025-05-17 17:02:30,0.0,MEM_STRESS,0.0,MEM_STRESS,MEM_STRESS,803.4697946844822,0.0,MEM_STRESS,0.0,MEM_STRESS
2025-05-17 17:02:45,0.0,MEM_STRESS,0.0,MEM_STRESS,MEM_STRESS,754.7845209598407,0.0,MEM_STRESS,0.0,MEM_STRESS
2025-05-17 17:03:00,0.0,MEM_STRESS,0.0,MEM_STRESS,MEM_STRESS,744.1038654764353,0.0,MEM_STRESS,0.0,MEM_STRESS
2025-05-17 17:03:15,0.0,MEM_STRESS,0.0,MEM_STRESS,MEM_STRESS,773.3436988097689,0.0,MEM_STRESS,0.0,MEM_STRESS
2025-05-17 17:03:30,0.0,MEM_STRESS,0.0,MEM_STRESS,MEM_STRESS,771.9256075399271,0.0,MEM_STRESS,0.0,MEM_STRESS
2025-05-17 17:03:45,0.0,MEM_STRESS,0.0,MEM_STRESS,MEM_STRESS,787.4555494644242,0.0,MEM_STRESS,0.0,MEM_STRESS
2025-05-17 17:04:00,0.0,MEM_STRESS,22.0,MEM_STRESS,MEM_STRESS,796.0130991577863,0.0,MEM_STRESS,0.0,MEM_STRESS
2025-05-17 17:04:15,0.0,MEM_STRESS,22.0,MEM_STRESS,MEM_STRESS,760.0897490495613,0.0,MEM_STRESS,0.0,MEM_STRESS
2025-05-17 17:04:30,0.0,MEM_STRESS,22.0,MEM_STRESS,MEM_STRESS,785.24735276529,0.0,MEM_STRESS,0.0,MEM_STRESS
2025-05-17 17:04:45,0.0,MEM_STRESS,22.0,MEM_STRESS,MEM_STRESS,819.5937399614273,0.0,MEM_STRESS,0.0,MEM_STRESS
2025-05-17 17:05:00,0.0,MEM_STRESS,66.0,MEM_STRESS,MEM_STRESS,856.2218786892329,0.0,MEM_STRESS,0.0,MEM_STRESS
2025-05-17 17:05:15,0.0,MEM_STRESS,66.0,MEM_STRESS,MEM_STRESS,623.75,0.0,MEM_STRESS,0.0,MEM_STRESS
2025-05-17 17:05:30,0.0,MEM_STRESS,66.0,MEM_STRESS,MEM_STRESS,622.5,0.0,MEM_STRESS,0.0,MEM_STRESS
2025-05-17 17:05:45,0.0,MEM_STRESS,66.0,MEM_STRESS,MEM_STRESS,1753.0,0.0,MEM_STRESS,0.0,MEM_STRESS
2025-05-17 17:06:00,0.0,MEM_STRESS,45.0,MEM_STRESS,MEM_STRESS,1983.0,0.0,MEM_STRESS,0.0,MEM_STRESS
2025-05-17 17:06:15,0.0,MEM_STRESS,45.0,MEM_STRESS,MEM_STRESS,3089.0,0.0,MEM_STRESS,0.0,MEM_STRESS
2025-05-17 17:06:30,0.0,MEM_STRESS,45.0,MEM_STRESS,MEM_STRESS,3079.0,0.0,MEM_STRESS,0.0,MEM_STRESS
2025-05-17 17:06:45,0.0,MEM_STRESS,45.0,MEM_STRESS,MEM_STRESS,2974.0,0.0,MEM_STRESS,0.0,MEM_STRESS
