Time,customers_service
2025-07-08 23:18:15,0
2025-07-08 23:18:30,0
2025-07-08 23:18:45,0
2025-07-08 23:19:00,0
2025-07-08 23:19:15,0
2025-07-08 23:19:30,0
2025-07-08 23:19:45,0
2025-07-08 23:20:00,0
2025-07-08 23:20:15,0
2025-07-08 23:20:30,0
2025-07-08 23:20:45,0
2025-07-08 23:21:00,0
2025-07-08 23:21:15,0
2025-07-08 23:21:30,0
2025-07-08 23:21:45,0
2025-07-08 23:22:00,0
2025-07-08 23:22:15,0
2025-07-08 23:22:30,0
2025-07-08 23:22:45,0
2025-07-08 23:23:00,0
2025-07-08 23:31:15,0
2025-07-08 23:31:30,0
2025-07-08 23:31:45,0
2025-07-08 23:32:00,0
2025-07-08 23:32:15,0
2025-07-08 23:32:30,0
2025-07-08 23:32:45,0
2025-07-08 23:33:00,0
2025-07-08 23:33:15,0
2025-07-08 23:33:30,0
2025-07-08 23:33:45,0
2025-07-08 23:34:00,0
2025-07-08 23:34:15,0
2025-07-08 23:34:30,0
2025-07-08 23:34:45,0
2025-07-08 23:35:00,0
2025-07-08 23:35:15,0
2025-07-08 23:35:30,0
2025-07-08 23:35:45,0
2025-07-08 23:36:00,0
2025-07-08 23:45:15,0
2025-07-08 23:45:30,0
2025-07-08 23:45:45,0
2025-07-08 23:46:00,0
2025-07-08 23:46:15,0
2025-07-08 23:46:30,0
2025-07-08 23:46:45,0
2025-07-08 23:47:00,0
2025-07-08 23:47:15,0
2025-07-08 23:47:30,0
2025-07-08 23:47:45,0
2025-07-08 23:48:00,0
2025-07-08 23:48:15,0
2025-07-08 23:48:30,0
2025-07-08 23:48:45,0
2025-07-08 23:49:00,0
2025-07-08 23:49:15,15
2025-07-08 23:49:30,15
2025-07-08 23:49:45,15
2025-07-08 23:50:00,15
2025-07-08 23:50:15,9
2025-07-08 23:50:30,9
2025-07-08 23:50:45,9
2025-07-08 23:51:00,9
2025-07-08 23:51:15,9
2025-07-08 23:51:30,9
2025-07-08 23:51:45,9
2025-07-08 23:52:00,9
2025-07-08 23:52:15,9
2025-07-08 23:52:30,9
2025-07-08 23:52:45,9
2025-07-08 23:53:00,9
2025-07-08 23:53:15,9
2025-07-08 23:53:30,9
2025-07-08 23:53:45,9
2025-07-08 23:54:00,9
2025-07-08 23:54:15,9
2025-07-08 23:54:30,9
2025-07-08 23:54:45,9
2025-07-08 23:55:00,9
2025-07-08 23:59:15,0
2025-07-08 23:59:30,0
2025-07-08 23:59:45,0
2025-07-09 00:00:00,0
2025-07-09 00:00:15,0
2025-07-09 00:00:30,0
2025-07-09 00:00:45,0
2025-07-09 00:01:00,0
2025-07-09 00:01:15,0
2025-07-09 00:01:30,0
2025-07-09 00:01:45,0
2025-07-09 00:02:00,0
2025-07-09 00:02:15,0
2025-07-09 00:02:30,0
2025-07-09 00:02:45,0
2025-07-09 00:03:00,0
2025-07-09 00:03:15,0
2025-07-09 00:03:30,0
2025-07-09 00:03:45,0
2025-07-09 00:04:00,0
2025-07-09 00:04:15,0
2025-07-09 00:04:30,0
2025-07-09 00:04:45,0
2025-07-09 00:05:00,0
2025-07-09 00:05:15,0
2025-07-09 00:05:30,0
2025-07-09 00:05:45,0
2025-07-09 00:06:00,0
2025-07-09 00:06:15,0
2025-07-09 00:06:30,0
2025-07-09 00:06:45,0
2025-07-09 00:07:00,0
2025-07-09 00:07:15,0
2025-07-09 00:07:30,0
2025-07-09 00:07:45,0
2025-07-09 00:08:00,0
2025-07-09 00:13:15,0
2025-07-09 00:13:30,0
2025-07-09 00:13:45,0
2025-07-09 00:14:00,0
2025-07-09 00:14:15,0
2025-07-09 00:14:30,0
2025-07-09 00:14:45,0
2025-07-09 00:15:00,0
2025-07-09 00:15:15,0
2025-07-09 00:15:30,0
2025-07-09 00:15:45,0
2025-07-09 00:16:00,0
2025-07-09 00:16:15,0
2025-07-09 00:16:30,0
2025-07-09 00:16:45,0
2025-07-09 00:17:00,0
2025-07-09 00:17:15,0
2025-07-09 00:17:30,0
2025-07-09 00:17:45,0
2025-07-09 00:18:00,0
2025-07-09 00:18:15,0
2025-07-09 00:18:30,0
2025-07-09 00:18:45,0
2025-07-09 00:19:00,0
2025-07-09 00:19:15,0
2025-07-09 00:19:30,0
2025-07-09 00:19:45,0
2025-07-09 00:20:00,0
2025-07-09 00:20:15,0
2025-07-09 00:44:15,0
2025-07-09 00:44:30,0
2025-07-09 00:44:45,0
2025-07-09 00:45:00,0
2025-07-09 00:45:15,0
2025-07-09 00:45:30,0
2025-07-09 00:45:45,0
2025-07-09 00:46:00,0
2025-07-09 00:46:15,0
2025-07-09 00:46:30,0
2025-07-09 00:46:45,0
2025-07-09 00:47:00,0
2025-07-09 00:47:15,0
2025-07-09 00:47:30,0
2025-07-09 00:47:45,0
2025-07-09 00:48:00,0
2025-07-09 00:48:15,0
2025-07-09 00:48:30,0
2025-07-09 00:48:45,0
2025-07-09 00:49:00,0
2025-07-09 00:49:15,0
2025-07-09 00:49:30,0
2025-07-09 00:49:45,0
2025-07-09 00:50:00,0
2025-07-09 00:50:15,0
