Time,visits_service
2025-07-10 23:42:45,1
2025-07-10 23:43:00,1
2025-07-10 23:43:15,0
2025-07-10 23:43:30,0
2025-07-10 23:43:45,0
2025-07-10 23:44:00,0
2025-07-10 23:44:15,0
2025-07-10 23:44:30,0
2025-07-10 23:44:45,0
2025-07-10 23:45:00,0
2025-07-10 23:45:15,0
2025-07-10 23:45:30,0
2025-07-10 23:45:45,0
2025-07-10 23:46:00,0
2025-07-10 23:46:15,0
2025-07-10 23:46:30,0
2025-07-10 23:46:45,0
2025-07-10 23:47:00,0
2025-07-10 23:47:15,0
2025-07-10 23:47:30,0
2025-07-10 23:47:45,0
2025-07-10 23:48:00,0
