Time,customers_service
2025-05-21 00:55:30,0
2025-05-21 00:55:45,0
2025-05-21 00:56:00,0
2025-05-21 00:56:15,0
2025-05-21 00:56:30,0
2025-05-21 00:56:45,0
2025-05-21 00:57:00,0
2025-05-21 00:57:15,0
2025-05-21 00:57:30,0
2025-05-21 00:57:45,0
2025-05-21 00:58:00,0
2025-05-21 00:58:15,0
2025-05-21 00:58:30,0
2025-05-21 00:58:45,0
2025-05-21 00:59:00,0
2025-05-21 00:59:15,0
2025-05-21 00:59:30,43
2025-05-21 00:59:45,43
2025-05-21 01:00:00,43
2025-05-21 01:00:15,43
2025-05-21 01:00:30,24
2025-05-21 01:00:45,24
2025-05-21 01:01:00,24
2025-05-21 01:01:15,24
2025-05-21 01:01:30,12
2025-05-21 01:01:45,12
2025-05-21 01:02:00,12
2025-05-21 01:02:15,12
2025-05-21 01:02:30,103
2025-05-21 01:02:45,103
2025-05-21 01:03:00,103
2025-05-21 01:03:15,103
2025-05-21 01:03:30,6
2025-05-21 01:03:45,6
2025-05-21 01:04:00,6
2025-05-21 01:04:15,6
2025-05-21 01:04:30,142
2025-05-21 01:04:45,142
2025-05-21 01:05:00,142
2025-05-21 01:05:15,142
2025-05-21 01:05:30,69
2025-05-21 01:05:45,69
2025-05-21 01:06:00,69
2025-05-21 01:06:15,69
2025-05-21 01:06:30,104
2025-05-21 01:06:45,104
2025-05-21 01:07:00,104
2025-05-21 01:07:15,104
2025-05-21 01:07:30,66
2025-05-21 01:07:45,66
2025-05-21 01:08:00,66
2025-05-21 01:08:15,66
2025-05-21 01:08:30,51
2025-05-21 01:08:45,51
2025-05-21 01:09:00,51
2025-05-21 01:09:15,51
2025-05-21 01:09:30,198
2025-05-21 01:09:45,198
2025-05-21 01:10:00,198
2025-05-21 01:10:15,198
2025-05-21 01:10:30,168
2025-05-21 01:10:45,168
2025-05-21 01:11:00,168
2025-05-21 01:11:15,168
2025-05-21 01:11:30,21
2025-05-21 01:11:45,21
2025-05-21 01:12:00,21
2025-05-21 01:12:15,21
2025-05-21 01:12:30,68
2025-05-21 01:12:45,68
2025-05-21 01:13:00,68
2025-05-21 01:13:15,68
2025-05-21 01:13:30,15
2025-05-21 01:13:45,15
2025-05-21 01:14:00,15
2025-05-21 01:14:15,15
2025-05-21 01:14:30,64
2025-05-21 01:14:45,64
2025-05-21 01:15:00,64
2025-05-21 01:15:15,64
2025-05-21 01:15:30,43
2025-05-21 01:15:45,43
2025-05-21 01:16:00,43
2025-05-21 01:16:15,43
2025-05-21 01:16:30,21
2025-05-21 01:16:45,21
2025-05-21 01:17:00,21
2025-05-21 01:17:15,21
2025-05-21 01:17:30,20
2025-05-21 01:17:45,20
2025-05-21 01:18:00,20
2025-05-21 01:18:15,20
2025-05-21 01:18:30,191
2025-05-21 01:18:45,191
2025-05-21 01:19:00,191
2025-05-21 01:19:15,191
2025-05-21 01:19:30,422
2025-05-21 01:19:45,422
2025-05-21 01:20:00,422
2025-05-21 01:20:15,422
2025-05-21 01:20:30,64
2025-05-21 01:20:45,64
2025-05-21 01:21:00,64
2025-05-21 01:21:15,64
2025-05-21 01:21:30,47
2025-05-21 01:21:45,47
2025-05-21 01:22:00,47
2025-05-21 01:22:15,47
2025-05-21 01:22:30,6
2025-05-21 01:22:45,6
2025-05-21 01:23:00,6
2025-05-21 01:23:15,6
2025-05-21 01:23:30,161
2025-05-21 01:23:45,161
2025-05-21 01:24:00,161
2025-05-21 01:24:15,161
2025-05-21 01:24:30,240
2025-05-21 01:24:45,240
2025-05-21 01:25:00,240
2025-05-21 01:25:15,240
2025-05-21 01:25:30,0
2025-05-21 01:25:45,0
2025-05-21 01:26:00,0
2025-05-21 01:26:15,0
2025-05-21 01:26:30,192
2025-05-21 01:26:45,192
2025-05-21 01:27:00,192
2025-05-21 01:27:15,192
2025-05-21 01:27:30,107
2025-05-21 01:27:45,107
2025-05-21 01:28:00,107
2025-05-21 01:28:15,107
2025-05-21 01:28:30,164
2025-05-21 01:28:45,164
2025-05-21 01:29:00,164
2025-05-21 01:29:15,164
2025-05-21 01:29:30,76
2025-05-21 01:29:45,76
2025-05-21 01:30:00,76
2025-05-21 01:30:15,76
2025-05-21 01:30:30,146
2025-05-21 01:30:45,146
2025-05-21 01:31:00,146
2025-05-21 01:31:15,146
2025-05-21 01:31:30,537
2025-05-21 01:31:45,537
2025-05-21 01:32:00,537
2025-05-21 01:32:15,537
2025-05-21 01:32:30,92
2025-05-21 01:32:45,92
2025-05-21 01:33:00,92
2025-05-21 01:33:15,92
2025-05-21 01:33:30,82
2025-05-21 01:33:45,82
2025-05-21 01:34:00,82
2025-05-21 01:34:15,82
2025-05-21 01:34:30,591
2025-05-21 01:34:45,591
2025-05-21 01:35:00,591
2025-05-21 01:35:15,591
2025-05-21 01:35:30,122
2025-05-21 01:35:45,122
2025-05-21 01:36:00,122
2025-05-21 01:36:15,122
2025-05-21 01:36:30,85
2025-05-21 01:36:45,85
2025-05-21 01:37:00,85
2025-05-21 01:37:15,85
2025-05-21 01:37:30,160
2025-05-21 01:37:45,160
2025-05-21 01:38:00,160
2025-05-21 01:38:15,160
2025-05-21 01:38:30,391
2025-05-21 01:38:45,391
2025-05-21 01:39:00,391
2025-05-21 01:39:15,391
2025-05-21 01:39:30,122
2025-05-21 01:39:45,122
2025-05-21 01:40:00,122
2025-05-21 01:40:15,122
2025-05-21 01:40:30,133
2025-05-21 01:40:45,133
2025-05-21 01:41:00,133
2025-05-21 01:41:15,133
2025-05-21 01:41:30,1118
2025-05-21 01:41:45,1118
2025-05-21 01:42:00,1118
2025-05-21 01:42:15,1118
2025-05-21 01:42:30,152
2025-05-21 01:42:45,152
2025-05-21 01:43:00,152
2025-05-21 01:43:15,152
2025-05-21 01:43:30,18
2025-05-21 01:43:45,18
2025-05-21 01:44:00,18
2025-05-21 01:44:15,18
2025-05-21 01:44:30,18
2025-05-21 01:44:45,181
2025-05-21 01:45:00,181
2025-05-21 01:45:15,181
2025-05-21 01:45:30,0
2025-05-21 01:45:45,0
2025-05-21 01:46:00,0
2025-05-21 01:46:15,0
2025-05-21 01:46:30,621
2025-05-21 01:46:45,621
2025-05-21 01:47:00,621
2025-05-21 01:47:15,621
2025-05-21 01:47:30,0
2025-05-21 01:47:45,0
2025-05-21 01:48:00,0
