Time,customers_service
2025-05-21 01:48:15,0
2025-05-21 01:48:30,0
2025-05-21 01:48:45,0
2025-05-21 01:49:00,0
2025-05-21 01:49:15,0
2025-05-21 01:49:30,41
2025-05-21 01:49:45,41
2025-05-21 01:50:00,41
2025-05-21 01:50:15,41
2025-05-21 01:50:30,6
2025-05-21 01:50:45,6
2025-05-21 01:51:00,6
2025-05-21 01:51:15,6
2025-05-21 01:51:30,547
2025-05-21 01:51:45,547
2025-05-21 01:52:00,547
2025-05-21 01:52:15,547
2025-05-21 01:52:30,91
2025-05-21 01:52:45,91
2025-05-21 01:53:00,91
2025-05-21 01:53:15,91
2025-05-21 01:53:30,95
2025-05-21 01:53:45,95
2025-05-21 01:54:00,95
2025-05-21 01:54:15,95
2025-05-21 01:54:30,175
2025-05-21 01:54:45,175
2025-05-21 01:55:00,175
2025-05-21 01:55:15,175
2025-05-21 01:55:30,105
2025-05-21 01:55:45,105
2025-05-21 01:56:00,105
2025-05-21 01:56:15,105
2025-05-21 01:56:30,50
2025-05-21 01:56:45,50
2025-05-21 01:57:00,50
2025-05-21 01:57:15,50
2025-05-21 01:57:30,333
2025-05-21 01:57:45,333
2025-05-21 01:58:00,333
2025-05-21 01:58:15,333
2025-05-21 01:58:30,300
2025-05-21 01:58:45,300
2025-05-21 01:59:00,300
2025-05-21 01:59:15,300
2025-05-21 01:59:30,432
2025-05-21 01:59:45,432
2025-05-21 02:00:00,432
2025-05-21 02:00:15,432
2025-05-21 02:00:30,121
2025-05-21 02:00:45,121
2025-05-21 02:01:00,121
2025-05-21 02:01:15,121
2025-05-21 02:01:30,116
2025-05-21 02:01:45,116
2025-05-21 02:02:00,116
2025-05-21 02:02:15,116
2025-05-21 02:02:30,27
2025-05-21 02:02:45,27
2025-05-21 02:03:00,27
2025-05-21 02:03:15,27
2025-05-21 02:03:30,174
2025-05-21 02:03:45,174
2025-05-21 02:04:00,174
2025-05-21 02:04:15,174
2025-05-21 02:04:30,252
2025-05-21 02:04:45,252
2025-05-21 02:05:00,252
2025-05-21 02:05:15,252
2025-05-21 02:05:30,16
2025-05-21 02:05:45,16
2025-05-21 02:06:00,16
2025-05-21 02:06:15,16
2025-05-21 02:06:30,6
2025-05-21 02:06:45,6
2025-05-21 02:07:00,6
2025-05-21 02:07:15,6
2025-05-21 02:07:30,6
2025-05-21 02:07:45,6
2025-05-21 02:08:00,6
2025-05-21 02:08:15,6
2025-05-21 02:08:30,81
2025-05-21 02:08:45,81
2025-05-21 02:09:00,81
2025-05-21 02:09:15,81
2025-05-21 02:09:30,46
2025-05-21 02:09:45,46
2025-05-21 02:10:00,46
2025-05-21 02:10:15,46
2025-05-21 02:10:30,20
2025-05-21 02:10:45,20
2025-05-21 02:11:00,20
2025-05-21 02:11:15,20
2025-05-21 02:11:30,0
2025-05-21 02:11:45,0
2025-05-21 02:12:00,0
2025-05-21 02:12:15,0
2025-05-21 02:12:30,610
2025-05-21 02:12:45,610
2025-05-21 02:13:00,610
2025-05-21 02:13:15,610
2025-05-21 02:13:30,0
2025-05-21 02:13:45,0
2025-05-21 02:14:00,0
2025-05-21 02:14:15,0
2025-05-21 02:14:30,10
2025-05-21 02:14:45,10
2025-05-21 02:15:00,10
2025-05-21 02:15:15,10
2025-05-21 02:15:30,104
2025-05-21 02:15:45,104
2025-05-21 02:16:00,104
2025-05-21 02:16:15,104
2025-05-21 02:16:30,135
2025-05-21 02:16:45,135
2025-05-21 02:17:00,135
2025-05-21 02:17:15,135
2025-05-21 02:17:30,42
2025-05-21 02:17:45,42
2025-05-21 02:18:00,42
2025-05-21 02:18:15,42
2025-05-21 02:18:30,135
2025-05-21 02:18:45,135
2025-05-21 02:19:00,135
2025-05-21 02:19:15,135
2025-05-21 02:19:30,96
2025-05-21 02:19:45,96
2025-05-21 02:20:00,96
2025-05-21 02:20:15,96
2025-05-21 02:20:30,98
2025-05-21 02:20:45,98
2025-05-21 02:21:00,98
2025-05-21 02:21:15,98
2025-05-21 02:21:30,126
2025-05-21 02:21:45,126
2025-05-21 02:22:00,126
2025-05-21 02:22:15,126
2025-05-21 02:22:30,24
2025-05-21 02:22:45,24
2025-05-21 02:23:00,24
2025-05-21 02:23:15,24
2025-05-21 02:23:30,44
2025-05-21 02:23:45,44
2025-05-21 02:24:00,44
2025-05-21 02:24:15,44
2025-05-21 02:24:30,538
2025-05-21 02:24:45,538
2025-05-21 02:25:00,538
2025-05-21 02:25:15,538
2025-05-21 02:25:30,0
2025-05-21 02:25:45,0
2025-05-21 02:26:00,0
2025-05-21 02:26:15,0
2025-05-21 02:26:30,18
2025-05-21 02:26:45,18
2025-05-21 02:27:00,18
2025-05-21 02:27:15,18
2025-05-21 02:27:30,114
2025-05-21 02:27:45,114
2025-05-21 02:28:00,114
2025-05-21 02:28:15,114
2025-05-21 02:28:30,163
2025-05-21 02:28:45,163
2025-05-21 02:29:00,163
2025-05-21 02:29:15,163
2025-05-21 02:29:30,855
2025-05-21 02:29:45,855
2025-05-21 02:30:00,855
2025-05-21 02:30:15,855
2025-05-21 02:30:30,0
2025-05-21 02:30:45,0
2025-05-21 02:31:00,0
2025-05-21 02:31:15,0
2025-05-21 02:31:30,0
2025-05-21 02:31:45,0
2025-05-21 02:32:00,0
2025-05-21 02:32:15,0
2025-05-21 02:32:30,0
2025-05-21 02:32:45,0
2025-05-21 02:33:00,0
2025-05-21 02:33:15,0
2025-05-21 02:33:30,0
2025-05-21 02:33:45,0
2025-05-21 02:34:00,0
2025-05-21 02:34:15,0
2025-05-21 02:34:30,0
2025-05-21 02:34:45,0
2025-05-21 02:35:00,0
2025-05-21 02:35:15,0
2025-05-21 02:35:30,0
2025-05-21 02:35:45,0
2025-05-21 02:36:00,0
2025-05-21 02:36:15,0
2025-05-21 02:36:30,0
2025-05-21 02:36:45,0
2025-05-21 02:37:00,0
2025-05-21 02:37:15,0
2025-05-21 02:37:30,0
2025-05-21 02:37:45,0
2025-05-21 02:38:00,0
2025-05-21 02:38:15,0
2025-05-21 02:38:30,0
2025-05-21 02:38:45,0
2025-05-21 02:39:00,0
2025-05-21 02:39:15,0
2025-05-21 02:39:30,0
2025-05-21 02:39:45,0
2025-05-21 02:40:00,0
2025-05-21 02:40:15,0
2025-05-21 02:40:30,0
2025-05-21 02:40:45,0
2025-05-21 02:41:00,0
2025-05-21 02:41:15,0
2025-05-21 02:41:30,6
2025-05-21 02:41:45,6
2025-05-21 02:42:00,6
2025-05-21 02:42:15,6
2025-05-21 02:42:30,18
2025-05-21 02:42:45,18
2025-05-21 02:43:00,18
2025-05-21 02:43:15,18
2025-05-21 02:43:30,92
2025-05-21 02:43:45,92
2025-05-21 02:44:00,92
2025-05-21 02:44:15,92
2025-05-21 02:44:30,92
2025-05-21 02:44:45,154
2025-05-21 02:45:00,154
2025-05-21 02:45:15,154
2025-05-21 02:45:30,154
2025-05-21 02:45:45,9
2025-05-21 02:46:00,9
2025-05-21 02:46:15,9
2025-05-21 02:46:30,9
2025-05-21 02:46:45,0
2025-05-21 02:47:00,0
2025-05-21 02:47:15,0
2025-05-21 02:47:30,0
2025-05-21 02:47:45,76
2025-05-21 02:48:00,76
2025-05-21 02:48:15,76
2025-05-21 02:48:30,76
2025-05-21 02:48:45,99
2025-05-21 02:49:00,99
2025-05-21 02:49:15,99
2025-05-21 02:49:30,99
2025-05-21 02:49:45,0
2025-05-21 02:50:00,0
2025-05-21 02:50:15,0
2025-05-21 02:50:30,0
2025-05-21 02:50:45,6
2025-05-21 02:51:00,6
2025-05-21 02:51:15,6
2025-05-21 02:51:30,6
2025-05-21 02:51:45,136
2025-05-21 02:52:00,136
2025-05-21 02:52:15,136
2025-05-21 02:52:30,136
2025-05-21 02:52:45,94
2025-05-21 02:53:00,94
2025-05-21 02:53:15,94
2025-05-21 02:53:30,94
2025-05-21 02:53:45,807
