Time,Minutes,source,SRTT_cumulative
2025-05-17 16:59:45,0.0,IO,609.0
2025-05-17 17:00:00,0.25,IO,460.5
2025-05-17 17:00:15,0.5,IO,460.5
2025-05-17 17:00:30,0.75,IO,468.0
2025-05-17 17:00:45,1.0,IO,460.5
2025-05-17 17:01:00,1.25,IO,441.75
2025-05-17 17:01:15,1.5,IO,2995.5
2025-05-17 17:01:30,1.75,IO,2980.5
2025-05-17 17:01:45,2.0,IO,2980.5
2025-05-17 17:02:00,2.25,IO,2959.5
2025-05-17 17:02:15,2.5,IO,2224.5
2025-05-17 17:02:30,2.75,IO,3010.3446074203584
2025-05-17 17:02:45,3.0,IO,3076.323816208599
2025-05-17 17:03:00,3.25,IO,3070.0224669395107
2025-05-17 17:03:15,3.5,IO,2881.3952931107765
2025-05-17 17:03:30,3.75,IO,2735.044185481186
2025-05-17 17:03:45,4.0,IO,2731.1748269048967
2025-05-17 17:04:00,4.25,IO,2766.803474990797
2025-05-17 17:04:15,4.5,IO,2919.4556233733024
2025-05-17 17:04:30,4.75,IO,3048.2147300975116
2025-05-17 17:04:45,5.0,IO,3080.1962161509064
2025-05-17 17:05:00,5.25,IO,3109.483517715828
2025-05-17 17:05:15,5.5,IO,3121.270851049161
2025-05-17 17:05:30,5.75,IO,3364.646066290377
2025-05-17 17:05:45,6.0,IO,3349.211432231864
2025-05-17 17:06:00,6.25,IO,3314.706838118322
2025-05-17 17:06:15,6.5,IO,3300.2436011773593
2025-05-17 17:06:30,6.75,IO,3124.818801408654
2025-05-17 17:06:45,7.0,IO,3123.7645897323673
2025-05-17 17:07:00,7.25,IO,3077.4124193393086
2025-05-17 17:07:15,7.5,IO,3070.153950217093
2025-05-17 17:07:30,7.75,IO,2685.039218060773
2025-05-17 17:07:45,8.0,IO,2667.269784856114
2025-05-17 17:08:00,8.25,IO,2689.801381895451
2025-05-17 17:08:15,8.5,IO,2730.3791820874376
2025-05-17 17:08:30,8.75,IO,2838.457848422806
2025-05-17 17:08:45,9.0,IO,2785.2552944279887
2025-05-17 17:09:00,9.25,IO,2810.0473586830103
2025-05-17 17:09:15,9.5,IO,2841.40233705149
2025-05-17 17:09:30,9.75,IO,2919.8474044986783
2025-05-17 17:09:45,10.0,IO,2932.349846683661
2025-05-17 17:10:00,10.25,IO,2930.973386997084
2025-05-17 17:10:15,10.5,IO,2973.8141137035773
2025-05-17 17:10:30,10.75,IO,3047.148540207789
2025-05-17 17:10:45,11.0,IO,3050.869998585607
2025-05-17 17:11:00,11.25,IO,3048.976378284422
2025-05-17 17:11:15,11.5,IO,3061.031538993579
2025-05-17 17:11:30,11.75,IO,3046.971664345142
2025-05-17 17:11:45,12.0,IO,3064.5812851336627
2025-05-17 17:12:00,12.25,IO,3068.151136987884
2025-05-17 17:12:15,12.5,IO,3070.030265899244
2025-05-17 17:12:30,12.75,IO,3315.9632603352384
2025-05-17 17:12:45,13.0,IO,3294.6876833184697
2025-05-17 17:13:00,13.25,IO,3300.387036950559
2025-05-17 17:13:15,13.5,IO,3383.2694727224375
2025-05-17 17:13:30,13.75,IO,3567.6991540714835
2025-05-17 17:13:45,14.0,IO,3628.095645183284
2025-05-17 17:14:00,14.25,IO,3641.2048595571455
2025-05-17 17:14:15,14.5,IO,3661.198090436002
2025-05-17 17:14:30,14.75,IO,3933.593991375405
2025-05-17 17:14:45,15.0,IO,4069.202185676757
2025-05-17 17:15:00,15.25,IO,4089.703270715556
2025-05-17 17:15:15,15.5,IO,4134.463413572698
2025-05-17 17:15:30,15.75,IO,4210.596005683022
2025-05-17 17:15:45,16.0,IO,4238.2693386750125
2025-05-17 17:16:00,16.25,IO,4251.257889664114
2025-05-17 17:16:15,16.5,IO,4287.434811471372
2025-05-17 17:16:30,16.75,IO,4221.659386701152
2025-05-17 17:16:45,17.0,IO,4321.190422608308
2025-05-17 17:17:00,17.25,IO,4346.148311497196
2025-05-17 17:17:15,17.5,IO,4439.624212949523
2025-05-17 17:17:30,17.75,IO,4732.771810670704
2025-05-17 17:17:45,18.0,IO,4709.446480640196
2025-05-17 17:18:00,18.25,IO,4675.2630232648735
2025-05-17 17:18:15,18.5,IO,4463.933911739683
2025-05-17 17:18:30,18.75,IO,4114.225810533854
2025-05-17 17:18:45,19.0,IO,4112.136031799304
2025-05-17 17:19:00,19.25,IO,4108.4110274703
2025-05-17 17:19:15,19.5,IO,4134.357445647889
