Time,mem_cache
2025-07-10 21:52:45,6972300
2025-07-10 21:53:00,6972300
2025-07-10 21:53:15,6972300
2025-07-10 21:53:30,6972300
2025-07-10 21:53:45,6978156
2025-07-10 21:54:00,6978156
2025-07-10 21:54:15,6978156
2025-07-10 21:54:30,6978156
2025-07-10 21:54:45,6980364
2025-07-10 21:55:00,6980364
2025-07-10 21:55:15,6980364
2025-07-10 21:55:30,6980364
2025-07-10 21:55:45,6982500
2025-07-10 21:56:00,6982500
2025-07-10 21:56:15,6982500
2025-07-10 21:56:30,6982500
2025-07-10 21:56:45,6984524
2025-07-10 21:57:00,6984524
2025-07-10 21:57:15,6984524
2025-07-10 21:57:30,6984524
2025-07-10 21:57:45,6986640
2025-07-10 21:58:00,6986640
2025-07-10 21:58:15,6986640
2025-07-10 21:58:30,6986640
2025-07-10 21:58:45,6988552
2025-07-10 21:59:00,6988552
2025-07-10 21:59:15,6988552
2025-07-10 21:59:30,6988552
2025-07-10 21:59:45,6990404
2025-07-10 22:00:00,6990404
2025-07-10 22:00:15,6990404
2025-07-10 22:00:30,6990404
2025-07-10 22:00:45,6992060
2025-07-10 22:01:00,6992060
2025-07-10 22:01:15,6992060
2025-07-10 22:01:30,6992060
2025-07-10 22:01:45,6993640
2025-07-10 22:02:00,6993640
2025-07-10 22:02:15,6993640
2025-07-10 22:02:30,6993640
2025-07-10 22:02:45,6995128
2025-07-10 22:03:00,6995128
2025-07-10 22:03:15,6995128
2025-07-10 22:03:30,6995128
2025-07-10 22:03:45,6996328
2025-07-10 22:04:00,6996328
2025-07-10 22:04:15,6996328
2025-07-10 22:04:30,6996328
2025-07-10 22:04:45,6997900
2025-07-10 22:05:00,6997900
2025-07-10 22:05:15,6997900
2025-07-10 22:05:30,6997900
2025-07-10 22:05:45,6999160
2025-07-10 22:06:00,6999160
2025-07-10 22:06:15,6999160
2025-07-10 22:06:30,6999160
2025-07-10 22:06:45,7000496
2025-07-10 22:07:00,7000496
2025-07-10 22:07:15,7000496
2025-07-10 22:07:30,7000496
2025-07-10 22:07:45,7001732
2025-07-10 22:08:00,7001732
2025-07-10 22:08:15,7001732
2025-07-10 22:08:30,7001732
2025-07-10 22:08:45,7011228
2025-07-10 22:09:00,7011228
2025-07-10 22:09:15,7011228
2025-07-10 22:09:30,7011228
2025-07-10 22:09:45,7012408
2025-07-10 22:10:00,7012408
2025-07-10 22:10:15,7012408
2025-07-10 22:10:30,7012408
2025-07-10 22:10:45,7013456
2025-07-10 22:11:00,7013456
2025-07-10 22:11:15,7013456
2025-07-10 22:11:30,7013456
2025-07-10 22:11:45,7014496
2025-07-10 22:12:00,7014496
2025-07-10 22:12:15,7014496
2025-07-10 22:12:30,7014496
2025-07-10 22:12:45,7015524
2025-07-10 22:13:00,7015524
2025-07-10 22:13:15,7015524
2025-07-10 22:13:30,7015524
2025-07-10 22:13:45,7016716
2025-07-10 22:14:00,7016716
2025-07-10 22:14:15,7016716
2025-07-10 22:14:30,7016716
2025-07-10 22:14:45,7017788
2025-07-10 22:15:00,7017788
2025-07-10 22:15:15,7017788
2025-07-10 22:15:30,7017788
2025-07-10 22:15:45,7018788
2025-07-10 22:16:00,7018788
2025-07-10 22:16:15,7018788
2025-07-10 22:16:30,7018788
2025-07-10 22:16:45,7019860
2025-07-10 22:17:00,7019860
2025-07-10 22:17:15,7019860
2025-07-10 22:17:30,7019860
2025-07-10 22:17:45,7020808
2025-07-10 22:18:00,7020808
2025-07-10 22:18:15,7020808
2025-07-10 22:18:30,7020808
2025-07-10 22:18:45,7021796
2025-07-10 22:19:00,7021796
2025-07-10 22:19:15,7021796
2025-07-10 22:19:30,7021796
2025-07-10 22:19:45,7022620
2025-07-10 22:20:00,7022620
2025-07-10 22:20:15,7022620
2025-07-10 22:20:30,7022620
2025-07-10 22:20:45,7023564
2025-07-10 22:21:00,7023564
2025-07-10 22:21:15,7023564
2025-07-10 22:21:30,7023564
2025-07-10 22:21:45,7042616
2025-07-10 22:22:00,7042616
2025-07-10 22:22:15,7042616
2025-07-10 22:22:30,7042616
2025-07-10 22:22:45,7043096
2025-07-10 22:23:00,7043096
2025-07-10 22:23:15,7043096
2025-07-10 22:23:30,7043096
2025-07-10 22:23:45,7043096
2025-07-10 22:24:00,7043484
2025-07-10 22:24:15,7043484
2025-07-10 22:24:30,7043484
2025-07-10 22:24:45,7043700
2025-07-10 22:25:00,7043700
2025-07-10 22:25:15,7043700
2025-07-10 22:25:30,7043700
2025-07-10 22:25:45,7035296
2025-07-10 22:26:00,7035296
2025-07-10 22:26:15,7035296
2025-07-10 22:26:30,7035296
2025-07-10 22:26:45,7035808
2025-07-10 22:27:00,7035808
2025-07-10 22:27:15,7035808
2025-07-10 22:27:30,7035808
2025-07-10 22:27:45,7036180
2025-07-10 22:28:00,7036180
2025-07-10 22:28:15,7036180
2025-07-10 22:28:30,7036180
2025-07-10 22:28:45,7036544
2025-07-10 22:29:00,7036544
2025-07-10 22:29:15,7036544
2025-07-10 22:29:30,7036544
2025-07-10 22:29:45,7036912
2025-07-10 22:30:00,7036912
2025-07-10 22:30:15,7036912
2025-07-10 22:30:30,7036912
2025-07-10 22:30:45,7037272
2025-07-10 22:31:00,7037272
2025-07-10 22:31:15,7037272
2025-07-10 22:31:30,7037272
2025-07-10 22:31:45,7037640
2025-07-10 22:32:00,7037640
2025-07-10 22:32:15,7037640
2025-07-10 22:32:30,7037640
2025-07-10 22:32:45,7037996
2025-07-10 22:33:00,7037996
2025-07-10 22:33:15,7037996
2025-07-10 22:33:30,7037996
2025-07-10 22:33:45,7038380
2025-07-10 22:34:00,7038380
2025-07-10 22:34:15,7038380
2025-07-10 22:34:30,7038380
2025-07-10 22:34:45,7038924
2025-07-10 22:35:00,7038924
2025-07-10 22:35:15,7038924
2025-07-10 22:35:30,7038924
2025-07-10 22:35:45,7039160
2025-07-10 22:36:00,7039160
2025-07-10 22:36:15,7039160
2025-07-10 22:36:30,7039160
2025-07-10 22:36:45,7039624
2025-07-10 22:37:00,7039624
2025-07-10 22:37:15,7039624
2025-07-10 22:37:30,7039624
2025-07-10 22:37:45,7039936
2025-07-10 22:38:00,7039936
2025-07-10 22:38:15,7039936
2025-07-10 22:38:30,7039936
2025-07-10 22:38:45,7040908
2025-07-10 22:39:00,7040908
2025-07-10 22:39:15,7040908
2025-07-10 22:39:30,7040908
2025-07-10 22:39:45,7041196
2025-07-10 22:40:00,7041196
2025-07-10 22:40:15,7041196
2025-07-10 22:40:30,7041196
2025-07-10 22:40:45,7041548
2025-07-10 22:41:00,7041548
2025-07-10 22:41:15,7041548
2025-07-10 22:41:30,7041548
2025-07-10 22:41:45,7041900
2025-07-10 22:42:00,7041900
2025-07-10 22:42:15,7041900
2025-07-10 22:42:30,7041900
2025-07-10 22:42:45,7042260
2025-07-10 22:43:00,7042260
2025-07-10 22:43:15,7042260
2025-07-10 22:43:30,7042260
2025-07-10 22:43:45,7042616
2025-07-10 22:44:00,7042616
2025-07-10 22:44:15,7042616
2025-07-10 22:44:30,7042616
2025-07-10 22:44:45,7042984
2025-07-10 22:45:00,7042984
2025-07-10 22:45:15,7042984
2025-07-10 22:45:30,7042984
2025-07-10 22:45:45,7043268
2025-07-10 22:46:00,7043268
2025-07-10 22:46:15,7043268
2025-07-10 22:46:30,7043268
2025-07-10 22:46:45,7043812
2025-07-10 22:47:00,7043812
2025-07-10 22:47:15,7043812
2025-07-10 22:47:30,7043812
2025-07-10 22:47:45,7044144
2025-07-10 22:48:00,7044144
2025-07-10 22:48:15,7044144
2025-07-10 22:48:30,7044144
2025-07-10 22:48:45,7044496
2025-07-10 22:49:00,7044496
2025-07-10 22:49:15,7044496
2025-07-10 22:49:30,7044496
2025-07-10 22:49:45,7044884
2025-07-10 22:50:00,7044884
2025-07-10 22:50:15,7044884
2025-07-10 22:50:30,7044884
2025-07-10 22:50:45,7045528
2025-07-10 22:51:00,7045528
2025-07-10 22:51:15,7045528
2025-07-10 22:51:30,7045528
2025-07-10 22:51:45,7046088
2025-07-10 22:52:00,7046088
2025-07-10 22:52:15,7046088
2025-07-10 22:52:30,7046088
2025-07-10 22:52:45,7046468
2025-07-10 22:53:00,7046468
2025-07-10 22:53:15,7046468
2025-07-10 22:53:30,7046468
2025-07-10 22:53:45,7046984
2025-07-10 22:54:00,7046984
2025-07-10 22:54:15,7046984
2025-07-10 22:54:30,7046984
2025-07-10 22:54:45,7047508
2025-07-10 22:55:00,7047508
2025-07-10 22:55:15,7047508
2025-07-10 22:55:30,7047508
2025-07-10 22:55:45,7047840
2025-07-10 22:56:00,7047840
2025-07-10 22:56:15,7047840
2025-07-10 22:56:30,7047840
2025-07-10 22:56:45,7048192
2025-07-10 22:57:00,7048192
2025-07-10 22:57:15,7048192
2025-07-10 22:57:30,7048192
2025-07-10 22:57:45,7048548
2025-07-10 22:58:00,7048548
2025-07-10 22:58:15,7048548
2025-07-10 22:58:30,7048548
2025-07-10 22:58:45,7049024
2025-07-10 22:59:00,7049024
2025-07-10 22:59:15,7049024
2025-07-10 22:59:30,7049024
2025-07-10 22:59:45,7049388
2025-07-10 23:00:00,7049388
2025-07-10 23:00:15,7049388
2025-07-10 23:00:30,7049388
2025-07-10 23:00:45,7049372
2025-07-10 23:01:00,7049372
2025-07-10 23:01:15,7049372
2025-07-10 23:01:30,7049372
2025-07-10 23:01:45,7049936
2025-07-10 23:02:00,7049936
2025-07-10 23:02:15,7049936
2025-07-10 23:02:30,7049936
2025-07-10 23:02:45,7050384
2025-07-10 23:03:00,7050384
2025-07-10 23:03:15,7050384
2025-07-10 23:03:30,7050384
2025-07-10 23:03:45,7051048
2025-07-10 23:04:00,7051048
2025-07-10 23:04:15,7051048
2025-07-10 23:04:30,7051048
2025-07-10 23:04:45,7051380
2025-07-10 23:05:00,7051380
2025-07-10 23:05:15,7051380
2025-07-10 23:05:30,7051380
2025-07-10 23:05:45,7051692
2025-07-10 23:06:00,7051692
2025-07-10 23:06:15,7051692
2025-07-10 23:06:30,7051692
2025-07-10 23:06:45,7051980
2025-07-10 23:07:00,7051980
2025-07-10 23:07:15,7051980
2025-07-10 23:07:30,7051980
2025-07-10 23:07:45,7052472
2025-07-10 23:08:00,7052472
2025-07-10 23:08:15,7052472
2025-07-10 23:08:30,7052472
2025-07-10 23:08:45,7052780
2025-07-10 23:09:00,7052780
2025-07-10 23:09:15,7052780
2025-07-10 23:09:30,7052780
2025-07-10 23:09:45,7053016
2025-07-10 23:10:00,7053016
