Time,mem_util
2025-07-10 21:52:45,32.2
2025-07-10 21:53:00,32.2
2025-07-10 21:53:15,32.2
2025-07-10 21:53:30,32.2
2025-07-10 21:53:45,34.8
2025-07-10 21:54:00,34.8
2025-07-10 21:54:15,34.8
2025-07-10 21:54:30,34.8
2025-07-10 21:54:45,36.6
2025-07-10 21:55:00,36.6
2025-07-10 21:55:15,36.6
2025-07-10 21:55:30,36.6
2025-07-10 21:55:45,37.7
2025-07-10 21:56:00,37.7
2025-07-10 21:56:15,37.7
2025-07-10 21:56:30,37.7
2025-07-10 21:56:45,40.1
2025-07-10 21:57:00,40.1
2025-07-10 21:57:15,40.1
2025-07-10 21:57:30,40.1
2025-07-10 21:57:45,41.2
2025-07-10 21:58:00,41.2
2025-07-10 21:58:15,41.2
2025-07-10 21:58:30,41.2
2025-07-10 21:58:45,42.2
2025-07-10 21:59:00,42.2
2025-07-10 21:59:15,42.2
2025-07-10 21:59:30,42.2
2025-07-10 21:59:45,42.9
2025-07-10 22:00:00,42.9
2025-07-10 22:00:15,42.9
2025-07-10 22:00:30,42.9
2025-07-10 22:00:45,42.9
2025-07-10 22:01:00,42.9
2025-07-10 22:01:15,42.9
2025-07-10 22:01:30,42.9
2025-07-10 22:01:45,44.4
2025-07-10 22:02:00,44.4
2025-07-10 22:02:15,44.4
2025-07-10 22:02:30,44.4
2025-07-10 22:02:45,45.1
2025-07-10 22:03:00,45.1
2025-07-10 22:03:15,45.1
2025-07-10 22:03:30,45.1
2025-07-10 22:03:45,45.2
2025-07-10 22:04:00,45.2
2025-07-10 22:04:15,45.2
2025-07-10 22:04:30,45.2
2025-07-10 22:04:45,45.8
2025-07-10 22:05:00,45.8
2025-07-10 22:05:15,45.8
2025-07-10 22:05:30,45.8
2025-07-10 22:05:45,46.2
2025-07-10 22:06:00,46.2
2025-07-10 22:06:15,46.2
2025-07-10 22:06:30,46.2
2025-07-10 22:06:45,46.8
2025-07-10 22:07:00,46.8
2025-07-10 22:07:15,46.8
2025-07-10 22:07:30,46.8
2025-07-10 22:07:45,47.0
2025-07-10 22:08:00,47.0
2025-07-10 22:08:15,47.0
2025-07-10 22:08:30,47.0
2025-07-10 22:08:45,47.6
2025-07-10 22:09:00,47.6
2025-07-10 22:09:15,47.6
2025-07-10 22:09:30,47.6
2025-07-10 22:09:45,47.6
2025-07-10 22:10:00,47.6
2025-07-10 22:10:15,47.6
2025-07-10 22:10:30,47.6
2025-07-10 22:10:45,47.6
2025-07-10 22:11:00,47.6
2025-07-10 22:11:15,47.6
2025-07-10 22:11:30,47.6
2025-07-10 22:11:45,48.2
2025-07-10 22:12:00,48.2
2025-07-10 22:12:15,48.2
2025-07-10 22:12:30,48.2
2025-07-10 22:12:45,48.2
2025-07-10 22:13:00,48.2
2025-07-10 22:13:15,48.2
2025-07-10 22:13:30,48.2
2025-07-10 22:13:45,48.2
2025-07-10 22:14:00,48.2
2025-07-10 22:14:15,48.2
2025-07-10 22:14:30,48.2
2025-07-10 22:14:45,48.8
2025-07-10 22:15:00,48.8
2025-07-10 22:15:15,48.8
2025-07-10 22:15:30,48.8
2025-07-10 22:15:45,48.9
2025-07-10 22:16:00,48.9
2025-07-10 22:16:15,48.9
2025-07-10 22:16:30,48.9
2025-07-10 22:16:45,48.9
2025-07-10 22:17:00,48.9
2025-07-10 22:17:15,48.9
2025-07-10 22:17:30,48.9
2025-07-10 22:17:45,49.4
2025-07-10 22:18:00,49.4
2025-07-10 22:18:15,49.4
2025-07-10 22:18:30,49.4
2025-07-10 22:18:45,49.9
2025-07-10 22:19:00,49.9
2025-07-10 22:19:15,49.9
2025-07-10 22:19:30,49.9
2025-07-10 22:19:45,50.0
2025-07-10 22:20:00,50.0
2025-07-10 22:20:15,50.0
2025-07-10 22:20:30,50.0
2025-07-10 22:20:45,50.0
2025-07-10 22:21:00,50.0
2025-07-10 22:21:15,50.0
2025-07-10 22:21:30,50.0
2025-07-10 22:21:45,57.0
2025-07-10 22:22:00,57.0
2025-07-10 22:22:15,57.0
2025-07-10 22:22:30,57.0
2025-07-10 22:22:45,61.3
2025-07-10 22:23:00,61.3
2025-07-10 22:23:15,61.3
2025-07-10 22:23:30,61.3
2025-07-10 22:23:45,61.3
2025-07-10 22:24:00,61.6
2025-07-10 22:24:15,61.6
2025-07-10 22:24:30,61.6
2025-07-10 22:24:45,61.6
2025-07-10 22:25:00,61.6
2025-07-10 22:25:15,61.6
2025-07-10 22:25:30,61.6
2025-07-10 22:25:45,59.9
2025-07-10 22:26:00,59.9
2025-07-10 22:26:15,59.9
2025-07-10 22:26:30,59.9
2025-07-10 22:26:45,62.0
2025-07-10 22:27:00,62.0
2025-07-10 22:27:15,62.0
2025-07-10 22:27:30,62.0
2025-07-10 22:27:45,62.0
2025-07-10 22:28:00,62.0
2025-07-10 22:28:15,62.0
2025-07-10 22:28:30,62.0
2025-07-10 22:28:45,57.7
2025-07-10 22:29:00,57.7
2025-07-10 22:29:15,57.7
2025-07-10 22:29:30,57.7
2025-07-10 22:29:45,62.9
2025-07-10 22:30:00,62.9
2025-07-10 22:30:15,62.9
2025-07-10 22:30:30,62.9
2025-07-10 22:30:45,63.0
2025-07-10 22:31:00,63.0
2025-07-10 22:31:15,63.0
2025-07-10 22:31:30,63.0
2025-07-10 22:31:45,63.0
2025-07-10 22:32:00,63.0
2025-07-10 22:32:15,63.0
2025-07-10 22:32:30,63.0
2025-07-10 22:32:45,63
2025-07-10 22:33:00,63
2025-07-10 22:33:15,63
2025-07-10 22:33:30,63
2025-07-10 22:33:45,61.5
2025-07-10 22:34:00,61.5
2025-07-10 22:34:15,61.5
2025-07-10 22:34:30,61.5
2025-07-10 22:34:45,61.7
2025-07-10 22:35:00,61.7
2025-07-10 22:35:15,61.7
2025-07-10 22:35:30,61.7
2025-07-10 22:35:45,61.7
2025-07-10 22:36:00,61.7
2025-07-10 22:36:15,61.7
2025-07-10 22:36:30,61.7
2025-07-10 22:36:45,61.8
2025-07-10 22:37:00,61.8
2025-07-10 22:37:15,61.8
2025-07-10 22:37:30,61.8
2025-07-10 22:37:45,61.7
2025-07-10 22:38:00,61.7
2025-07-10 22:38:15,61.7
2025-07-10 22:38:30,61.7
2025-07-10 22:38:45,61.8
2025-07-10 22:39:00,61.8
2025-07-10 22:39:15,61.8
2025-07-10 22:39:30,61.8
2025-07-10 22:39:45,63.0
2025-07-10 22:40:00,63.0
2025-07-10 22:40:15,63.0
2025-07-10 22:40:30,63.0
2025-07-10 22:40:45,63.0
2025-07-10 22:41:00,63.0
2025-07-10 22:41:15,63.0
2025-07-10 22:41:30,63.0
2025-07-10 22:41:45,63
2025-07-10 22:42:00,63
2025-07-10 22:42:15,63
2025-07-10 22:42:30,63
2025-07-10 22:42:45,63.5
2025-07-10 22:43:00,63.5
2025-07-10 22:43:15,63.5
2025-07-10 22:43:30,63.5
2025-07-10 22:43:45,63.6
2025-07-10 22:44:00,63.6
2025-07-10 22:44:15,63.6
2025-07-10 22:44:30,63.6
2025-07-10 22:44:45,63.6
2025-07-10 22:45:00,63.6
2025-07-10 22:45:15,63.6
2025-07-10 22:45:30,63.6
2025-07-10 22:45:45,63.7
2025-07-10 22:46:00,63.7
2025-07-10 22:46:15,63.7
2025-07-10 22:46:30,63.7
2025-07-10 22:46:45,63.6
2025-07-10 22:47:00,63.6
2025-07-10 22:47:15,63.6
2025-07-10 22:47:30,63.6
2025-07-10 22:47:45,63.6
2025-07-10 22:48:00,63.6
2025-07-10 22:48:15,63.6
2025-07-10 22:48:30,63.6
2025-07-10 22:48:45,63.5
2025-07-10 22:49:00,63.5
2025-07-10 22:49:15,63.5
2025-07-10 22:49:30,63.5
2025-07-10 22:49:45,63.6
2025-07-10 22:50:00,63.6
2025-07-10 22:50:15,63.6
2025-07-10 22:50:30,63.6
2025-07-10 22:50:45,63.7
2025-07-10 22:51:00,63.7
2025-07-10 22:51:15,63.7
2025-07-10 22:51:30,63.7
2025-07-10 22:51:45,63.5
2025-07-10 22:52:00,63.5
2025-07-10 22:52:15,63.5
2025-07-10 22:52:30,63.5
2025-07-10 22:52:45,63.7
2025-07-10 22:53:00,63.7
2025-07-10 22:53:15,63.7
2025-07-10 22:53:30,63.7
2025-07-10 22:53:45,63.5
2025-07-10 22:54:00,63.5
2025-07-10 22:54:15,63.5
2025-07-10 22:54:30,63.5
2025-07-10 22:54:45,63.7
2025-07-10 22:55:00,63.7
2025-07-10 22:55:15,63.7
2025-07-10 22:55:30,63.7
2025-07-10 22:55:45,63.7
2025-07-10 22:56:00,63.7
2025-07-10 22:56:15,63.7
2025-07-10 22:56:30,63.7
2025-07-10 22:56:45,63.7
2025-07-10 22:57:00,63.7
2025-07-10 22:57:15,63.7
2025-07-10 22:57:30,63.7
2025-07-10 22:57:45,63.6
2025-07-10 22:58:00,63.6
2025-07-10 22:58:15,63.6
2025-07-10 22:58:30,63.6
2025-07-10 22:58:45,63.7
2025-07-10 22:59:00,63.7
2025-07-10 22:59:15,63.7
2025-07-10 22:59:30,63.7
2025-07-10 22:59:45,63.7
2025-07-10 23:00:00,63.7
2025-07-10 23:00:15,63.7
2025-07-10 23:00:30,63.7
2025-07-10 23:00:45,63.8
2025-07-10 23:01:00,63.8
2025-07-10 23:01:15,63.8
2025-07-10 23:01:30,63.8
2025-07-10 23:01:45,63.8
2025-07-10 23:02:00,63.8
2025-07-10 23:02:15,63.8
2025-07-10 23:02:30,63.8
2025-07-10 23:02:45,63.8
2025-07-10 23:03:00,63.8
2025-07-10 23:03:15,63.8
2025-07-10 23:03:30,63.8
2025-07-10 23:03:45,63.9
2025-07-10 23:04:00,63.9
2025-07-10 23:04:15,63.9
2025-07-10 23:04:30,63.9
2025-07-10 23:04:45,63.7
2025-07-10 23:05:00,63.7
2025-07-10 23:05:15,63.7
2025-07-10 23:05:30,63.7
2025-07-10 23:05:45,63.8
2025-07-10 23:06:00,63.8
2025-07-10 23:06:15,63.8
2025-07-10 23:06:30,63.8
2025-07-10 23:06:45,63.8
2025-07-10 23:07:00,63.8
2025-07-10 23:07:15,63.8
2025-07-10 23:07:30,63.8
2025-07-10 23:07:45,63.7
2025-07-10 23:08:00,63.7
2025-07-10 23:08:15,63.7
2025-07-10 23:08:30,63.7
2025-07-10 23:08:45,63.7
2025-07-10 23:09:00,63.7
2025-07-10 23:09:15,63.7
2025-07-10 23:09:30,63.7
2025-07-10 23:09:45,63.8
2025-07-10 23:10:00,63.8
2025-07-10 23:10:15,63.8
2025-07-10 23:10:30,63.8
2025-07-10 23:10:45,63.9
2025-07-10 23:11:00,63.9
2025-07-10 23:11:15,63.9
2025-07-10 23:11:30,63.9
2025-07-10 23:11:45,63.9
2025-07-10 23:12:00,63.9
2025-07-10 23:12:15,63.9
2025-07-10 23:12:30,63.9
2025-07-10 23:12:45,63.5
2025-07-10 23:13:00,63.5
2025-07-10 23:13:15,63.5
2025-07-10 23:13:30,63.5
2025-07-10 23:13:45,56.3
2025-07-10 23:14:00,56.3
2025-07-10 23:14:15,56.3
2025-07-10 23:14:30,56.3
2025-07-10 23:14:45,55.3
2025-07-10 23:15:00,55.3
2025-07-10 23:15:15,55.3
2025-07-10 23:15:30,55.3
2025-07-10 23:15:45,62.4
2025-07-10 23:16:00,62.4
2025-07-10 23:16:15,62.4
2025-07-10 23:16:30,62.4
2025-07-10 23:16:45,62.9
2025-07-10 23:17:00,62.9
2025-07-10 23:17:15,62.9
2025-07-10 23:17:30,62.9
2025-07-10 23:17:45,62.4
2025-07-10 23:18:00,62.4
2025-07-10 23:18:15,62.4
2025-07-10 23:18:30,62.4
2025-07-10 23:18:45,63.4
2025-07-10 23:19:00,63.4
2025-07-10 23:19:15,63.4
2025-07-10 23:19:30,63.4
2025-07-10 23:19:45,61.2
2025-07-10 23:20:00,61.2
2025-07-10 23:20:15,61.2
2025-07-10 23:20:30,61.2
2025-07-10 23:20:45,62.5
2025-07-10 23:21:00,62.5
2025-07-10 23:21:15,62.5
2025-07-10 23:21:30,62.5
2025-07-10 23:21:45,53.0
