Time,mem_util
2025-07-16 23:28:00,29.9
2025-07-16 23:28:15,29.9
2025-07-16 23:28:30,29.9
2025-07-16 23:28:45,34.1
2025-07-16 23:29:00,34.1
2025-07-16 23:29:15,34.1
2025-07-16 23:29:30,34.1
2025-07-16 23:29:45,37.0
2025-07-16 23:30:00,37.0
2025-07-16 23:30:15,37.0
2025-07-16 23:30:30,37.0
2025-07-16 23:30:45,39.1
2025-07-16 23:31:00,39.1
2025-07-16 23:31:15,39.1
2025-07-16 23:31:30,39.1
2025-07-16 23:31:45,40.9
2025-07-16 23:32:00,40.9
2025-07-16 23:32:15,40.9
2025-07-16 23:32:30,40.9
2025-07-16 23:32:45,41.6
2025-07-16 23:33:00,41.6
2025-07-16 23:33:15,41.6
2025-07-16 23:33:30,41.6
2025-07-16 23:33:45,44.0
2025-07-16 23:34:00,44.0
2025-07-16 23:34:15,44.0
2025-07-16 23:34:30,44.0
2025-07-16 23:34:45,44.0
2025-07-16 23:35:00,44.0
2025-07-16 23:35:15,44.0
2025-07-16 23:35:30,44.0
2025-07-16 23:35:45,46.8
2025-07-16 23:36:00,46.8
2025-07-16 23:36:15,46.8
2025-07-16 23:36:30,46.8
2025-07-16 23:36:45,47.7
2025-07-16 23:37:00,47.7
2025-07-16 23:37:15,47.7
2025-07-16 23:37:30,47.7
2025-07-16 23:37:45,48.3
2025-07-16 23:38:00,48.3
2025-07-16 23:38:15,48.3
2025-07-16 23:38:30,48.3
2025-07-16 23:38:45,49.0
2025-07-16 23:39:00,49.0
2025-07-16 23:39:15,49.0
2025-07-16 23:39:30,49.0
2025-07-16 23:39:45,49
2025-07-16 23:40:00,49
2025-07-16 23:40:15,49
2025-07-16 23:40:30,49
2025-07-16 23:40:45,49.1
2025-07-16 23:41:00,49.1
2025-07-16 23:41:15,49.1
2025-07-16 23:41:30,49.1
2025-07-16 23:41:45,49.1
2025-07-16 23:42:00,49.1
2025-07-16 23:42:15,49.1
2025-07-16 23:42:30,49.1
2025-07-16 23:42:45,49.9
2025-07-16 23:43:00,49.9
2025-07-16 23:43:15,49.9
2025-07-16 23:43:30,49.9
2025-07-16 23:43:45,50.5
