Time,visits_service
2025-07-15 17:25:00,0
2025-07-15 17:25:15,0
2025-07-15 17:25:30,0
2025-07-15 17:25:45,0
2025-07-15 17:26:00,0
2025-07-15 17:26:15,0
2025-07-15 17:26:30,0
2025-07-15 17:26:45,0
2025-07-15 17:27:00,0
2025-07-15 17:27:15,0
2025-07-15 17:27:30,0
2025-07-15 17:27:45,0
2025-07-15 17:28:00,0
2025-07-15 17:28:15,0
2025-07-15 17:28:30,0
2025-07-15 17:28:45,0
2025-07-15 17:29:00,0
2025-07-15 17:29:15,0
2025-07-15 17:29:30,0
2025-07-15 17:29:45,0
2025-07-15 17:30:00,0
2025-07-15 17:30:15,0
2025-07-15 17:30:30,0
2025-07-15 17:30:45,0
2025-07-15 17:31:00,0
2025-07-15 17:31:15,0
2025-07-15 17:31:30,0
2025-07-15 17:31:45,0
2025-07-15 17:32:00,0
2025-07-15 17:32:15,0
2025-07-15 17:32:30,0
2025-07-15 17:32:45,0
2025-07-15 17:33:00,0
2025-07-15 17:33:15,0
2025-07-15 17:33:30,0
2025-07-15 17:33:45,0
2025-07-15 17:34:00,0
2025-07-15 17:34:15,0
2025-07-15 17:34:30,0
2025-07-15 17:34:45,0
2025-07-15 17:35:00,0
2025-07-15 17:35:15,0
2025-07-15 17:35:30,0
2025-07-15 17:35:45,0
2025-07-15 17:36:00,0
2025-07-15 17:36:15,0
2025-07-15 17:36:30,0
2025-07-15 17:36:45,0
2025-07-15 17:37:00,0
2025-07-15 17:37:15,0
2025-07-15 17:37:30,0
2025-07-15 17:37:45,0
2025-07-15 17:38:00,0
2025-07-15 17:38:15,0
2025-07-15 17:38:30,0
2025-07-15 17:38:45,0
2025-07-15 17:39:00,0
2025-07-15 17:39:15,0
2025-07-15 17:39:30,0
2025-07-15 17:39:45,0
2025-07-15 17:40:00,0
2025-07-15 17:40:15,0
2025-07-15 17:40:30,0
2025-07-15 17:40:45,0
2025-07-15 17:41:00,0
2025-07-15 17:41:15,0
2025-07-15 17:41:30,0
2025-07-15 17:41:45,0
2025-07-15 17:42:00,0
2025-07-15 17:42:15,0
2025-07-15 17:42:30,0
2025-07-15 17:42:45,0
2025-07-15 17:43:00,0
2025-07-15 17:43:15,0
2025-07-15 17:43:30,0
2025-07-15 17:43:45,0
2025-07-15 17:44:00,0
2025-07-15 17:44:15,0
2025-07-15 17:44:30,0
2025-07-15 17:44:45,0
2025-07-15 17:45:00,0
2025-07-15 17:45:15,0
2025-07-15 17:45:30,0
2025-07-15 17:45:45,0
2025-07-15 17:46:00,0
2025-07-15 17:46:15,0
2025-07-15 17:46:30,0
2025-07-15 17:46:45,0
2025-07-15 17:47:00,0
2025-07-15 17:47:15,0
2025-07-15 17:47:30,0
2025-07-15 17:47:45,0
2025-07-15 17:48:00,0
2025-07-15 17:48:15,0
2025-07-15 17:48:30,0
2025-07-15 17:48:45,0
2025-07-15 17:49:00,0
2025-07-15 17:49:15,0
2025-07-15 17:49:30,0
2025-07-15 17:49:45,0
2025-07-15 17:50:00,0
2025-07-15 17:50:15,0
2025-07-15 17:50:30,0
2025-07-15 17:50:45,0
2025-07-15 17:51:00,0
2025-07-15 17:51:15,0
2025-07-15 17:51:30,0
2025-07-15 17:51:45,0
2025-07-15 17:52:00,0
2025-07-15 17:52:15,0
2025-07-15 17:52:30,0
2025-07-15 17:52:45,0
2025-07-15 17:53:00,0
2025-07-15 17:53:15,0
2025-07-15 17:53:30,0
2025-07-15 17:53:45,0
2025-07-15 17:54:00,0
2025-07-15 17:54:15,0
2025-07-15 17:54:30,0
2025-07-15 17:54:45,0
2025-07-15 17:55:00,0
2025-07-15 17:55:15,0
2025-07-15 17:55:30,0
2025-07-15 17:55:45,0
2025-07-15 17:56:00,0
2025-07-15 17:56:15,0
2025-07-15 17:56:30,0
