Time,customers_service,source,Minutes
2025-05-17 17:01:15,0.0,CPU_STRESS,0.0
2025-05-17 17:01:30,0.0,CPU_STRESS,0.25
2025-05-17 17:01:45,0.0,CPU_STRESS,0.5
2025-05-17 17:02:00,0.0,CPU_STRESS,0.75
2025-05-17 17:02:15,0.0,CPU_STRESS,1.0
2025-05-17 17:02:30,0.0,CPU_STRESS,1.25
2025-05-17 17:02:45,0.0,CPU_STRESS,1.5
2025-05-17 17:03:00,0.0,CPU_STRESS,1.75
2025-05-17 17:03:15,18.0,CPU_STRESS,2.0
2025-05-17 17:03:30,18.0,CPU_STRESS,2.25
2025-05-17 17:03:45,18.0,CPU_STRESS,2.5
2025-05-17 17:04:00,18.0,CPU_STRESS,2.75
2025-05-17 17:04:15,48.75,CPU_STRESS,3.0
2025-05-17 17:04:30,48.75,CPU_STRESS,3.25
2025-05-17 17:04:45,48.75,CPU_STRESS,3.5
2025-05-17 17:05:00,48.75,CPU_STRESS,3.75
2025-05-17 17:05:15,0.0,CPU_STRESS,4.0
2025-05-17 17:05:30,0.0,CPU_STRESS,4.25
2025-05-17 17:05:45,0.0,CPU_STRESS,4.5
2025-05-17 17:06:00,0.0,CPU_STRESS,4.75
2025-05-17 17:06:15,0.0,CPU_STRESS,5.0
2025-05-17 17:06:30,0.0,CPU_STRESS,5.25
2025-05-17 17:06:45,0.0,CPU_STRESS,5.5
2025-05-17 17:07:00,0.0,CPU_STRESS,5.75
2025-05-17 17:07:15,32.25,CPU_STRESS,6.0
2025-05-17 17:07:30,32.25,CPU_STRESS,6.25
2025-05-17 17:07:45,32.25,CPU_STRESS,6.5
2025-05-17 17:08:00,32.25,CPU_STRESS,6.75
2025-05-17 17:08:15,39.75,CPU_STRESS,7.0
2025-05-17 17:08:30,39.75,CPU_STRESS,7.25
2025-05-17 17:08:45,39.75,CPU_STRESS,7.5
2025-05-17 17:09:00,39.75,CPU_STRESS,7.75
2025-05-17 17:09:15,4.5,CPU_STRESS,8.0
2025-05-17 17:09:30,4.5,CPU_STRESS,8.25
2025-05-17 17:09:45,4.5,CPU_STRESS,8.5
2025-05-17 17:10:00,4.5,CPU_STRESS,8.75
2025-05-17 17:10:15,27.75,CPU_STRESS,9.0
2025-05-17 17:10:30,27.75,CPU_STRESS,9.25
2025-05-17 17:10:45,27.75,CPU_STRESS,9.5
2025-05-17 17:11:00,27.75,CPU_STRESS,9.75
2025-05-17 17:11:15,73.5,CPU_STRESS,10.0
2025-05-17 17:11:30,73.5,CPU_STRESS,10.25
2025-05-17 17:11:45,73.5,CPU_STRESS,10.5
2025-05-17 17:12:00,73.5,CPU_STRESS,10.75
2025-05-17 17:12:15,113.25,CPU_STRESS,11.0
2025-05-17 17:12:30,134.88543253968257,CPU_STRESS,11.25
2025-05-17 17:12:45,140.6774880952381,CPU_STRESS,11.5
2025-05-17 17:13:00,113.25,CPU_STRESS,11.75
2025-05-17 17:13:15,72.0,CPU_STRESS,12.0
2025-05-17 17:13:30,72.0,CPU_STRESS,12.25
2025-05-17 17:13:45,72.0,CPU_STRESS,12.5
2025-05-17 17:14:00,72.0,CPU_STRESS,12.75
2025-05-17 17:14:15,13.5,CPU_STRESS,13.0
2025-05-17 17:14:30,13.5,CPU_STRESS,13.25
2025-05-17 17:14:45,13.5,CPU_STRESS,13.5
2025-05-17 17:15:00,13.5,CPU_STRESS,13.75
2025-05-17 17:15:15,13.5,CPU_STRESS,14.0
2025-05-17 17:15:30,273.0,CPU_STRESS,14.25
2025-05-17 17:15:45,273.0,CPU_STRESS,14.5
2025-05-17 17:16:00,273.0,CPU_STRESS,14.75
2025-05-17 17:16:15,31.5,CPU_STRESS,15.0
2025-05-17 17:16:30,31.5,CPU_STRESS,15.25
2025-05-17 17:16:45,31.5,CPU_STRESS,15.5
2025-05-17 17:17:00,31.5,CPU_STRESS,15.75
2025-05-17 17:17:15,138.75,CPU_STRESS,16.0
2025-05-17 17:17:30,138.75,CPU_STRESS,16.25
2025-05-17 17:17:45,138.75,CPU_STRESS,16.5
2025-05-17 17:18:00,138.75,CPU_STRESS,16.75
2025-05-17 17:18:15,151.5,CPU_STRESS,17.0
2025-05-17 17:18:30,155.77805952380947,CPU_STRESS,17.25
2025-05-17 17:18:45,154.40322619047618,CPU_STRESS,17.5
2025-05-17 17:19:00,151.5,CPU_STRESS,17.75
2025-05-17 17:19:15,94.5,CPU_STRESS,18.0
2025-05-17 17:19:30,94.5,CPU_STRESS,18.25
2025-05-17 17:19:45,94.5,CPU_STRESS,18.5
2025-05-17 17:20:00,94.5,CPU_STRESS,18.75
2025-05-17 17:20:15,9.0,CPU_STRESS,19.0
2025-05-17 17:20:30,9.0,CPU_STRESS,19.25
2025-05-17 17:20:45,9.0,CPU_STRESS,19.5
2025-05-17 17:21:00,9.0,CPU_STRESS,19.75
2025-05-17 17:21:15,4.5,CPU_STRESS,20.0
2025-05-17 17:21:30,4.5,CPU_STRESS,20.25
2025-05-17 17:21:45,4.5,CPU_STRESS,20.5
2025-05-17 17:22:00,4.5,CPU_STRESS,20.75
2025-05-17 17:22:15,15.0,CPU_STRESS,21.0
2025-05-17 17:22:30,15.0,CPU_STRESS,21.25
2025-05-17 17:22:45,15.0,CPU_STRESS,21.5
2025-05-17 17:23:00,15.0,CPU_STRESS,21.75
2025-05-17 17:23:15,24.0,CPU_STRESS,22.0
2025-05-17 17:23:30,24.0,CPU_STRESS,22.25
2025-05-17 17:23:45,24.0,CPU_STRESS,22.5
2025-05-17 17:24:00,24.0,CPU_STRESS,22.75
2025-05-17 17:24:15,158.25,CPU_STRESS,23.0
2025-05-17 17:24:30,158.25,CPU_STRESS,23.25
2025-05-17 17:24:45,158.25,CPU_STRESS,23.5
2025-05-17 17:25:00,158.25,CPU_STRESS,23.75
2025-05-17 17:25:15,27.0,CPU_STRESS,24.0
2025-05-17 17:25:30,27.0,CPU_STRESS,24.25
2025-05-17 17:25:45,27.0,CPU_STRESS,24.5
2025-05-17 17:26:00,27.0,CPU_STRESS,24.75
2025-05-17 17:26:15,27.0,CPU_STRESS,25.0
2025-05-17 17:26:30,27.0,CPU_STRESS,25.25
2025-05-17 17:26:45,27.0,CPU_STRESS,25.5
2025-05-17 17:27:00,27.0,CPU_STRESS,25.75
2025-05-17 17:27:15,116.25,CPU_STRESS,26.0
2025-05-17 17:27:30,116.25,CPU_STRESS,26.25
2025-05-17 17:27:45,116.25,CPU_STRESS,26.5
2025-05-17 17:28:00,116.25,CPU_STRESS,26.75
2025-05-17 17:28:15,42.75,CPU_STRESS,27.0
2025-05-17 17:28:30,42.75,CPU_STRESS,27.25
2025-05-17 17:28:45,42.75,CPU_STRESS,27.5
2025-05-17 17:29:00,42.75,CPU_STRESS,27.75
2025-05-17 17:29:15,43.5,CPU_STRESS,28.0
2025-05-17 17:29:30,43.5,CPU_STRESS,28.25
2025-05-17 17:29:45,43.5,CPU_STRESS,28.5
2025-05-17 17:30:00,43.5,CPU_STRESS,28.75
2025-05-17 17:30:15,128.25,CPU_STRESS,29.0
2025-05-17 17:30:30,128.25,CPU_STRESS,29.25
2025-05-17 17:30:45,128.25,CPU_STRESS,29.5
2025-05-17 17:31:00,128.25,CPU_STRESS,29.75
2025-05-17 17:31:15,0.0,CPU_STRESS,30.0
2025-05-17 17:31:30,0.0,CPU_STRESS,30.25
2025-05-17 17:31:45,0.0,CPU_STRESS,30.5
2025-05-17 17:32:00,0.0,CPU_STRESS,30.75
2025-05-17 17:32:15,38.25,CPU_STRESS,31.0
2025-05-17 17:32:30,38.25,CPU_STRESS,31.25
2025-05-17 17:32:45,38.25,CPU_STRESS,31.5
2025-05-17 17:33:00,38.25,CPU_STRESS,31.75
2025-05-17 17:33:15,13.5,CPU_STRESS,32.0
2025-05-17 17:33:30,13.5,CPU_STRESS,32.25
2025-05-17 17:33:45,13.5,CPU_STRESS,32.5
2025-05-17 17:34:00,13.5,CPU_STRESS,32.75
2025-05-17 17:34:15,13.5,CPU_STRESS,33.0
2025-05-17 17:34:30,60.762634920634916,CPU_STRESS,33.25
2025-05-17 17:34:45,49.414112956810634,CPU_STRESS,33.5
2025-05-17 17:35:00,4.5,CPU_STRESS,33.75
2025-05-17 17:35:15,13.5,CPU_STRESS,34.0
2025-05-17 17:35:30,13.5,CPU_STRESS,34.25
2025-05-17 17:35:45,13.5,CPU_STRESS,34.5
2025-05-17 17:36:00,13.5,CPU_STRESS,34.75
2025-05-17 17:36:15,47.25,CPU_STRESS,35.0
2025-05-17 17:36:30,47.25,CPU_STRESS,35.25
2025-05-17 17:36:45,47.25,CPU_STRESS,35.5
2025-05-17 17:37:00,47.25,CPU_STRESS,35.75
2025-05-17 17:37:15,73.5,CPU_STRESS,36.0
2025-05-17 17:37:30,73.5,CPU_STRESS,36.25
2025-05-17 17:37:45,73.5,CPU_STRESS,36.5
2025-05-17 17:38:00,73.5,CPU_STRESS,36.75
2025-05-17 17:38:15,4.5,CPU_STRESS,37.0
2025-05-17 17:38:30,4.5,CPU_STRESS,37.25
2025-05-17 17:38:45,4.5,CPU_STRESS,37.5
2025-05-17 17:39:00,4.5,CPU_STRESS,37.75
2025-05-17 17:39:15,69.0,CPU_STRESS,38.0
2025-05-17 17:39:30,69.0,CPU_STRESS,38.25
2025-05-17 17:39:45,69.0,CPU_STRESS,38.5
2025-05-17 17:40:00,69.0,CPU_STRESS,38.75
2025-05-17 17:40:15,67.5,CPU_STRESS,39.0
2025-05-17 17:40:30,31.04033333333333,CPU_STRESS,39.25
2025-05-17 17:40:45,34.251999999999995,CPU_STRESS,39.5
2025-05-17 17:41:00,67.5,CPU_STRESS,39.75
2025-05-17 17:41:15,71.25,CPU_STRESS,40.0
2025-05-17 17:41:30,71.25,CPU_STRESS,40.25
2025-05-17 17:41:45,71.25,CPU_STRESS,40.5
2025-05-17 17:42:00,71.25,CPU_STRESS,40.75
2025-05-17 17:42:15,0.0,CPU_STRESS,41.0
2025-05-17 17:42:30,0.0,CPU_STRESS,41.25
2025-05-17 17:42:45,0.0,CPU_STRESS,41.5
2025-05-17 17:43:00,0.0,CPU_STRESS,41.75
2025-05-17 17:43:15,0.0,CPU_STRESS,42.0
2025-05-17 17:43:30,4.26,CPU_STRESS,42.25
2025-05-17 17:43:45,1.588235294117647,CPU_STRESS,42.5
2025-05-17 17:44:00,3.698235294117647,CPU_STRESS,42.75
2025-05-17 17:44:15,0.6682352941176471,CPU_STRESS,43.0
2025-05-17 17:44:30,0.6882352941176471,CPU_STRESS,43.25
2025-05-17 17:44:45,0.2824123897492881,CPU_STRESS,43.5
2025-05-17 17:45:00,0.0,CPU_STRESS,43.75
2025-05-17 17:45:15,5.25,CPU_STRESS,44.0
2025-05-17 17:45:30,5.25,CPU_STRESS,44.25
2025-05-17 17:45:45,5.25,CPU_STRESS,44.5
2025-05-17 17:46:00,5.25,CPU_STRESS,44.75
2025-05-17 17:46:15,13.5,CPU_STRESS,45.0
2025-05-17 17:46:30,13.5,CPU_STRESS,45.25
2025-05-17 17:46:45,13.5,CPU_STRESS,45.5
2025-05-17 17:47:00,13.5,CPU_STRESS,45.75
2025-05-17 17:47:15,90.0,CPU_STRESS,46.0
2025-05-17 17:47:30,90.0,CPU_STRESS,46.25
2025-05-17 17:47:45,90.0,CPU_STRESS,46.5
2025-05-17 17:48:00,90.0,CPU_STRESS,46.75
2025-05-17 17:48:15,119.25,CPU_STRESS,47.0
2025-05-17 17:48:30,119.25,CPU_STRESS,47.25
2025-05-17 17:48:45,119.25,CPU_STRESS,47.5
2025-05-17 17:49:00,119.25,CPU_STRESS,47.75
2025-05-17 17:49:15,0.0,CPU_STRESS,48.0
2025-05-17 17:49:30,0.0,CPU_STRESS,48.25
2025-05-17 17:49:45,0.0,CPU_STRESS,48.5
2025-05-17 17:50:00,0.0,CPU_STRESS,48.75
2025-05-17 17:50:15,0.0,CPU_STRESS,49.0
2025-05-17 17:50:30,10.388666666666667,CPU_STRESS,49.25
2025-05-17 17:50:45,2.42,CPU_STRESS,49.5
2025-05-17 17:51:00,1.38,CPU_STRESS,49.75
2025-05-17 17:51:15,1.38,CPU_STRESS,50.0
2025-05-17 17:51:30,0.0,CPU_STRESS,50.25
2025-05-17 17:51:45,0.2824123897492881,CPU_STRESS,50.5
2025-05-17 17:52:00,0.0,CPU_STRESS,50.75
2025-05-17 17:52:15,0.0,CPU_STRESS,51.0
2025-05-17 17:52:30,0.0,CPU_STRESS,51.25
2025-05-17 17:52:45,0.0,CPU_STRESS,51.5
2025-05-17 17:53:00,0.0,CPU_STRESS,51.75
2025-05-17 17:53:15,23.25,CPU_STRESS,52.0
2025-05-17 17:53:30,23.25,CPU_STRESS,52.25
2025-05-17 17:53:45,23.25,CPU_STRESS,52.5
2025-05-17 17:54:00,23.25,CPU_STRESS,52.75
2025-05-17 17:54:15,0.0,CPU_STRESS,53.0
2025-05-17 17:54:30,0.0,CPU_STRESS,53.25
2025-05-17 17:54:45,0.0,CPU_STRESS,53.5
2025-05-17 17:55:00,0.0,CPU_STRESS,53.75
2025-05-17 17:55:15,144.75,CPU_STRESS,54.0
2025-05-17 17:55:30,144.75,CPU_STRESS,54.25
2025-05-17 17:55:45,144.75,CPU_STRESS,54.5
2025-05-17 17:56:00,144.75,CPU_STRESS,54.75
2025-05-17 17:56:15,0.0,CPU_STRESS,55.0
2025-05-17 17:56:30,0.0,CPU_STRESS,55.25
2025-05-17 17:56:45,0.0,CPU_STRESS,55.5
2025-05-17 17:57:00,0.0,CPU_STRESS,55.75
2025-05-17 17:57:15,13.5,CPU_STRESS,56.0
