Time,openeuler-home,openeuler-root,openeuler-swap,sda
2025-05-21 21:14:00,7643136,2723840,,9719808
2025-05-21 21:14:15,7643136,2723840,,9719808
2025-05-21 21:14:30,7643136,2359296,0,8544256
2025-05-21 21:14:45,7643136,2359296,0,8544256
2025-05-21 21:15:00,2633728,1363968,0,8544256
2025-05-21 21:15:15,2633728,1363968,0,8544256
2025-05-21 21:15:30,2633728,1363968,0,8544256
2025-05-21 21:15:45,2633728,1363968,0,8544256
2025-05-21 21:16:00,2633728,4030464,0,3657728
2025-05-21 21:16:15,2633728,4030464,0,3657728
2025-05-21 21:16:30,1466368,4030464,0,5529600
2025-05-21 21:16:45,1466368,4030464,0,5529600
2025-05-21 21:17:00,1466368,4014080,0,5529600
2025-05-21 21:17:15,1077248,4014080,0,5529600
2025-05-21 21:17:30,1077248,4014080,0,5554176
2025-05-21 21:17:45,1077248,4014080,0,5554176
2025-05-21 21:18:00,1077248,3940352,0,5554176
2025-05-21 21:18:15,1441792,3940352,0,5554176
2025-05-21 21:18:30,1441792,3940352,0,5521408
2025-05-21 21:18:45,1441792,3940352,0,5521408
2025-05-21 21:19:00,1441792,3940352,0,5521408
2025-05-21 21:19:15,2727936,4886528,0,5521408
2025-05-21 21:19:30,2727936,4886528,0,5521408
2025-05-21 21:19:45,2727936,4886528,0,7610368
2025-05-21 21:20:00,2727936,4886528,0,7610368
2025-05-21 21:20:15,1159168,5087232,0,7610368
2025-05-21 21:20:30,1159168,5087232,,7610368
2025-05-21 21:20:45,1159168,5087232,,5791744
2025-05-21 21:21:00,1159168,5087232,,5791744
2025-05-21 21:21:15,1171456,4915200,,5791744
2025-05-21 21:21:30,1171456,4915200,,5791744
2025-05-21 21:21:45,1171456,4915200,,5791744
2025-05-21 21:22:00,1171456,4915200,,5791744
2025-05-21 21:22:15,1171456,5345280,,6897664
2025-05-21 21:22:30,1245184,5345280,,6897664
2025-05-21 21:22:45,1245184,5345280,,6430720
2025-05-21 21:23:00,1245184,5345280,,6430720
2025-05-21 21:23:15,1245184,5296128,,6430720
2025-05-21 21:23:30,827392,5296128,,6430720
2025-05-21 21:23:45,827392,5296128,,5767168
2025-05-21 21:24:00,827392,5296128,,5767168
2025-05-21 21:24:15,827392,5054464,,5767168
2025-05-21 21:24:30,937984,5054464,,5767168
2025-05-21 21:24:45,937984,5054464,,5939200
2025-05-21 21:25:00,937984,5054464,,5939200
2025-05-21 21:25:15,937984,4804608,,5939200
2025-05-21 21:25:30,937984,4804608,0,5939200
2025-05-21 21:25:45,1454080,4804608,0,5967872
2025-05-21 21:26:00,1454080,4804608,0,5967872
2025-05-21 21:26:15,1454080,4407296,0,5967872
2025-05-21 21:26:30,1454080,4407296,0,5967872
2025-05-21 21:26:45,1073152,4407296,0,5967872
2025-05-21 21:27:00,1073152,4407296,0,6115328
2025-05-21 21:27:15,1073152,5111808,0,6115328
2025-05-21 21:27:30,1073152,5111808,0,6115328
2025-05-21 21:27:45,1130496,5111808,0,6246400
2025-05-21 21:28:00,1130496,5111808,0,6246400
2025-05-21 21:28:15,1130496,5111808,0,6246400
2025-05-21 21:28:30,1130496,5111808,0,6246400
2025-05-21 21:28:45,1114112,5308416,0,6070272
2025-05-21 21:29:00,1114112,5308416,0,6070272
2025-05-21 21:29:15,1114112,4993024,0,6070272
2025-05-21 21:29:30,1114112,4993024,0,6070272
2025-05-21 21:29:45,1114112,4993024,0,6144000
2025-05-21 21:30:00,1114112,4993024,0,6144000
2025-05-21 21:30:15,1363968,4775936,0,6144000
2025-05-21 21:30:30,1363968,4775936,,6144000
2025-05-21 21:30:45,1196032,4775936,,5902336
2025-05-21 21:31:00,1196032,4775936,,5902336
2025-05-21 21:31:15,1196032,4313088,0,5902336
2025-05-21 21:31:30,1196032,4313088,0,5902336
2025-05-21 21:31:45,1077248,4313088,0,5537792
2025-05-21 21:32:00,1077248,4313088,0,5537792
2025-05-21 21:32:15,1077248,4636672,0,5537792
2025-05-21 21:32:30,1077248,4636672,0,5537792
2025-05-21 21:32:45,1077248,4636672,0,5328896
2025-05-21 21:33:00,1077248,4636672,0,5328896
2025-05-21 21:33:15,786432,4579328,0,5328896
2025-05-21 21:33:30,786432,4579328,0,5328896
2025-05-21 21:33:45,786432,4579328,0,5304320
2025-05-21 21:34:00,786432,4579328,0,5304320
2025-05-21 21:34:15,1011712,3690496,0,5304320
2025-05-21 21:34:30,1011712,3690496,0,5304320
