Time,vets_service,source,Minutes
2025-05-17 17:18:15,0.0,CPU_STRESS,0.0
2025-05-17 17:18:30,0.0,CPU_STRESS,0.25
2025-05-17 17:18:45,0.0,CPU_STRESS,0.5
2025-05-17 17:19:00,0.0,CPU_STRESS,0.75
2025-05-17 17:19:15,0.0,CPU_STRESS,1.0
2025-05-17 17:19:30,0.0,CPU_STRESS,1.25
2025-05-17 17:19:45,0.0,CPU_STRESS,1.5
2025-05-17 17:20:00,0.0,CPU_STRESS,1.75
2025-05-17 17:20:15,0.0,CPU_STRESS,2.0
2025-05-17 17:20:30,0.0,CPU_STRESS,2.25
2025-05-17 17:20:45,0.0,CPU_STRESS,2.5
2025-05-17 17:21:00,0.0,CPU_STRESS,2.75
2025-05-17 17:21:15,0.0,CPU_STRESS,3.0
2025-05-17 17:21:30,0.0,CPU_STRESS,3.25
2025-05-17 17:21:45,0.0,CPU_STRESS,3.5
2025-05-17 17:22:00,0.0,CPU_STRESS,3.75
2025-05-17 17:22:15,0.0,CPU_STRESS,4.0
2025-05-17 17:22:30,0.0,CPU_STRESS,4.25
2025-05-17 17:22:45,0.0,CPU_STRESS,4.5
2025-05-17 17:23:00,0.0,CPU_STRESS,4.75
2025-05-17 17:24:15,0.0,CPU_STRESS,6.0
2025-05-17 17:24:30,0.0,CPU_STRESS,6.25
2025-05-17 17:24:45,0.0,CPU_STRESS,6.5
2025-05-17 17:25:00,0.0,CPU_STRESS,6.75
2025-05-17 17:25:15,0.0,CPU_STRESS,7.0
2025-05-17 17:25:30,0.0,CPU_STRESS,7.25
2025-05-17 17:25:45,0.0,CPU_STRESS,7.5
2025-05-17 17:26:00,0.0,CPU_STRESS,7.75
2025-05-17 17:26:15,0.0,CPU_STRESS,8.0
2025-05-17 17:26:30,0.0,CPU_STRESS,8.25
2025-05-17 17:26:45,0.0,CPU_STRESS,8.5
2025-05-17 17:27:00,0.0,CPU_STRESS,8.75
2025-05-17 17:27:15,0.0,CPU_STRESS,9.0
2025-05-17 17:27:30,0.0,CPU_STRESS,9.25
2025-05-17 17:27:45,0.0,CPU_STRESS,9.5
2025-05-17 17:28:00,0.0,CPU_STRESS,9.75
2025-05-17 17:28:15,0.0,CPU_STRESS,10.0
2025-05-17 17:28:30,0.0,CPU_STRESS,10.25
2025-05-17 17:28:45,0.0,CPU_STRESS,10.5
2025-05-17 17:29:00,0.0,CPU_STRESS,10.75
2025-05-17 17:34:15,0.0,CPU_STRESS,16.0
2025-05-17 17:34:30,0.0,CPU_STRESS,16.25
2025-05-17 17:34:45,0.0,CPU_STRESS,16.5
2025-05-17 17:35:00,0.0,CPU_STRESS,16.75
2025-05-17 17:35:15,0.0,CPU_STRESS,17.0
2025-05-17 17:35:30,0.0,CPU_STRESS,17.25
2025-05-17 17:35:45,0.0,CPU_STRESS,17.5
2025-05-17 17:36:00,0.0,CPU_STRESS,17.75
2025-05-17 17:36:15,6.0,CPU_STRESS,18.0
2025-05-17 17:36:30,6.0,CPU_STRESS,18.25
