Time,mem_cache
2025-05-19 23:06:45,3868920
2025-05-19 23:07:00,3868920
2025-05-19 23:07:15,3874464
2025-05-19 23:07:30,3874464
2025-05-19 23:07:45,3874464
2025-05-19 23:08:00,3874464
2025-05-19 23:08:15,3874464
2025-05-19 23:08:30,3835788
2025-05-19 23:08:45,3835788
2025-05-19 23:09:00,3835788
2025-05-19 23:09:15,3835788
2025-05-19 23:09:30,3833072
2025-05-19 23:09:45,3833072
2025-05-19 23:10:00,3833072
2025-05-19 23:10:15,3833072
2025-05-19 23:10:30,3835424
2025-05-19 23:10:45,3835424
2025-05-19 23:11:00,3835424
2025-05-19 23:11:15,3835424
2025-05-19 23:11:30,3837848
2025-05-19 23:11:45,3837848
2025-05-19 23:12:00,3837848
2025-05-19 23:12:15,3837848
2025-05-19 23:12:30,3840268
2025-05-19 23:12:45,3840268
2025-05-19 23:13:00,3840268
2025-05-19 23:13:15,3840268
2025-05-19 23:13:30,3842596
2025-05-19 23:13:45,3842596
2025-05-19 23:14:00,3842596
2025-05-19 23:14:15,3842596
2025-05-19 23:14:30,3845064
2025-05-19 23:14:45,3845064
2025-05-19 23:15:00,3845064
2025-05-19 23:15:15,3845064
2025-05-19 23:15:30,3847396
2025-05-19 23:15:45,3847396
2025-05-19 23:16:00,3847396
2025-05-19 23:16:15,3847396
2025-05-19 23:16:30,3849748
2025-05-19 23:16:45,3849748
2025-05-19 23:17:00,3849748
2025-05-19 23:17:15,3849748
2025-05-19 23:17:30,3852088
2025-05-19 23:17:45,3852088
2025-05-19 23:18:00,3852088
2025-05-19 23:18:15,3854264
2025-05-19 23:18:30,3854264
2025-05-19 23:18:45,3854264
2025-05-19 23:19:00,3854264
2025-05-19 23:19:15,3856792
2025-05-19 23:19:30,3856792
2025-05-19 23:19:45,3856792
2025-05-19 23:20:00,3856792
2025-05-19 23:20:15,3858676
2025-05-19 23:20:30,3858676
2025-05-19 23:20:45,3858676
2025-05-19 23:21:00,3858676
2025-05-19 23:21:15,3860736
2025-05-19 23:21:30,3860736
2025-05-19 23:21:45,3860736
2025-05-19 23:22:00,3860736
2025-05-19 23:22:15,3862440
2025-05-19 23:22:30,3862440
2025-05-19 23:22:45,3862440
2025-05-19 23:23:00,3862440
2025-05-19 23:23:15,3862440
2025-05-19 23:23:30,3864464
2025-05-19 23:23:45,3864464
2025-05-19 23:24:00,3864464
2025-05-19 23:24:15,3864464
2025-05-19 23:24:30,3866368
2025-05-19 23:24:45,3866368
2025-05-19 23:25:00,3866368
2025-05-19 23:25:15,3866368
2025-05-19 23:25:30,3867948
2025-05-19 23:25:45,3867948
2025-05-19 23:26:00,3867948
2025-05-19 23:26:15,3867948
2025-05-19 23:26:30,3869692
2025-05-19 23:26:45,3869692
2025-05-19 23:27:00,3869692
2025-05-19 23:27:15,3869692
2025-05-19 23:27:30,3862692
2025-05-19 23:27:45,3862692
2025-05-19 23:28:00,3862692
2025-05-19 23:28:15,3862692
2025-05-19 23:28:30,3864352
2025-05-19 23:28:45,3864352
2025-05-19 23:29:00,3864352
2025-05-19 23:29:15,3865768
2025-05-19 23:29:30,3865768
2025-05-19 23:29:45,3865768
2025-05-19 23:30:00,3865768
2025-05-19 23:30:15,3867124
2025-05-19 23:30:30,3867124
2025-05-19 23:30:45,3867124
2025-05-19 23:31:00,3867124
2025-05-19 23:31:15,3868508
2025-05-19 23:31:30,3868508
2025-05-19 23:31:45,3868508
2025-05-19 23:32:00,3868508
2025-05-19 23:32:15,3889164
2025-05-19 23:32:30,3889164
2025-05-19 23:32:45,3889164
2025-05-19 23:33:00,3889164
2025-05-19 23:33:15,3876060
2025-05-19 23:33:30,3876060
2025-05-19 23:33:45,3876060
2025-05-19 23:34:00,3876060
2025-05-19 23:34:15,3877396
2025-05-19 23:34:30,3877396
2025-05-19 23:34:45,3877396
2025-05-19 23:35:00,3877396
2025-05-19 23:35:15,3878796
2025-05-19 23:35:30,3878796
2025-05-19 23:35:45,3878796
2025-05-19 23:36:00,3878796
2025-05-19 23:36:15,3878796
2025-05-19 23:36:30,3880040
2025-05-19 23:36:45,3880040
2025-05-19 23:37:00,3880040
2025-05-19 23:37:15,3880040
2025-05-19 23:37:30,5970384
2025-05-19 23:37:45,5970384
2025-05-19 23:38:00,5970384
2025-05-19 23:38:15,5970384
2025-05-19 23:38:30,5562116
2025-05-19 23:38:45,5562116
2025-05-19 23:39:00,5562116
2025-05-19 23:39:15,5562116
2025-05-19 23:39:30,5194628
2025-05-19 23:39:45,5194628
2025-05-19 23:40:00,5194628
2025-05-19 23:40:15,5216380
2025-05-19 23:40:30,5216380
2025-05-19 23:40:45,5216380
2025-05-19 23:41:00,5216380
2025-05-19 23:41:15,5463188
2025-05-19 23:41:30,5463188
2025-05-19 23:41:45,5463188
2025-05-19 23:42:00,5463188
2025-05-19 23:42:15,5484888
2025-05-19 23:42:30,5484888
2025-05-19 23:42:45,5484888
2025-05-19 23:43:00,5484888
2025-05-19 23:43:15,5484888
2025-05-19 23:43:30,5588488
2025-05-19 23:43:45,5588488
2025-05-19 23:44:00,5588488
2025-05-19 23:44:15,5588488
2025-05-19 23:44:30,5610020
2025-05-19 23:44:45,5610020
2025-05-19 23:45:00,5610020
2025-05-19 23:45:15,5610020
2025-05-19 23:45:30,5877420
2025-05-19 23:45:45,5877420
2025-05-19 23:46:00,5877420
2025-05-19 23:46:15,5877420
2025-05-19 23:46:30,5243724
2025-05-19 23:46:45,5243724
2025-05-19 23:47:00,5243724
2025-05-19 23:47:15,5243724
2025-05-19 23:47:30,5082308
2025-05-19 23:47:45,5082308
2025-05-19 23:48:00,5082308
2025-05-19 23:48:15,5082308
2025-05-19 23:48:30,4796720
2025-05-19 23:48:45,4796720
2025-05-19 23:49:00,4796720
2025-05-19 23:49:15,4796720
2025-05-19 23:49:30,6333828
2025-05-19 23:49:45,6333828
2025-05-19 23:50:00,6333828
2025-05-19 23:50:15,6333828
2025-05-19 23:50:30,6293940
2025-05-19 23:50:45,6293940
2025-05-19 23:51:00,6293940
2025-05-19 23:51:15,6293940
2025-05-19 23:51:30,6315464
2025-05-19 23:51:45,6315464
2025-05-19 23:52:00,6315464
2025-05-19 23:52:15,6315464
