Time,mem_util
2025-07-16 19:00:15,35.3
2025-07-16 19:00:30,35.3
2025-07-16 19:00:45,38.1
2025-07-16 19:01:00,38.1
2025-07-16 19:01:15,38.1
2025-07-16 19:01:30,38.1
2025-07-16 19:01:45,41.2
2025-07-16 19:02:00,41.2
2025-07-16 19:02:15,41.2
2025-07-16 19:02:30,41.2
2025-07-16 19:02:45,44.0
2025-07-16 19:03:00,44.0
2025-07-16 19:03:15,44.0
2025-07-16 19:03:30,44.0
2025-07-16 19:03:45,45.3
2025-07-16 19:04:00,45.3
2025-07-16 19:04:15,45.3
2025-07-16 19:04:30,45.3
2025-07-16 19:04:45,46.4
2025-07-16 19:05:00,46.4
2025-07-16 19:05:15,46.4
2025-07-16 19:05:30,46.4
2025-07-16 19:05:45,48.9
2025-07-16 19:06:00,48.9
2025-07-16 19:06:15,48.9
2025-07-16 19:06:30,48.9
2025-07-16 19:06:45,50.1
2025-07-16 19:07:00,50.1
2025-07-16 19:07:15,50.1
2025-07-16 19:07:30,50.1
2025-07-16 19:07:45,51.2
2025-07-16 19:08:00,51.2
2025-07-16 19:08:15,51.2
2025-07-16 19:08:30,51.2
2025-07-16 19:08:45,52.0
2025-07-16 19:09:00,52.0
2025-07-16 19:09:15,52.0
2025-07-16 19:09:30,52.0
2025-07-16 19:09:45,52.4
2025-07-16 19:10:00,52.4
2025-07-16 19:10:15,52.4
2025-07-16 19:10:30,52.4
2025-07-16 19:10:45,52.7
2025-07-16 19:11:00,52.7
2025-07-16 19:11:15,52.7
2025-07-16 19:11:30,52.7
2025-07-16 19:11:45,53.4
2025-07-16 19:12:00,53.4
2025-07-16 19:12:15,53.4
2025-07-16 19:12:30,53.4
2025-07-16 19:12:45,53.5
2025-07-16 19:13:00,53.5
2025-07-16 19:13:15,53.5
2025-07-16 19:13:30,53.5
2025-07-16 19:13:45,54.1
2025-07-16 19:14:00,54.1
2025-07-16 19:14:15,54.1
2025-07-16 19:14:30,54.1
2025-07-16 19:14:45,54.1
2025-07-16 19:15:00,54.1
2025-07-16 19:15:15,54.1
2025-07-16 19:15:30,54.1
2025-07-16 19:15:45,54.2
2025-07-16 19:16:00,54.2
2025-07-16 19:16:15,54.2
2025-07-16 19:16:30,54.2
2025-07-16 19:16:45,54.9
2025-07-16 19:17:00,54.9
2025-07-16 19:17:15,54.9
2025-07-16 19:17:30,54.9
2025-07-16 19:17:45,55.8
2025-07-16 19:18:00,55.8
2025-07-16 19:18:15,55.8
2025-07-16 19:18:30,55.8
2025-07-16 19:18:45,56.3
2025-07-16 19:19:00,56.3
2025-07-16 19:19:15,56.3
2025-07-16 19:19:30,56.3
2025-07-16 19:19:45,56.4
2025-07-16 19:20:00,56.4
2025-07-16 19:20:15,56.4
2025-07-16 19:20:30,56.4
