Time,visits_service
2025-05-17 17:20:45,0
2025-05-17 17:21:00,0
2025-05-17 17:21:15,0
2025-05-17 17:21:30,0
2025-05-17 17:21:45,0
2025-05-17 17:22:00,0
2025-05-17 17:22:15,0
2025-05-17 17:22:30,0
2025-05-17 17:22:45,0
2025-05-17 17:23:00,0
2025-05-17 17:23:15,0
2025-05-17 17:23:30,0
2025-05-17 17:23:45,0
2025-05-17 17:24:00,0
2025-05-17 17:24:15,0
2025-05-17 17:24:30,0
2025-05-17 17:24:45,0
2025-05-17 17:25:00,0
2025-05-17 17:25:15,0
2025-05-17 17:25:30,0
2025-05-17 17:25:45,0
2025-05-17 17:26:00,0
2025-05-17 17:26:15,0
2025-05-17 17:26:30,0
2025-05-17 17:26:45,0
2025-05-17 17:27:00,0
2025-05-17 17:27:15,0
2025-05-17 17:27:30,0
2025-05-17 17:27:45,0
2025-05-17 17:28:00,0
2025-05-17 17:28:15,0
2025-05-17 17:28:30,0
2025-05-17 17:28:45,0
2025-05-17 17:29:00,0
2025-05-17 17:29:15,0
2025-05-17 17:29:30,0
2025-05-17 17:29:45,0
2025-05-17 17:30:00,0
2025-05-17 17:30:15,0
2025-05-17 17:30:30,0
2025-05-17 17:38:45,0
2025-05-17 17:39:00,0
2025-05-17 17:39:15,0
2025-05-17 17:39:30,0
2025-05-17 17:39:45,0
2025-05-17 17:40:00,0
2025-05-17 17:40:15,0
2025-05-17 17:40:30,0
2025-05-17 17:40:45,0
2025-05-17 17:41:00,0
2025-05-17 17:41:15,0
2025-05-17 17:41:30,0
2025-05-17 17:41:45,0
2025-05-17 17:42:00,0
2025-05-17 17:42:15,0
2025-05-17 17:42:30,0
2025-05-17 17:42:45,7
2025-05-17 17:43:00,7
2025-05-17 17:43:15,7
2025-05-17 17:43:30,7
2025-05-17 17:43:45,1
2025-05-17 17:44:00,1
2025-05-17 17:44:15,1
2025-05-17 17:44:30,1
2025-05-17 17:44:45,0
2025-05-17 17:45:00,0
2025-05-17 17:45:15,0
2025-05-17 17:45:30,0
2025-05-17 17:45:45,0
2025-05-17 17:46:00,0
2025-05-17 17:46:15,0
2025-05-17 17:46:30,0
2025-05-17 17:46:45,0
2025-05-17 17:47:00,0
2025-05-17 17:47:15,0
2025-05-17 17:47:30,0
2025-05-17 17:47:45,0
2025-05-17 17:48:00,0
2025-05-17 17:48:15,0
2025-05-17 17:48:30,0
2025-05-17 17:48:45,0
2025-05-17 17:49:00,0
2025-05-17 17:49:15,0
2025-05-17 17:49:30,0
2025-05-17 17:52:45,0
2025-05-17 17:53:00,0
2025-05-17 17:53:15,0
2025-05-17 17:53:30,0
2025-05-17 17:53:45,0
2025-05-17 17:54:00,0
2025-05-17 17:54:15,0
2025-05-17 17:54:30,0
2025-05-17 17:54:45,0
2025-05-17 17:55:00,0
2025-05-17 17:55:15,0
2025-05-17 17:55:30,0
2025-05-17 17:55:45,0
2025-05-17 17:56:00,0
2025-05-17 17:56:15,0
2025-05-17 17:56:30,0
2025-05-17 17:56:45,7
2025-05-17 17:57:00,7
