Time,customers_service,source,Minutes
2025-05-17 16:37:30,0,GC_STRESS,0.0
2025-05-17 16:37:45,0,GC_STRESS,0.25
2025-05-17 16:38:00,0,GC_STRESS,0.5
2025-05-17 16:38:15,0,GC_STRESS,0.75
2025-05-17 16:38:30,0,GC_STRESS,1.0
2025-05-17 16:38:45,0,GC_STRESS,1.25
2025-05-17 16:39:00,0,GC_STRESS,1.5
2025-05-17 16:39:15,0,GC_STRESS,1.75
2025-05-17 16:39:30,0,GC_STRESS,2.0
2025-05-17 16:39:45,0,GC_STRESS,2.25
2025-05-17 16:40:00,0,GC_STRESS,2.5
2025-05-17 16:40:15,0,GC_STRESS,2.75
2025-05-17 16:40:30,0,GC_STRESS,3.0
2025-05-17 16:40:45,0,GC_STRESS,3.25
2025-05-17 16:41:00,0,GC_STRESS,3.5
2025-05-17 16:41:15,0,GC_STRESS,3.75
2025-05-17 16:41:30,0,GC_STRESS,4.0
2025-05-17 16:41:45,0,GC_STRESS,4.25
2025-05-17 16:42:00,0,GC_STRESS,4.5
2025-05-17 16:42:15,0,GC_STRESS,4.75
2025-05-17 16:50:30,0,GC_STRESS,13.0
2025-05-17 16:50:45,0,GC_STRESS,13.25
2025-05-17 16:51:00,0,GC_STRESS,13.5
2025-05-17 16:51:15,0,GC_STRESS,13.75
2025-05-17 16:51:30,0,GC_STRESS,14.0
2025-05-17 16:51:45,0,GC_STRESS,14.25
2025-05-17 16:52:00,0,GC_STRESS,14.5
2025-05-17 16:52:15,0,GC_STRESS,14.75
2025-05-17 16:52:30,0,GC_STRESS,15.0
2025-05-17 16:52:45,0,GC_STRESS,15.25
2025-05-17 16:53:00,0,GC_STRESS,15.5
2025-05-17 16:53:15,0,GC_STRESS,15.75
2025-05-17 16:53:30,0,GC_STRESS,16.0
2025-05-17 16:53:45,0,GC_STRESS,16.25
2025-05-17 16:54:00,0,GC_STRESS,16.5
2025-05-17 16:54:15,0,GC_STRESS,16.75
2025-05-17 16:54:30,0,GC_STRESS,17.0
2025-05-17 16:54:45,0,GC_STRESS,17.25
2025-05-17 16:55:00,0,GC_STRESS,17.5
2025-05-17 16:55:15,0,GC_STRESS,17.75
2025-05-17 17:04:30,0,GC_STRESS,27.0
2025-05-17 17:04:45,0,GC_STRESS,27.25
2025-05-17 17:05:00,0,GC_STRESS,27.5
2025-05-17 17:05:15,0,GC_STRESS,27.75
2025-05-17 17:05:30,0,GC_STRESS,28.0
2025-05-17 17:05:45,0,GC_STRESS,28.25
2025-05-17 17:06:00,0,GC_STRESS,28.5
2025-05-17 17:06:15,0,GC_STRESS,28.75
2025-05-17 17:06:30,0,GC_STRESS,29.0
2025-05-17 17:06:45,0,GC_STRESS,29.25
2025-05-17 17:07:00,0,GC_STRESS,29.5
2025-05-17 17:07:15,0,GC_STRESS,29.75
2025-05-17 17:07:30,0,GC_STRESS,30.0
2025-05-17 17:07:45,0,GC_STRESS,30.25
2025-05-17 17:08:00,0,GC_STRESS,30.5
2025-05-17 17:08:15,0,GC_STRESS,30.75
2025-05-17 17:08:30,15,GC_STRESS,31.0
2025-05-17 17:08:45,15,GC_STRESS,31.25
2025-05-17 17:09:00,15,GC_STRESS,31.5
2025-05-17 17:09:15,15,GC_STRESS,31.75
2025-05-17 17:09:30,9,GC_STRESS,32.0
2025-05-17 17:09:45,9,GC_STRESS,32.25
2025-05-17 17:10:00,9,GC_STRESS,32.5
2025-05-17 17:10:15,9,GC_STRESS,32.75
2025-05-17 17:10:30,9,GC_STRESS,33.0
2025-05-17 17:10:45,9,GC_STRESS,33.25
2025-05-17 17:11:00,9,GC_STRESS,33.5
2025-05-17 17:11:15,9,GC_STRESS,33.75
2025-05-17 17:11:30,9,GC_STRESS,34.0
2025-05-17 17:11:45,9,GC_STRESS,34.25
2025-05-17 17:12:00,9,GC_STRESS,34.5
2025-05-17 17:12:15,9,GC_STRESS,34.75
2025-05-17 17:12:30,9,GC_STRESS,35.0
2025-05-17 17:12:45,9,GC_STRESS,35.25
2025-05-17 17:13:00,9,GC_STRESS,35.5
2025-05-17 17:13:15,9,GC_STRESS,35.75
2025-05-17 17:13:30,9,GC_STRESS,36.0
2025-05-17 17:13:45,9,GC_STRESS,36.25
2025-05-17 17:14:00,9,GC_STRESS,36.5
2025-05-17 17:14:15,9,GC_STRESS,36.75
2025-05-17 17:18:30,0,GC_STRESS,41.0
2025-05-17 17:18:45,0,GC_STRESS,41.25
2025-05-17 17:19:00,0,GC_STRESS,41.5
2025-05-17 17:19:15,0,GC_STRESS,41.75
2025-05-17 17:19:30,0,GC_STRESS,42.0
2025-05-17 17:19:45,0,GC_STRESS,42.25
2025-05-17 17:20:00,0,GC_STRESS,42.5
2025-05-17 17:20:15,0,GC_STRESS,42.75
2025-05-17 17:20:30,0,GC_STRESS,43.0
2025-05-17 17:20:45,0,GC_STRESS,43.25
2025-05-17 17:21:00,0,GC_STRESS,43.5
2025-05-17 17:21:15,0,GC_STRESS,43.75
2025-05-17 17:21:30,0,GC_STRESS,44.0
2025-05-17 17:21:45,0,GC_STRESS,44.25
2025-05-17 17:22:00,0,GC_STRESS,44.5
2025-05-17 17:22:15,0,GC_STRESS,44.75
2025-05-17 17:22:30,0,GC_STRESS,45.0
2025-05-17 17:22:45,0,GC_STRESS,45.25
2025-05-17 17:23:00,0,GC_STRESS,45.5
2025-05-17 17:23:15,0,GC_STRESS,45.75
2025-05-17 17:23:30,0,GC_STRESS,46.0
2025-05-17 17:23:45,0,GC_STRESS,46.25
