Time,api_gateway,source,Minutes
2025-05-17 17:01:15,0,MEM_STRESS,0.0
2025-05-17 17:01:30,0,MEM_STRESS,0.25
2025-05-17 17:01:45,0,MEM_STRESS,0.5
2025-05-17 17:02:00,0,MEM_STRESS,0.75
2025-05-17 17:02:15,0,MEM_STRESS,1.0
2025-05-17 17:02:30,0,MEM_STRESS,1.25
2025-05-17 17:02:45,0,MEM_STRESS,1.5
2025-05-17 17:03:00,0,MEM_STRESS,1.75
2025-05-17 17:03:15,0,MEM_STRESS,2.0
2025-05-17 17:03:30,0,MEM_STRESS,2.25
2025-05-17 17:03:45,0,MEM_STRESS,2.5
2025-05-17 17:04:00,0,MEM_STRESS,2.75
2025-05-17 17:04:15,0,MEM_STRESS,3.0
2025-05-17 17:04:30,0,MEM_STRESS,3.25
2025-05-17 17:04:45,0,MEM_STRESS,3.5
2025-05-17 17:05:00,0,MEM_STRESS,3.75
2025-05-17 17:05:15,0,MEM_STRESS,4.0
2025-05-17 17:05:30,0,MEM_STRESS,4.25
2025-05-17 17:05:45,0,MEM_STRESS,4.5
2025-05-17 17:06:00,0,MEM_STRESS,4.75
2025-05-17 17:17:15,7,MEM_STRESS,16.0
2025-05-17 17:17:30,8,MEM_STRESS,16.25
2025-05-17 17:17:45,8,MEM_STRESS,16.5
2025-05-17 17:18:00,8,MEM_STRESS,16.75
2025-05-17 17:18:15,1,MEM_STRESS,17.0
2025-05-17 17:18:30,0,MEM_STRESS,17.25
2025-05-17 17:18:45,0,MEM_STRESS,17.5
2025-05-17 17:19:00,0,MEM_STRESS,17.75
2025-05-17 17:19:15,0,MEM_STRESS,18.0
2025-05-17 17:19:30,0,MEM_STRESS,18.25
2025-05-17 17:19:45,0,MEM_STRESS,18.5
2025-05-17 17:20:00,0,MEM_STRESS,18.75
2025-05-17 17:20:15,0,MEM_STRESS,19.0
2025-05-17 17:20:30,0,MEM_STRESS,19.25
2025-05-17 17:20:45,0,MEM_STRESS,19.5
2025-05-17 17:21:00,0,MEM_STRESS,19.75
2025-05-17 17:21:15,0,MEM_STRESS,20.0
2025-05-17 17:21:30,0,MEM_STRESS,20.25
2025-05-17 17:21:45,0,MEM_STRESS,20.5
2025-05-17 17:22:00,0,MEM_STRESS,20.75
2025-05-17 17:22:15,0,MEM_STRESS,21.0
2025-05-17 17:22:30,0,MEM_STRESS,21.25
2025-05-17 17:22:45,0,MEM_STRESS,21.5
2025-05-17 17:23:00,0,MEM_STRESS,21.75
2025-05-17 17:23:15,0,MEM_STRESS,22.0
2025-05-17 17:23:30,0,MEM_STRESS,22.25
2025-05-17 17:23:45,0,MEM_STRESS,22.5
2025-05-17 17:24:00,0,MEM_STRESS,22.75
2025-05-17 17:28:15,0,MEM_STRESS,27.0
2025-05-17 17:28:30,0,MEM_STRESS,27.25
