Time,customers_service,source,Minutes
2025-05-17 16:58:00,0.0,MEM_STRESS,0.0
2025-05-17 16:58:15,0.0,MEM_STRESS,0.25
2025-05-17 16:58:30,0.0,MEM_STRESS,0.5
2025-05-17 16:58:45,0.0,MEM_STRESS,0.75
2025-05-17 16:59:00,0.0,MEM_STRESS,1.0
2025-05-17 16:59:15,0.0,MEM_STRESS,1.25
2025-05-17 16:59:30,0.0,MEM_STRESS,1.5
2025-05-17 16:59:45,0.0,MEM_STRESS,1.75
2025-05-17 17:00:00,0.0,MEM_STRESS,2.0
2025-05-17 17:00:15,0.0,MEM_STRESS,2.25
2025-05-17 17:00:30,29.149640608350282,MEM_STRESS,2.5
2025-05-17 17:00:45,0.0,MEM_STRESS,2.75
2025-05-17 17:01:00,0.0,MEM_STRESS,3.0
2025-05-17 17:01:15,0.0,MEM_STRESS,3.25
2025-05-17 17:01:30,0.0,MEM_STRESS,3.5
2025-05-17 17:01:45,0.0,MEM_STRESS,3.75
2025-05-17 17:02:00,32.25,MEM_STRESS,4.0
2025-05-17 17:02:15,32.25,MEM_STRESS,4.25
2025-05-17 17:02:30,32.25,MEM_STRESS,4.5
2025-05-17 17:02:45,32.25,MEM_STRESS,4.75
2025-05-17 17:03:00,18.0,MEM_STRESS,5.0
2025-05-17 17:03:15,18.0,MEM_STRESS,5.25
2025-05-17 17:03:30,18.0,MEM_STRESS,5.5
2025-05-17 17:03:45,18.0,MEM_STRESS,5.75
2025-05-17 17:04:00,9.0,MEM_STRESS,6.0
2025-05-17 17:04:15,9.0,MEM_STRESS,6.25
2025-05-17 17:04:30,9.0,MEM_STRESS,6.5
2025-05-17 17:04:45,9.0,MEM_STRESS,6.75
2025-05-17 17:05:00,77.25,MEM_STRESS,7.0
2025-05-17 17:05:15,77.25,MEM_STRESS,7.25
2025-05-17 17:05:30,77.25,MEM_STRESS,7.5
2025-05-17 17:05:45,77.25,MEM_STRESS,7.75
2025-05-17 17:06:00,4.5,MEM_STRESS,8.0
2025-05-17 17:06:15,4.5,MEM_STRESS,8.25
2025-05-17 17:06:30,4.5,MEM_STRESS,8.5
2025-05-17 17:06:45,4.5,MEM_STRESS,8.75
2025-05-17 17:07:00,106.5,MEM_STRESS,9.0
2025-05-17 17:07:15,106.5,MEM_STRESS,9.25
2025-05-17 17:07:30,106.5,MEM_STRESS,9.5
2025-05-17 17:07:45,106.5,MEM_STRESS,9.75
2025-05-17 17:08:00,51.75,MEM_STRESS,10.0
2025-05-17 17:08:15,51.75,MEM_STRESS,10.25
2025-05-17 17:08:30,51.75,MEM_STRESS,10.5
2025-05-17 17:08:45,51.75,MEM_STRESS,10.75
2025-05-17 17:09:00,78.0,MEM_STRESS,11.0
2025-05-17 17:09:15,106.44999206349208,MEM_STRESS,11.25
2025-05-17 17:09:30,100.38052380952382,MEM_STRESS,11.5
2025-05-17 17:09:45,78.0,MEM_STRESS,11.75
2025-05-17 17:10:00,49.5,MEM_STRESS,12.0
2025-05-17 17:10:15,49.5,MEM_STRESS,12.25
2025-05-17 17:10:30,49.5,MEM_STRESS,12.5
2025-05-17 17:10:45,49.5,MEM_STRESS,12.75
2025-05-17 17:11:00,38.25,MEM_STRESS,13.0
2025-05-17 17:11:15,38.25,MEM_STRESS,13.25
2025-05-17 17:11:30,38.25,MEM_STRESS,13.5
2025-05-17 17:11:45,38.25,MEM_STRESS,13.75
2025-05-17 17:12:00,148.5,MEM_STRESS,14.0
2025-05-17 17:12:15,148.5,MEM_STRESS,14.25
2025-05-17 17:12:30,148.5,MEM_STRESS,14.5
2025-05-17 17:12:45,148.5,MEM_STRESS,14.75
2025-05-17 17:13:00,126.0,MEM_STRESS,15.0
2025-05-17 17:13:15,126.0,MEM_STRESS,15.25
2025-05-17 17:13:30,126.0,MEM_STRESS,15.5
2025-05-17 17:13:45,126.0,MEM_STRESS,15.75
2025-05-17 17:14:00,15.75,MEM_STRESS,16.0
2025-05-17 17:14:15,15.75,MEM_STRESS,16.25
2025-05-17 17:14:30,15.75,MEM_STRESS,16.5
2025-05-17 17:14:45,15.75,MEM_STRESS,16.75
2025-05-17 17:15:00,51.0,MEM_STRESS,17.0
2025-05-17 17:15:15,51.0,MEM_STRESS,17.25
2025-05-17 17:15:30,51.0,MEM_STRESS,17.5
2025-05-17 17:15:45,51.0,MEM_STRESS,17.75
2025-05-17 17:16:00,11.25,MEM_STRESS,18.0
2025-05-17 17:16:15,11.25,MEM_STRESS,18.25
2025-05-17 17:16:30,11.25,MEM_STRESS,18.5
2025-05-17 17:16:45,11.25,MEM_STRESS,18.75
2025-05-17 17:17:00,48.0,MEM_STRESS,19.0
2025-05-17 17:17:15,48.0,MEM_STRESS,19.25
2025-05-17 17:17:30,48.0,MEM_STRESS,19.5
2025-05-17 17:17:45,48.0,MEM_STRESS,19.75
2025-05-17 17:18:00,32.25,MEM_STRESS,20.0
2025-05-17 17:18:15,32.25,MEM_STRESS,20.25
2025-05-17 17:18:30,32.25,MEM_STRESS,20.5
2025-05-17 17:18:45,32.25,MEM_STRESS,20.75
2025-05-17 17:19:00,15.75,MEM_STRESS,21.0
2025-05-17 17:19:15,15.75,MEM_STRESS,21.25
2025-05-17 17:19:30,15.75,MEM_STRESS,21.5
2025-05-17 17:19:45,15.75,MEM_STRESS,21.75
2025-05-17 17:20:00,15.0,MEM_STRESS,22.0
2025-05-17 17:20:15,15.0,MEM_STRESS,22.25
2025-05-17 17:20:30,15.0,MEM_STRESS,22.5
2025-05-17 17:20:45,15.0,MEM_STRESS,22.75
2025-05-17 17:21:00,143.25,MEM_STRESS,23.0
2025-05-17 17:21:15,143.25,MEM_STRESS,23.25
2025-05-17 17:21:30,143.25,MEM_STRESS,23.5
2025-05-17 17:21:45,143.25,MEM_STRESS,23.75
2025-05-17 17:22:00,316.5,MEM_STRESS,24.0
2025-05-17 17:22:15,316.5,MEM_STRESS,24.25
2025-05-17 17:22:30,316.5,MEM_STRESS,24.5
2025-05-17 17:22:45,316.5,MEM_STRESS,24.75
2025-05-17 17:23:00,48.0,MEM_STRESS,25.0
2025-05-17 17:23:15,48.0,MEM_STRESS,25.25
2025-05-17 17:23:30,48.0,MEM_STRESS,25.5
2025-05-17 17:23:45,48.0,MEM_STRESS,25.75
2025-05-17 17:24:00,35.25,MEM_STRESS,26.0
2025-05-17 17:24:15,35.25,MEM_STRESS,26.25
2025-05-17 17:24:30,35.25,MEM_STRESS,26.5
2025-05-17 17:24:45,35.25,MEM_STRESS,26.75
2025-05-17 17:25:00,4.5,MEM_STRESS,27.0
2025-05-17 17:25:15,4.5,MEM_STRESS,27.25
2025-05-17 17:25:30,4.5,MEM_STRESS,27.5
2025-05-17 17:25:45,4.5,MEM_STRESS,27.75
2025-05-17 17:26:00,120.75,MEM_STRESS,28.0
2025-05-17 17:26:15,120.75,MEM_STRESS,28.25
2025-05-17 17:26:30,120.75,MEM_STRESS,28.5
2025-05-17 17:26:45,120.75,MEM_STRESS,28.75
2025-05-17 17:27:00,180.0,MEM_STRESS,29.0
2025-05-17 17:27:15,180.0,MEM_STRESS,29.25
2025-05-17 17:27:30,180.0,MEM_STRESS,29.5
2025-05-17 17:27:45,180.0,MEM_STRESS,29.75
2025-05-17 17:28:00,0.0,MEM_STRESS,30.0
2025-05-17 17:28:15,0.0,MEM_STRESS,30.25
2025-05-17 17:28:30,0.0,MEM_STRESS,30.5
2025-05-17 17:28:45,0.0,MEM_STRESS,30.75
2025-05-17 17:29:00,144.0,MEM_STRESS,31.0
2025-05-17 17:29:15,144.0,MEM_STRESS,31.25
2025-05-17 17:29:30,144.0,MEM_STRESS,31.5
2025-05-17 17:29:45,144.0,MEM_STRESS,31.75
2025-05-17 17:30:00,80.25,MEM_STRESS,32.0
2025-05-17 17:30:15,80.25,MEM_STRESS,32.25
2025-05-17 17:30:30,80.25,MEM_STRESS,32.5
2025-05-17 17:30:45,80.25,MEM_STRESS,32.75
2025-05-17 17:31:00,123.0,MEM_STRESS,33.0
2025-05-17 17:31:15,123.0,MEM_STRESS,33.25
2025-05-17 17:31:30,123.0,MEM_STRESS,33.5
2025-05-17 17:31:45,123.0,MEM_STRESS,33.75
2025-05-17 17:32:00,57.0,MEM_STRESS,34.0
2025-05-17 17:32:15,57.0,MEM_STRESS,34.25
2025-05-17 17:32:30,57.0,MEM_STRESS,34.5
2025-05-17 17:32:45,57.0,MEM_STRESS,34.75
2025-05-17 17:33:00,109.5,MEM_STRESS,35.0
2025-05-17 17:33:15,109.5,MEM_STRESS,35.25
2025-05-17 17:33:30,109.5,MEM_STRESS,35.5
2025-05-17 17:33:45,109.5,MEM_STRESS,35.75
2025-05-17 17:34:00,402.75,MEM_STRESS,36.0
2025-05-17 17:34:15,402.75,MEM_STRESS,36.25
2025-05-17 17:34:30,402.75,MEM_STRESS,36.5
2025-05-17 17:34:45,402.75,MEM_STRESS,36.75
2025-05-17 17:35:00,69.0,MEM_STRESS,37.0
2025-05-17 17:35:15,69.0,MEM_STRESS,37.25
2025-05-17 17:35:30,69.0,MEM_STRESS,37.5
2025-05-17 17:35:45,69.0,MEM_STRESS,37.75
2025-05-17 17:36:00,61.5,MEM_STRESS,38.0
2025-05-17 17:36:15,61.5,MEM_STRESS,38.25
2025-05-17 17:36:30,61.5,MEM_STRESS,38.5
2025-05-17 17:36:45,61.5,MEM_STRESS,38.75
