minutes,memory_mem_available,memory_source,memory_mem_cache,memory_source,memory_mem_util,memory_source
2025-07-16 19:00:15,16849660,gc_stress,4990820,gc_stress,32.724999999999994,gc_stress
2025-07-16 19:00:30,16849660,gc_stress,4990820,gc_stress,32.724999999999994,gc_stress
2025-07-16 19:00:45,16849660,gc_stress,4990820,gc_stress,32.724999999999994,gc_stress
2025-07-16 19:01:00,15458695,gc_stress,4985329,gc_stress,34.1,gc_stress
2025-07-16 19:01:15,15529729,gc_stress,4983050,gc_stress,34.1,gc_stress
2025-07-16 19:01:30,15504247,gc_stress,4982686,gc_stress,34.1,gc_stress
2025-07-16 19:01:45,15353807,gc_stress,4983025,gc_stress,36.89807886835388,gc_stress
2025-07-16 19:02:00,15288619,gc_stress,4983089,gc_stress,36.90328341380842,gc_stress
2025-07-16 19:02:15,15060462,gc_stress,4983794,gc_stress,37.38145833472085,gc_stress
2025-07-16 19:02:30,14899718,gc_stress,4984004,gc_stress,37.62406448135199,gc_stress
2025-07-16 19:02:45,14775703,gc_stress,4984226,gc_stress,37.81079848762349,gc_stress
2025-07-16 19:03:00,14725321,gc_stress,4984693,gc_stress,37.325,gc_stress
2025-07-16 19:03:15,14501284,gc_stress,4985489,gc_stress,37.325,gc_stress
2025-07-16 19:03:30,14389367,gc_stress,4986039,gc_stress,37.325,gc_stress
2025-07-16 19:03:45,14297360,gc_stress,4986446,gc_stress,37.325,gc_stress
2025-07-16 19:04:00,14268011,gc_stress,4986873,gc_stress,38.225,gc_stress
2025-07-16 19:04:15,14131335,gc_stress,4987543,gc_stress,40.9,gc_stress
2025-07-16 19:04:30,14038033,gc_stress,4988059,gc_stress,40.9,gc_stress
2025-07-16 19:04:45,13996654,gc_stress,4988646,gc_stress,40.9,gc_stress
2025-07-16 19:05:00,13987660,gc_stress,4988821,gc_stress,41.58432571317572,gc_stress
2025-07-16 19:05:15,13880168,gc_stress,4989386,gc_stress,41.879741910866905,gc_stress
2025-07-16 19:05:30,13796652,gc_stress,4989382,gc_stress,42.38721077811078,gc_stress
2025-07-16 19:05:45,13708629,gc_stress,4989690,gc_stress,42.45216118048617,gc_stress
2025-07-16 19:06:00,13639446,gc_stress,4989653,gc_stress,42.67916292786162,gc_stress
2025-07-16 19:06:15,13368150,gc_stress,4988705,gc_stress,43.91096801858273,gc_stress
2025-07-16 19:06:30,13244371,gc_stress,4988612,gc_stress,44.36096391268861,gc_stress
2025-07-16 19:06:45,13220227,gc_stress,4988913,gc_stress,44.40639289940966,gc_stress
2025-07-16 19:07:00,13220227,gc_stress,4988990,gc_stress,44.401451232743,gc_stress
2025-07-16 19:07:15,13176826,gc_stress,4989623,gc_stress,44.41824170893347,gc_stress
2025-07-16 19:07:30,13153025,gc_stress,4989716,gc_stress,44.42561948671125,gc_stress
2025-07-16 19:07:45,13139797,gc_stress,4989920,gc_stress,44.53767327181503,gc_stress
2025-07-16 19:08:00,13100105,gc_stress,4990137,gc_stress,44.7637940786226,gc_stress
2025-07-16 19:08:15,12785983,gc_stress,4990974,gc_stress,46.31170814632735,gc_stress
2025-07-16 19:08:30,12565993,gc_stress,4991286,gc_stress,46.90538635808636,gc_stress
2025-07-16 19:08:45,12408448,gc_stress,4992039,gc_stress,47.36512484182483,gc_stress
2025-07-16 19:09:00,12396613,gc_stress,4992132,gc_stress,47.38930678321677,gc_stress
2025-07-16 19:09:15,12358148,gc_stress,4993077,gc_stress,47.53499649517147,gc_stress
2025-07-16 19:09:30,12326116,gc_stress,4993507,gc_stress,47.68275525863024,gc_stress
2025-07-16 19:09:45,12260206,gc_stress,4994052,gc_stress,47.84292417497535,gc_stress
2025-07-16 19:10:00,12256283,gc_stress,4994163,gc_stress,47.91787345347464,gc_stress
2025-07-16 19:10:15,12238482,gc_stress,4994453,gc_stress,48.14149688310055,gc_stress
2025-07-16 19:10:30,12155895,gc_stress,4994901,gc_stress,48.47911654999591,gc_stress
2025-07-16 19:10:45,12110172,gc_stress,4995536,gc_stress,48.53448035008471,gc_stress
2025-07-16 19:11:00,12097396,gc_stress,4995592,gc_stress,48.63951591174528,gc_stress
2025-07-16 19:11:15,12050404,gc_stress,4995989,gc_stress,48.88591844466986,gc_stress
2025-07-16 19:11:30,12014747,gc_stress,4996499,gc_stress,49.08215398310803,gc_stress
2025-07-16 19:11:45,11986660,gc_stress,4996929,gc_stress,49.080352773206805,gc_stress
2025-07-16 19:12:00,11986660,gc_stress,4996954,gc_stress,49.095523985328015,gc_stress
2025-07-16 19:12:15,11996327,gc_stress,4997669,gc_stress,49.09416801569378,gc_stress
2025-07-16 19:12:30,11993376,gc_stress,4998063,gc_stress,49.086390237916014,gc_stress
2025-07-16 19:12:45,11983710,gc_stress,4998338,gc_stress,49.083154806680575,gc_stress
2025-07-16 19:13:00,11983710,gc_stress,4998392,gc_stress,49.08376591779168,gc_stress
2025-07-16 19:13:15,11989972,gc_stress,4998868,gc_stress,49.08811817109394,gc_stress
