minutes,tcp_srtt_source,tcp_srtt_SRTT_cumulative
2025-05-17 17:00:30,GC_STRESS,505.0
2025-05-17 17:00:45,GC_STRESS,474.0
2025-05-17 17:01:00,GC_STRESS,436.0
2025-05-17 17:01:15,GC_STRESS,3041.6961095486568
2025-05-17 17:01:30,GC_STRESS,4945.875507492507
2025-05-17 17:01:45,GC_STRESS,6173.21544186369
2025-05-17 17:02:00,GC_STRESS,6973.55772113997
2025-05-17 17:02:15,GC_STRESS,7072.449847825071
2025-05-17 17:02:30,GC_STRESS,7403.41914591628
2025-05-17 17:02:45,GC_STRESS,7982.652377317128
2025-05-17 17:03:00,GC_STRESS,7940.372875693753
2025-05-17 17:03:15,GC_STRESS,7660.143252525254
2025-05-17 17:03:30,GC_STRESS,6909.672027066684
2025-05-17 17:03:45,GC_STRESS,6133.521134110987
2025-05-17 17:04:00,GC_STRESS,5848.98925729336
2025-05-17 17:04:15,GC_STRESS,5794.747403096761
2025-05-17 17:04:30,GC_STRESS,5698.302946581053
2025-05-17 17:04:45,GC_STRESS,5439.848978613492
2025-05-17 17:05:00,GC_STRESS,5275.179130303876
2025-05-17 17:05:15,GC_STRESS,5272.7532468691725
2025-05-17 17:05:30,GC_STRESS,5257.310294182968
2025-05-17 17:05:45,GC_STRESS,5286.861753973179
2025-05-17 17:06:00,GC_STRESS,5377.834646830319
2025-05-17 17:06:15,GC_STRESS,5415.147299162464
2025-05-17 17:06:30,GC_STRESS,5409.9044168050905
2025-05-17 17:06:45,GC_STRESS,5754.892823518587
2025-05-17 17:07:00,GC_STRESS,6018.199696965473
2025-05-17 17:07:15,GC_STRESS,6166.254683221723
2025-05-17 17:07:30,GC_STRESS,6216.118176898936
2025-05-17 17:07:45,GC_STRESS,6401.382646365606
2025-05-17 17:08:00,GC_STRESS,6473.966940690702
2025-05-17 17:08:15,GC_STRESS,6498.503962118191
2025-05-17 17:08:30,GC_STRESS,6470.090506438952
2025-05-17 17:08:45,GC_STRESS,6249.407698155461
2025-05-17 17:09:00,GC_STRESS,6400.94413623862
2025-05-17 17:09:15,GC_STRESS,6414.591351245835
2025-05-17 17:09:30,GC_STRESS,6427.944456935781
2025-05-17 17:09:45,GC_STRESS,6511.064900790629
2025-05-17 17:10:00,GC_STRESS,6478.299211496265
2025-05-17 17:10:15,GC_STRESS,6442.768903232633
2025-05-17 17:10:30,GC_STRESS,6402.572333804507
2025-05-17 17:10:45,GC_STRESS,5790.863461191586
2025-05-17 17:11:00,GC_STRESS,5233.162900430452
2025-05-17 17:11:15,GC_STRESS,5117.945066830557
2025-05-17 17:11:30,GC_STRESS,4896.67517983072
2025-05-17 17:11:45,GC_STRESS,4194.734211722172
2025-05-17 17:12:00,GC_STRESS,4138.024902238373
2025-05-17 17:12:15,GC_STRESS,4035.443333685737
2025-05-17 17:12:30,GC_STRESS,4091.1534671243626
2025-05-17 17:12:45,GC_STRESS,4430.944720100309
2025-05-17 17:13:00,GC_STRESS,4471.623660554784
2025-05-17 17:13:15,GC_STRESS,4469.497102937986
2025-05-17 17:13:30,GC_STRESS,4383.847921027531
2025-05-17 17:13:45,GC_STRESS,3967.4255390233966
2025-05-17 17:14:00,GC_STRESS,3946.496959365199
2025-05-17 17:14:15,GC_STRESS,3906.443460634765
2025-05-17 17:14:30,GC_STRESS,3945.1018044456346
2025-05-17 17:14:45,GC_STRESS,3971.888264088361
2025-05-17 17:15:00,GC_STRESS,3968.39448914036
2025-05-17 17:15:15,GC_STRESS,4014.252683044793
2025-05-17 17:15:30,GC_STRESS,4039.763647662876
2025-05-17 17:15:45,GC_STRESS,4500.307742676874
2025-05-17 17:16:00,GC_STRESS,4575.760673507542
2025-05-17 17:16:15,GC_STRESS,4604.81536453234
2025-05-17 17:16:30,GC_STRESS,4642.6567800894745
2025-05-17 17:16:45,GC_STRESS,4851.323185909884
2025-05-17 17:17:00,GC_STRESS,4830.958241023912
2025-05-17 17:17:15,GC_STRESS,4725.7945632379
2025-05-17 17:17:30,GC_STRESS,4532.41675586491
2025-05-17 17:17:45,GC_STRESS,4338.05118586327
2025-05-17 17:18:00,GC_STRESS,4304.35657226784
2025-05-17 17:18:15,GC_STRESS,4255.470387302328
2025-05-17 17:18:30,GC_STRESS,4242.718014305312
2025-05-17 17:18:45,GC_STRESS,4242.485535752733
2025-05-17 17:19:00,GC_STRESS,4260.669629639972
2025-05-17 17:19:15,GC_STRESS,4256.0865903241975
2025-05-17 17:19:30,GC_STRESS,4233.6372435398
2025-05-17 17:19:45,GC_STRESS,4297.262912555952
2025-05-17 17:20:00,GC_STRESS,4329.516707247395
2025-05-17 17:20:15,GC_STRESS,4273.163891333532
2025-05-17 17:20:30,GC_STRESS,4198.312685306114
2025-05-17 17:20:45,GC_STRESS,3819.864370769883
2025-05-17 17:21:00,GC_STRESS,3738.875901992495
2025-05-17 17:21:15,GC_STRESS,3730.216805582927
2025-05-17 17:21:30,GC_STRESS,3747.532326698397
2025-05-17 17:21:45,GC_STRESS,3665.204998448958
2025-05-17 17:22:00,GC_STRESS,3663.918910976231
2025-05-17 17:22:15,GC_STRESS,3691.310334819932
2025-05-17 17:22:30,GC_STRESS,3700.0017463383806
2025-05-17 17:22:45,GC_STRESS,3848.249330251158
2025-05-17 17:23:00,GC_STRESS,3879.2661846853657
2025-05-17 17:23:15,GC_STRESS,3901.8513902538702
2025-05-17 17:23:30,GC_STRESS,3987.213129328673
2025-05-17 17:23:45,GC_STRESS,4419.565081477089
2025-05-17 17:24:00,GC_STRESS,4545.128768405196
2025-05-17 17:24:15,GC_STRESS,4577.458013603789
2025-05-17 17:24:30,GC_STRESS,4425.310152947711
2025-05-17 17:24:45,GC_STRESS,3839.279101296629
