minutes,io_readbytes_openeuler-home,io_readbytes_openeuler-root,io_readbytes_openeuler-swap,io_readbytes_sda,io_readbytes_source,io_writebytes_openeuler-home,io_writebytes_openeuler-root,io_writebytes_openeuler-swap,io_writebytes_sda,io_writebytes_source
2025-05-17 16:59:45,0,811008,12288.0,0,oom,3362816,2961408,0.0,4964352,oom
2025-05-17 17:00:00,0,811008,,811008,oom,3362816,2961408,,9199616,oom
2025-05-17 17:00:15,0,0,,811008,oom,3362816,4005888,,9199616,oom
2025-05-17 17:00:30,47,0,,811008,oom,817152,3975397,,7478890,oom
2025-05-17 17:00:45,47,0,,811008,oom,817152,4039388,,6672279,oom
2025-05-17 17:01:00,47,0,,0,oom,817152,4181794,,6540895,oom
2025-05-17 17:01:15,47,0,,0,oom,817152,4185774,,5812826,oom
2025-05-17 17:01:30,47,0,,0,oom,1024000,4233086,,5596688,oom
2025-05-17 17:01:45,47,0,,0,oom,1024000,4314796,,5316059,oom
2025-05-17 17:02:00,47,0,,0,oom,1024000,4426447,,5343392,oom
2025-05-17 17:02:15,47,0,,0,oom,984299,4426436,,5751872,oom
2025-05-17 17:02:30,47,0,,0,oom,985303,5259181,,5913688,oom
2025-05-17 17:02:45,47,0,,0,oom,985303,5286390,,6077840,oom
2025-05-17 17:03:00,47,0,,0,oom,929457,5027983,,6114424,oom
2025-05-17 17:03:15,47,0,,0,oom,928378,5027983,,6343931,oom
2025-05-17 17:03:30,47,0,,0,oom,930348,5087089,,6404280,oom
2025-05-17 17:03:45,47,0,,0,oom,930348,5062253,,6244751,oom
2025-05-17 17:04:00,47,0,,0,oom,979568,4940053,,6241201,oom
2025-05-17 17:04:15,47,0,,0,oom,994654,4940053,,6106765,oom
2025-05-17 17:04:30,47,818,,0,oom,1017367,4855053,,5558128,oom
2025-05-17 17:04:45,47,818,,0,oom,1018140,4843469,,5525495,oom
2025-05-17 17:05:00,47,818,,0,oom,1032552,4825456,,5754567,oom
2025-05-17 17:05:15,47,818,,36287,oom,1042071,4828790,,5970610,oom
2025-05-17 17:05:30,47,818,,36287,oom,1039051,4828347,,6020237,oom
2025-05-17 17:05:45,47,818,,36287,oom,1039051,5017123,,5903246,oom
2025-05-17 17:06:00,47,818,,36287,oom,1014691,5016146,,5748000,oom
2025-05-17 17:06:15,47,818,,36287,oom,1004044,4927159,,5551581,oom
2025-05-17 17:06:30,47,818,,36287,oom,998245,4925679,,5535475,oom
2025-05-17 17:06:45,47,818,,36287,oom,995740,4881371,,5643315,oom
2025-05-17 17:07:00,47,818,,633,oom,972130,4848274,,5652678,oom
2025-05-17 17:07:15,47,818,,633,oom,975629,4753571,,5916981,oom
2025-05-17 17:07:30,47,818,,633,oom,1000178,4695276,,5951519,oom
2025-05-17 17:07:45,47,818,,633,oom,999443,4211067,,5733599,oom
2025-05-17 17:08:00,47,818,,633,oom,1082159,4155963,,5628424,oom
2025-05-17 17:08:15,47,818,,633,oom,1109219,4267221,,5213193,oom
2025-05-17 17:08:30,47,818,,633,oom,1083560,4267221,,5142964,oom
2025-05-17 17:08:45,47,818,,633,oom,1078303,4483053,,5031282,oom
2025-05-17 17:09:00,47,818,,633,oom,939523,4470144,,5020470,oom
2025-05-17 17:09:15,47,818,,633,oom,905532,4406244,,4793830,oom
2025-05-17 17:09:30,47,818,,633,oom,921219,4406244,,4803032,oom
2025-05-17 17:09:45,47,818,,633,oom,919208,4141468,,4924456,oom
2025-05-17 17:10:00,47,818,,633,oom,928632,4136464,,4930805,oom
2025-05-17 17:10:15,47,818,,633,oom,926609,4181399,,5392162,oom
2025-05-17 17:10:30,47,818,,633,oom,921274,4181399,,5458242,oom
2025-05-17 17:10:45,47,818,,633,oom,919210,4644370,,5432159,oom
2025-05-17 17:11:00,47,818,,633,oom,915837,4699743,,5432159,oom
2025-05-17 17:11:15,47,818,,633,oom,890532,4616074,,5428782,oom
2025-05-17 17:11:30,47,818,,633,oom,890403,4616074,,5428782,oom
2025-05-17 17:11:45,47,818,,633,oom,896006,4500669,,5425853,oom
2025-05-17 17:12:00,47,818,,633,oom,896221,4460267,,5422707,oom
2025-05-17 17:12:15,47,818,,633,oom,928112,4438217,,5407408,oom
2025-05-17 17:12:30,47,818,,633,oom,912278,4443026,,5368490,oom
2025-05-17 17:12:45,47,818,,633,oom,914812,4678415,,5407636,oom
2025-05-17 17:13:00,47,818,,633,oom,914812,4718632,,5486436,oom
2025-05-17 17:13:15,47,818,,633,oom,904733,4641364,,5488638,oom
2025-05-17 17:13:30,47,818,,633,oom,839312,4628820,,5502256,oom
2025-05-17 17:13:45,47,818,,633,oom,823956,4550014,,5453848,oom
2025-05-17 17:14:00,47,818,,633,oom,818233,4528109,,5479896,oom
2025-05-17 17:14:15,47,818,,633,oom,809418,4436887,,5471791,oom
2025-05-17 17:14:30,47,818,,633,oom,805362,4430662,,5426743,oom
