Time,visits_service,source,Minutes
2025-05-17 18:22:15,0,OOM,0.0
2025-05-17 18:22:30,0,OOM,0.25
2025-05-17 18:22:45,0,OOM,0.5
2025-05-17 18:23:00,0,OOM,0.75
2025-05-17 18:23:15,0,OOM,1.0
2025-05-17 18:23:30,0,OOM,1.25
2025-05-17 18:23:45,0,OOM,1.5
2025-05-17 18:24:00,0,OOM,1.75
2025-05-17 18:24:15,0,OOM,2.0
2025-05-17 18:24:30,0,OOM,2.25
2025-05-17 18:24:45,0,OOM,2.5
2025-05-17 18:25:00,0,OOM,2.75
2025-05-17 18:25:15,0,OOM,3.0
2025-05-17 18:25:30,0,OOM,3.25
2025-05-17 18:25:45,0,OOM,3.5
2025-05-17 18:26:00,0,OOM,3.75
2025-05-17 18:26:15,0,OOM,4.0
2025-05-17 18:26:30,0,OOM,4.25
2025-05-17 18:26:45,0,OOM,4.5
2025-05-17 18:27:00,0,OOM,4.75
2025-05-17 18:50:15,0,OOM,28.0
2025-05-17 18:50:30,0,OOM,28.25
2025-05-17 18:50:45,0,OOM,28.5
2025-05-17 18:51:00,0,OOM,28.75
2025-05-17 18:51:15,0,OOM,29.0
2025-05-17 18:51:30,0,OOM,29.25
2025-05-17 18:51:45,0,OOM,29.5
2025-05-17 18:52:00,0,OOM,29.75
2025-05-17 18:52:15,0,OOM,30.0
2025-05-17 18:52:30,0,OOM,30.25
2025-05-17 18:52:45,0,OOM,30.5
2025-05-17 18:53:00,0,OOM,30.75
2025-05-17 18:53:15,0,OOM,31.0
2025-05-17 18:53:30,0,OOM,31.25
2025-05-17 18:53:45,0,OOM,31.5
2025-05-17 18:54:00,0,OOM,31.75
2025-05-17 18:54:15,0,OOM,32.0
2025-05-17 18:54:30,0,OOM,32.25
2025-05-17 18:54:45,0,OOM,32.5
2025-05-17 18:55:00,0,OOM,32.75
