Time,mem_available
2025-07-15 05:42:45,16076960
2025-07-15 05:43:00,16076960
2025-07-15 05:43:15,16076960
2025-07-15 05:43:30,16076960
2025-07-15 05:43:45,15276800
2025-07-15 05:44:00,15276800
2025-07-15 05:44:15,15276800
2025-07-15 05:44:30,15276800
2025-07-15 05:44:45,14519200
2025-07-15 05:45:00,14519200
2025-07-15 05:45:15,14519200
2025-07-15 05:45:30,14519200
2025-07-15 05:45:45,14244556
2025-07-15 05:46:00,14244556
2025-07-15 05:46:15,14244556
2025-07-15 05:46:30,14244556
2025-07-15 05:46:45,13786604
2025-07-15 05:47:00,13786604
2025-07-15 05:47:15,13786604
2025-07-15 05:47:30,13786604
2025-07-15 05:47:45,13282792
2025-07-15 05:48:00,13282792
2025-07-15 05:48:15,13282792
2025-07-15 05:48:30,13282792
2025-07-15 05:48:45,12927620
2025-07-15 05:49:00,12927620
2025-07-15 05:49:15,12927620
2025-07-15 05:49:30,12927620
2025-07-15 05:49:45,12739256
2025-07-15 05:50:00,12739256
2025-07-15 05:50:15,12739256
2025-07-15 05:50:30,12739256
2025-07-15 05:50:45,12372036
2025-07-15 05:51:00,12372036
2025-07-15 05:51:15,12372036
2025-07-15 05:51:30,12372036
2025-07-15 05:51:45,12339568
2025-07-15 05:52:00,12339568
2025-07-15 05:52:15,12339568
2025-07-15 05:52:30,12339568
2025-07-15 05:52:45,12140804
2025-07-15 05:53:00,12140804
2025-07-15 05:53:15,12140804
2025-07-15 05:53:30,12140804
2025-07-15 05:53:45,11952240
2025-07-15 05:54:00,11952240
2025-07-15 05:54:15,11952240
2025-07-15 05:54:30,11952240
2025-07-15 05:54:45,11950144
2025-07-15 05:55:00,11950144
2025-07-15 05:55:15,11950144
2025-07-15 05:55:30,11950144
2025-07-15 05:55:45,11789584
2025-07-15 05:56:00,11789584
2025-07-15 05:56:15,11789584
2025-07-15 05:56:30,11789584
2025-07-15 05:56:45,11792680
2025-07-15 05:57:00,11792680
