Time,disk sda,source,Minutes
2025-05-17 18:27:00,13.0,MEM_STRESS,87.25
2025-05-17 18:27:15,13.0,MEM_STRESS,87.5
2025-05-17 18:27:30,13.0,MEM_STRESS,87.75
2025-05-17 18:27:45,13.0,MEM_STRESS,88.0
2025-05-17 18:28:00,13.0,MEM_STRESS,88.25
2025-05-17 18:28:15,13.0,MEM_STRESS,88.5
2025-05-17 18:28:30,13.0,MEM_STRESS,88.75
2025-05-17 18:28:45,13.0,MEM_STRESS,89.0
2025-05-17 18:29:00,13.0,MEM_STRESS,89.25
2025-05-17 18:29:15,13.0,MEM_STRESS,89.5
2025-05-17 18:29:30,13.0,MEM_STRESS,89.75
2025-05-17 18:29:45,13.0,MEM_STRESS,90.0
2025-05-17 18:30:00,13.0,MEM_STRESS,90.25
2025-05-17 18:30:15,13.0,MEM_STRESS,90.5
2025-05-17 18:30:30,13.0,MEM_STRESS,90.75
2025-05-17 18:30:45,13.0,MEM_STRESS,91.0
2025-05-17 18:31:00,13.0,MEM_STRESS,91.25
2025-05-17 18:31:15,13.0,MEM_STRESS,91.5
2025-05-17 18:31:30,13.0,MEM_STRESS,91.75
2025-05-17 18:31:45,13.0,MEM_STRESS,92.0
2025-05-17 18:32:00,13.0,MEM_STRESS,92.25
2025-05-17 18:32:15,13.0,MEM_STRESS,92.5
2025-05-17 18:32:30,13.0,MEM_STRESS,92.75
2025-05-17 18:32:45,13.0,MEM_STRESS,93.0
2025-05-17 18:33:00,13.0,MEM_STRESS,93.25
2025-05-17 18:33:15,13.0,MEM_STRESS,93.5
2025-05-17 18:33:30,13.0,MEM_STRESS,93.75
2025-05-17 18:33:45,13.0,MEM_STRESS,94.0
2025-05-17 18:34:00,13.0,MEM_STRESS,94.25
2025-05-17 18:34:15,13.0,MEM_STRESS,94.5
2025-05-17 18:34:30,13.0,MEM_STRESS,94.75
2025-05-17 18:34:45,13.0,MEM_STRESS,95.0
2025-05-17 18:35:00,13.0,MEM_STRESS,95.25
2025-05-17 18:35:15,13.0,MEM_STRESS,95.5
2025-05-17 18:35:30,13.0,MEM_STRESS,95.75
2025-05-17 18:35:45,13.0,MEM_STRESS,96.0
2025-05-17 18:36:00,13.0,MEM_STRESS,96.25
2025-05-17 18:36:15,13.0,MEM_STRESS,96.5
2025-05-17 18:36:30,13.0,MEM_STRESS,96.75
2025-05-17 18:36:45,13.0,MEM_STRESS,97.0
2025-05-17 18:37:00,13.0,MEM_STRESS,97.25
2025-05-17 18:37:15,13.0,MEM_STRESS,97.5
2025-05-17 18:37:30,13.0,MEM_STRESS,97.75
2025-05-17 18:37:45,12.0,MEM_STRESS,98.0
2025-05-17 18:38:00,12.0,MEM_STRESS,98.25
2025-05-17 18:38:15,12.0,MEM_STRESS,98.5
2025-05-17 18:38:30,12.0,MEM_STRESS,98.75
2025-05-17 18:38:45,12.0,MEM_STRESS,99.0
2025-05-17 18:39:00,12.0,MEM_STRESS,99.25
2025-05-17 18:39:15,12.0,MEM_STRESS,99.5
2025-05-17 18:39:30,12.0,MEM_STRESS,99.75
2025-05-17 18:39:45,12.0,MEM_STRESS,100.0
2025-05-17 18:40:00,12.0,MEM_STRESS,100.25
2025-05-17 18:40:15,12.0,MEM_STRESS,100.5
2025-05-17 18:40:30,12.0,MEM_STRESS,100.75
2025-05-17 18:40:45,12.0,MEM_STRESS,101.0
2025-05-17 18:41:00,12.0,MEM_STRESS,101.25
2025-05-17 18:41:15,12.0,MEM_STRESS,101.5
2025-05-17 18:41:30,12.0,MEM_STRESS,101.75
2025-05-17 18:41:45,12.0,MEM_STRESS,102.0
2025-05-17 18:42:00,12.0,MEM_STRESS,102.25
2025-05-17 18:42:15,13.0,MEM_STRESS,102.5
2025-05-17 18:42:30,13.0,MEM_STRESS,102.75
2025-05-17 18:42:45,13.0,MEM_STRESS,103.0
2025-05-17 18:43:00,13.0,MEM_STRESS,103.25
2025-05-17 18:43:15,13.0,MEM_STRESS,103.5
2025-05-17 18:43:30,13.0,MEM_STRESS,103.75
2025-05-17 18:43:45,13.0,MEM_STRESS,104.0
2025-05-17 18:44:00,13.0,MEM_STRESS,104.25
2025-05-17 18:44:15,13.0,MEM_STRESS,104.5
2025-05-17 18:44:30,12.0,MEM_STRESS,104.75
2025-05-17 18:44:45,12.0,MEM_STRESS,105.0
2025-05-17 18:45:00,12.0,MEM_STRESS,105.25
2025-05-17 18:45:15,12.0,MEM_STRESS,105.5
2025-05-17 18:45:30,12.0,MEM_STRESS,105.75
2025-05-17 18:45:45,12.0,MEM_STRESS,106.0
2025-05-17 18:46:00,12.0,MEM_STRESS,106.25
2025-05-17 18:46:15,12.0,MEM_STRESS,106.5
2025-05-17 18:46:30,12.0,MEM_STRESS,106.75
2025-05-17 18:46:45,13.0,MEM_STRESS,107.0
2025-05-17 18:47:00,13.0,MEM_STRESS,107.25
2025-05-17 18:47:15,13.0,MEM_STRESS,107.5
2025-05-17 18:47:30,13.0,MEM_STRESS,107.75
2025-05-17 18:47:45,13.0,MEM_STRESS,108.0
2025-05-17 18:48:00,13.0,MEM_STRESS,108.25
2025-05-17 18:48:15,13.0,MEM_STRESS,108.5
2025-05-17 18:48:30,13.0,MEM_STRESS,108.75
2025-05-17 18:48:45,13.0,MEM_STRESS,109.0
2025-05-17 18:49:00,13.0,MEM_STRESS,109.25
2025-05-17 18:49:15,13.0,MEM_STRESS,109.5
2025-05-17 18:49:30,13.0,MEM_STRESS,109.75
2025-05-17 18:49:45,13.0,MEM_STRESS,110.0
2025-05-17 18:50:00,11.0,MEM_STRESS,110.25
2025-05-17 18:50:15,11.0,MEM_STRESS,110.5
2025-05-17 18:50:30,11.0,MEM_STRESS,110.75
2025-05-17 18:50:45,11.0,MEM_STRESS,111.0
2025-05-17 18:51:00,11.0,MEM_STRESS,111.25
2025-05-17 18:51:15,13.0,MEM_STRESS,111.5
2025-05-17 18:51:30,13.0,MEM_STRESS,111.75
2025-05-17 18:51:45,13.0,MEM_STRESS,112.0
2025-05-17 18:52:00,13.0,MEM_STRESS,112.25
2025-05-17 18:52:15,13.0,MEM_STRESS,112.5
2025-05-17 18:52:30,13.0,MEM_STRESS,112.75
2025-05-17 18:52:45,13.0,MEM_STRESS,113.0
2025-05-17 18:53:00,13.0,MEM_STRESS,113.25
2025-05-17 18:53:15,13.0,MEM_STRESS,113.5
2025-05-17 18:53:30,13.0,MEM_STRESS,113.75
2025-05-17 18:53:45,13.0,MEM_STRESS,114.0
2025-05-17 18:54:00,13.0,MEM_STRESS,114.25
2025-05-17 18:54:15,13.0,MEM_STRESS,114.5
2025-05-17 18:54:30,13.0,MEM_STRESS,114.75
2025-05-17 18:54:45,13.0,MEM_STRESS,115.0
2025-05-17 18:55:00,13.0,MEM_STRESS,115.25
2025-05-17 18:55:15,13.0,MEM_STRESS,115.5
