Time,openeuler-home,openeuler-root,openeuler-swap,sda
2025-07-16 23:28:00,3522560,2514944,4775936
2025-07-16 23:28:15,3522560,3641344,8376320
2025-07-16 23:28:30,4481024,3641344,6057984
2025-07-16 23:28:45,4481024,3641344,6057984
2025-07-16 23:29:00,4481024,3641344,6057984
2025-07-16 23:29:15,4481024,5308416,6057984
2025-07-16 23:29:30,1187840,5308416,6791168
2025-07-16 23:29:45,1187840,5308416,6791168
2025-07-16 23:30:00,1187840,5308416,6791168
2025-07-16 23:30:15,1064960,5115904,6791168
2025-07-16 23:30:30,1064960,5115904,5648384
2025-07-16 23:30:45,1064960,5115904,5648384
2025-07-16 23:31:00,1064960,5115904,5648384
2025-07-16 23:31:15,1064960,5222400,5648384
2025-07-16 23:31:30,1024000,5222400,5918720
2025-07-16 23:31:45,1024000,5222400,5918720
2025-07-16 23:32:00,1024000,5222400,5918720
2025-07-16 23:32:15,1024000,4231168,5918720
2025-07-16 23:32:30,761856,4231168,5648384
2025-07-16 23:32:45,761856,4231168,5648384
2025-07-16 23:33:00,761856,4231168,5648384
2025-07-16 23:33:15,761856,5029888,5648384
2025-07-16 23:33:30,843776,5029888,6197248
2025-07-16 23:33:45,843776,5029888,6197248
2025-07-16 23:34:00,843776,5029888,6197248
2025-07-16 23:34:15,843776,5459968,6197248
2025-07-16 23:34:30,1462272,5459968,6443008
2025-07-16 23:34:45,1462272,5459968,6443008
2025-07-16 23:35:00,1462272,5459968,6443008
2025-07-16 23:35:15,1462272,4808704,6443008
2025-07-16 23:35:30,1044480,4808704,5406720
2025-07-16 23:35:45,1044480,4808704,5406720
2025-07-16 23:36:00,1044480,4808704,5406720
2025-07-16 23:36:15,1044480,4808704,5406720
2025-07-16 23:36:30,1044480,4812800,5406720
2025-07-16 23:36:45,1044480,4812800,5406720
2025-07-16 23:37:00,1044480,4812800,5406720
2025-07-16 23:37:15,1044480,5079040,6098944
2025-07-16 23:37:30,901120,5079040,5623808
2025-07-16 23:37:45,901120,5079040,5623808
2025-07-16 23:38:00,901120,5079040,5623808
2025-07-16 23:38:15,901120,5079040,5623808
2025-07-16 23:38:30,901120,4390912,5623808
2025-07-16 23:38:45,880640,4390912,5586944
2025-07-16 23:39:00,880640,4390912,5586944
2025-07-16 23:39:15,880640,4390912,5586944
2025-07-16 23:39:30,880640,4710400,5586944
2025-07-16 23:39:45,1044480,4710400,5640192
2025-07-16 23:40:00,1044480,4710400,5640192
2025-07-16 23:40:15,1044480,4710400,5640192
2025-07-16 23:40:30,1044480,4161536,5640192
2025-07-16 23:40:45,1044480,4161536,4624384
2025-07-16 23:41:00,1044480,4161536,4624384
2025-07-16 23:41:15,1044480,4161536,4624384
2025-07-16 23:41:30,831488,4038656,4624384
2025-07-16 23:41:45,794624,4038656,4780032
2025-07-16 23:42:00,794624,4038656,4780032
2025-07-16 23:42:15,794624,4038656,4780032
2025-07-16 23:42:30,794624,4100096,4780032
2025-07-16 23:42:45,712704,4100096,4915200
2025-07-16 23:43:00,712704,4100096,4915200
2025-07-16 23:43:15,712704,4100096,4915200
2025-07-16 23:43:30,712704,4722688,4915200
2025-07-16 23:43:45,712704,4722688,5419008
2025-07-16 23:44:00,901120,4722688,5419008
2025-07-16 23:44:15,901120,4722688,5419008
2025-07-16 23:44:30,901120,4198400,5419008
2025-07-16 23:44:45,901120,4198400,4800512
2025-07-16 23:45:00,671744,4198400,4800512
2025-07-16 23:45:15,671744,4198400,4800512
2025-07-16 23:45:30,671744,4198400,4800512
2025-07-16 23:45:45,671744,4116480,4628480
2025-07-16 23:46:00,573440,4116480,4628480
2025-07-16 23:46:15,573440,4116480,4628480
2025-07-16 23:46:30,573440,4116480,4628480
2025-07-16 23:46:45,573440,4173824,4554752
2025-07-16 23:47:00,581632,4173824,4554752
2025-07-16 23:47:15,581632,4173824,4554752
2025-07-16 23:47:30,581632,4173824,4554752
2025-07-16 23:47:45,581632,4132864,4554752
2025-07-16 23:48:00,450560,4132864,4931584
2025-07-16 23:48:15,450560,4132864,4931584
2025-07-16 23:48:30,450560,4132864,4931584
2025-07-16 23:48:45,450560,4063232,4931584
2025-07-16 23:49:00,450560,4063232,4538368
2025-07-16 23:49:15,602112,4063232,4538368
2025-07-16 23:49:30,602112,4063232,4538368
2025-07-16 23:49:45,602112,3809280,4538368
2025-07-16 23:50:00,602112,3809280,4476928
2025-07-16 23:50:15,622592,3809280,4476928
2025-07-16 23:50:30,622592,3809280,4476928
2025-07-16 23:50:45,622592,4411392,4476928
2025-07-16 23:51:00,622592,4411392,5431296
2025-07-16 23:51:15,667648,4411392,5431296
2025-07-16 23:51:30,667648,4411392,5431296
2025-07-16 23:51:45,667648,4304896,5431296
2025-07-16 23:52:00,667648,4304896,5431296
2025-07-16 23:52:15,667648,4304896,5431296
2025-07-16 23:52:30,544768,4304896,5005312
2025-07-16 23:52:45,544768,4476928,5005312
2025-07-16 23:53:00,544768,4476928,4640768
2025-07-16 23:53:15,544768,4476928,4640768
2025-07-16 23:53:30,471040,4476928,4640768
2025-07-16 23:53:45,471040,4055040,4640768
2025-07-16 23:54:00,471040,4055040,4440064
2025-07-16 23:54:15,471040,4055040,4440064
2025-07-16 23:54:30,618496,4055040,4440064
2025-07-16 23:54:45,618496,3670016,4440064
2025-07-16 23:55:00,618496,3670016,4419584
2025-07-16 23:55:15,618496,3670016,4419584
2025-07-16 23:55:30,618496,3670016,4419584
2025-07-16 23:55:45,454656,3670016,4419584
2025-07-16 23:56:00,454656,3555328,4419584
2025-07-16 23:56:15,454656,3555328,3964928
2025-07-16 23:56:30,454656,3555328,3964928
2025-07-16 23:56:45,483328,3555328,3964928
2025-07-16 23:57:00,483328,4075520,3964928
2025-07-16 23:57:15,483328,4075520,4538368
2025-07-16 23:57:30,483328,4075520,4538368
2025-07-16 23:57:45,376832,4075520,4538368
2025-07-16 23:58:00,376832,4341760,4538368
2025-07-16 23:58:15,376832,4341760,21164032
2025-07-16 23:58:30,376832,4341760,21164032
2025-07-16 23:58:45,442368,4341760,21164032
2025-07-16 23:59:00,442368,4341760,21164032
2025-07-16 23:59:15,442368,23212032,7729152
2025-07-16 23:59:30,442368,23212032,7729152
2025-07-16 23:59:45,442368,23212032,7729152
2025-07-17 00:00:00,528384,3784704,7729152
2025-07-17 00:00:15,528384,3784704,4538368
2025-07-17 00:00:30,528384,3784704,4538368
2025-07-17 00:00:45,528384,3784704,4538368
2025-07-17 00:01:00,765952,5767168,4538368
2025-07-17 00:01:15,765952,5767168,5935104
2025-07-17 00:01:30,765952,5767168,5935104
2025-07-17 00:01:45,765952,5767168,5935104
2025-07-17 00:02:00,548864,5767168,5935104
2025-07-17 00:02:15,548864,3825664,5935104
2025-07-17 00:02:30,548864,3825664,5935104
2025-07-17 00:02:45,548864,3825664,5935104
2025-07-17 00:03:00,479232,3825664,4386816
