minutes,iowait_cpu 0,iowait_cpu 1,iowait_cpu 2,iowait_cpu 3,iowait_cpu 4,iowait_cpu 5,iowait_cpu 6,iowait_cpu 7,iowait_cpu 8,iowait_cpu 9,iowait_source,iowait_Minutes,irq_cpu 0,irq_cpu 1,irq_cpu 2,irq_cpu 3,irq_cpu 4,irq_cpu 5,irq_cpu 6,irq_cpu 7,irq_cpu 8,irq_cpu 9,irq_source,irq_Minutes,system_cpu 0,system_cpu 1,system_cpu 2,system_cpu 3,system_cpu 4,system_cpu 5,system_cpu 6,system_cpu 7,system_cpu 8,system_cpu 9,system_source,system_Minutes,user_cpu 0,user_cpu 1,user_cpu 2,user_cpu 3,user_cpu 4,user_cpu 5,user_cpu 6,user_cpu 7,user_cpu 8,user_cpu 9,user_source,user_Minutes,utilization_cpu 0,utilization_cpu 1,utilization_cpu 2,utilization_cpu 3,utilization_cpu 4,utilization_cpu 5,utilization_cpu 6,utilization_cpu 7,utilization_cpu 8,utilization_cpu 9,utilization_source,utilization_Minutes
14.25,50,20,39,4,10,3,7,12,0,0,IO,14.25,1151,1563,1474,491,500,482,499,466,0,0,IO,14.25,1136,1280,1369,1524,1576,1482,1392,1378,0,0,IO,14.25,8165,9870,10553,35549,34976,34439,35335,33265,0,0,IO,14.25,40.96826581196585,42.63404839257072,43.74454321373069,63.46611813359029,63.03621905763904,61.93013637009309,62.10414143886384,59.77303801856511,0,0,IO,14.25
14.5,19,37,20,2,10,3,7,8,0,0,IO,14.5,1217,1572,1493,458,482,475,503,445,0,0,IO,14.5,1218,1333,1396,1439,1618,1411,1494,1376,0,0,IO,14.5,8767,10276,10399,34813,34354,34506,35744,33575,0,0,IO,14.5,42.912663576797925,44.25821962813211,44.808575955988445,61.93100270085182,62.22865767066053,61.95481140766072,63.94388193845208,59.88083774996231,0,0,IO,14.5
14.75,21,38,18,4,10,2,8,9,0,0,IO,14.75,1225,1606,1521,458,474,466,499,445,0,0,IO,14.75,1224,1329,1399,1420,1614,1419,1492,1352,0,0,IO,14.75,8705,10293,10504,34271,33681,33914,34471,32981,0,0,IO,14.75,42.79189274346458,45.17533279689493,44.80983825757575,61.63588593287994,61.029854394769735,61.35120366598595,63.09799338126364,58.83890103257456,0,0,IO,14.75
15.0,18,37,16,4,10,1,8,9,0,0,IO,15.0,1222,1599,1527,457,474,465,497,444,0,0,IO,15.0,1217,1327,1391,1403,1603,1396,1489,1344,0,0,IO,15.0,8717,10330,10646,34067,33437,33865,34251,32937,0,0,IO,15.0,42.80015235884919,45.43958911557625,44.889406511544,61.31634678050372,60.631628936894266,61.38726199931929,62.47383609447148,58.78650103257455,0,0,IO,15.0
15.25,17,37,15,5,10,1,8,9,0,0,IO,15.25,1232,1606,1554,456,469,462,489,440,0,0,IO,15.25,1174,1321,1366,1357,1524,1386,1453,1325,0,0,IO,15.25,8726,10561,11000,32438,32412,33278,32915,32781,0,0,IO,15.25,42.618256904303735,45.5583290823522,45.23070654761904,60.67331931336302,58.97845408119442,60.35818678492559,61.93767521801564,57.78589166139018,0,0,IO,15.25
15.5,13,37,12,18,10,1,6,8,0,0,IO,15.5,1252,1741,1618,425,409,410,436,428,0,0,IO,15.5,994,1215,1153,1263,1254,1261,1212,1303,0,0,IO,15.5,8609,10727,11555,29431,29371,29908,28629,28809,0,0,IO,15.5,42.45262614432298,45.71658608866535,46.20911269841269,53.8665431703837,52.64883121037312,52.65333520328777,52.29708721915127,50.52725160425385,0,0,IO,15.5
15.75,13,37,6,18,10,2,6,8,0,0,IO,15.75,1252,1706,1633,420,409,408,429,425,0,0,IO,15.75,970,1209,1138,1242,1239,1253,1157,1286,0,0,IO,15.75,8572,10829,11418,29447,29190,29789,28558,28577,0,0,IO,15.75,42.47593412420442,45.56784635034913,45.749782380541255,53.69591009294229,52.433166924658856,52.63387828520585,51.887503903855446,50.09337148821894,0,0,IO,15.75
16.0,13,37,6,17,10,2,6,8,0,0,IO,16.0,1252,1712,1636,416,408,411,426,426,0,0,IO,16.0,976,1211,1108,1236,1230,1256,1156,1287,0,0,IO,16.0,8577,10777,11434,29500,29307,30048,28727,28788,0,0,IO,16.0,42.44791291208321,45.55738401268678,45.70821095196983,54.12064260487877,52.53492644846838,53.295917022812326,52.40240347307709,50.21396262033244,0,0,IO,16.0
16.25,14,33,5,16,10,2,6,8,0,0,IO,16.25,1249,1709,1636,420,413,412,426,434,0,0,IO,16.25,983,1211,1130,1240,1231,1261,1150,1288,0,0,IO,16.25,8559,10732,11411,30343,29866,30269,29219,29137,0,0,IO,16.25,42.249812912083215,45.37065050933983,45.61250924181208,54.60309934321609,53.2725855754525,53.4021429798618,53.04320985835849,51.157823029876525,0,0,IO,16.25
16.5,12,27,8,14,10,3,5,8,0,0,IO,16.5,1232,1702,1607,434,447,426,438,466,0,0,IO,16.5,997,1205,1198,1332,1246,1314,1168,1301,0,0,IO,16.5,8535,10751,11325,32612,32127,32180,31888,30343,0,0,IO,16.5,41.601959867583446,45.336916188810655,45.66290300194083,57.0800951399343,57.16645105164296,55.4058694000444,55.41407258076892,55.09782410634849,0,0,IO,16.5
16.75,16,20,11,10,17,17,5,13,0,0,IO,16.75,1148,1679,1582,498,508,482,500,516,0,0,IO,16.75,1129,1196,1336,1464,1352,1464,1267,1311,0,0,IO,16.75,8197,10951,11179,36088,35571,36286,35352,35384,0,0,IO,16.75,40.4327006493507,45.49847497231244,45.657337706125546,64.49113306914596,63.99374783453842,64.900692523612,62.52866400247955,62.89959681960754,0,0,IO,16.75
17.0,16,19,11,8,17,17,5,13,0,0,IO,17.0,1150,1687,1582,499,507,482,500,522,0,0,IO,17.0,1132,1192,1334,1459,1355,1472,1264,1311,0,0,IO,17.0,8204,10977,11227,36222,35771,36309,35218,35558,0,0,IO,17.0,40.26867842712848,45.43976184099931,45.693049610887456,64.63011578942867,64.1195395012051,65.00276064176835,62.44438555445699,63.05166745452817,0,0,IO,17.0
17.25,16,19,11,8,16,17,5,13,0,0,IO,17.25,1163,1691,1571,497,503,484,500,516,0,0,IO,17.25,1130,1196,1334,1440,1364,1472,1271,1310,0,0,IO,17.25,8167,11033,11216,36216,35959,36427,35363,35579,0,0,IO,17.25,40.94947842712846,45.5560118409993,45.74747329509796,64.64499078942868,64.31787546611737,64.9533782654845,62.364367697314144,63.24270749781821,0,0,IO,17.25
17.5,16,17,12,6,16,16,5,13,0,0,IO,17.5,1178,1701,1552,492,486,488,501,502,0,0,IO,17.5,1125,1201,1320,1413,1368,1457,1288,1309,0,0,IO,17.5,8269,11474,11249,36392,36090,36336,35458,35651,0,0,IO,17.5,42.60494487734487,45.87619830225045,45.95587028757915,64.77329595648385,64.58335260286951,65.258055768537,62.07321692447587,63.48914946123114,0,0,IO,17.5
17.75,12,12,26,1,2,16,12,7,0,0,IO,17.75,1321,1907,1517,474,471,509,500,486,0,0,IO,17.75,1111,1273,1292,1353,1398,1421,1294,1298,0,0,IO,17.75,8704,12394,11232,36371,36325,35866,35583,35772,0,0,IO,17.75,44.02671501174197,50.0609808277925,46.11200452321068,65.10939141100492,64.76852561874256,64.70298894087544,62.08429859291636,63.76267593164574,0,0,IO,17.75
18.0,12,9,29,1,2,17,12,7,0,0,IO,18.0,1317,1899,1512,469,466,500,496,478,0,0,IO,18.0,1103,1268,1289,1346,1421,1402,1310,1291,0,0,IO,18.0,8708,12430,11211,35569,36081,35269,34705,35354,0,0,IO,18.0,43.94749555004425,50.05396175345368,45.98915452321069,64.15473580670731,64.1284434758854,63.36898128538129,61.08364233017972,62.25065261963432,0,0,IO,18.0
18.25,12,8,30,2,3,16,13,7,0,0,IO,18.25,1306,1891,1512,466,464,496,495,471,0,0,IO,18.25,1092,1262,1294,1338,1420,1387,1309,1280,0,0,IO,18.25,8695,12429,11167,35247,35974,34696,34354,34995,0,0,IO,18.25,43.655115805519785,49.79819368173781,45.8726414279726,63.16240411269628,64.27937680921873,62.66407354622503,60.85010405179144,61.37076191405279,0,0,IO,18.25
18.5,13,6,33,9,3,15,13,7,0,0,IO,18.5,1300,1852,1515,462,461,477,490,453,0,0,IO,18.5,1059,1234,1241,1304,1371,1340,1287,1250,0,0,IO,18.5,8700,12146,11108,33394,34348,33506,33094,34527,0,0,IO,18.5,42.91221522110422,49.092216528733154,45.321890481696656,61.90952372232641,60.58918398815094,60.77771272338774,59.41047250776354,60.1659341146897,0,0,IO,18.5
18.75,33,1,40,18,10,10,8,8,0,0,IO,18.75,1246,1694,1537,434,437,431,443,415,0,0,IO,18.75,966,1071,1091,1257,1228,1170,1204,1167,0,0,IO,18.75,8574,11546,10929,30378,31805,30066,29920,30768,0,0,IO,18.75,42.3667777952481,45.46331748344194,44.84587447020503,54.94496563001476,56.65561097227793,54.58397603167582,53.26590513865008,53.66769068556924,0,0,IO,18.75
19.0,34,1,44,18,10,10,8,8,0,0,IO,19.0,1250,1677,1593,436,439,437,443,414,0,0,IO,19.0,969,1051,1092,1241,1231,1166,1209,1168,0,0,IO,19.0,8581,11509,11008,30532,31789,29983,29988,30408,0,0,IO,19.0,42.400347167542456,45.502183659912525,44.99752367655423,55.06877906174586,57.17740819450014,53.89077473297451,53.67903433584177,53.65999045149484,0,0,IO,19.0
19.25,33,1,45,18,10,10,8,8,0,0,IO,19.25,1250,1665,1612,435,438,436,444,417,0,0,IO,19.25,971,1051,1096,1251,1243,1169,1209,1169,0,0,IO,19.25,8589,11403,11225,30460,31831,30311,30129,30554,0,0,IO,19.25,42.5449640255755,45.51203248344194,45.41898910098487,55.11503300215493,57.04847962307159,54.93661369401349,53.820806044688496,53.65988402975499,0,0,IO,19.25
19.5,28,4,45,14,10,10,8,8,0,0,IO,19.5,1280,1651,1617,435,443,438,449,426,0,0,IO,19.5,979,1052,1106,1223,1255,1170,1219,1179,0,0,IO,19.5,8601,11221,11665,31030,32236,30774,31180,30991,0,0,IO,19.5,43.37021127563723,45.33051012278316,46.29039137721756,55.4803590134974,57.79181375005569,55.39924879502357,54.60832488434558,55.89469741098557,0,0,IO,19.5
19.75,9,1,35,9,2,4,8,8,0,0,IO,19.75,1438,1526,1750,435,468,445,474,444,0,0,IO,19.75,1047,1042,1163,1187,1425,1227,1390,1264,0,0,IO,19.75,8753,10759,12769,31854,33212,32801,33416,34561,0,0,IO,19.75,43.990286545931866,45.13824942490262,48.96146249877142,57.36496927491172,59.93401227097922,58.70831272119322,59.73082872315766,61.47282643426233,0,0,IO,19.75
20.0,9,2,47,9,1,3,8,8,0,0,IO,20.0,1479,1527,1765,440,470,446,475,455,0,0,IO,20.0,1044,1041,1161,1207,1432,1227,1389,1271,0,0,IO,20.0,9136,10762,12857,32513,33438,33140,33487,34642,0,0,IO,20.0,44.74074515776617,45.13824942490262,49.5581341374269,57.95883525380388,60.03384236007616,59.13460814325088,60.17424783182676,62.1343975805153,0,0,IO,20.0
20.25,10,1,47,9,1,3,7,8,0,0,IO,20.25,1495,1547,1766,439,470,449,475,455,0,0,IO,20.25,1040,1039,1161,1208,1430,1219,1386,1274,0,0,IO,20.25,9150,10833,12825,32696,33614,33231,33585,34804,0,0,IO,20.25,45.396495157766175,45.30757441181726,49.59011231203006,58.00059049814288,60.3326502965841,59.3582808677486,60.12035189704258,62.20520352768706,0,0,IO,20.25
20.5,19,5,66,5,1,4,7,8,0,0,IO,20.5,1517,1610,1768,442,471,453,474,471,0,0,IO,20.5,1039,1044,1171,1266,1422,1223,1378,1292,0,0,IO,20.5,9222,11067,12685,33697,33822,33421,33978,34882,0,0,IO,20.5,47.29916182443283,46.22067690673992,49.7121257735685,58.3386991429297,60.84995517753648,59.621049449624415,60.58804383761834,62.51757164159929,0,0,IO,20.5
20.75,84,9,123,2,1,3,8,8,0,0,IO,20.75,1657,1861,1773,486,496,512,468,510,0,0,IO,20.75,1078,1117,1178,1460,1408,1233,1306,1326,0,0,IO,20.75,10452,11928,12570,36541,34243,35313,34766,36236,0,0,IO,20.75,49.78248695945772,50.11221119385666,50.93698132308509,64.83259776987265,61.32857217672937,63.52216472902097,61.760557551143535,64.86149825438515,0,0,IO,20.75
21.0,80,9,127,2,1,2,7,8,0,0,IO,21.0,1660,1854,1779,486,496,511,467,513,0,0,IO,21.0,1079,1124,1179,1463,1372,1243,1295,1328,0,0,IO,21.0,10483,11912,12626,36545,34299,35252,34798,36189,0,0,IO,21.0,49.78069756551832,50.27777080147614,50.8855222478608,65.09487083001812,61.70432656505256,63.53340650391274,61.82210690935235,64.89504508701133,0,0,IO,21.0
21.25,80,9,122,3,1,2,7,8,0,0,IO,21.25,1656,1851,1770,483,498,507,466,508,0,0,IO,21.25,1078,1134,1181,1446,1366,1236,1292,1323,0,0,IO,21.25,10484,11974,12581,36428,34300,35241,34906,36216,0,0,IO,21.25,49.815474248605376,50.30269925762144,51.13573302480314,65.00988034427147,61.75969442219542,63.405800847024814,61.902838324555525,64.81794293995483,0,0,IO,21.25
21.5,48,6,83,10,2,2,7,8,0,0,IO,21.5,1643,1846,1776,479,496,502,465,496,0,0,IO,21.5,1075,1135,1181,1385,1338,1239,1291,1321,0,0,IO,21.5,10407,12113,12419,35936,34599,35159,35099,36090,0,0,IO,21.5,49.44333139146258,50.21282881057622,50.82806329314593,64.74474987102954,61.92436336158935,63.13598670704294,62.09648792773009,64.81556799320822,0,0,IO,21.5
21.75,6,2,39,18,2,2,11,8,0,0,IO,21.75,1443,1850,1767,450,472,477,463,474,0,0,IO,21.75,1050,1201,1188,1277,1289,1350,1288,1331,0,0,IO,21.75,10092,12415,12330,34898,34618,34986,34963,35700,0,0,IO,21.75,48.79486983567383,50.8018342429086,50.59200844188492,62.9124591856638,61.53231153435404,62.9579874277896,61.27273538739856,64.77300205019634,0,0,IO,21.75
22.0,3,2,37,18,4,2,11,8,0,0,IO,22.0,1476,1806,1752,450,469,478,457,463,0,0,IO,22.0,1023,1198,1163,1267,1283,1333,1286,1317,0,0,IO,22.0,9960,12319,12225,34335,33775,34389,33306,35397,0,0,IO,22.0,48.152665425755096,50.36093789253052,49.61047869399528,62.0990776382348,61.01911133193901,61.32080653148021,60.75915020068982,63.95625251662009,0,0,IO,22.0
22.25,3,8,35,18,6,2,12,8,0,0,IO,22.25,1478,1759,1746,449,467,475,456,452,0,0,IO,22.25,979,1170,1132,1212,1244,1314,1283,1303,0,0,IO,22.25,9886,12043,12234,33538,33535,34072,32237,34974,0,0,IO,22.25,46.82417544317663,49.987150805494736,49.08639337653498,61.31928176481005,60.60730577638346,60.60640797725665,60.27609163148124,63.67006734795288,0,0,IO,22.25
22.5,3,19,31,14,23,8,12,7,0,0,IO,22.5,1574,1485,1667,404,440,420,425,406,0,0,IO,22.5,878,947,1018,1114,1135,1134,1222,1194,0,0,IO,22.5,9309,11437,12244,31971,32139,32192,29303,31624,0,0,IO,22.5,45.28154374758029,46.23843297390112,47.57320487228676,57.36741008126669,57.77536054492747,57.621979876884815,53.9330698376108,57.61074610462606,0,0,IO,22.5
22.75,3,19,31,17,23,8,12,7,0,0,IO,22.75,1564,1485,1660,401,439,421,423,404,0,0,IO,22.75,877,946,1020,1093,1116,1129,1220,1194,0,0,IO,22.75,9312,11438,12244,31858,31928,32157,29345,31436,0,0,IO,22.75,45.32254374758028,46.2850484640972,47.582186075294274,57.56305675076428,57.82420221159414,57.61656440069435,53.7974017085018,57.26381197949689,0,0,IO,22.75
23.0,3,17,31,16,20,8,12,7,0,0,IO,23.0,1579,1490,1659,401,438,421,420,406,0,0,IO,23.0,886,949,1006,1069,1112,1126,1232,1194,0,0,IO,23.0,9285,11532,12085,31794,31687,32155,29530,31353,0,0,IO,23.0,44.94742230883385,46.43033586848836,47.30892417053234,57.71039065290058,57.20074516031208,57.36513872428742,54.02992004865835,56.981212491612766,0,0,IO,23.0
23.25,29,10,32,9,13,7,12,7,0,0,IO,23.25,1555,1531,1652,400,434,424,421,415,0,0,IO,23.25,885,954,1007,1036,1106,1128,1229,1215,0,0,IO,23.25,9179,11577,11845,31229,30518,31806,29982,31304,0,0,IO,23.25,42.97228195795671,46.168640059721945,46.302972761449055,57.54470994814922,55.35336170487864,57.334793414042096,54.212549166762486,56.50750841548048,0,0,IO,23.25
23.5,66,0,22,2,0,2,10,8,0,0,IO,23.5,1300,1608,1581,390,402,434,428,427,0,0,IO,23.5,909,979,999,940,1040,1138,1125,1215,0,0,IO,23.5,8388,11700,11584,29629,28849,29876,30568,30347,0,0,IO,23.5,41.73200000000006,45.99798383455446,45.40841706976595,54.33352619497512,51.680560972277846,53.04713026443135,54.481137701883625,54.12530491110822,0,0,IO,23.5
23.75,66,0,21,2,0,2,10,8,0,0,IO,23.75,1282,1598,1572,388,405,432,426,427,0,0,IO,23.75,898,966,991,912,1021,1132,1112,1193,0,0,IO,23.75,8322,11679,11626,30147,28876,29967,30374,30603,0,0,IO,23.75,41.68974583333339,45.43621045209203,45.08737368976575,54.72673974673317,51.29665740084928,52.86801617296725,54.20248099394215,54.032966781737926,0,0,IO,23.75
24.0,59,3,16,3,0,2,10,8,0,0,IO,24.0,1293,1603,1586,388,394,427,425,424,0,0,IO,24.0,880,957,992,958,1025,1128,1106,1192,0,0,IO,24.0,8332,11584,11824,30352,29044,30033,30089,30524,0,0,IO,24.0,41.74726964285719,45.43932156320313,45.4476661673365,55.03980414651582,51.95609232148422,52.8182264806703,53.97811786687312,54.25625701617796,0,0,IO,24.0
24.25,55,3,14,6,0,2,10,8,0,0,IO,24.25,1300,1597,1618,393,398,426,422,426,0,0,IO,24.25,877,956,1008,1064,1035,1108,1090,1186,0,0,IO,24.25,8327,11379,12200,30791,29962,29726,30103,30358,0,0,IO,24.25,42.070874404761874,45.29862667369814,46.720904659400006,55.30142974379791,53.93546023038694,52.80433950976558,53.99693339856364,54.51189308573821,0,0,IO,24.25
24.5,40,9,20,16,0,23,8,7,0,0,IO,24.5,1303,1580,1793,435,410,401,397,423,0,0,IO,24.5,835,979,1072,1276,1103,1073,1026,1160,0,0,IO,24.5,8610,10870,13212,31952,31855,29577,29941,31401,0,0,IO,24.5,42.44645066543814,45.05636291915799,48.11067640770083,57.43451674049899,56.81711371024041,52.939799153624136,53.82420705405705,55.75677446118663,0,0,IO,24.5
24.75,39,10,18,16,0,25,7,7,0,0,IO,24.75,1293,1522,1795,434,412,400,399,415,0,0,IO,24.75,837,973,1066,1284,1102,1081,1027,1174,0,0,IO,24.75,8704,10653,13196,31662,31617,29793,30468,31333,0,0,IO,24.75,42.362273989680105,43.768485077920886,47.89067645345885,57.08281941426886,56.12624868235895,53.08742232506055,54.72375574226263,55.74880618484595,0,0,IO,24.75
25.0,40,10,16,16,1,25,7,7,0,0,IO,25.0,1295,1533,1781,433,411,400,400,415,0,0,IO,25.0,839,971,1064,1285,1103,1096,1030,1174,0,0,IO,25.0,8752,10699,13043,31703,31591,29734,30522,31270,0,0,IO,25.0,42.53149397525009,43.797669277055086,47.72119312012553,56.9898555933348,55.92893796807324,53.10911417210239,54.75207089377777,55.82251952665665,0,0,IO,25.0
25.25,37,23,15,15,2,23,7,7,0,0,IO,25.25,1305,1495,1741,432,412,403,400,409,0,0,IO,25.25,846,967,1058,1281,1104,1127,1049,1174,0,0,IO,25.25,8938,10537,12445,32032,31253,29901,30910,31155,0,0,IO,25.25,43.34368100789775,43.50868828505947,46.68151186804428,57.06011610762062,55.655154955252726,53.24952138710962,55.02293835409524,55.826911666284616,0,0,IO,25.25
25.5,12,43,5,2,3,12,13,8,0,0,IO,25.5,1322,1415,1493,434,432,450,446,399,0,0,IO,25.5,932,910,1001,1269,1173,1364,1218,1155,0,0,IO,25.5,9834,10441,11140,32423,30208,30377,31841,29944,0,0,IO,25.5,44.230655016547935,42.50484820263956,43.395180692254606,57.64469602472035,54.41357196128891,54.98434542793805,56.78751899396193,53.86068680647323,0,0,IO,25.5
25.75,12,44,4,0,4,12,14,8,0,0,IO,25.75,1318,1417,1474,436,432,446,446,399,0,0,IO,25.75,933,906,1001,1268,1172,1365,1218,1152,0,0,IO,25.75,9857,10534,10887,32394,30169,30241,31814,29875,0,0,IO,25.75,44.005307063044505,42.77239475097783,42.997224312523215,57.82983697236194,54.15339169123214,54.62230518598604,56.61016207091422,53.30148387725463,0,0,IO,25.75
26.0,12,43,4,0,4,12,14,8,0,0,IO,26.0,1313,1455,1477,434,431,446,445,399,0,0,IO,26.0,935,913,1003,1246,1168,1367,1220,1162,0,0,IO,26.0,9891,10694,10863,32233,30153,30236,31823,29890,0,0,IO,26.0,44.0557157881809,42.9285983852091,43.03521955061846,57.85230144460005,54.097138516628966,54.62772582090666,56.67144976932692,53.27421735911275,0,0,IO,26.0
26.25,12,36,12,0,5,16,14,8,0,0,IO,26.25,1304,1540,1482,431,429,441,444,398,0,0,IO,26.25,939,926,1005,1202,1156,1349,1230,1154,0,0,IO,26.25,9878,11014,10962,31807,29871,30176,31884,29916,0,0,IO,26.25,43.884112112324544,43.827537295333485,43.629095557944495,57.72290676190978,53.62945161186706,54.45076307531892,56.71573264200979,53.28445125299663,0,0,IO,26.25
26.5,10,31,39,0,16,42,10,13,0,0,IO,26.5,1201,1691,1538,391,421,388,448,395,0,0,IO,26.5,946,1069,968,1126,1100,1127,1329,1180,0,0,IO,26.5,9163,11828,11238,31067,29533,29434,32042,30261,0,0,IO,26.5,43.53254303861566,45.95188301300882,44.52838269575879,55.76812021888224,52.95621923346116,52.48285796214432,56.900505496348416,54.17834234878139,0,0,IO,26.5
26.75,11,28,41,0,16,45,10,13,0,0,IO,26.75,1206,1690,1548,391,421,381,444,394,0,0,IO,26.75,948,1073,967,1132,1106,1124,1339,1179,0,0,IO,26.75,9013,11829,11372,31025,29613,29431,31805,30330,0,0,IO,26.75,43.43548742398997,45.95721144773199,44.62500214020324,55.86560815477768,53.25995204370646,52.32360011271405,56.75125424644595,54.33828540668769,0,0,IO,26.75
27.0,13,28,39,1,15,43,10,13,0,0,IO,27.0,1198,1701,1554,391,422,380,444,394,0,0,IO,27.0,947,1072,969,1138,1106,1114,1347,1184,0,0,IO,27.0,9016,11807,11489,30876,29631,29442,31740,30545,0,0,IO,27.0,43.23698357783613,45.91636581803274,44.95870809258418,55.61353999238451,53.27750622841065,52.3354572555712,56.70223194485864,54.51735312535028,0,0,IO,27.0
27.25,17,20,38,4,16,30,10,13,0,0,IO,27.25,1182,1701,1661,392,424,381,445,403,0,0,IO,27.25,943,1068,981,1143,1107,1102,1336,1186,0,0,IO,27.25,8960,11756,11861,30831,30218,29452,31129,30660,0,0,IO,27.25,42.12361003463096,45.968880997237065,46.92854261571762,55.59418449787904,54.42391800829744,52.45195170001564,56.08131826124691,54.8029968330169,0,0,IO,27.25
27.5,74,12,22,11,11,12,16,8,0,0,IO,27.5,1091,1699,1878,391,440,380,421,420,0,0,IO,27.5,871,1034,1038,1166,1143,1073,1194,1245,0,0,IO,27.5,8057,11509,13193,30765,30979,29600,29448,31578,0,0,IO,27.5,41.15012219564059,45.88036869903592,48.70715957494207,55.48472724996637,55.193353201213405,52.74280760960315,53.1476189670444,56.1553348410982,0,0,IO,27.5
27.75,76,12,22,10,10,11,15,8,0,0,IO,27.75,1111,1706,1876,386,444,381,422,419,0,0,IO,27.75,875,1032,1041,1160,1155,1079,1185,1258,0,0,IO,27.75,8054,11553,13199,30753,31033,29615,29325,31586,0,0,IO,27.75,41.16328886230725,46.112937144867566,48.736166717799215,55.38260501682398,55.32003335994357,52.69433596458151,53.00326240138784,56.20001414834066,0,0,IO,27.75
28.0,72,13,23,10,10,11,15,8,0,0,IO,28.0,1149,1703,1867,384,444,379,421,418,0,0,IO,28.0,874,1036,1040,1164,1156,1079,1182,1246,0,0,IO,28.0,8154,11562,13064,30679,30975,29541,29365,31649,0,0,IO,28.0,41.49321425913266,45.90782201140021,48.07546396699704,55.31615012723925,55.21760796311817,52.90008627432923,53.20126715920312,56.31076914450413,0,0,IO,28.0
28.25,59,19,25,10,10,11,15,8,0,0,IO,28.25,1169,1700,1830,386,443,378,419,419,0,0,IO,28.25,877,1042,1040,1168,1155,1081,1179,1248,0,0,IO,28.25,8307,11512,12601,30647,30799,29541,29187,31829,0,0,IO,28.25,42.68834005278348,45.9683104203957,47.32439968128278,55.43715521243183,55.08330796311818,53.01064350737395,53.047124432307456,56.34452876733632,0,0,IO,28.25
28.5,41,28,46,9,17,11,10,15,0,0,IO,28.5,1295,1772,1632,386,434,383,405,418,0,0,IO,28.5,917,1119,1011,1174,1146,1117,1099,1212,0,0,IO,28.5,8853,11511,11786,30855,30396,29523,28921,31830,0,0,IO,28.5,43.882146333986086,46.22417474721938,45.98058293037528,55.61341407443216,54.46815432837573,52.9676686250925,52.25463953657452,56.352739574477646,0,0,IO,28.5
28.75,42,30,46,10,18,11,9,16,0,0,IO,28.75,1307,1727,1633,385,430,382,402,420,0,0,IO,28.75,917,1141,1011,1172,1145,1138,1094,1221,0,0,IO,28.75,8942,11493,11919,30957,30404,30180,28845,31639,0,0,IO,28.75,43.9404675461073,46.58740491360296,45.91351917370766,55.69537760004712,54.46440432837573,53.62425838148307,51.901196665556654,56.566610741854845,0,0,IO,28.75
29.0,41,30,46,9,18,11,9,16,0,0,IO,29.0,1310,1734,1637,385,431,386,402,417,0,0,IO,29.0,917,1138,1011,1174,1145,1145,1093,1224,0,0,IO,29.0,8907,11492,11955,31026,30299,29887,28883,31592,0,0,IO,29.0,43.9344675461073,46.610738246936286,45.96565964989814,55.75686367508319,54.33863637965777,53.64385838148307,51.9434942124542,56.63393846716976,0,0,IO,29.0
29.25,41,30,46,9,18,12,9,17,0,0,IO,29.25,1308,1729,1647,385,431,387,402,418,0,0,IO,29.25,919,1138,1011,1181,1144,1151,1091,1219,0,0,IO,29.25,8910,11515,11980,31048,30281,30077,28950,31736,0,0,IO,29.25,43.94346754610729,46.6382882469363,46.03441917370765,55.769363675083184,54.13811693521332,53.85421177253647,52.40032345543345,56.61569727465859,0,0,IO,29.25
29.5,42,30,46,8,18,14,9,17,0,0,IO,29.5,1288,1733,1652,385,430,392,403,409,0,0,IO,29.5,914,1133,1015,1191,1138,1167,1095,1192,0,0,IO,29.5,8971,11592,12056,31285,30098,30538,29879,31719,0,0,IO,29.5,44.203689214862514,46.690529700225824,46.363858917297385,55.90238847174042,53.92329879795843,54.21964784757255,53.045402875080825,56.50590660284965,0,0,IO,29.5
29.75,32,30,25,7,11,24,9,10,0,0,IO,29.75,1266,1710,1736,417,414,429,415,397,0,0,IO,29.75,919,1115,1125,1312,1123,1384,1210,1138,0,0,IO,29.75,9066,11623,12266,32338,29969,31910,30823,31784,0,0,IO,29.75,44.39394035501235,46.68124165863743,46.936852748610725,57.5862053737982,53.68692590728701,57.98308608331633,55.15062212555255,56.16462153508383,0,0,IO,29.75
30.0,45,25,35,20,20,30,15,15,0,0,IO,30.0,1262,1711,1726,420,412,430,415,397,0,0,IO,30.0,921,1118,1132,1310,1129,1401,1216,1165,0,0,IO,30.0,9121,11637,12229,32367,29975,31952,31090,31902,0,0,IO,30.0,44.49431348013283,46.7275083253041,46.86376703432501,57.68768222565005,53.63936540945152,57.7456819596622,55.502098352103786,56.17958582079811,0,0,IO,30.0
30.25,45,25,35,20,20,30,15,15,0,0,IO,30.25,1261,1738,1715,421,412,428,416,399,0,0,IO,30.25,933,1137,1148,1333,1133,1412,1239,1230,0,0,IO,30.25,9137,11614,12133,32369,30192,31866,31223,31881,0,0,IO,30.25,44.385880229396655,46.86683650823226,46.88354694885493,57.67692563520889,53.941723742784845,57.56767512483036,55.668170055400495,56.17958582079811,0,0,IO,30.25
