minutes,cpu_cpu 0,cpu_cpu 1,cpu_cpu 2,cpu_cpu 3,cpu_cpu 4,cpu_cpu 5,cpu_cpu 6,cpu_cpu 7,cpu_cpu 8,cpu_cpu 9,cpu_source,cpu_Minutes,cpu_cpu 0,cpu_cpu 1,cpu_cpu 2,cpu_cpu 3,cpu_cpu 4,cpu_cpu 5,cpu_cpu 6,cpu_cpu 7,cpu_cpu 8,cpu_cpu 9,cpu_source,cpu_Minutes,cpu_cpu 0,cpu_cpu 1,cpu_cpu 2,cpu_cpu 3,cpu_cpu 4,cpu_cpu 5,cpu_cpu 6,cpu_cpu 7,cpu_cpu 8,cpu_cpu 9,cpu_source,cpu_Minutes,cpu_cpu 0,cpu_cpu 1,cpu_cpu 2,cpu_cpu 3,cpu_cpu 4,cpu_cpu 5,cpu_cpu 6,cpu_cpu 7,cpu_cpu 8,cpu_cpu 9,cpu_source,cpu_Minutes,cpu_cpu 0,cpu_cpu 1,cpu_cpu 2,cpu_cpu 3,cpu_cpu 4,cpu_cpu 5,cpu_cpu 6,cpu_cpu 7,cpu_cpu 8,cpu_cpu 9,cpu_source,cpu_Minutes
15.5,143,21,232,23,12,467,138,8,0,0,OOM,15.5,659,935,863,578,497,741,561,905,0,0,OOM,15.5,848,777,912,1251,1270,865,1337,732,0,0,OOM,15.5,8927,9940,9528,16701,15767,9171,16058,9992,0,0,OOM,15.5,73.21985714285722,80.13820396825403,76.70771264025554,81.89976480398687,78.81862727175688,74.66225515873013,80.16665238095236,79.27681011673344,0,0,OOM,15.5
15.75,152,18,204,58,42,353,142,84,0,0,OOM,15.75,683,933,831,593,510,760,566,895,0,0,OOM,15.75,836,776,893,1230,1250,857,1321,735,0,0,OOM,15.75,9116,9939,9603,16720,15838,9326,16002,9997,0,0,OOM,15.75,74.64403571428575,80.78113711272391,77.53813200678533,82.42098330526342,79.76961268936883,76.68201600243971,80.25724188311685,79.48810401118443,0,0,OOM,15.75
16.0,151,16,203,58,51,339,143,92,0,0,OOM,16.0,686,933,830,601,510,758,569,895,0,0,OOM,16.0,821,770,861,1217,1240,858,1322,736,0,0,OOM,16.0,9255,9948,9606,16721,15835,9405,15754,9995,0,0,OOM,16.0,78.35399999999996,80.84063116034295,78.0563010544044,82.46049826252838,79.90656624403013,76.85192711355081,80.26040854978352,79.5380375069473,0,0,OOM,16.0
16.25,113,1,72,119,98,108,233,328,0,0,OOM,16.25,750,795,725,632,565,750,626,906,0,0,OOM,16.25,768,727,785,1174,1199,891,1355,700,0,0,OOM,16.25,9569,9901,9772,16735,16195,9629,15497,9836,0,0,OOM,16.25,79.93399999999994,81.85481901154401,80.68899347603829,83.67691294137153,82.36903126508577,79.98183070818071,80.66214047619043,80.55349364174197,0,0,OOM,16.25
16.5,99,1,49,123,103,100,242,331,0,0,OOM,16.5,760,795,723,641,567,750,635,909,0,0,OOM,16.5,762,729,772,1171,1216,903,1357,705,0,0,OOM,16.5,9596,9889,9763,16733,16235,9685,15539,9808,0,0,OOM,16.5,80.50287499999992,81.85019837662337,80.92666464724812,83.93508417822284,82.68074747700197,81.07185722247283,80.76637857142853,80.69674561364414,0,0,OOM,16.5
16.75,104,8,46,103,120,128,186,244,0,0,OOM,16.75,814,785,787,686,608,750,680,920,0,0,OOM,16.75,748,743,796,1193,1256,901,1347,718,0,0,OOM,16.75,9637,9833,9669,16679,16137,9681,15554,9674,0,0,OOM,16.75,81.21939697834873,81.0654021262734,81.34062505757143,84.18836867012317,82.55329605836693,81.04449958444832,80.91885039682538,80.32752611558637,0,0,OOM,16.75
17.0,104,10,46,102,122,126,185,240,0,0,OOM,17.0,819,1075,789,710,619,1040,723,932,0,0,OOM,17.0,742,746,799,1193,1262,903,1349,720,0,0,OOM,17.0,9638,9816,9636,16639,16099,9669,15581,9665,0,0,OOM,17.0,81.64005412120586,80.93181350193477,81.34062505757143,84.19508195683646,82.59891334231753,81.17562353740298,80.90551706349204,80.32166500447525,0,0,OOM,17.0
17.25,90,12,66,18,196,161,93,89,0,0,OOM,17.25,964,1350,937,824,913,1300,910,1125,0,0,OOM,17.25,746,920,893,1280,1456,934,1413,894,0,0,OOM,17.25,9592,9433,9458,16146,15663,9527,15594,9188,0,0,OOM,17.25,82.2694325174824,79.87018369408368,81.85541532425826,84.13127631982049,82.02377174633985,80.72061178446391,81.83454444444448,79.19268278915675,0,0,OOM,17.25
17.5,88,14,77,13,205,168,98,84,0,0,OOM,17.5,980,1350,941,843,917,1300,919,1120,0,0,OOM,17.5,749,1004,901,1289,1503,932,1417,943,0,0,OOM,17.5,9574,9297,9392,16079,15547,9491,15648,9098,0,0,OOM,17.5,82.20439615384605,79.71877103174602,81.83703182138845,84.06525199575273,81.84595966115953,80.54975872045694,81.86970559163063,78.93893221664355,0,0,OOM,17.5
17.75,85,37,93,48,165,126,122,78,0,0,OOM,17.75,904,1350,886,788,810,1300,878,1045,0,0,OOM,17.75,750,971,899,1267,1434,913,1404,932,0,0,OOM,17.75,9566,9418,9366,16073,15606,9491,15806,9220,0,0,OOM,17.75,81.38827038577031,79.85839231665021,81.12998103543816,83.98840043943868,81.8314837754884,80.4261654692269,81.97325995670995,79.16281632434429,0,0,OOM,17.75
18.0,84,38,93,49,157,122,123,77,0,0,OOM,18.0,889,1059,876,777,780,1043,768,1021,0,0,OOM,18.0,754,969,916,1265,1419,904,1396,932,0,0,OOM,18.0,9558,9429,9366,16074,15622,9493,16049,9287,0,0,OOM,18.0,79.75327038577043,79.88072564998355,80.99789770210484,83.9302992489625,81.8314837754884,80.4071654692269,82.03657067099566,79.1788163243443,0,0,OOM,18.0
18.25,20,57,120,79,104,14,247,9,0,0,OOM,18.25,720,800,726,610,605,904,672,841,0,0,OOM,18.25,788,852,962,1234,1385,870,1378,922,0,0,OOM,18.25,9500,9588,9376,16189,15706,9493,16342,9694,0,0,OOM,18.25,78.4903333333334,79.8215514189514,78.91154915728985,82.3006667587959,80.60189871166817,79.33333077367462,82.29506670274164,79.54729464233895,0,0,OOM,18.25
18.5,10,61,125,77,93,4,257,6,0,0,OOM,18.5,720,800,706,610,605,864,676,817,0,0,OOM,18.5,788,831,949,1223,1370,863,1365,914,0,0,OOM,18.5,9509,9590,9368,16240,15713,9516,16327,9738,0,0,OOM,18.5,78.44166666666675,79.63473475228471,78.41090747827963,82.0090999368279,80.30232824204688,79.15330395375734,82.17427860750352,79.61563251737296,0,0,OOM,18.5
18.75,23,92,132,88,97,43,181,63,0,0,OOM,18.75,707,837,811,622,592,818,645,853,0,0,OOM,18.75,745,789,895,1160,1331,828,1340,883,0,0,OOM,18.75,9519,9641,9322,16292,15824,9547,16126,9762,0,0,OOM,18.75,79.0759514824358,79.26982045808218,78.31544055454947,81.86760795512339,80.47437449497045,79.61004244046188,81.80842391432095,79.81483549505478,0,0,OOM,18.75
19.0,22,98,132,88,104,44,179,62,0,0,OOM,19.0,1045,1165,816,905,885,818,645,880,0,0,OOM,19.0,720,787,869,1135,1319,812,1304,876,0,0,OOM,19.0,9553,9640,9303,16299,15827,9557,15929,9762,0,0,OOM,19.0,80.4717014824358,79.05691807712982,78.32829531645423,81.85331827258372,80.6184805748383,79.63345375208705,81.74773343813048,79.90138170041195,0,0,OOM,19.0
19.25,22,140,132,78,262,133,89,41,0,0,OOM,19.25,1057,1380,1023,1180,882,1073,754,1208,0,0,OOM,19.25,598,673,813,973,1216,732,1150,732,0,0,OOM,19.25,9761,9322,9212,16355,15523,9316,15622,9731,0,0,OOM,19.25,81.39433333333344,77.82754126984129,78.20437870957699,81.96062509427512,79.86293352846523,79.51085672989316,80.3209752525253,80.40762252523642,0,0,OOM,19.25
19.5,22,146,132,78,270,138,84,46,0,0,OOM,19.5,1390,1380,1050,905,880,1065,850,1193,0,0,OOM,19.5,587,673,815,927,1204,720,1143,704,0,0,OOM,19.5,9816,9309,9216,16411,15527,9312,15676,9732,0,0,OOM,19.5,81.3327378288379,77.72979484126986,78.19734432941468,82.05356099171102,79.90128483476128,79.53800433248828,80.13460779220789,80.32891329045503,0,0,OOM,19.5
19.75,23,99,132,85,196,116,80,100,0,0,OOM,19.75,1070,1380,988,905,880,1065,850,1072,0,0,OOM,19.75,638,687,858,959,1203,745,1162,702,0,0,OOM,19.75,9740,9446,9287,16481,15842,9437,15726,9740,0,0,OOM,19.75,80.67329286224539,77.82926865079368,78.23462795738088,82.24928672961686,80.45119900036939,79.7707857204095,79.81376493506498,80.28830993183529,0,0,OOM,19.75
20.0,24,97,132,86,180,115,80,101,0,0,OOM,20.0,780,1067,961,620,570,730,595,1052,0,0,OOM,20.0,657,686,879,959,1202,759,1177,702,0,0,OOM,20.0,9709,9453,9306,16491,15986,9452,15804,9741,0,0,OOM,20.0,79.16829286224538,77.9290043650794,78.22568510023802,82.21157442802955,80.68862632093528,79.76556349818729,79.69469826839833,80.28830993183529,0,0,OOM,20.0
20.25,52,50,66,178,62,13,69,87,0,0,OOM,20.25,780,986,893,620,570,730,595,934,0,0,OOM,20.25,809,791,1003,1063,1206,849,1258,725,0,0,OOM,20.25,9247,9714,9495,16731,16561,9475,15863,9836,0,0,OOM,20.25,77.55600000000008,78.50663333333335,78.06649329340648,81.39701894829031,80.99070507239254,78.92826328152277,79.07939945887449,79.67224933887101,0,0,OOM,20.25
20.5,66,49,59,181,48,11,67,91,0,0,OOM,20.5,780,960,875,622,570,730,595,929,0,0,OOM,20.5,840,835,1011,1068,1203,855,1271,726,0,0,OOM,20.5,9188,9780,9529,16772,16641,9507,15839,9829,0,0,OOM,20.5,77.52166666666675,78.71971944444446,78.0819049095681,81.53105254386139,81.15398828053321,78.94253632001809,78.949083982684,79.59180288591065,0,0,OOM,20.5
20.75,90,52,66,190,63,37,60,93,0,0,OOM,20.75,810,937,833,610,570,670,550,901,0,0,OOM,20.75,800,813,920,1042,1194,829,1215,734,0,0,OOM,20.75,9355,9845,9535,16767,16608,9600,15985,9779,0,0,OOM,20.75,78.07700952380962,79.41169431216932,78.29689919169496,81.80093375505874,81.61240372029377,79.47367578191277,80.22280303030303,79.59137075369274,0,0,OOM,20.75
21.0,90,50,66,192,65,38,58,92,0,0,OOM,21.0,640,937,833,520,610,890,570,901,0,0,OOM,21.0,780,807,870,1036,1185,800,1162,735,0,0,OOM,21.0,9396,9861,9535,16764,16605,9619,16142,9758,0,0,OOM,21.0,78.70100952380962,79.87665992063494,78.35573371550447,81.88465980123479,81.74089529989412,79.50802254625951,80.88567409655562,79.5499074483706,0,0,OOM,21.0
21.25,94,21,90,267,109,30,13,22,0,0,OOM,21.25,725,991,805,580,602,890,605,820,0,0,OOM,21.25,678,664,775,1008,1092,737,984,750,0,0,OOM,21.25,9537,10170,9535,16550,16407,9685,16299,9399,0,0,OOM,21.25,79.18069367357799,81.77152857142859,78.67476383162035,82.14875744990304,81.94499098946255,79.98203454060327,81.23460263347769,77.08815796886849,0,0,OOM,21.25
21.5,99,21,103,280,116,30,12,24,0,0,OOM,21.5,772,1005,805,645,610,960,605,820,0,0,OOM,21.5,674,629,743,994,1086,725,964,751,0,0,OOM,21.5,9571,10163,9539,16484,16392,9727,16312,9404,0,0,OOM,21.5,79.40783436621867,81.98091031746033,78.93249948727733,82.28955964590969,82.09890087602497,80.34373011218926,81.66677936507944,76.87466738759603,0,0,OOM,21.5
21.75,107,19,106,245,113,62,25,78,0,0,OOM,21.75,820,1028,805,710,695,962,605,820,0,0,OOM,21.75,669,636,719,992,1073,720,963,740,0,0,OOM,21.75,9570,10082,9541,16481,16401,9765,16293,9558,0,0,OOM,21.75,79.60768652124752,81.00009826839828,79.48017619416606,82.16254682181228,82.4270120651736,80.62770481962026,82.17338686711837,78.16229034041618,0,0,OOM,21.75
22.0,107,20,106,245,112,62,25,79,0,0,OOM,22.0,1120,1029,1215,1025,1020,960,1057,1270,0,0,OOM,22.0,668,636,713,991,1073,719,968,741,0,0,OOM,22.0,9573,10073,9618,16479,16401,9771,16239,9561,0,0,OOM,22.0,79.73068652124749,80.76564191919192,79.6201238132137,82.16428491705037,82.43507873184028,80.67908402385457,82.39329159451658,78.68805268868883,0,0,OOM,22.0
22.25,107,29,56,259,20,6,25,167,0,0,OOM,22.25,1120,1212,1215,1025,935,1134,980,1270,0,0,OOM,22.25,688,735,672,962,1105,704,1016,704,0,0,OOM,22.25,9420,9426,9753,16120,16065,9853,16134,9597,0,0,OOM,22.25,80.00127437617033,79.16827175324678,81.07089359831188,81.75476793623048,82.43507873184028,81.62184253658397,82.65079056378403,79.58896680158486,0,0,OOM,22.25
22.5,107,30,39,256,14,8,25,169,0,0,OOM,22.5,1240,1214,1215,960,850,1146,980,1270,0,0,OOM,22.5,694,757,671,959,1111,694,1028,709,0,0,OOM,22.5,9384,9365,9773,16060,16004,9870,16159,9579,0,0,OOM,22.5,79.79739914091739,79.14026150793651,80.9602674640233,81.75128993922748,82.43057873184027,81.7021143551736,82.60560371729719,80.04911700386718,0,0,OOM,22.5
22.75,108,39,46,215,51,36,25,162,0,0,OOM,22.75,1240,1075,1550,895,842,1065,980,1270,0,0,OOM,22.75,691,755,684,993,1104,713,1045,734,0,0,OOM,22.75,9405,9486,9769,16068,16227,9876,16327,9600,0,0,OOM,22.75,78.88717858277181,79.27582738095238,80.5623264912105,81.84044074112822,82.42806242749243,81.39592914883833,82.54478286278936,80.16180160207495,0,0,OOM,22.75
23.0,109,40,46,214,55,35,24,163,0,0,OOM,23.0,770,1068,1110,557,545,1063,600,845,0,0,OOM,23.0,692,755,694,1001,1101,720,1067,737,0,0,OOM,23.0,9404,9499,9767,16075,16255,9858,16577,9594,0,0,OOM,23.0,77.49303215420036,79.28682738095237,80.36890679424079,81.81393304882052,82.41390983008984,81.40620501090729,82.5342781008846,80.10465023160633,0,0,OOM,23.0
23.25,142,11,35,72,67,36,4,164,0,0,OOM,23.25,803,990,1110,550,550,973,600,845,0,0,OOM,23.25,744,782,792,1221,1117,798,1138,858,0,0,OOM,23.25,9309,9763,9755,16032,16585,9752,16888,9512,0,0,OOM,23.25,75.62999999999992,79.0644492424242,78.0080396830846,80.36767149201853,81.63410339564511,79.02845030181098,82.20899841269843,77.66491725113764,0,0,OOM,23.25
23.5,154,10,35,71,72,39,4,163,0,0,OOM,23.5,796,968,1024,550,550,959,600,845,0,0,OOM,23.5,750,775,796,1202,1112,807,1134,887,0,0,OOM,23.5,9283,9816,9774,16083,16615,9776,16961,9517,0,0,OOM,23.5,75.23199999999991,79.25054880952378,77.81077238711005,80.1977373812462,81.50947958674945,78.90335379851466,82.2268683760684,77.4590495596864,0,0,OOM,23.5
23.75,161,24,47,89,86,67,16,148,0,0,OOM,23.75,783,930,955,490,510,909,560,770,0,0,OOM,23.75,720,747,745,1133,1092,784,1101,834,0,0,OOM,23.75,9379,9850,9826,16173,16641,9805,17010,9632,0,0,OOM,23.75,75.93999999999994,79.41203730158732,78.67857108928182,80.75187017521753,81.79729360555359,79.47368234079372,82.52233153929404,79.47467033095039,0,0,OOM,23.75
24.0,162,25,47,89,87,67,17,147,0,0,OOM,24.0,784,927,953,580,550,898,550,890,0,0,OOM,24.0,710,739,731,1128,1087,778,1086,821,0,0,OOM,24.0,9386,9860,9928,16191,16641,9840,17040,9651,0,0,OOM,24.0,77.89000000000009,80.08611706349208,79.14268167325504,81.1011228336702,81.80896956374174,79.52124539360263,82.72919961043858,79.79374349112355,0,0,OOM,24.0
24.25,215,19,108,82,161,66,17,28,0,0,OOM,24.25,790,859,911,580,550,897,550,890,0,0,OOM,24.25,646,667,616,1028,1033,708,1031,674,0,0,OOM,24.25,9515,9763,10094,16837,16504,9951,17103,10046,0,0,OOM,24.25,78.88624191919203,80.27604325396823,80.4663738444005,82.27960327450327,81.71055077658319,80.0077336530252,83.30378482106126,81.41674013738509,0,0,OOM,24.25
24.5,214,18,120,82,169,73,17,24,0,0,OOM,24.5,790,859,888,581,562,891,572,880,0,0,OOM,24.5,639,663,605,967,1002,699,1022,637,0,0,OOM,24.5,9564,9759,10123,16878,16506,10016,17168,10069,0,0,OOM,24.5,79.09512510822519,80.19889481074479,80.66370195649631,82.48780827228329,81.72802690635122,80.24139822840814,83.35006210239106,81.68216800852862,0,0,OOM,24.5
24.75,192,18,124,89,178,101,18,66,0,0,OOM,24.75,794,866,833,579,571,889,570,880,0,0,OOM,24.75,630,644,605,971,986,683,1003,608,0,0,OOM,24.75,9601,9844,10077,16908,16531,10068,17235,10136,0,0,OOM,24.75,79.99109525775535,80.67347934712348,80.79473376244376,82.73090885748903,81.81988090514221,80.7947515208676,83.74357776096312,81.79017527681164,0,0,OOM,24.75
25.0,190,16,124,89,186,100,26,66,0,0,OOM,25.0,794,865,829,579,569,888,570,880,0,0,OOM,25.0,629,643,609,971,980,671,1003,610,0,0,OOM,25.0,9623,9869,10070,16906,16531,10078,17577,10139,0,0,OOM,25.0,80.2705239899118,80.83787364104795,80.77740042911041,82.73090885748903,81.81988090514221,80.91367441051163,83.78615573715359,81.80301071984961,0,0,OOM,25.0
25.25,176,2,51,89,337,47,85,14,0,0,OOM,25.25,775,830,795,560,570,870,580,865,0,0,OOM,25.25,625,560,627,963,870,597,935,630,0,0,OOM,25.25,9991,10197,9966,16655,16656,10186,17942,10343,0,0,OOM,25.25,80.85703894459407,81.43243914455296,79.85261757003792,81.80809113721246,81.71646505000797,82.2213851151967,85.23832738095236,81.75698335797176,0,0,OOM,25.25
25.5,169,1,34,90,336,44,92,12,0,0,OOM,25.5,775,830,795,560,570,870,580,865,0,0,OOM,25.5,632,547,632,975,874,595,935,630,0,0,OOM,25.5,10001,10194,9927,16563,16690,10194,17949,10313,0,0,OOM,25.5,81.00953492158425,81.52535390017057,79.87000248556498,81.77897321346956,81.72338806588097,82.5757331082022,85.27660069097564,81.79212193363782,0,0,OOM,25.5
25.75,167,10,47,91,237,67,101,37,0,0,OOM,25.75,775,830,795,560,570,870,580,865,0,0,OOM,25.75,646,565,672,1014,887,624,930,620,0,0,OOM,25.75,9966,10143,9850,16566,16695,10108,17542,10190,0,0,OOM,25.75,81.30809509801117,82.32766381132289,80.66004508226538,82.2287736734737,81.92801621866623,83.01152375144089,85.16960881138287,81.94926436405596,0,0,OOM,25.75
26.0,169,14,47,99,180,66,102,38,0,0,OOM,26.0,1165,1410,1230,815,860,1285,895,1275,0,0,OOM,26.0,649,570,680,1026,892,647,1130,820,0,0,OOM,26.0,9958,10143,9817,16532,16695,10071,16944,10189,0,0,OOM,26.0,82.05,82.94999999999999,80.78125018241663,84.1,84.45,83.01152375144089,84.9,82.04996481678627,0,0,OOM,26.0
26.25,221,31,257,282,77,10,72,17,0,0,OOM,26.25,1170,1410,1280,815,860,1290,895,1275,0,0,OOM,26.25,739,705,768,1269,1105,814,1130,820,0,0,OOM,26.25,9591,9856,9506,16120,16470,9725,16475,9526,0,0,OOM,26.25,82.05,82.94999999999999,81.9869497108237,84.1,84.45,83.99393452057555,84.9,83.66653357440639,0,0,OOM,26.25
26.5,222,31,269,284,72,7,68,21,0,0,OOM,26.5,1170,1410,1280,1050,860,1670,895,1275,0,0,OOM,26.5,745,727,775,1293,1134,829,1130,820,0,0,OOM,26.5,9571,9808,9476,16068,16427,9733,16405,9494,0,0,OOM,26.5,82.05,82.94999999999999,82.04526296011741,84.1,84.45,84.29491979088667,84.9,83.91589468565941,0,0,OOM,26.5
26.75,194,50,239,242,84,35,59,76,0,0,OOM,26.75,1170,1410,1280,1050,860,1295,895,1275,0,0,OOM,26.75,752,746,812,1277,1120,822,1162,773,0,0,OOM,26.75,9640,9871,9582,16081,16478,9872,16302,9577,0,0,OOM,26.75,82.05,82.94999999999999,81.80879455708929,84.1,84.45,84.28750940942855,84.9,83.95873511506487,0,0,OOM,26.75
27.0,189,63,239,239,83,38,59,88,0,0,OOM,27.0,770,970,880,660,585,910,565,880,0,0,OOM,27.0,758,746,819,1259,1121,815,1182,771,0,0,OOM,27.0,9652,9874,9608,16585,16865,9916,16905,9890,0,0,OOM,27.0,81.7,83.1,81.78890289042262,86.1,84.125,84.28750940942855,84.9,83.0,0,0,OOM,27.0
27.25,52,169,91,126,9,91,10,141,0,0,OOM,27.25,770,970,880,703,585,910,565,880,0,0,OOM,27.25,770,762,844,1140,1210,775,1300,767,0,0,OOM,27.25,9729,9920,9822,16585,16865,10072,16905,9890,0,0,OOM,27.25,81.7,83.1,81.17303766898475,86.1,84.1,84.1987510546756,84.9,83.0,0,0,OOM,27.25
27.5,51,177,69,117,6,93,6,147,0,0,OOM,27.5,770,970,880,681,585,910,565,880,0,0,OOM,27.5,762,760,841,1111,1207,768,1317,769,0,0,OOM,27.5,9812,9927,9864,16585,16865,10107,16905,9890,0,0,OOM,27.5,81.7,83.1,81.08672126299763,86.1,84.1,84.16579401944793,84.9,83.0,0,0,OOM,27.5
27.75,78,117,65,91,74,83,27,184,0,0,OOM,27.75,750,990,750,680,620,900,580,870,0,0,OOM,27.75,712,730,821,1076,1197,753,1256,761,0,0,OOM,27.75,9856,9934,9939,16585,16865,10084,16905,9890,0,0,OOM,27.75,81.202780560658,83.43933856288406,81.17492508745445,85.51779752496816,84.1,84.12912969059673,84.80697847828642,83.0,0,0,OOM,27.75
28.0,78,113,65,91,105,83,30,191,0,0,OOM,28.0,820,660,780,677,630,930,550,680,0,0,OOM,28.0,701,726,787,1066,1030,738,1226,757,0,0,OOM,28.0,9871,9935,9949,16702,16720,10190,16740,9867,0,0,OOM,28.0,82.375,83.42137085111288,82.0,84.225,83.8,84.44999999999999,84.81947847828641,83.1,0,0,OOM,28.0
28.25,54,39,150,9,276,31,65,365,0,0,OOM,28.25,820,660,780,698,630,930,550,680,0,0,OOM,28.25,658,675,651,997,1030,652,1032,716,0,0,OOM,28.25,10055,9933,9983,16840,16720,10190,16740,10015,0,0,OOM,28.25,82.85,83.75402407645268,82.0,84.6,83.8,84.44999999999999,84.60220397311423,83.1,0,0,OOM,28.25
28.5,55,31,154,4,267,32,67,386,0,0,OOM,28.5,814,706,758,696,607,888,563,679,0,0,OOM,28.5,657,673,646,982,1030,647,1013,717,0,0,OOM,28.5,10067,9930,9952,16840,16720,10190,16740,10015,0,0,OOM,28.5,82.85,83.7387069156723,82.0,84.6,83.8,84.44999999999999,84.49072248458897,83.1,0,0,OOM,28.5
28.75,77,19,152,35,203,70,64,307,0,0,OOM,28.75,836,760,746,663,603,873,574,695,0,0,OOM,28.75,651,662,666,982,1030,626,1036,713,0,0,OOM,28.75,10047,9940,9935,16840,16715,10190,16536,10015,0,0,OOM,28.75,82.85,83.40387028363479,82.0,84.6,83.93057085807908,84.44999999999999,84.2098016512556,82.73609482696519,0,0,OOM,28.75
29.0,77,18,152,38,195,76,64,307,0,0,OOM,29.0,860,766,745,656,603,871,574,695,0,0,OOM,29.0,615,595,605,885,1032,630,940,685,0,0,OOM,29.0,10045,10135,10075,16825,16925,10062,16847,9780,0,0,OOM,29.0,83.3,83.38087028363479,81.4,82.9,83.93057085807908,80.2,84.10443498458892,82.70330136974489,0,0,OOM,29.0
29.25,90,20,90,75,110,105,65,320,0,0,OOM,29.25,954,860,702,614,578,673,664,660,0,0,OOM,29.25,615,595,605,885,1070,630,970,705,0,0,OOM,29.25,10045,10135,10075,16825,16985,10110,16760,9780,0,0,OOM,29.25,83.3,82.58907093732478,81.4,82.9,83.38992830485023,80.2,82.25744801587301,79.85833963789942,0,0,OOM,29.25
29.5,90,20,90,75,110,105,65,320,0,0,OOM,29.5,956,825,696,614,578,657,673,655,0,0,OOM,29.5,615,595,605,885,1070,630,1000,725,0,0,OOM,29.5,10045,10135,10075,16825,16985,10110,16760,9780,0,0,OOM,29.5,83.3,82.51041443858426,81.4,82.9,83.34278256481767,80.2,82.11455768588138,79.22822913829357,0,0,OOM,29.5
29.75,60,20,67,75,85,105,65,352,0,0,OOM,29.75,849,812,712,597,585,723,656,672,0,0,OOM,29.75,615,595,605,885,1070,630,1000,725,0,0,OOM,29.75,10045,10135,10075,16825,16985,10110,16760,9605,0,0,OOM,29.75,81.09042896825393,82.60014150617073,81.4312088090029,83.42517974495668,83.4116602218851,80.85650986930654,82.74960932278695,79.67361233787523,0,0,OOM,29.75
30.0,1370,1555,1715,1325,1665,1645,1535,1405,0,0,OOM,30.0,820,1200,713,594,585,723,654,673,0,0,OOM,30.0,930,950,1090,1380,1530,947,1525,1000,0,0,OOM,30.0,9040,9570,9540,16430,15940,9310,15560,9600,0,0,OOM,30.0,80.73642896825392,82.60164150617072,81.4312088090029,83.42517974495668,83.41198500820988,80.85974945263987,82.76788075135839,79.68161233787522,0,0,OOM,30.0
30.25,1370,1557,1745,1335,1665,1642,1535,1405,0,0,OOM,30.25,704,1200,750,586,515,776,585,670,0,0,OOM,30.25,1160,950,1090,1380,1530,980,1525,1000,0,0,OOM,30.25,9040,9570,9540,16430,15940,9310,15560,9246,0,0,OOM,30.25,79.20699999999991,82.54534919808812,81.78601025826634,84.06209211809433,83.33246525439812,80.82203020110113,83.03431561988813,79.38909690203214,0,0,OOM,30.25
30.5,1370,1560,1775,1345,1665,1640,1535,1405,0,0,OOM,30.5,702,1200,751,580,511,782,572,671,0,0,OOM,30.5,1160,950,1090,1380,1530,980,1525,1000,0,0,OOM,30.5,9040,9570,9540,16430,15940,9310,15560,9224,0,0,OOM,30.5,79.18371428571419,82.52044571823463,81.9939456235341,84.24215128259422,83.33454137512739,80.84774742676991,83.1353691913167,79.54195684791442,0,0,OOM,30.5
30.75,1370,1560,1775,1345,1665,1640,1535,1405,0,0,OOM,30.75,667,1200,753,578,528,795,579,687,0,0,OOM,30.75,1160,810,823,1207,1327,1190,1525,1200,0,0,OOM,30.75,9578,9736,9789,16605,16336,9643,16207,9217,0,0,OOM,30.75,79.96939494280942,82.52012969298394,82.05443844282837,84.47366721152912,83.40627837153404,81.06276667944823,83.55531756217096,79.76558568800614,0,0,OOM,30.75
31.0,4045,6260,4030,5360,6235,6030,4970,4825,0,0,OOM,31.0,656,2760,754,568,529,795,579,688,0,0,OOM,31.0,1115,1560,1270,2280,2225,1515,1925,1545,0,0,OOM,31.0,8002,7960,8447,14207,14040,8115,13850,8075,0,0,OOM,31.0,71.15,75.32499999999999,72.2,74.7,74.0,72.92500000000001,73.275,72.5,0,0,OOM,31.0
31.25,8040,6260,7890,5360,6235,6030,4970,4825,0,0,OOM,31.25,569,2760,832,546,557,860,543,720,0,0,OOM,31.25,1122,1575,1290,2225,2225,1515,1925,1545,0,0,OOM,31.25,8070,8000,8525,14315,14040,8115,13850,8075,0,0,OOM,31.25,71.15,75.32499999999999,72.05000000000001,74.7,74.0,72.1,73.275,71.55,0,0,OOM,31.25
31.5,4045,6260,7890,5360,6235,6030,9870,4825,0,0,OOM,31.5,569,2760,838,540,562,865,539,727,0,0,OOM,31.5,1130,1575,1290,2225,2225,1515,1925,1545,0,0,OOM,31.5,8070,8000,8525,14315,14040,8115,13850,8075,0,0,OOM,31.5,71.15,75.32499999999999,72.05000000000001,74.7,74.0,72.1,73.275,71.55,0,0,OOM,31.5
31.75,4045,6257,4030,5347,6230,6047,4970,4885,0,0,OOM,31.75,622,2760,818,537,574,857,556,726,0,0,OOM,31.75,1130,1575,1290,2225,2225,1515,1925,1545,0,0,OOM,31.75,8070,8000,8525,14315,14040,8115,13850,8075,0,0,OOM,31.75,71.15,75.32499999999999,72.05000000000001,74.7,74.0,72.1,73.275,71.55,0,0,OOM,31.75
32.0,1282,1135,1605,1675,1880,1175,1902,1500,0,0,OOM,32.0,624,1280,818,537,574,857,557,726,0,0,OOM,32.0,1000,1070,1105,1555,1697,1015,1672,1005,0,0,OOM,32.0,8840,8550,8820,15230,15240,8810,14700,8630,0,0,OOM,32.0,79.7,79.3,79.4,80.0,79.5,79.4,78.4,77.3,0,0,OOM,32.0
