minutes,tcp_customersservice_customers_service,tcp_customersservice_source,tcp_vetsservice_vets_service,tcp_vetsservice_source,tcp_visitsservice_visits_service,tcp_visitsservice_source
2025-05-17 17:50:45,0,OOM,0.0,OOM,0,OOM
2025-05-17 17:51:00,0,OOM,0.0,OOM,0,OOM
2025-05-17 17:51:15,0,OOM,0.0,OOM,0,OOM
2025-05-17 17:51:30,0,OOM,0.0,OOM,0,OOM
2025-05-17 17:51:45,0,OOM,0.0,OOM,0,OOM
2025-05-17 17:52:00,0,OOM,0.0,OOM,0,OOM
2025-05-17 17:52:15,0,OOM,0.0,OOM,0,OOM
2025-05-17 17:52:30,0,OOM,0.0,OOM,0,OOM
2025-05-17 17:52:45,0,OOM,0.0,OOM,0,OOM
2025-05-17 17:53:00,0,OOM,0.0,OOM,0,OOM
2025-05-17 17:53:15,0,OOM,0.0,OOM,0,OOM
2025-05-17 17:53:30,0,OOM,0.0,OOM,0,OOM
2025-05-17 17:53:45,0,OOM,0.0,OOM,0,OOM
2025-05-17 17:54:00,0,OOM,0.0,OOM,0,OOM
2025-05-17 17:54:15,0,OOM,0.0,OOM,0,OOM
2025-05-17 17:54:30,0,OOM,0.0,OOM,0,OOM
2025-05-17 17:54:45,0,OOM,0.0,OOM,0,OOM
2025-05-17 17:55:00,0,OOM,0.0,OOM,0,OOM
2025-05-17 17:55:15,0,OOM,0.0,OOM,0,OOM
2025-05-17 17:55:30,0,OOM,0.0,OOM,0,OOM
2025-05-17 17:55:45,0,OOM,0.0,OOM,0,OOM
2025-05-17 17:56:00,0,OOM,0.0,OOM,0,OOM
2025-05-17 17:56:15,0,OOM,0.0,OOM,0,OOM
2025-05-17 17:56:30,0,OOM,0.0,OOM,0,OOM
2025-05-17 17:56:45,0,OOM,0.0,OOM,0,OOM
2025-05-17 17:57:00,0,OOM,0.0,OOM,0,OOM
2025-05-17 17:57:15,0,OOM,0.0,OOM,0,OOM
2025-05-17 17:57:30,0,OOM,0.0,OOM,0,OOM
2025-05-17 17:57:45,0,OOM,0.0,OOM,0,OOM
2025-05-17 17:58:00,0,OOM,0.0,OOM,0,OOM
2025-05-17 17:58:15,0,OOM,0.0,OOM,0,OOM
2025-05-17 17:58:30,0,OOM,0.0,OOM,0,OOM
2025-05-17 17:58:45,0,OOM,0.0,OOM,0,OOM
2025-05-17 17:59:00,0,OOM,0.0,OOM,0,OOM
2025-05-17 17:59:15,0,OOM,0.0,OOM,0,OOM
2025-05-17 17:59:30,0,OOM,0.0,OOM,0,OOM
2025-05-17 17:59:45,0,OOM,0.0,OOM,0,OOM
2025-05-17 18:00:00,0,OOM,0.0,OOM,0,OOM
2025-05-17 18:00:15,0,OOM,0.0,OOM,0,OOM
2025-05-17 18:00:30,15,OOM,0.0,OOM,0,OOM
2025-05-17 18:00:45,15,OOM,0.0,OOM,0,OOM
2025-05-17 18:01:00,15,OOM,0.0,OOM,0,OOM
2025-05-17 18:01:15,15,OOM,0.0,OOM,0,OOM
2025-05-17 18:01:30,0,OOM,0.0,OOM,0,OOM
2025-05-17 18:01:45,0,OOM,0.0,OOM,0,OOM
2025-05-17 18:02:00,0,OOM,0.0,OOM,0,OOM
2025-05-17 18:02:15,0,OOM,0.0,OOM,0,OOM
2025-05-17 18:02:30,0,OOM,0.0,OOM,0,OOM
2025-05-17 18:02:45,0,OOM,0.0,OOM,0,OOM
2025-05-17 18:03:00,0,OOM,0.0,OOM,0,OOM
2025-05-17 18:03:15,0,OOM,0.0,OOM,0,OOM
2025-05-17 18:03:30,12,OOM,0.0,OOM,0,OOM
2025-05-17 18:03:45,12,OOM,0.0,OOM,0,OOM
2025-05-17 18:04:00,12,OOM,0.0,OOM,0,OOM
2025-05-17 18:04:15,12,OOM,0.0,OOM,0,OOM
2025-05-17 18:04:30,0,OOM,0.0,OOM,0,OOM
2025-05-17 18:04:45,0,OOM,0.0,OOM,0,OOM
2025-05-17 18:05:00,0,OOM,0.0,OOM,0,OOM
2025-05-17 18:05:15,0,OOM,0.0,OOM,0,OOM
2025-05-17 18:05:30,0,OOM,0.0,OOM,0,OOM
2025-05-17 18:05:45,0,OOM,0.0,OOM,0,OOM
2025-05-17 18:06:00,0,OOM,0.0,OOM,0,OOM
2025-05-17 18:06:15,0,OOM,0.0,OOM,0,OOM
2025-05-17 18:06:30,179,OOM,0.0,OOM,0,OOM
2025-05-17 18:06:45,179,OOM,0.0,OOM,0,OOM
2025-05-17 18:07:00,179,OOM,0.0,OOM,0,OOM
2025-05-17 18:07:15,179,OOM,0.0,OOM,0,OOM
2025-05-17 18:07:30,6,OOM,0.0,OOM,0,OOM
2025-05-17 18:07:45,6,OOM,0.0,OOM,0,OOM
2025-05-17 18:08:00,6,OOM,0.0,OOM,0,OOM
2025-05-17 18:08:15,6,OOM,0.0,OOM,0,OOM
2025-05-17 18:08:30,40,OOM,0.0,OOM,0,OOM
2025-05-17 18:08:45,40,OOM,0.0,OOM,0,OOM
2025-05-17 18:09:00,40,OOM,0.0,OOM,0,OOM
2025-05-17 18:09:15,40,OOM,0.0,OOM,0,OOM
2025-05-17 18:09:30,20,OOM,0.0,OOM,0,OOM
2025-05-17 18:09:45,20,OOM,0.0,OOM,0,OOM
2025-05-17 18:10:00,20,OOM,0.0,OOM,0,OOM
2025-05-17 18:10:15,20,OOM,0.0,OOM,0,OOM
2025-05-17 18:10:30,0,OOM,0.0,OOM,0,OOM
2025-05-17 18:10:45,0,OOM,0.0,OOM,0,OOM
2025-05-17 18:11:00,0,OOM,0.0,OOM,0,OOM
2025-05-17 18:11:15,0,OOM,0.0,OOM,0,OOM
2025-05-17 18:11:30,2,OOM,0.0,OOM,0,OOM
2025-05-17 18:11:45,2,OOM,0.0,OOM,0,OOM
2025-05-17 18:12:00,2,OOM,0.0,OOM,0,OOM
2025-05-17 18:12:15,2,OOM,0.0,OOM,0,OOM
2025-05-17 18:12:30,0,OOM,0.0,OOM,0,OOM
2025-05-17 18:12:45,0,OOM,0.0,OOM,0,OOM
2025-05-17 18:13:00,0,OOM,0.0,OOM,0,OOM
2025-05-17 18:13:15,0,OOM,0.0,OOM,0,OOM
2025-05-17 18:13:30,0,OOM,0.0,OOM,0,OOM
2025-05-17 18:13:45,0,OOM,0.0,OOM,0,OOM
2025-05-17 18:14:00,0,OOM,0.0,OOM,0,OOM
