minutes,io_mem_available,io_source,io_mem_cache,io_source,io_mem_util,io_source
2025-07-15 17:24:15,16076960,oom,7323620,oom,49.75,oom
2025-07-15 17:24:30,16076960,oom,7323620,oom,49.75,oom
2025-07-15 17:24:45,16076960,oom,7323620,oom,49.75,oom
2025-07-15 17:25:00,15508844,oom,7325506,oom,49.75,oom
2025-07-15 17:25:15,15508844,oom,7325506,oom,51.35,oom
2025-07-15 17:25:30,15424348,oom,7325581,oom,51.35,oom
2025-07-15 17:25:45,15220808,oom,7325600,oom,51.35,oom
2025-07-15 17:26:00,14968176,oom,7325352,oom,51.35,oom
2025-07-15 17:26:15,14924430,oom,7324594,oom,41.45,oom
2025-07-15 17:26:30,14720316,oom,7324139,oom,41.45,oom
2025-07-15 17:26:45,14519113,oom,7324064,oom,41.45,oom
2025-07-15 17:27:00,14407999,oom,7324434,oom,41.45,oom
2025-07-15 17:27:15,14406519,oom,7325273,oom,42.5,oom
2025-07-15 17:27:30,14269489,oom,7325654,oom,42.5,oom
2025-07-15 17:27:45,14181982,oom,7325817,oom,42.5,oom
2025-07-15 17:28:00,14079609,oom,7326181,oom,42.5,oom
2025-07-15 17:28:15,14070925,oom,7326963,oom,43.9,oom
2025-07-15 17:28:30,13853313,oom,7327556,oom,44.25,oom
2025-07-15 17:28:45,13755460,oom,7327925,oom,44.6,oom
2025-07-15 17:29:00,13684558,oom,7328228,oom,42.9,oom
2025-07-15 17:29:15,13655250,oom,7329389,oom,43.9,oom
2025-07-15 17:29:30,13381444,oom,7329903,oom,43.9,oom
2025-07-15 17:29:45,13273446,oom,7330331,oom,43.9,oom
2025-07-15 17:30:00,13185716,oom,7330610,oom,44.9,oom
2025-07-15 17:30:15,13170439,oom,7331415,oom,45.1,oom
2025-07-15 17:30:30,12998711,oom,7331889,oom,45.1,oom
2025-07-15 17:30:45,12919382,oom,7332108,oom,45.1,oom
2025-07-15 17:31:00,12830829,oom,7332555,oom,46.3,oom
2025-07-15 17:31:15,12824503,oom,7333296,oom,47.0,oom
2025-07-15 17:31:30,12764258,oom,7333723,oom,47.0,oom
2025-07-15 17:31:45,12705006,oom,7334055,oom,47.3655218773057,oom
2025-07-15 17:32:00,12640729,oom,7334311,oom,47.73085269493578,oom
2025-07-15 17:32:15,12593070,oom,7334968,oom,47.82261577907386,oom
2025-07-15 17:32:30,12474381,oom,7335420,oom,48.392055347675175,oom
2025-07-15 17:32:45,12401804,oom,7335785,oom,48.6434950757103,oom
2025-07-15 17:33:00,12337935,oom,7335949,oom,48.62269519658616,oom
2025-07-15 17:33:15,12337935,oom,7336771,oom,48.62269519658616,oom
2025-07-15 17:33:30,12310368,oom,7337148,oom,48.650892166446354,oom
2025-07-15 17:33:45,12294313,oom,7337393,oom,48.70638852223483,oom
2025-07-15 17:34:00,12283218,oom,7337851,oom,48.8143691703449,oom
2025-07-15 17:34:15,12277539,oom,7338464,oom,48.83567371579944,oom
2025-07-15 17:34:30,12184945,oom,7338888,oom,49.20698007270507,oom
2025-07-15 17:34:45,12104406,oom,7339172,oom,49.48128770249359,oom
2025-07-15 17:35:00,12052512,oom,7339500,oom,49.60381747318584,oom
2025-07-15 17:35:15,12050902,oom,7340072,oom,49.69853612397949,oom
2025-07-15 17:35:30,11997972,oom,7340227,oom,49.93790772145928,oom
2025-07-15 17:35:45,11960690,oom,7340510,oom,50.15630182028102,oom
2025-07-15 17:36:00,11950742,oom,7340686,oom,50.23535217671861,oom
2025-07-15 17:36:15,11947743,oom,7341223,oom,50.27055176529428,oom
2025-07-15 17:36:30,11926765,oom,7341486,oom,50.27778509862761,oom
2025-07-15 17:36:45,11909235,oom,7341695,oom,50.27778509862761,oom
2025-07-15 17:37:00,11896365,oom,7342102,oom,50.25950631074882,oom
2025-07-15 17:37:15,11887407,oom,7342509,oom,50.28714381638046,oom
2025-07-15 17:37:30,11824240,oom,7342921,oom,50.63989339366351,oom
2025-07-15 17:37:45,11781517,oom,7343227,oom,50.7975556859807,oom
2025-07-15 17:38:00,11767219,oom,7343529,oom,50.86653822376454,oom
2025-07-15 17:38:15,11766811,oom,7343802,oom,50.86653822376454,oom
2025-07-15 17:38:30,11771947,oom,7344209,oom,50.86982155709788,oom
2025-07-15 17:38:45,11769226,oom,7344399,oom,50.87679078786712,oom
2025-07-15 17:39:00,11765204,oom,7344649,oom,50.885059619035935,oom
2025-07-15 17:39:15,11759341,oom,7344864,oom,50.88546661759294,oom
2025-07-15 17:39:30,11724712,oom,7345300,oom,51.0522479585473,oom
2025-07-15 17:39:45,11699354,oom,7345502,oom,51.15855405333829,oom
2025-07-15 17:40:00,11679656,oom,7345848,oom,51.21991896620321,oom
2025-07-15 17:40:15,11677538,oom,7346185,oom,51.25589035453711,oom
2025-07-15 17:40:30,11639447,oom,7346786,oom,51.53709264901765,oom
2025-07-15 17:40:45,11581266,oom,7346956,oom,51.78941371128872,oom
2025-07-15 17:41:00,11522711,oom,7347449,oom,51.88664155844158,oom
2025-07-15 17:41:15,11517600,oom,7347698,oom,51.94771500721502,oom
2025-07-15 17:41:30,11458156,oom,7347993,oom,52.23068687280211,oom
2025-07-15 17:41:45,11428452,oom,7348146,oom,52.36121170091516,oom
2025-07-15 17:42:00,11408408,oom,7348389,oom,52.35040050728423,oom
2025-07-15 17:42:15,11406344,oom,7348550,oom,52.361000507284224,oom
2025-07-15 17:42:30,11393023,oom,7349131,oom,52.37174336442708,oom
2025-07-15 17:42:45,11386173,oom,7348999,oom,52.38941306139678,oom
2025-07-15 17:43:00,11384725,oom,7347375,oom,52.392913061396776,oom
2025-07-15 17:43:15,11382708,oom,7345116,oom,52.40177814076186,oom
2025-07-15 17:43:30,11386217,oom,7341769,oom,52.40177814076186,oom
2025-07-15 17:43:45,11389604,oom,7341086,oom,52.408406712190434,oom
2025-07-15 17:44:00,11392913,oom,7341570,oom,52.4135246609084,oom
2025-07-15 17:44:15,11391898,oom,7341925,oom,52.42547466090841,oom
2025-07-15 17:44:30,11386745,oom,7342195,oom,52.43079132757507,oom
2025-07-15 17:44:45,11384137,oom,7342362,oom,52.44688866651063,oom
2025-07-15 17:45:00,11383633,oom,7342666,oom,52.481270015716994,oom
2025-07-15 17:45:15,11315963,oom,7342929,oom,52.67060993895166,oom
2025-07-15 17:45:30,11287357,oom,7343320,oom,52.88855058439325,oom
2025-07-15 17:45:45,11257665,oom,7343529,oom,53.00009959749316,oom
2025-07-15 17:46:00,11241947,oom,7343751,oom,53.074043129936655,oom
2025-07-15 17:46:15,11241013,oom,7344006,oom,53.08207316656668,oom
2025-07-15 17:46:30,11240431,oom,7344384,oom,53.07660582002431,oom
2025-07-15 17:46:45,11236606,oom,7344505,oom,53.08526298211174,oom
2025-07-15 17:47:00,11226625,oom,7344868,oom,53.10618971477116,oom
2025-07-15 17:47:15,11225842,oom,7345034,oom,53.10602454383099,oom
2025-07-15 17:47:30,11225739,oom,7345399,oom,53.10602454383099,oom
2025-07-15 17:47:45,11224477,oom,7345589,oom,53.10602454383099,oom
2025-07-15 17:48:00,11220484,oom,7345829,oom,53.10646393777038,oom
2025-07-15 17:48:15,11220226,oom,7346052,oom,53.11026272231916,oom
2025-07-15 17:48:30,11220192,oom,7346425,oom,53.13526400743756,oom
2025-07-15 17:48:45,11220424,oom,7346630,oom,53.14223344115699,oom
2025-07-15 17:49:00,11219025,oom,7346880,oom,53.14223344115699,oom
2025-07-15 17:49:15,11217866,oom,7347161,oom,53.14692759700115,oom
2025-07-15 17:49:30,11219674,oom,7347577,oom,53.14995081128684,oom
2025-07-15 17:49:45,11211529,oom,7347735,oom,53.163326648315305,oom
2025-07-15 17:50:00,11204672,oom,7347941,oom,53.1808594405231,oom
2025-07-15 17:50:15,11201924,oom,7348120,oom,53.19087055163422,oom
2025-07-15 17:50:30,11213306,oom,7348281,oom,53.1839289535298,oom
