Time,write_bytes_cumulative
2025-05-17 16:59:45,12820480
2025-05-17 17:00:00,12615680
2025-05-17 17:00:15,11198464
2025-05-17 17:00:30,10625977
2025-05-17 17:00:45,10824559
2025-05-17 17:01:00,10441537
2025-05-17 17:01:15,9974043
2025-05-17 17:01:30,10021458
2025-05-17 17:01:45,10000566
2025-05-17 17:02:00,10796811
2025-05-17 17:02:15,11127470
2025-05-17 17:02:30,11687857
2025-05-17 17:02:45,11801815
2025-05-17 17:03:00,11792577
2025-05-17 17:03:15,11789806
2025-05-17 17:03:30,11849487
2025-05-17 17:03:45,11838686
2025-05-17 17:04:00,11828387
2025-05-17 17:04:15,11658502
2025-05-17 17:04:30,12430600
2025-05-17 17:04:45,12545451
2025-05-17 17:05:00,12411841
2025-05-17 17:05:15,12450703
2025-05-17 17:05:30,12686327
2025-05-17 17:05:45,12663397
2025-05-17 17:06:00,12373426
2025-05-17 17:06:15,12253961
2025-05-17 17:06:30,11531452
2025-05-17 17:06:45,11319522
2025-05-17 17:07:00,11109569
2025-05-17 17:07:15,11099253
2025-05-17 17:07:30,10984887
2025-05-17 17:07:45,10994739
2025-05-17 17:08:00,10963314
2025-05-17 17:08:15,10966498
2025-05-17 17:08:30,10928195
2025-05-17 17:08:45,10940028
2025-05-17 17:09:00,10968683
2025-05-17 17:09:15,10961740
2025-05-17 17:09:30,11003261
2025-05-17 17:09:45,10815027
2025-05-17 17:10:00,10733671
2025-05-17 17:10:15,10734160
2025-05-17 17:10:30,11156264
2025-05-17 17:10:45,11376068
2025-05-17 17:11:00,11389644
2025-05-17 17:11:15,11358568
2025-05-17 17:11:30,11194499
2025-05-17 17:11:45,11026927
2025-05-17 17:12:00,10946238
2025-05-17 17:12:15,10949300
2025-05-17 17:12:30,11134928
2025-05-17 17:12:45,11224389
2025-05-17 17:13:00,11158401
2025-05-17 17:13:15,11119019
2025-05-17 17:13:30,10485711
2025-05-17 17:13:45,10260883
2025-05-17 17:14:00,9660137
2025-05-17 17:14:15,9615112
2025-05-17 17:14:30,9633961
2025-05-17 17:14:45,9406799
2025-05-17 17:15:00,9500839
2025-05-17 17:15:15,9617372
2025-05-17 17:15:30,11102896
2025-05-17 17:15:45,11719106
2025-05-17 17:16:00,11742245
2025-05-17 17:16:15,11465790
2025-05-17 17:16:30,17764323
2025-05-17 17:16:45,22754713
2025-05-17 17:17:00,22704560
2025-05-17 17:17:15,22647862
2025-05-17 17:17:30,17004427
2025-05-17 17:17:45,11423352
2025-05-17 17:18:00,11417695
2025-05-17 17:18:15,11266809
2025-05-17 17:18:30,11248017
2025-05-17 17:18:45,11083787
2025-05-17 17:19:00,10726834
2025-05-17 17:19:15,10745036
2025-05-17 17:19:30,10764246
2025-05-17 17:19:45,11054290
2025-05-17 17:20:00,11104243
2025-05-17 17:20:15,11311415
2025-05-17 17:20:30,11242903
2025-05-17 17:20:45,11544789
2025-05-17 17:21:00,11530121
2025-05-17 17:21:15,11318204
2025-05-17 17:21:30,10939825
2025-05-17 17:21:45,10362705
2025-05-17 17:22:00,10615198
2025-05-17 17:22:15,10159540
2025-05-17 17:22:30,10087525
2025-05-17 17:22:45,9875143
2025-05-17 17:23:00,9811786
2025-05-17 17:23:15,9704243
2025-05-17 17:23:30,9623236
2025-05-17 17:23:45,9562194
2025-05-17 17:24:00,9585610
2025-05-17 17:24:15,9609065
2025-05-17 17:24:30,9644611
2025-05-17 17:24:45,9619868
2025-05-17 17:25:00,9624289
