Time,mem_available,source,Minutes
2025-05-17 16:59:30,16850884,BASELINE,0.0
2025-05-17 16:59:45,16850884,BASELINE,0.25
2025-05-17 17:00:00,16850884,BASELINE,0.5
2025-05-17 17:00:15,16584952,BASELINE,0.75
2025-05-17 17:00:30,16552714,BASELINE,1.0
2025-05-17 17:00:45,16326938,BASELINE,1.25
2025-05-17 17:01:00,16193007,BASELINE,1.5
2025-05-17 17:01:15,16085885,BASELINE,1.75
2025-05-17 17:01:30,16031587,BASELINE,2.0
2025-05-17 17:01:45,15751049,BASELINE,2.25
2025-05-17 17:02:00,15559491,BASELINE,2.5
2025-05-17 17:02:15,15518051,BASELINE,2.75
2025-05-17 17:02:30,15511599,BASELINE,3.0
2025-05-17 17:02:45,15396046,BASELINE,3.25
2025-05-17 17:03:00,15318337,BASELINE,3.5
2025-05-17 17:03:15,15229427,BASELINE,3.75
2025-05-17 17:03:30,15195272,BASELINE,4.0
2025-05-17 17:03:45,14965947,BASELINE,4.25
2025-05-17 17:04:00,14832175,BASELINE,4.5
2025-05-17 17:04:15,14733403,BASELINE,4.75
2025-05-17 17:04:30,14710922,BASELINE,5.0
2025-05-17 17:04:45,14536061,BASELINE,5.25
2025-05-17 17:05:00,14468176,BASELINE,5.5
2025-05-17 17:05:15,14373417,BASELINE,5.75
2025-05-17 17:05:30,14358240,BASELINE,6.0
2025-05-17 17:05:45,14271466,BASELINE,6.25
2025-05-17 17:06:00,14179342,BASELINE,6.5
2025-05-17 17:06:15,13997904,BASELINE,6.75
2025-05-17 17:06:30,13942693,BASELINE,7.0
2025-05-17 17:06:45,13817632,BASELINE,7.25
2025-05-17 17:07:00,13606197,BASELINE,7.5
2025-05-17 17:07:15,13514489,BASELINE,7.75
2025-05-17 17:07:30,13500162,BASELINE,8.0
2025-05-17 17:07:45,13371626,BASELINE,8.25
2025-05-17 17:08:00,13330591,BASELINE,8.5
2025-05-17 17:08:15,13348963,BASELINE,8.75
2025-05-17 17:08:30,13333359,BASELINE,9.0
2025-05-17 17:08:45,13250929,BASELINE,9.25
2025-05-17 17:09:00,13188021,BASELINE,9.5
2025-05-17 17:09:15,13189680,BASELINE,9.75
2025-05-17 17:09:30,13189386,BASELINE,10.0
2025-05-17 17:09:45,13155700,BASELINE,10.25
2025-05-17 17:10:00,13098259,BASELINE,10.5
2025-05-17 17:10:15,13020586,BASELINE,10.75
2025-05-17 17:10:30,12965020,BASELINE,11.0
2025-05-17 17:10:45,12768783,BASELINE,11.25
2025-05-17 17:11:00,12654844,BASELINE,11.5
2025-05-17 17:11:15,12671511,BASELINE,11.75
2025-05-17 17:11:30,12670219,BASELINE,12.0
2025-05-17 17:11:45,12642254,BASELINE,12.25
2025-05-17 17:12:00,12590927,BASELINE,12.5
2025-05-17 17:12:15,12545810,BASELINE,12.75
2025-05-17 17:12:30,12504121,BASELINE,13.0
2025-05-17 17:12:45,12366967,BASELINE,13.25
2025-05-17 17:13:00,12320242,BASELINE,13.5
2025-05-17 17:13:15,12304302,BASELINE,13.75
2025-05-17 17:13:30,12303538,BASELINE,14.0
2025-05-17 17:13:45,12295034,BASELINE,14.25
2025-05-17 17:14:00,12277562,BASELINE,14.5
2025-05-17 17:14:15,12238649,BASELINE,14.75
2025-05-17 17:14:30,12236472,BASELINE,15.0
2025-05-17 17:14:45,12159218,BASELINE,15.25
2025-05-17 17:15:00,12134269,BASELINE,15.5
2025-05-17 17:15:15,12130236,BASELINE,15.75
2025-05-17 17:15:30,12130236,BASELINE,16.0
2025-05-17 17:15:45,12113031,BASELINE,16.25
2025-05-17 17:16:00,12075454,BASELINE,16.5
2025-05-17 17:16:15,12037750,BASELINE,16.75
2025-05-17 17:16:30,12024143,BASELINE,17.0
2025-05-17 17:16:45,11959190,BASELINE,17.25
2025-05-17 17:17:00,11939894,BASELINE,17.5
2025-05-17 17:17:15,11866368,BASELINE,17.75
2025-05-17 17:17:30,11866767,BASELINE,18.0
2025-05-17 17:17:45,11886744,BASELINE,18.25
2025-05-17 17:18:00,11872899,BASELINE,18.5
2025-05-17 17:18:15,11824694,BASELINE,18.75
2025-05-17 17:18:30,11726238,BASELINE,19.0
2025-05-17 17:18:45,11360956,BASELINE,19.25
2025-05-17 17:19:00,11265238,BASELINE,19.5
2025-05-17 17:19:15,11272036,BASELINE,19.75
2025-05-17 17:19:30,11272036,BASELINE,20.0
2025-05-17 17:19:45,11276102,BASELINE,20.25
2025-05-17 17:20:00,11276074,BASELINE,20.5
2025-05-17 17:20:15,11271812,BASELINE,20.75
2025-05-17 17:20:30,11269707,BASELINE,21.0
2025-05-17 17:20:45,11256969,BASELINE,21.25
2025-05-17 17:21:00,11238802,BASELINE,21.5
2025-05-17 17:21:15,11210109,BASELINE,21.75
2025-05-17 17:21:30,11202372,BASELINE,22.0
2025-05-17 17:21:45,11151352,BASELINE,22.25
2025-05-17 17:22:00,11106743,BASELINE,22.5
2025-05-17 17:22:15,11039167,BASELINE,22.75
2025-05-17 17:22:30,11038782,BASELINE,23.0
2025-05-17 17:22:45,11003005,BASELINE,23.25
