Time,mem_available
2025-05-13 04:08:15,17213176
2025-05-13 04:08:30,17201372
2025-05-13 04:08:45,17201372
2025-05-13 04:09:00,17201372
2025-05-13 04:09:15,17201372
2025-05-13 04:09:30,17212968
2025-05-13 04:09:45,17212968
2025-05-13 04:10:00,17212968
2025-05-13 04:10:15,17212968
2025-05-13 04:10:30,16592628
2025-05-13 04:10:45,16592628
2025-05-13 04:11:00,16592628
2025-05-13 04:11:15,16592628
2025-05-13 04:11:30,15965780
2025-05-13 04:11:45,15965780
2025-05-13 04:12:00,15965780
2025-05-13 04:12:15,15965780
2025-05-13 04:12:30,15369684
2025-05-13 04:12:45,15369684
2025-05-13 04:13:00,15369684
2025-05-13 04:13:15,15369684
2025-05-13 04:13:30,14929288
2025-05-13 04:13:45,14929288
2025-05-13 04:14:00,14929288
2025-05-13 04:14:15,14929288
2025-05-13 04:14:30,14495684
2025-05-13 04:14:45,14495684
2025-05-13 04:15:00,14495684
2025-05-13 04:15:15,14495684
2025-05-13 04:15:30,14461480
2025-05-13 04:15:45,14461480
2025-05-13 04:16:00,14461480
2025-05-13 04:16:15,14461480
2025-05-13 04:16:30,14042988
2025-05-13 04:16:45,14042988
2025-05-13 04:17:00,14042988
2025-05-13 04:17:15,14042988
2025-05-13 04:17:30,13607352
2025-05-13 04:17:45,13607352
2025-05-13 04:18:00,13607352
2025-05-13 04:18:15,13607352
2025-05-13 04:18:30,13398528
2025-05-13 04:18:45,13398528
2025-05-13 04:19:00,13398528
2025-05-13 04:19:15,13398528
2025-05-13 04:19:30,13401716
2025-05-13 04:19:45,13401716
2025-05-13 04:20:00,13401716
2025-05-13 04:20:15,13401716
2025-05-13 04:20:30,13039236
2025-05-13 04:20:45,13039236
2025-05-13 04:21:00,13039236
2025-05-13 04:21:15,13039236
2025-05-13 04:21:30,12881464
2025-05-13 04:21:45,12881464
2025-05-13 04:22:00,12881464
2025-05-13 04:22:15,12881464
2025-05-13 04:22:30,12870532
2025-05-13 04:22:45,12870532
2025-05-13 04:23:00,12870532
2025-05-13 04:23:15,12870532
2025-05-13 04:23:30,12695132
2025-05-13 04:23:45,12695132
2025-05-13 04:24:00,12695132
2025-05-13 04:24:15,12695132
2025-05-13 04:24:30,12702116
2025-05-13 04:24:45,12702116
2025-05-13 04:25:00,12702116
2025-05-13 04:25:15,12702116
2025-05-13 04:25:30,12698460
2025-05-13 04:25:45,12698460
2025-05-13 04:26:00,12698460
2025-05-13 04:26:15,12698460
2025-05-13 04:26:30,12677212
2025-05-13 04:26:45,12677212
2025-05-13 04:27:00,12677212
2025-05-13 04:27:15,12677212
2025-05-13 04:27:30,12653624
2025-05-13 04:27:45,12653624
2025-05-13 04:28:00,12653624
2025-05-13 04:28:15,12653624
2025-05-13 04:28:30,12436272
2025-05-13 04:28:45,12436272
2025-05-13 04:29:00,12436272
2025-05-13 04:29:15,12436272
2025-05-13 04:29:30,12431652
2025-05-13 04:29:45,12431652
2025-05-13 04:30:00,12431652
2025-05-13 04:30:15,12431652
2025-05-13 04:30:30,12382376
2025-05-13 04:30:45,12382376
2025-05-13 04:31:00,12382376
2025-05-13 04:31:15,12382376
2025-05-13 04:31:30,12389716
2025-05-13 04:31:45,12389716
2025-05-13 04:32:00,12389716
2025-05-13 04:32:15,12389716
2025-05-13 04:32:30,12265208
2025-05-13 04:32:45,12265208
2025-05-13 04:33:00,12265208
2025-05-13 04:33:15,12265208
2025-05-13 04:33:30,12257944
2025-05-13 04:33:45,12257944
2025-05-13 04:34:00,12257944
2025-05-13 04:34:15,12257944
2025-05-13 04:34:30,12276368
2025-05-13 04:34:45,12276368
2025-05-13 04:35:00,12276368
2025-05-13 04:35:15,12276368
2025-05-13 04:35:30,12278288
2025-05-13 04:35:45,12278288
2025-05-13 04:36:00,12278288
2025-05-13 04:36:15,12278288
2025-05-13 04:36:30,12128072
2025-05-13 04:36:45,12128072
2025-05-13 04:37:00,12128072
2025-05-13 04:37:15,12128072
2025-05-13 04:37:30,12145184
2025-05-13 04:37:45,12145184
2025-05-13 04:38:00,12145184
2025-05-13 04:38:15,12145184
2025-05-13 04:38:30,12105464
2025-05-13 04:38:45,12105464
2025-05-13 04:39:00,12105464
2025-05-13 04:39:15,12105464
2025-05-13 04:39:30,12099596
2025-05-13 04:39:45,12099596
2025-05-13 04:40:00,12099596
2025-05-13 04:40:15,12099596
2025-05-13 04:40:30,11788260
2025-05-13 04:40:45,11788260
2025-05-13 04:41:00,11788260
2025-05-13 04:41:15,11788260
2025-05-13 04:41:30,10838324
2025-05-13 04:41:45,10838324
2025-05-13 04:42:00,10838324
2025-05-13 04:42:15,10838324
2025-05-13 04:42:30,10866092
2025-05-13 04:42:45,10866092
2025-05-13 04:43:00,10866092
2025-05-13 04:43:15,10866092
2025-05-13 04:43:30,10839960
2025-05-13 04:43:45,10839960
2025-05-13 04:44:00,10839960
2025-05-13 04:44:15,10839960
2025-05-13 04:44:30,10847428
2025-05-13 04:44:45,10847428
2025-05-13 04:45:00,10847428
2025-05-13 04:45:15,10847428
2025-05-13 04:45:30,10844344
2025-05-13 04:45:45,10844344
2025-05-13 04:46:00,10844344
2025-05-13 04:46:15,10844344
2025-05-13 04:46:30,10819548
2025-05-13 04:46:45,10819548
2025-05-13 04:47:00,10819548
2025-05-13 04:47:15,10819548
2025-05-13 04:47:30,10815384
2025-05-13 04:47:45,10815384
2025-05-13 04:48:00,10815384
2025-05-13 04:48:15,10815384
2025-05-13 04:48:30,10805480
2025-05-13 04:48:45,10805480
2025-05-13 04:49:00,10805480
2025-05-13 04:49:15,10805480
2025-05-13 04:49:30,10805264
2025-05-13 04:49:45,10805264
2025-05-13 04:50:00,10805264
2025-05-13 04:50:15,10805264
2025-05-13 04:50:30,10791752
2025-05-13 04:50:45,10791752
2025-05-13 04:51:00,10791752
2025-05-13 04:51:15,10791752
2025-05-13 04:51:30,10785052
2025-05-13 04:51:45,10785052
2025-05-13 04:52:00,10785052
2025-05-13 04:52:15,10785052
2025-05-13 04:52:30,10772912
2025-05-13 04:52:45,10772912
2025-05-13 04:53:00,10772912
2025-05-13 04:53:15,10772912
2025-05-13 04:53:30,10748568
2025-05-13 04:53:45,10748568
2025-05-13 04:54:00,10748568
2025-05-13 04:54:15,10748568
2025-05-13 04:54:30,10667624
2025-05-13 04:54:45,10667624
