minutes,memory_mem_available,memory_source,memory_mem_cache,memory_source,memory_mem_util,memory_source
2025-07-16 19:00:15,15445808,cache_filling,4998328,cache_filling,35.3,cache_filling
2025-07-16 19:00:30,15445808,cache_filling,4998328,cache_filling,35.3,cache_filling
2025-07-16 19:00:45,14765172,cache_filling,4977260,cache_filling,38.1,cache_filling
2025-07-16 19:01:00,14775357,cache_filling,4980776,cache_filling,38.22278535769785,cache_filling
2025-07-16 19:01:15,14615094,cache_filling,4978932,cache_filling,38.75235448995449,cache_filling
2025-07-16 19:01:30,14394687,cache_filling,4979878,cache_filling,39.34363986291486,cache_filling
2025-07-16 19:01:45,14341407,cache_filling,4980753,cache_filling,39.34363986291486,cache_filling
2025-07-16 19:02:00,14188013,cache_filling,4981843,cache_filling,40.45595079365079,cache_filling
2025-07-16 19:02:15,13966342,cache_filling,4982006,cache_filling,41.23480147907647,cache_filling
2025-07-16 19:02:30,13817070,cache_filling,4981657,cache_filling,41.99446330058829,cache_filling
2025-07-16 19:02:45,13780761,cache_filling,4981621,cache_filling,42.281291189366186,cache_filling
2025-07-16 19:03:00,13399592,cache_filling,4981228,cache_filling,43.41747552725053,cache_filling
2025-07-16 19:03:15,13226918,cache_filling,4981515,cache_filling,44.10999929209679,cache_filling
2025-07-16 19:03:30,13174241,cache_filling,4981558,cache_filling,44.48939863001376,cache_filling
2025-07-16 19:03:45,13116781,cache_filling,4981684,cache_filling,44.48939863001376,cache_filling
2025-07-16 19:04:00,12954383,cache_filling,4982412,cache_filling,45.15991179764679,cache_filling
2025-07-16 19:04:15,12858934,cache_filling,4982952,cache_filling,45.53300376012875,cache_filling
2025-07-16 19:04:30,12855086,cache_filling,4983326,cache_filling,45.78954560134311,cache_filling
2025-07-16 19:04:45,12853509,cache_filling,4983878,cache_filling,45.83521226800977,cache_filling
2025-07-16 19:05:00,12743923,cache_filling,4984536,cache_filling,46.12507943087614,cache_filling
2025-07-16 19:05:15,12663329,cache_filling,4984929,cache_filling,46.46497302281052,cache_filling
2025-07-16 19:05:30,12528112,cache_filling,4985543,cache_filling,47.02621033938284,cache_filling
2025-07-16 19:05:45,12491726,cache_filling,4985963,cache_filling,47.06973079392829,cache_filling
2025-07-16 19:06:00,12225213,cache_filling,4986547,cache_filling,48.04628070401819,cache_filling
2025-07-16 19:06:15,12080655,cache_filling,4986947,cache_filling,48.83487219243175,cache_filling
2025-07-16 19:06:30,11955559,cache_filling,4987362,cache_filling,49.18937357278943,cache_filling
2025-07-16 19:06:45,11955559,cache_filling,4987588,cache_filling,49.19462357278943,cache_filling
2025-07-16 19:07:00,11801143,cache_filling,4988263,cache_filling,49.737949406475884,cache_filling
2025-07-16 19:07:15,11744610,cache_filling,4988576,cache_filling,49.93467024356363,cache_filling
2025-07-16 19:07:30,11670175,cache_filling,4989416,cache_filling,50.24984542924397,cache_filling
2025-07-16 19:07:45,11620561,cache_filling,4989849,cache_filling,50.28626507210112,cache_filling
2025-07-16 19:08:00,11553663,cache_filling,4990371,cache_filling,50.82569541047189,cache_filling
2025-07-16 19:08:15,11474445,cache_filling,4990649,cache_filling,51.21694039616643,cache_filling
2025-07-16 19:08:30,11429846,cache_filling,4990947,cache_filling,51.32195127666022,cache_filling
2025-07-16 19:08:45,11419764,cache_filling,4991175,cache_filling,51.415597569256526,cache_filling
2025-07-16 19:09:00,11337142,cache_filling,4991628,cache_filling,51.85461832669967,cache_filling
2025-07-16 19:09:15,11250077,cache_filling,4992305,cache_filling,52.04426537065875,cache_filling
2025-07-16 19:09:30,11229215,cache_filling,4992862,cache_filling,52.172884875255455,cache_filling
2025-07-16 19:09:45,11229215,cache_filling,4993098,cache_filling,52.172884875255455,cache_filling
2025-07-16 19:10:00,11177630,cache_filling,4993717,cache_filling,52.32278929020326,cache_filling
2025-07-16 19:10:15,11165067,cache_filling,4994073,cache_filling,52.4765831914001,cache_filling
2025-07-16 19:10:30,11153395,cache_filling,4994438,cache_filling,52.5881877941503,cache_filling
2025-07-16 19:10:45,11150244,cache_filling,4994604,cache_filling,52.59027112748364,cache_filling
2025-07-16 19:11:00,11150325,cache_filling,4995063,cache_filling,52.6536814736734,cache_filling
2025-07-16 19:11:15,11143126,cache_filling,4995419,cache_filling,52.74115754417153,cache_filling
2025-07-16 19:11:30,11131753,cache_filling,4995816,cache_filling,52.83189455960707,cache_filling
2025-07-16 19:11:45,11131753,cache_filling,4995999,cache_filling,52.888900539738046,cache_filling
