minutes,apigateway_api_gateway,apigateway_source,blocklatency_disk sda,blocklatency_source,customersservice_customers_service,customersservice_source,iowait_cpu 0,iowait_cpu 1,iowait_cpu 2,iowait_cpu 3,iowait_cpu 4,iowait_cpu 5,iowait_cpu 6,iowait_cpu 7,iowait_cpu 8,iowait_cpu 9,iowait_source,irq_cpu 0,irq_cpu 1,irq_cpu 2,irq_cpu 3,irq_cpu 4,irq_cpu 5,irq_cpu 6,irq_cpu 7,irq_cpu 8,irq_cpu 9,irq_source,memavailable_mem_available,memavailable_source,memcache_mem_cache,memcache_source,memutil_mem_util,memutil_source,readbytes_openeuler-home,readbytes_openeuler-root,readbytes_openeuler-swap,readbytes_sda,readbytes_source,srtt_source,srtt_SRTT_cumulative,system_cpu 0,system_cpu 1,system_cpu 2,system_cpu 3,system_cpu 4,system_cpu 5,system_cpu 6,system_cpu 7,system_cpu 8,system_cpu 9,system_source,user_cpu 0,user_cpu 1,user_cpu 2,user_cpu 3,user_cpu 4,user_cpu 5,user_cpu 6,user_cpu 7,user_cpu 8,user_cpu 9,user_source,utilization_cpu 0,utilization_cpu 1,utilization_cpu 2,utilization_cpu 3,utilization_cpu 4,utilization_cpu 5,utilization_cpu 6,utilization_cpu 7,utilization_cpu 8,utilization_cpu 9,utilization_source,vetsservice_vets_service,vetsservice_source,visitsservice_visits_service,visitsservice_source,writebytes_openeuler-home,writebytes_openeuler-root,writebytes_openeuler-swap,writebytes_sda,writebytes_source
2025-05-17 17:01:15,0.0,NET_LOSS,12.0,NET_LOSS,0.0,NET_LOSS,0.0,0.0,30.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,NET_LOSS,150.0,170.0,160.0,140.0,150.0,180.0,150.0,140.0,0.0,0.0,NET_LOSS,16116260.0,NET_LOSS,5958696.0,NET_LOSS,34.5,NET_LOSS,0.0,0.0,0.0,0.0,NET_LOSS,NET_LOSS,1095.0,1210.0,1170.0,1260.0,1170.0,1130.0,1430.0,1160.0,1220.0,0.0,0.0,NET_LOSS,3510,4330,3760,3640,3700,4430,4040,3870,0,0,NET_LOSS,7.09,8.62,7.83,7.8,7.51,9.18,8.01,7.74,0,0,NET_LOSS,0.0,NET_LOSS,0.0,NET_LOSS,2783232.0,3055616.0,0.0,7323648.0,NET_LOSS
2025-05-17 17:01:30,0.0,NET_LOSS,12.0,NET_LOSS,0.0,NET_LOSS,0.0,0.0,30.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,NET_LOSS,150.0,170.0,160.0,140.0,150.0,180.0,150.0,140.0,0.0,0.0,NET_LOSS,16116260.0,NET_LOSS,5958696.0,NET_LOSS,34.5,NET_LOSS,0.0,0.0,0.0,0.0,NET_LOSS,NET_LOSS,1096.0,660.0,855.0,680.0,660.0,540.0,740.0,540.0,560.0,0.0,0.0,NET_LOSS,3510,4330,3760,3640,3700,4430,4040,3870,0,0,NET_LOSS,7.09,8.62,7.83,7.8,7.51,9.18,8.01,7.74,0,0,NET_LOSS,0.0,NET_LOSS,0.0,NET_LOSS,2783232.0,3055616.0,0.0,7323648.0,NET_LOSS
2025-05-17 17:01:45,0.0,NET_LOSS,13.0,NET_LOSS,0.0,NET_LOSS,10.0,0.0,10.0,0.0,0.0,20.0,0.0,10.0,0.0,0.0,NET_LOSS,70.0,100.0,70.0,80.0,60.0,100.0,70.0,80.0,0.0,0.0,NET_LOSS,16116260.0,NET_LOSS,5958696.0,NET_LOSS,34.5,NET_LOSS,0.0,0.0,0.0,0.0,NET_LOSS,NET_LOSS,1000.0,660.0,855.0,680.0,660.0,540.0,740.0,540.0,560.0,0.0,0.0,NET_LOSS,3510,4330,3760,3640,3700,4430,4040,3870,0,0,NET_LOSS,7.09,8.62,7.83,7.8,7.51,9.18,8.01,7.74,0,0,NET_LOSS,0.0,NET_LOSS,0.0,NET_LOSS,2783232.0,3055616.0,0.0,7323648.0,NET_LOSS
2025-05-17 17:02:00,0.0,NET_LOSS,13.0,NET_LOSS,0.0,NET_LOSS,10.0,2.0,17.0,5.0,3.0,13.0,2.0,10.0,0.0,0.0,NET_LOSS,110.0,135.0,115.0,110.0,105.0,140.0,110.0,110.0,0.0,0.0,NET_LOSS,16061340.0,NET_LOSS,5956279.0,NET_LOSS,34.691671428571425,NET_LOSS,29.0,1785.0,1.0,867401.0,NET_LOSS,NET_LOSS,993.5,766.0,855.0,846.0,730.0,686.0,872.0,784.0,709.0,0.0,0.0,NET_LOSS,6936,7052,6170,6616,6818,6048,7118,5302,0,0,NET_LOSS,12.332473283468458,13.120209683234144,12.271657645384485,13.587486266233768,12.710250293282868,13.13915271039648,14.100536325341327,11.344884769119776,0,0,NET_LOSS,0.0,NET_LOSS,0.0,NET_LOSS,2783232.0,3062777.0,1484.0,5826513.0,NET_LOSS
2025-05-17 17:02:15,0.0,NET_LOSS,13.0,NET_LOSS,0.0,NET_LOSS,8.0,2.0,12.0,3.0,0.0,14.0,2.0,9.0,0.0,0.0,NET_LOSS,110.0,135.0,115.0,110.0,105.0,140.0,110.0,110.0,0.0,0.0,NET_LOSS,15992363.0,NET_LOSS,5955106.0,NET_LOSS,34.69767142857142,NET_LOSS,29.0,1785.0,1.0,867401.0,NET_LOSS,NET_LOSS,1691.0,880.0,855.0,987.0,870.0,697.0,957.0,876.0,711.0,0.0,0.0,NET_LOSS,7402,7741,7101,7769,7782,6600,7936,6843,0,0,NET_LOSS,15.190731876542053,15.357198290598296,14.731375672080008,15.61745503663004,15.378521499334004,14.920085992455606,15.522337453657457,13.44672000000001,0,0,NET_LOSS,0.0,NET_LOSS,0.0,NET_LOSS,1302528.0,3074536.0,1484.0,4802024.0,NET_LOSS
2025-05-17 17:02:30,0.0,NET_LOSS,13.0,NET_LOSS,0.0,NET_LOSS,9.0,2.0,11.0,3.0,1.0,20.0,5.0,11.0,0.0,0.0,NET_LOSS,110.0,135.0,115.0,110.0,105.0,140.0,110.0,110.0,0.0,0.0,NET_LOSS,15985967.0,NET_LOSS,5954603.0,NET_LOSS,34.7512,NET_LOSS,29.0,1785.0,1.0,796292.0,NET_LOSS,NET_LOSS,1691.0,882.0,1090.0,990.0,954.0,697.0,963.0,888.0,714.0,0.0,0.0,NET_LOSS,7606,7802,7458,8053,8068,6924,8126,7064,0,0,NET_LOSS,15.944528662256335,15.743600396825402,14.927664957794295,15.85863003663004,15.753474413086913,15.277215540032206,16.09874670329671,14.23834444444446,0,0,NET_LOSS,0.0,NET_LOSS,0.0,NET_LOSS,1302528.0,3071582.0,1484.0,4591990.0,NET_LOSS
2025-05-17 17:02:45,0.0,NET_LOSS,13.0,NET_LOSS,0.0,NET_LOSS,9.0,2.0,9.0,2.0,1.0,27.0,5.0,11.0,0.0,0.0,NET_LOSS,170.0,205.0,180.0,170.0,180.0,205.0,175.0,165.0,0.0,0.0,NET_LOSS,16013609.0,NET_LOSS,5953999.0,NET_LOSS,34.86545,NET_LOSS,29.0,1785.0,1.0,275518.0,NET_LOSS,NET_LOSS,1685.0,996.0,1090.0,1107.0,1076.0,969.0,1075.0,1093.0,993.0,0.0,0.0,NET_LOSS,7706,7779,7531,7814,8320,6770,7757,6914,0,0,NET_LOSS,15.290454019399194,15.0748989848782,15.364330191172032,16.353215189255188,15.648865663907348,14.529367288742964,15.505253730158731,13.548433571428584,0,0,NET_LOSS,0.0,NET_LOSS,0.0,NET_LOSS,1302528.0,3075286.0,1484.0,4345141.0,NET_LOSS
2025-05-17 17:03:00,0.0,NET_LOSS,12.0,NET_LOSS,0.0,NET_LOSS,9.0,2.0,4.0,9.0,1.0,12.0,5.0,18.0,0.0,0.0,NET_LOSS,170.0,205.0,180.0,170.0,180.0,230.0,175.0,165.0,0.0,0.0,NET_LOSS,15956211.0,NET_LOSS,5953961.0,NET_LOSS,35.26941626984127,NET_LOSS,29.0,1785.0,1.0,51919.0,NET_LOSS,NET_LOSS,1702.6449409340669,1114.0,1090.0,1220.0,1113.0,1097.0,1149.0,1168.0,1126.0,0.0,0.0,NET_LOSS,4630,4820,4505,4990,4840,4240,4835,4360,0,0,NET_LOSS,9.61,9.775,9.425,10.21,9.685,9.265,9.715,9.025,0,0,NET_LOSS,0.0,NET_LOSS,0.0,NET_LOSS,1302528.0,3079313.0,1484.0,4338711.0,NET_LOSS
2025-05-17 17:03:15,0.0,NET_LOSS,12.0,NET_LOSS,0.0,NET_LOSS,9.0,2.0,3.0,10.0,1.0,11.0,7.0,18.0,0.0,0.0,NET_LOSS,190.0,240.0,200.0,200.0,180.0,230.0,200.0,190.0,0.0,0.0,NET_LOSS,15746215.0,NET_LOSS,5953490.0,NET_LOSS,35.9518626984127,NET_LOSS,29.0,1785.0,1.0,4060.0,NET_LOSS,NET_LOSS,1724.9442413836168,1171.0,1198.0,1247.0,1151.0,1141.0,1219.0,1218.0,1173.0,0.0,0.0,NET_LOSS,4630,4820,4505,4990,4840,4240,4835,4360,0,0,NET_LOSS,9.61,9.775,9.425,10.21,9.685,9.265,9.715,9.025,0,0,NET_LOSS,0.0,NET_LOSS,0.0,NET_LOSS,1511424.0,3064118.0,1484.0,4071148.0,NET_LOSS
2025-05-17 17:03:30,0.0,NET_LOSS,12.0,NET_LOSS,0.0,NET_LOSS,9.0,2.0,4.0,10.0,2.0,11.0,8.0,17.0,0.0,0.0,NET_LOSS,190.0,240.0,200.0,200.0,210.0,230.0,200.0,190.0,0.0,0.0,NET_LOSS,15675571.0,NET_LOSS,5953290.0,NET_LOSS,36.142967460317465,NET_LOSS,29.0,1785.0,1.0,4194.0,NET_LOSS,NET_LOSS,1768.8894445415688,1173.0,1198.0,1257.0,1166.0,1141.0,1225.0,1226.0,1173.0,0.0,0.0,NET_LOSS,4630,4820,4505,4990,4840,4240,4835,4360,0,0,NET_LOSS,9.61,9.775,9.425,10.21,9.685,9.265,9.715,9.025,0,0,NET_LOSS,0.0,NET_LOSS,0.0,NET_LOSS,1511424.0,2852184.0,1484.0,4281774.0,NET_LOSS
