minutes,apigateway_api_gateway,apigateway_source,customersservice_customers_service,customersservice_source,iowait_cpu 0,iowait_cpu 1,iowait_cpu 2,iowait_cpu 3,iowait_cpu 4,iowait_cpu 5,iowait_cpu 6,iowait_cpu 7,iowait_cpu 8,iowait_cpu 9,iowait_source,irq_cpu 0,irq_cpu 1,irq_cpu 2,irq_cpu 3,irq_cpu 4,irq_cpu 5,irq_cpu 6,irq_cpu 7,irq_cpu 8,irq_cpu 9,irq_source,srtt_source,srtt_SRTT_cumulative,system_cpu 0,system_cpu 1,system_cpu 2,system_cpu 3,system_cpu 4,system_cpu 5,system_cpu 6,system_cpu 7,system_cpu 8,system_cpu 9,system_source,user_cpu 0,user_cpu 1,user_cpu 2,user_cpu 3,user_cpu 4,user_cpu 5,user_cpu 6,user_cpu 7,user_cpu 8,user_cpu 9,user_source,utilization_cpu 0,utilization_cpu 1,utilization_cpu 2,utilization_cpu 3,utilization_cpu 4,utilization_cpu 5,utilization_cpu 6,utilization_cpu 7,utilization_cpu 8,utilization_cpu 9,utilization_source,vetsservice_vets_service,vetsservice_source,visitsservice_visits_service,visitsservice_source,writebytes_openeuler-home,writebytes_openeuler-root,writebytes_openeuler-swap,writebytes_sda,writebytes_source
2025-05-17 17:01:15,0.0,BASELINE,0.0,BASELINE,10.0,10.0,40.0,40.0,0.0,10.0,70.0,0.0,0.0,0.0,BASELINE,160.0,270.0,110.0,130.0,200.0,320.0,140.0,210.0,0.0,0.0,BASELINE,BASELINE,555.0,640.0,790.0,850.0,760.0,820.0,780.0,830.0,700.0,0.0,0.0,BASELINE,5010.0,5140.0,8802.0,8325.0,5215.0,4940.0,8270.0,5385.0,0.0,0.0,BASELINE,43.075,41.65,45.125,42.25,42.0,41.35,42.35,43.900000000000006,0.0,0.0,BASELINE,0.0,BASELINE,0.0,BASELINE,3076096.0,2871296.0,0.0,7155712.0,baseline
2025-05-17 17:01:30,0.0,BASELINE,0.0,BASELINE,10.0,10.0,40.0,40.0,0.0,10.0,70.0,0.0,0.0,0.0,BASELINE,160.0,270.0,110.0,130.0,200.0,320.0,140.0,210.0,0.0,0.0,BASELINE,BASELINE,571.0,640.0,790.0,850.0,760.0,820.0,780.0,830.0,700.0,0.0,0.0,BASELINE,5010.0,5140.0,8802.0,8325.0,5215.0,4940.0,8270.0,5385.0,0.0,0.0,BASELINE,51.325,48.8,53.475,49.375,49.425,49.650000000000006,49.625,51.35,0.0,0.0,BASELINE,0.0,BASELINE,0.0,BASELINE,3076096.0,2666496.0,0.0,7155712.0,baseline
2025-05-17 17:01:45,0.0,BASELINE,0.0,BASELINE,20.0,10.0,10.0,10.0,80.0,30.0,110.0,40.0,0.0,0.0,BASELINE,320.0,390.0,270.0,230.0,420.0,520.0,250.0,360.0,0.0,0.0,BASELINE,BASELINE,518.0,960.0,940.0,1260.0,1190.0,870.0,970.0,1240.0,690.0,0.0,0.0,BASELINE,6020.0,6185.0,10442.0,9770.0,6275.0,5920.0,9650.0,6145.0,0.0,0.0,BASELINE,49.25,48.8,51.0,49.375,49.425,49.650000000000006,49.625,48.8,0.0,0.0,BASELINE,0.0,BASELINE,0.0,BASELINE,2934784.0,2666496.0,0.0,5738496.0,baseline
2025-05-17 17:02:00,0.0,BASELINE,0.0,BASELINE,29.0,19.0,38.0,22.0,80.0,32.0,111.0,42.0,0.0,0.0,BASELINE,240.0,330.0,190.0,180.0,310.0,420.0,195.0,285.0,0.0,0.0,BASELINE,BASELINE,825.5317480158728,937.0,958.0,1224.0,1194.0,851.0,969.0,1215.0,719.0,0.0,0.0,BASELINE,5840.0,6185.0,10155.0,9770.0,6275.0,5920.0,9650.0,5965.0,0.0,0.0,BASELINE,49.25,48.8,51.0,49.375,49.425,49.650000000000006,49.625,48.8,0.0,0.0,BASELINE,0.0,BASELINE,0.0,BASELINE,2031616.0,3051506.0,82998.0,6006190.0,baseline
2025-05-17 17:02:15,0.0,BASELINE,0.0,BASELINE,30.0,19.0,33.0,18.0,78.0,34.0,112.0,42.0,0.0,0.0,BASELINE,240.0,330.0,190.0,180.0,310.0,420.0,195.0,285.0,0.0,0.0,BASELINE,BASELINE,825.5317480158728,963.0,972.0,1304.0,1243.0,856.0,974.0,1260.0,720.0,0.0,0.0,BASELINE,5840.0,6185.0,10155.0,9770.0,6275.0,5920.0,9650.0,5965.0,0.0,0.0,BASELINE,49.25,48.8,51.0,49.375,49.425,49.650000000000006,49.625,48.8,0.0,0.0,BASELINE,0.0,BASELINE,0.0,BASELINE,2031616.0,3176539.0,82998.0,5715680.0,baseline
2025-05-17 17:02:30,0.0,BASELINE,0.0,BASELINE,48.0,20.0,44.0,45.0,77.0,105.0,94.0,98.0,0.0,0.0,BASELINE,240.0,330.0,190.0,180.0,310.0,420.0,195.0,285.0,0.0,0.0,BASELINE,BASELINE,1019.5871924603172,953.0,997.0,1361.0,1351.0,860.0,998.0,1342.0,738.0,0.0,0.0,BASELINE,5840.0,6185.0,10155.0,9770.0,6275.0,5920.0,9650.0,5965.0,0.0,0.0,BASELINE,82.75,82.7,82.94999999999999,83.42500000000001,83.925,79.0,84.225,81.8,0.0,0.0,BASELINE,0.0,BASELINE,0.0,BASELINE,2031616.0,3176539.0,82998.0,5420876.0,baseline
2025-05-17 17:02:45,0.0,BASELINE,0.0,BASELINE,47.0,24.0,44.0,48.0,71.0,105.0,86.0,100.0,0.0,0.0,BASELINE,565.0,695.0,405.0,390.0,585.0,695.0,455.0,585.0,0.0,0.0,BASELINE,BASELINE,934.5795813492064,952.0,998.0,1391.0,1361.0,859.0,1016.0,1401.0,738.0,0.0,0.0,BASELINE,9670.0,10130.0,15770.0,15845.0,9895.0,9340.0,16025.0,9785.0,0.0,0.0,BASELINE,82.75,83.25,82.94999999999999,84.1,84.9,79.2,84.75,81.8,0.0,0.0,BASELINE,0.0,BASELINE,0.0,BASELINE,1290867.0,3189518.0,82998.0,5328843.0,baseline
2025-05-17 17:03:00,0.0,BASELINE,0.0,BASELINE,17.0,38.0,166.0,103.0,13.0,263.0,14.0,192.0,0.0,0.0,BASELINE,565.0,695.0,405.0,390.0,585.0,695.0,455.0,585.0,0.0,0.0,BASELINE,BASELINE,447.0,907.0,1157.0,1517.0,1585.0,830.0,1054.0,1476.0,784.0,0.0,0.0,BASELINE,9670.0,10130.0,15770.0,15845.0,9895.0,9340.0,16025.0,9785.0,0.0,0.0,BASELINE,82.75,83.25,82.94999999999999,84.1,84.9,79.2,84.75,81.8,0.0,0.0,BASELINE,0.0,BASELINE,0.0,BASELINE,1748992.0,4052253.0,82998.0,4434894.0,baseline
2025-05-17 17:03:15,0.0,BASELINE,0.0,BASELINE,16.0,39.0,169.0,113.0,11.0,265.0,15.0,186.0,0.0,0.0,BASELINE,565.0,695.0,405.0,390.0,585.0,1070.0,455.0,585.0,0.0,0.0,BASELINE,BASELINE,1479.5,908.0,1200.0,1545.0,1655.0,822.0,1062.0,1493.0,821.0,0.0,0.0,BASELINE,9670.0,10130.0,15770.0,15845.0,9895.0,9315.0,16025.0,9785.0,0.0,0.0,BASELINE,82.75,83.25,82.94999999999999,84.1,84.9,79.2,84.75,81.8,0.0,0.0,BASELINE,0.0,BASELINE,0.0,BASELINE,1748992.0,4145550.0,82998.0,4410218.0,baseline
2025-05-17 17:03:30,0.0,BASELINE,0.0,BASELINE,58.0,31.0,156.0,187.0,60.0,177.0,78.0,118.0,0.0,0.0,BASELINE,970.0,1120.0,700.0,650.0,970.0,1070.0,770.0,960.0,0.0,0.0,BASELINE,BASELINE,5143.0,943.0,1151.0,1565.0,1627.0,815.0,1050.0,1547.0,843.0,0.0,0.0,BASELINE,9670.0,9692.0,15770.0,15845.0,9895.0,9290.0,16025.0,9785.0,0.0,0.0,BASELINE,78.1,79.85,83.2,78.8,77.45,76.30000000000001,78.85,81.0,0.0,0.0,BASELINE,0.0,BASELINE,0.0,BASELINE,1748992.0,4294351.0,82998.0,4749022.0,baseline
