Time,visits_service,source,Minutes
2025-05-17 17:17:00,0,IO,0.0
2025-05-17 17:17:15,0,IO,0.25
2025-05-17 17:17:30,0,IO,0.5
2025-05-17 17:17:45,0,IO,0.75
2025-05-17 17:18:00,0,IO,1.0
2025-05-17 17:18:15,0,IO,1.25
2025-05-17 17:18:30,0,IO,1.5
2025-05-17 17:18:45,0,IO,1.75
2025-05-17 17:19:00,0,IO,2.0
2025-05-17 17:19:15,0,IO,2.25
2025-05-17 17:19:30,0,IO,2.5
2025-05-17 17:19:45,0,IO,2.75
2025-05-17 17:20:00,0,IO,3.0
2025-05-17 17:20:15,0,IO,3.25
2025-05-17 17:20:30,0,IO,3.5
2025-05-17 17:20:45,0,IO,3.75
2025-05-17 17:21:00,0,IO,4.0
2025-05-17 17:21:15,0,IO,4.25
2025-05-17 17:21:30,0,IO,4.5
2025-05-17 17:21:45,0,IO,4.75
2025-05-17 17:29:00,0,IO,12.0
2025-05-17 17:29:15,0,IO,12.25
2025-05-17 17:29:30,0,IO,12.5
2025-05-17 17:29:45,0,IO,12.75
2025-05-17 17:30:00,0,IO,13.0
2025-05-17 17:30:15,0,IO,13.25
2025-05-17 17:30:30,0,IO,13.5
2025-05-17 17:30:45,0,IO,13.75
2025-05-17 17:31:00,0,IO,14.0
2025-05-17 17:31:15,0,IO,14.25
2025-05-17 17:31:30,0,IO,14.5
2025-05-17 17:31:45,0,IO,14.75
2025-05-17 17:32:00,0,IO,15.0
2025-05-17 17:32:15,0,IO,15.25
2025-05-17 17:32:30,0,IO,15.5
2025-05-17 17:32:45,0,IO,15.75
2025-05-17 17:33:00,0,IO,16.0
2025-05-17 17:33:15,0,IO,16.25
2025-05-17 17:33:30,0,IO,16.5
2025-05-17 17:33:45,0,IO,16.75
2025-05-17 17:47:00,0,IO,30.0
2025-05-17 17:47:15,0,IO,30.25
2025-05-17 17:47:30,0,IO,30.5
2025-05-17 17:47:45,0,IO,30.75
2025-05-17 17:48:00,0,IO,31.0
2025-05-17 17:48:15,0,IO,31.25
2025-05-17 17:48:30,0,IO,31.5
2025-05-17 17:48:45,0,IO,31.75
2025-05-17 17:49:00,0,IO,32.0
2025-05-17 17:49:15,0,IO,32.25
2025-05-17 17:49:30,0,IO,32.5
2025-05-17 17:49:45,0,IO,32.75
2025-05-17 17:50:00,0,IO,33.0
2025-05-17 17:50:15,0,IO,33.25
2025-05-17 17:50:30,0,IO,33.5
2025-05-17 17:50:45,0,IO,33.75
2025-05-17 17:51:00,0,IO,34.0
2025-05-17 17:51:15,0,IO,34.25
2025-05-17 17:51:30,0,IO,34.5
2025-05-17 17:51:45,0,IO,34.75
2025-05-17 17:59:00,14,IO,42.0
2025-05-17 17:59:15,14,IO,42.25
2025-05-17 17:59:30,8,IO,42.5
2025-05-17 17:59:45,8,IO,42.75
2025-05-17 18:00:00,2,IO,43.0
2025-05-17 18:00:15,2,IO,43.25
2025-05-17 18:00:30,0,IO,43.5
2025-05-17 18:00:45,0,IO,43.75
2025-05-17 18:01:00,0,IO,44.0
2025-05-17 18:01:15,0,IO,44.25
2025-05-17 18:01:30,0,IO,44.5
2025-05-17 18:01:45,0,IO,44.75
2025-05-17 18:02:00,14,IO,45.0
2025-05-17 18:02:15,14,IO,45.25
2025-05-17 18:02:30,14,IO,45.5
2025-05-17 18:02:45,14,IO,45.75
2025-05-17 18:03:00,2,IO,46.0
2025-05-17 18:03:15,2,IO,46.25
2025-05-17 18:03:30,2,IO,46.5
2025-05-17 18:03:45,2,IO,46.75
2025-05-17 18:04:00,2,IO,47.0
2025-05-17 18:04:15,2,IO,47.25
2025-05-17 18:04:30,2,IO,47.5
2025-05-17 18:04:45,2,IO,47.75
2025-05-17 18:05:00,2,IO,48.0
2025-05-17 18:05:15,2,IO,48.25
2025-05-17 18:05:30,2,IO,48.5
2025-05-17 18:05:45,2,IO,48.75
2025-05-17 18:06:00,2,IO,49.0
2025-05-17 18:06:15,2,IO,49.25
2025-05-17 18:06:30,2,IO,49.5
2025-05-17 18:06:45,2,IO,49.75
2025-05-17 18:07:00,2,IO,50.0
2025-05-17 18:07:15,2,IO,50.25
2025-05-17 18:07:30,2,IO,50.5
2025-05-17 18:07:45,2,IO,50.75
2025-05-17 18:13:00,0,IO,56.0
2025-05-17 18:13:15,0,IO,56.25
2025-05-17 18:13:30,0,IO,56.5
2025-05-17 18:13:45,0,IO,56.75
2025-05-17 18:14:00,0,IO,57.0
2025-05-17 18:14:15,0,IO,57.25
2025-05-17 18:14:30,0,IO,57.5
2025-05-17 18:14:45,0,IO,57.75
2025-05-17 18:15:00,0,IO,58.0
2025-05-17 18:15:15,0,IO,58.25
2025-05-17 18:15:30,0,IO,58.5
2025-05-17 18:15:45,0,IO,58.75
2025-05-17 18:16:00,0,IO,59.0
2025-05-17 18:16:15,0,IO,59.25
2025-05-17 18:16:30,0,IO,59.5
2025-05-17 18:16:45,0,IO,59.75
2025-05-17 18:17:00,0,IO,60.0
2025-05-17 18:17:15,0,IO,60.25
2025-05-17 18:17:30,0,IO,60.5
2025-05-17 18:17:45,0,IO,60.75
2025-05-17 18:28:00,0,IO,71.0
2025-05-17 18:28:15,0,IO,71.25
2025-05-17 18:28:30,0,IO,71.5
2025-05-17 18:28:45,0,IO,71.75
2025-05-17 18:29:00,0,IO,72.0
2025-05-17 18:29:15,0,IO,72.25
2025-05-17 18:29:30,0,IO,72.5
2025-05-17 18:29:45,0,IO,72.75
2025-05-17 18:30:00,0,IO,73.0
2025-05-17 18:30:15,0,IO,73.25
2025-05-17 18:30:30,0,IO,73.5
2025-05-17 18:30:45,0,IO,73.75
