Time,visits_service,source,Minutes
2025-05-17 16:35:45,0,THREADFULL,0.0
2025-05-17 16:36:00,0,THREADFULL,0.25
2025-05-17 16:36:15,0,THREADFULL,0.5
2025-05-17 16:36:30,0,THREADFULL,0.75
2025-05-17 16:36:45,0,THREADFULL,1.0
2025-05-17 16:37:00,0,THREADFULL,1.25
2025-05-17 16:37:15,0,THREADFULL,1.5
2025-05-17 16:37:30,0,THREADFULL,1.75
2025-05-17 16:37:45,0,THREADFULL,2.0
2025-05-17 16:38:00,0,THREADFULL,2.25
2025-05-17 16:38:15,0,THREADFULL,2.5
2025-05-17 16:38:30,0,THREADFULL,2.75
2025-05-17 16:38:45,0,THREADFULL,3.0
2025-05-17 16:39:00,0,THREADFULL,3.25
2025-05-17 16:39:15,0,THREADFULL,3.5
2025-05-17 16:39:30,0,THREADFULL,3.75
2025-05-17 16:39:45,0,THREADFULL,4.0
2025-05-17 16:40:00,0,THREADFULL,4.25
2025-05-17 16:40:15,0,THREADFULL,4.5
2025-05-17 16:40:30,0,THREADFULL,4.75
2025-05-17 16:45:45,0,THREADFULL,10.0
2025-05-17 16:46:00,0,THREADFULL,10.25
2025-05-17 16:46:15,0,THREADFULL,10.5
2025-05-17 16:46:30,0,THREADFULL,10.75
2025-05-17 16:46:45,0,THREADFULL,11.0
2025-05-17 16:47:00,0,THREADFULL,11.25
2025-05-17 16:47:15,0,THREADFULL,11.5
2025-05-17 16:47:30,0,THREADFULL,11.75
2025-05-17 16:47:45,0,THREADFULL,12.0
2025-05-17 16:48:00,0,THREADFULL,12.25
2025-05-17 16:48:15,0,THREADFULL,12.5
2025-05-17 16:48:30,0,THREADFULL,12.75
2025-05-17 16:48:45,0,THREADFULL,13.0
2025-05-17 16:49:00,0,THREADFULL,13.25
2025-05-17 16:49:15,0,THREADFULL,13.5
2025-05-17 16:49:30,0,THREADFULL,13.75
2025-05-17 16:49:45,0,THREADFULL,14.0
2025-05-17 16:50:00,0,THREADFULL,14.25
2025-05-17 16:50:15,0,THREADFULL,14.5
2025-05-17 16:50:30,0,THREADFULL,14.75
2025-05-17 16:58:45,0,THREADFULL,23.0
2025-05-17 16:59:00,0,THREADFULL,23.25
2025-05-17 16:59:15,0,THREADFULL,23.5
2025-05-17 16:59:30,0,THREADFULL,23.75
2025-05-17 16:59:45,0,THREADFULL,24.0
2025-05-17 17:00:00,0,THREADFULL,24.25
2025-05-17 17:00:15,0,THREADFULL,24.5
2025-05-17 17:00:30,0,THREADFULL,24.75
2025-05-17 17:00:45,8,THREADFULL,25.0
2025-05-17 17:01:00,8,THREADFULL,25.25
2025-05-17 17:01:15,8,THREADFULL,25.5
2025-05-17 17:01:30,8,THREADFULL,25.75
2025-05-17 17:01:45,0,THREADFULL,26.0
2025-05-17 17:02:00,0,THREADFULL,26.25
2025-05-17 17:02:15,0,THREADFULL,26.5
2025-05-17 17:02:30,0,THREADFULL,26.75
2025-05-17 17:02:45,0,THREADFULL,27.0
2025-05-17 17:03:00,0,THREADFULL,27.25
2025-05-17 17:03:15,0,THREADFULL,27.5
2025-05-17 17:03:30,0,THREADFULL,27.75
2025-05-17 17:03:45,0,THREADFULL,28.0
2025-05-17 17:04:00,0,THREADFULL,28.25
2025-05-17 17:04:15,0,THREADFULL,28.5
2025-05-17 17:04:30,0,THREADFULL,28.75
2025-05-17 17:04:45,0,THREADFULL,29.0
2025-05-17 17:05:00,0,THREADFULL,29.25
2025-05-17 17:05:15,0,THREADFULL,29.5
2025-05-17 17:05:30,0,THREADFULL,29.75
2025-05-17 17:05:45,0,THREADFULL,30.0
2025-05-17 17:06:00,0,THREADFULL,30.25
2025-05-17 17:06:15,0,THREADFULL,30.5
2025-05-17 17:06:30,0,THREADFULL,30.75
2025-05-17 17:23:00,0,THREADFULL,47.25
2025-05-17 17:23:15,0,THREADFULL,47.5
2025-05-17 17:23:30,0,THREADFULL,47.75
2025-05-17 17:23:45,0,THREADFULL,48.0
2025-05-17 17:24:00,0,THREADFULL,48.25
2025-05-17 17:24:15,0,THREADFULL,48.5
2025-05-17 17:24:30,0,THREADFULL,48.75
2025-05-17 17:24:45,0,THREADFULL,49.0
2025-05-17 17:25:00,0,THREADFULL,49.25
2025-05-17 17:25:15,0,THREADFULL,49.5
2025-05-17 17:25:30,0,THREADFULL,49.75
2025-05-17 17:25:45,0,THREADFULL,50.0
2025-05-17 17:26:00,7,THREADFULL,50.25
2025-05-17 17:26:15,7,THREADFULL,50.5
2025-05-17 17:26:30,7,THREADFULL,50.75
2025-05-17 17:26:45,7,THREADFULL,51.0
2025-05-17 17:27:00,1,THREADFULL,51.25
2025-05-17 17:27:15,1,THREADFULL,51.5
2025-05-17 17:27:30,1,THREADFULL,51.75
2025-05-17 17:27:45,1,THREADFULL,52.0
2025-05-17 17:28:00,0,THREADFULL,52.25
2025-05-17 17:28:15,0,THREADFULL,52.5
2025-05-17 17:28:30,0,THREADFULL,52.75
2025-05-17 17:28:45,0,THREADFULL,53.0
2025-05-17 17:29:00,0,THREADFULL,53.25
2025-05-17 17:29:15,0,THREADFULL,53.5
2025-05-17 17:29:30,0,THREADFULL,53.75
2025-05-17 17:29:45,0,THREADFULL,54.0
2025-05-17 17:30:00,0,THREADFULL,54.25
2025-05-17 17:30:15,0,THREADFULL,54.5
2025-05-17 17:30:30,0,THREADFULL,54.75
2025-05-17 17:30:45,0,THREADFULL,55.0
2025-05-17 17:31:00,0,THREADFULL,55.25
2025-05-17 17:31:15,0,THREADFULL,55.5
2025-05-17 17:31:30,0,THREADFULL,55.75
2025-05-17 17:31:45,0,THREADFULL,56.0
2025-05-17 17:32:00,0,THREADFULL,56.25
2025-05-17 17:32:15,0,THREADFULL,56.5
2025-05-17 17:32:30,0,THREADFULL,56.75
2025-05-17 17:32:45,0,THREADFULL,57.0
2025-05-17 17:54:00,6,THREADFULL,78.25
2025-05-17 17:54:15,6,THREADFULL,78.5
2025-05-17 17:54:30,6,THREADFULL,78.75
2025-05-17 17:54:45,6,THREADFULL,79.0
2025-05-17 17:55:00,2,THREADFULL,79.25
2025-05-17 17:55:15,2,THREADFULL,79.5
2025-05-17 17:55:30,2,THREADFULL,79.75
2025-05-17 17:55:45,2,THREADFULL,80.0
2025-05-17 17:56:00,0,THREADFULL,80.25
2025-05-17 17:56:15,0,THREADFULL,80.5
2025-05-17 17:56:30,0,THREADFULL,80.75
2025-05-17 17:56:45,0,THREADFULL,81.0
2025-05-17 17:57:00,0,THREADFULL,81.25
2025-05-17 17:57:15,0,THREADFULL,81.5
2025-05-17 17:57:30,0,THREADFULL,81.75
