minutes,cpu_cpu 0,cpu_cpu 1,cpu_cpu 2,cpu_cpu 3,cpu_cpu 4,cpu_cpu 5,cpu_cpu 6,cpu_cpu 7,cpu_cpu 8,cpu_cpu 9,cpu_source,cpu_Minutes,cpu_cpu 0,cpu_cpu 1,cpu_cpu 2,cpu_cpu 3,cpu_cpu 4,cpu_cpu 5,cpu_cpu 6,cpu_cpu 7,cpu_cpu 8,cpu_cpu 9,cpu_source,cpu_Minutes,cpu_cpu 0,cpu_cpu 1,cpu_cpu 2,cpu_cpu 3,cpu_cpu 4,cpu_cpu 5,cpu_cpu 6,cpu_cpu 7,cpu_cpu 8,cpu_cpu 9,cpu_source,cpu_Minutes,cpu_cpu 0,cpu_cpu 1,cpu_cpu 2,cpu_cpu 3,cpu_cpu 4,cpu_cpu 5,cpu_cpu 6,cpu_cpu 7,cpu_cpu 8,cpu_cpu 9,cpu_source,cpu_Minutes,cpu_cpu 0,cpu_cpu 1,cpu_cpu 2,cpu_cpu 3,cpu_cpu 4,cpu_cpu 5,cpu_cpu 6,cpu_cpu 7,cpu_cpu 8,cpu_cpu 9,cpu_source,cpu_Minutes
7.25,14,3,8,5,20,10,3,10,0,0,CPU_STRESS,7.25,525,668,681,355,391,405,371,374,0,0,CPU_STRESS,7.25,1253,1294,1385,1538,1502,1540,1490,1470,0,0,CPU_STRESS,7.25,5131,6658,6800,20327,19544,19686,20237,17692,0,0,CPU_STRESS,7.25,24.227599894711403,27.073877934044784,27.127022106840528,37.961197230135525,36.61711268228917,37.35727423687425,39.17933333333335,33.13107295134204,0,0,CPU_STRESS,7.25
7.5,19,3,8,6,5,9,4,10,0,0,CPU_STRESS,7.5,574,706,694,356,392,405,372,377,0,0,CPU_STRESS,7.5,1266,1297,1384,1536,1503,1542,1490,1485,0,0,CPU_STRESS,7.5,5828,6942,6818,20355,19873,20053,19815,18230,0,0,CPU_STRESS,7.5,25.650827156755245,27.43029682903868,27.256465799259228,38.06429643648474,37.35016208705107,38.663231379731386,41.6323333333333,34.502041115754984,0,0,CPU_STRESS,7.5
7.75,29,3,8,18,5,1,18,10,0,0,CPU_STRESS,7.75,740,828,739,384,408,406,393,387,0,0,CPU_STRESS,7.75,1430,1328,1374,1520,1550,1507,1496,1558,0,0,CPU_STRESS,7.75,6480,6994,6840,21348,21115,21362,19595,21011,0,0,CPU_STRESS,7.75,28.725556457431463,28.513656155170032,28.11304815647316,39.57987369518955,39.425985562664586,40.425678751803765,43.01999999999998,39.35517819709359,0,0,CPU_STRESS,7.75
8.0,29,3,8,18,5,1,18,11,0,0,CPU_STRESS,8.0,771,863,755,388,407,409,402,390,0,0,CPU_STRESS,8.0,1457,1344,1374,1533,1553,1506,1500,1589,0,0,CPU_STRESS,8.0,6617,7116,6877,21994,21507,21929,19595,21697,0,0,CPU_STRESS,8.0,29.537321753246765,29.343679327585864,28.56855519110518,41.35372812604064,39.818249159818905,41.061302561327565,43.24199999999996,40.50690169618224,0,0,CPU_STRESS,8.0
8.25,31,3,8,14,2,5,16,12,0,0,CPU_STRESS,8.25,783,845,765,401,407,416,411,399,0,0,CPU_STRESS,8.25,1392,1337,1371,1559,1548,1528,1499,1580,0,0,CPU_STRESS,8.25,6630,7137,6852,22653,21725,22526,19595,21554,0,0,CPU_STRESS,8.25,29.31699819347321,29.426852283827287,28.886110834073325,43.48463070813166,39.521836653024046,42.06094895382395,43.980399999999975,40.81461729718627,0,0,CPU_STRESS,8.25
8.5,31,3,8,14,0,5,16,15,0,0,CPU_STRESS,8.5,783,837,772,402,408,425,412,400,0,0,CPU_STRESS,8.5,1386,1336,1369,1603,1547,1547,1499,1580,0,0,CPU_STRESS,8.5,6644,7243,6900,23176,21730,22649,20390,21538,0,0,CPU_STRESS,8.5,29.308055336330355,29.397827283827286,28.899212709975203,44.21778797308892,39.57725292286532,42.66974816017316,45.75639999999993,40.82076015432913,0,0,CPU_STRESS,8.5
8.75,31,3,8,10,2,28,11,36,0,0,CPU_STRESS,8.75,790,817,823,457,400,475,461,399,0,0,CPU_STRESS,8.75,1303,1312,1312,1820,1477,1729,1686,1540,0,0,CPU_STRESS,8.75,6659,7290,7198,25447,20799,22845,20390,21369,0,0,CPU_STRESS,8.75,29.13271237096238,29.225566930291933,29.18689687510201,47.67092098431284,38.76149084971146,43.40499143217891,46.493999999999936,40.67450530362428,0,0,CPU_STRESS,8.75
9.0,32,3,8,10,5,29,10,38,0,0,CPU_STRESS,9.0,787,811,844,463,401,485,462,403,0,0,CPU_STRESS,9.0,1285,1288,1309,1849,1455,1753,1741,1530,0,0,CPU_STRESS,9.0,6653,7320,7388,26082,20943,22930,20390,21575,0,0,CPU_STRESS,9.0,28.777863561438565,29.24231097791097,29.77478974056988,48.55051796233481,38.84856941264096,43.41240214646463,46.83699999999993,40.51713708810442,0,0,CPU_STRESS,9.0
9.25,36,3,9,10,5,25,11,34,0,0,CPU_STRESS,9.25,798,823,852,455,406,486,454,406,0,0,CPU_STRESS,9.25,1250,1256,1321,1751,1470,1730,1702,1524,0,0,CPU_STRESS,9.25,6557,7330,7657,26268,21820,23179,20390,21990,0,0,CPU_STRESS,9.25,28.642272111222105,29.94937611946877,30.20489036494549,49.10463166416914,40.16222447929001,43.445899725829705,47.30533333333328,40.936906497620015,0,0,CPU_STRESS,9.25
9.5,42,5,13,10,5,25,11,30,0,0,CPU_STRESS,9.5,797,824,868,455,407,486,454,407,0,0,CPU_STRESS,9.5,1237,1246,1338,1741,1467,1728,1699,1525,0,0,CPU_STRESS,9.5,6385,7421,7887,26265,21961,23195,22505,22311,0,0,CPU_STRESS,9.5,28.38339869852369,30.19484704298969,30.22195872713885,49.23425760212008,41.16883201897255,43.153134833206,48.65633333333332,40.936906497620015,0,0,CPU_STRESS,9.5
9.75,67,8,49,5,5,2,11,11,0,0,CPU_STRESS,9.75,775,802,891,419,419,481,432,446,0,0,CPU_STRESS,9.75,1217,1188,1496,1648,1443,1665,1638,1573,0,0,CPU_STRESS,9.75,6082,7399,8686,26151,25250,22328,22505,24426,0,0,CPU_STRESS,9.75,27.960299567099558,29.854626850926856,32.11558916916416,48.00689356338107,46.58413452380952,41.81570595238094,49.51655555555556,44.31054912510736,0,0,CPU_STRESS,9.75
10.0,68,9,49,5,5,2,11,10,0,0,CPU_STRESS,10.0,771,806,901,416,422,478,427,451,0,0,CPU_STRESS,10.0,1229,1179,1526,1639,1451,1656,1630,1583,0,0,CPU_STRESS,10.0,5977,7406,8965,26173,26333,22315,22505,25084,0,0,CPU_STRESS,10.0,28.268724657287148,30.044992205017216,33.124061362248845,48.056114252414254,48.534717568542575,42.48143476800976,49.55122222222224,45.65413046513172,0,0,CPU_STRESS,10.0
10.25,56,11,40,5,2,4,11,13,0,0,CPU_STRESS,10.25,782,830,905,419,437,474,434,452,0,0,CPU_STRESS,10.25,1283,1226,1494,1641,1482,1650,1631,1587,0,0,CPU_STRESS,10.25,6071,7671,8727,26301,26888,22856,27100,25578,0,0,CPU_STRESS,10.25,28.98275739616663,30.62338947278212,33.47956560579941,49.08151378300062,49.80571497933658,44.26833228715729,49.29358412698412,46.74561259166531,0,0,CPU_STRESS,10.25
10.5,38,11,37,5,10,4,11,12,0,0,CPU_STRESS,10.5,793,838,907,419,438,473,436,453,0,0,CPU_STRESS,10.5,1312,1245,1486,1642,1491,1651,1628,1588,0,0,CPU_STRESS,10.5,6522,8265,8724,26731,27109,23164,26080,25698,0,0,CPU_STRESS,10.5,29.83135559241484,30.815610576678218,33.49156560579941,49.75992352326036,50.107135452868896,45.54552196969698,48.57858412698407,47.13240696395968,0,0,CPU_STRESS,10.5
10.75,11,11,13,5,10,4,11,11,0,0,CPU_STRESS,10.75,828,904,912,443,499,453,475,474,0,0,CPU_STRESS,10.75,1443,1374,1416,1682,1673,1697,1545,1611,0,0,CPU_STRESS,10.75,6852,8564,8388,28651,27891,26497,26080,26627,0,0,CPU_STRESS,10.75,31.617664087301595,33.934866946941945,33.24876879566511,52.20055607595018,52.08633801376316,49.83433398268397,48.27155555555548,49.33881347311399,0,0,CPU_STRESS,10.75
11.0,11,11,12,5,10,4,11,11,0,0,CPU_STRESS,11.0,855,953,913,449,507,452,474,479,0,0,CPU_STRESS,11.0,1479,1420,1396,1692,1731,1713,1506,1615,0,0,CPU_STRESS,11.0,6955,8692,8268,29318,28318,28361,27031,27054,0,0,CPU_STRESS,11.0,32.44450897574649,34.5042857083563,33.295168795665106,53.04082236244149,52.470642186657614,51.63996170634924,48.20555555555548,50.37441281536333,0,0,CPU_STRESS,11.0
11.25,19,11,13,5,10,4,11,11,0,0,CPU_STRESS,11.25,853,1019,913,451,499,449,466,481,0,0,CPU_STRESS,11.25,1409,1400,1387,1690,1739,1666,1498,1629,0,0,CPU_STRESS,11.25,6975,8808,8278,29625,29321,28600,27349,28085,0,0,CPU_STRESS,11.25,33.11143968677362,35.06446881613783,33.71528544151925,54.01740592740592,54.196467493203926,52.42411001812832,49.63349999999994,51.31501290795155,0,0,CPU_STRESS,11.25
11.5,27,11,13,10,5,4,11,11,0,0,CPU_STRESS,11.5,853,1039,910,452,499,449,466,481,0,0,CPU_STRESS,11.5,1404,1400,1386,1693,1735,1659,1498,1641,0,0,CPU_STRESS,11.5,7003,9012,8250,29625,29467,28648,27572,28153,0,0,CPU_STRESS,11.5,33.1410051629641,35.16560391714793,33.76080564353945,54.05621729104229,54.371248841518536,52.519797319715614,51.4150666666666,51.59556689715231,0,0,CPU_STRESS,11.5
11.75,38,1,3,10,5,8,27,18,0,0,CPU_STRESS,11.75,838,1153,894,492,491,461,448,495,0,0,CPU_STRESS,11.75,1342,1357,1325,1780,1746,1516,1520,1724,0,0,CPU_STRESS,11.75,7105,9203,8122,29501,32194,29024,29015,28821,0,0,CPU_STRESS,11.75,33.221135011873365,36.39823049000458,33.61892803087435,54.78030802101125,59.548621225924734,53.62901431419456,53.41249999999993,53.9951834483384,0,0,CPU_STRESS,11.75
12.0,38,1,2,10,5,8,27,19,0,0,CPU_STRESS,12.0,834,1200,893,488,489,464,447,497,0,0,CPU_STRESS,12.0,1334,1352,1311,1786,1735,1495,1534,1735,0,0,CPU_STRESS,12.0,7192,9265,8110,29601,32579,29276,29284,28957,0,0,CPU_STRESS,12.0,33.22455405949241,37.08090947483357,33.72178911146043,55.03802550769125,60.07882712119769,53.54802626262627,53.6586428571428,54.97337836652192,0,0,CPU_STRESS,12.0
12.25,30,5,11,10,0,10,20,15,0,0,CPU_STRESS,12.25,834,1203,903,480,489,472,461,495,0,0,CPU_STRESS,12.25,1283,1374,1334,1721,1724,1528,1539,1699,0,0,CPU_STRESS,12.25,7230,9355,8220,29825,32846,29593,29738,30431,0,0,CPU_STRESS,12.25,33.58923029665394,37.67240557900502,34.30668164361781,55.536461927366254,61.05237844292482,54.14949967532467,54.66690448504983,56.32396447629155,0,0,CPU_STRESS,12.25
12.5,23,6,12,5,10,10,5,13,0,0,CPU_STRESS,12.5,831,1199,928,480,490,475,463,495,0,0,CPU_STRESS,12.5,1265,1385,1336,1662,1720,1528,1539,1687,0,0,CPU_STRESS,12.5,7205,9689,8304,29937,32934,29593,29824,30511,0,0,CPU_STRESS,12.5,33.39593880734615,37.776675536988215,34.68107747972615,55.627538695043015,61.05237844292482,54.14949967532467,56.20092115171656,56.34767558740266,0,0,CPU_STRESS,12.5
12.75,2,8,17,5,10,10,5,10,0,0,CPU_STRESS,12.75,808,1178,947,447,520,499,554,493,0,0,CPU_STRESS,12.75,1156,1473,1360,1489,1714,1511,1706,1509,0,0,CPU_STRESS,12.75,6793,9883,8455,31421,33249,29985,31327,31350,0,0,CPU_STRESS,12.75,32.7266403236097,38.191432665631446,35.09234929345163,56.8227551807143,60.93878880778298,54.69345249766571,57.35575000000007,57.01794551104008,0,0,CPU_STRESS,12.75
13.0,1,9,19,5,9,10,5,10,0,0,CPU_STRESS,13.0,808,1179,964,444,532,503,560,492,0,0,CPU_STRESS,13.0,1161,1490,1376,1487,1710,1519,1737,1478,0,0,CPU_STRESS,13.0,6891,9945,8537,31892,33356,30226,31715,31721,0,0,CPU_STRESS,13.0,32.655713736308115,38.63876857694237,35.73920686795301,57.41498673722968,61.1737838620154,55.07981281512603,58.06826010101018,57.145202028810175,0,0,CPU_STRESS,13.0
13.25,22,11,23,5,10,10,5,9,0,0,CPU_STRESS,13.25,812,1243,1021,451,536,504,547,489,0,0,CPU_STRESS,13.25,1256,1490,1387,1551,1706,1540,1713,1509,0,0,CPU_STRESS,13.25,6935,9972,9071,32633,33492,30247,32799,31934,0,0,CPU_STRESS,13.25,33.371004364728535,39.5676802966554,36.81118612352977,58.027038578354514,61.46305568808686,55.66132966216787,58.95568750000006,57.54777466589968,0,0,CPU_STRESS,13.25
