minutes,cpu_cpu 0,cpu_cpu 1,cpu_cpu 2,cpu_cpu 3,cpu_cpu 4,cpu_cpu 5,cpu_cpu 6,cpu_cpu 7,cpu_cpu 8,cpu_cpu 9,cpu_source,cpu_Minutes,cpu_cpu 0,cpu_cpu 1,cpu_cpu 2,cpu_cpu 3,cpu_cpu 4,cpu_cpu 5,cpu_cpu 6,cpu_cpu 7,cpu_cpu 8,cpu_cpu 9,cpu_source,cpu_Minutes,cpu_cpu 0,cpu_cpu 1,cpu_cpu 2,cpu_cpu 3,cpu_cpu 4,cpu_cpu 5,cpu_cpu 6,cpu_cpu 7,cpu_cpu 8,cpu_cpu 9,cpu_source,cpu_Minutes,cpu_cpu 0,cpu_cpu 1,cpu_cpu 2,cpu_cpu 3,cpu_cpu 4,cpu_cpu 5,cpu_cpu 6,cpu_cpu 7,cpu_cpu 8,cpu_cpu 9,cpu_source,cpu_Minutes,cpu_cpu 0,cpu_cpu 1,cpu_cpu 2,cpu_cpu 3,cpu_cpu 4,cpu_cpu 5,cpu_cpu 6,cpu_cpu 7,cpu_cpu 8,cpu_cpu 9,cpu_source,cpu_Minutes
29.75,46,20,13,10,11,27,9,9,0,0,CPU_STRESS,29.75,1204,1914,1533,450,457,392,386,399,0,0,CPU_STRESS,29.75,744,960,876,1152,1046,1028,1044,1052,0,0,CPU_STRESS,29.75,8600,13153,11676,33265,33112,28940,31397,30768,0,0,CPU_STRESS,29.75,42.95076259467618,49.22696580086583,44.45369248369105,59.70479994686687,58.23909146204807,51.91246537397784,55.77627094522358,55.40668452698874,0,0,CPU_STRESS,29.75
30.0,46,19,12,10,11,28,9,9,0,0,CPU_STRESS,30.0,1169,1916,1529,446,458,392,383,387,0,0,CPU_STRESS,30.0,746,962,871,1139,1063,1028,1050,1024,0,0,CPU_STRESS,30.0,8600,13141,11783,33395,32978,28936,31489,30609,0,0,CPU_STRESS,30.0,42.80915581824429,49.31130268759017,45.659235989549536,59.664878440595366,58.76269902135901,51.8905386468064,55.85691407922136,55.070508377089055,0,0,CPU_STRESS,30.0
30.25,46,18,18,10,11,28,11,8,0,0,CPU_STRESS,30.25,1259,1912,1627,436,456,408,386,388,0,0,CPU_STRESS,30.25,735,934,851,1119,1055,1030,1061,1004,0,0,CPU_STRESS,30.25,8600,12954,12026,33208,33249,28845,31876,30497,0,0,CPU_STRESS,30.25,43.12506461582188,48.431679307081815,45.82333022514837,59.28386374181373,58.11155479886545,52.32538613645443,56.2222158829732,55.64082679840745,0,0,CPU_STRESS,30.25
30.5,37,17,22,10,11,28,12,8,0,0,CPU_STRESS,30.5,1263,1911,1630,435,455,412,386,388,0,0,CPU_STRESS,30.5,729,927,847,1119,1052,1030,1061,1004,0,0,CPU_STRESS,30.5,8950,12312,12035,33203,33201,28845,32229,30474,0,0,CPU_STRESS,30.5,43.12006461582188,48.41161945859696,45.87764094866258,59.264574852924845,58.11155479886545,52.338219469787774,58.51611072424312,55.624514090766255,0,0,CPU_STRESS,30.5
30.75,20,10,68,10,18,21,26,8,0,0,CPU_STRESS,30.75,1262,1798,1619,386,450,445,422,395,0,0,CPU_STRESS,30.75,669,791,707,1044,1048,1076,1153,984,0,0,CPU_STRESS,30.75,8950,11857,12235,32148,31893,28776,33843,30437,0,0,CPU_STRESS,30.75,43.14403590846424,46.17769451104452,45.61505606183153,56.84376673930644,57.13459292154408,52.53367502534333,60.08257878787887,55.48167810064866,0,0,CPU_STRESS,30.75
31.0,19,10,68,10,19,19,27,8,0,0,CPU_STRESS,31.0,1266,1778,1625,385,446,445,423,398,0,0,CPU_STRESS,31.0,662,764,681,1025,1046,1078,1229,967,0,0,CPU_STRESS,31.0,8950,11749,12301,32027,31984,28786,34940,30445,0,0,CPU_STRESS,31.0,43.760957171557976,46.74410092246936,46.24152093875868,56.68586090706682,57.30909877911708,53.21984148315451,60.52750319264077,56.10179060994047,0,0,CPU_STRESS,31.0
31.25,22,12,71,10,19,15,28,8,0,0,CPU_STRESS,31.25,1288,1780,1590,390,433,440,422,400,0,0,CPU_STRESS,31.25,645,714,642,999,1045,1067,1248,970,0,0,CPU_STRESS,31.25,9008,12517,12738,32999,32973,28836,36678,30514,0,0,CPU_STRESS,31.25,45.57509346124944,49.15340340193432,47.61784767058905,58.35424957628757,59.47332362280804,55.58831746031747,63.549150153609865,57.56007640525276,0,0,CPU_STRESS,31.25
31.5,26,13,78,10,19,14,29,7,0,0,CPU_STRESS,31.5,1325,1780,1578,391,430,435,422,399,0,0,CPU_STRESS,31.5,642,702,639,960,1045,1066,1248,970,0,0,CPU_STRESS,31.5,12420,14523,12916,35231,34689,37825,38134,39755,0,0,CPU_STRESS,31.5,54.31073982687687,50.07436179222823,49.7531940654092,61.823212660731066,63.45239836553103,60.54465079365077,74.4986072964669,59.25326977441861,0,0,CPU_STRESS,31.5
31.75,29,18,138,10,19,2,51,0,0,0,CPU_STRESS,31.75,1415,1757,1447,426,409,409,384,399,0,0,CPU_STRESS,31.75,562,595,599,809,1049,958,1043,949,0,0,CPU_STRESS,31.75,12450,15855,15345,41869,42138,46870,43456,48840,0,0,CPU_STRESS,31.75,69.18886556776562,64.48653305860806,65.13804886265694,73.27612353614855,74.14103137973139,73.19036833333331,78.80099999999993,73.57051294225099,0,0,CPU_STRESS,31.75
32.0,31,19,139,10,19,1,53,0,0,0,CPU_STRESS,32.0,1443,1761,1435,426,410,409,383,399,0,0,CPU_STRESS,32.0,548,588,578,797,1046,950,982,951,0,0,CPU_STRESS,32.0,12450,16386,15985,46112,46309,46870,46021,48840,0,0,CPU_STRESS,32.0,71.48342210371334,72.84346080432567,71.69132447454503,80.13546271780022,79.17964215686277,79.75814732176485,81.0369999999999,81.88149702519702,0,0,CPU_STRESS,32.0
32.25,56,18,102,10,19,7,45,2,0,0,CPU_STRESS,32.25,1471,1780,1567,421,413,410,386,399,0,0,CPU_STRESS,32.25,571,607,574,837,1033,965,984,970,0,0,CPU_STRESS,32.25,12450,16397,16491,48256,47674,46870,47715,48840,0,0,CPU_STRESS,32.25,74.88377042711747,74.90463011118355,74.83871148907735,83.9702465504925,82.85283466243033,83.23477681704259,83.14386538461532,86.3662643820387,0,0,CPU_STRESS,32.25
32.5,87,17,85,10,19,7,37,2,0,0,CPU_STRESS,32.5,1474,1783,1622,421,411,411,386,398,0,0,CPU_STRESS,32.5,570,607,572,839,1031,966,983,972,0,0,CPU_STRESS,32.5,15830,16325,16491,48364,47674,47310,47688,50105,0,0,CPU_STRESS,32.5,74.88377042711747,74.90463011118355,74.88137815574402,84.02677988382582,83.02578016507583,83.33574348370925,82.88393205128203,86.3662643820387,0,0,CPU_STRESS,32.5
32.75,136,10,27,1,19,8,14,2,0,0,CPU_STRESS,32.75,1588,1814,1981,400,392,411,388,379,0,0,CPU_STRESS,32.75,606,677,572,974,1002,1114,997,1005,0,0,CPU_STRESS,32.75,15830,16217,16832,48486,48401,48212,46925,50470,0,0,CPU_STRESS,32.75,74.95370838432933,75.276441089716,77.00306335475408,85.06241709938807,85.65004048520919,85.49382857142855,82.60553205128207,88.37445798631192,0,0,CPU_STRESS,32.75
33.0,137,10,24,2,19,9,12,2,0,0,CPU_STRESS,33.0,1636,1842,2012,399,390,412,390,376,0,0,CPU_STRESS,33.0,618,696,572,979,1002,1117,1008,1013,0,0,CPU_STRESS,33.0,15830,16245,16902,48565,48811,48634,46829,50874,0,0,CPU_STRESS,33.0,75.00314171766267,75.44443693214329,77.55153111717968,85.4158897893773,86.04219621330247,85.95460952380951,82.51553205128204,88.3900169011544,0,0,CPU_STRESS,33.0
33.25,121,12,27,5,19,12,11,2,0,0,CPU_STRESS,33.25,1674,1897,1986,399,397,412,391,376,0,0,CPU_STRESS,33.25,622,677,572,966,1017,1088,1008,1008,0,0,CPU_STRESS,33.25,15703,16355,16955,48966,49007,48632,47576,50892,0,0,CPU_STRESS,33.25,75.07941566521272,75.6108153400231,77.53981113349045,86.19184579008375,86.21707121373025,85.28398621306228,83.18453888888885,88.05298993375047,0,0,CPU_STRESS,33.25
33.5,69,13,29,5,19,13,12,5,0,0,CPU_STRESS,33.5,1677,1904,1989,399,397,414,391,376,0,0,CPU_STRESS,33.5,624,674,573,966,1018,1088,1008,1008,0,0,CPU_STRESS,33.5,12605,16567,16955,49003,49027,48632,47737,50963,0,0,CPU_STRESS,33.5,75.15187995092701,75.62246306729583,77.53981113349045,86.1692902345282,86.21807121373025,85.26798621306227,84.0005388888888,88.01127326708382,0,0,CPU_STRESS,33.5
33.75,39,29,66,8,27,44,48,19,0,0,CPU_STRESS,33.75,1798,2083,2010,384,406,427,392,376,0,0,CPU_STRESS,33.75,644,577,605,872,1099,1061,1049,836,0,0,CPU_STRESS,33.75,12605,16751,17335,50295,49593,48048,48397,51575,0,0,CPU_STRESS,33.75,75.89934785144168,76.33347386281068,77.53981113349045,87.01861499660473,86.26228812015502,83.79981388888886,84.75516666666657,88.01127326708382,0,0,CPU_STRESS,33.75
34.0,33,29,68,9,27,49,49,19,0,0,CPU_STRESS,34.0,1815,2109,2015,383,408,428,392,376,0,0,CPU_STRESS,34.0,647,570,623,871,1105,1058,1071,830,0,0,CPU_STRESS,34.0,12605,16763,17352,50574,49612,48010,48762,51042,0,0,CPU_STRESS,34.0,76.23635085989365,76.31334618800011,77.53981113349045,87.11624847840068,86.29758837730705,83.647269047619,85.02627435897425,88.01824152105206,0,0,CPU_STRESS,34.0
34.25,52,26,62,10,24,36,41,14,0,0,CPU_STRESS,34.25,1860,2080,2040,390,421,427,392,376,0,0,CPU_STRESS,34.25,675,591,634,891,1082,1054,1067,873,0,0,CPU_STRESS,34.25,12605,16815,17235,50406,49906,48043,49612,50104,0,0,CPU_STRESS,34.25,76.09805513322848,75.97832056777179,77.53981113349045,87.19381592087171,86.33308968849802,83.57288970815074,85.80338021524395,87.91110461629016,0,0,CPU_STRESS,34.25
34.5,76,26,60,10,23,35,40,13,0,0,CPU_STRESS,34.5,1862,2080,2037,390,432,423,392,376,0,0,CPU_STRESS,34.5,684,591,636,891,1080,1054,1067,875,0,0,CPU_STRESS,34.5,15810,16829,17228,50406,49906,48043,49889,49412,0,0,CPU_STRESS,34.5,76.09805513322848,75.94470794150917,77.48196860087685,87.20535877801456,86.34371468849803,83.56369923196026,87.41338021524398,87.07370189237021,0,0,CPU_STRESS,34.5
34.75,124,26,6,10,5,32,32,2,0,0,CPU_STRESS,34.75,1970,2087,1972,456,457,411,396,395,0,0,CPU_STRESS,34.75,737,621,687,958,1012,1027,994,999,0,0,CPU_STRESS,34.75,15810,16865,16662,50047,50791,47898,51488,47423,0,0,CPU_STRESS,34.75,74.47323201502867,75.3405959375153,75.04152970640472,86.65418576822906,87.96966245132275,83.16450324675324,89.32699999999998,82.59311374123959,0,0,CPU_STRESS,34.75
35.0,123,26,2,10,2,30,29,1,0,0,CPU_STRESS,35.0,2002,2088,1955,455,459,410,398,397,0,0,CPU_STRESS,35.0,752,631,697,971,1005,1018,959,1011,0,0,CPU_STRESS,35.0,15810,16819,16567,50017,50877,47918,51703,46905,0,0,CPU_STRESS,35.0,73.98328920876085,75.21623560062994,74.5110605162811,86.57366423698251,87.99272543332438,83.03997904040405,89.493,82.01105174299384,0,0,CPU_STRESS,35.0
35.25,106,25,19,10,5,28,25,5,0,0,CPU_STRESS,35.25,1928,2083,1943,450,457,413,400,399,0,0,CPU_STRESS,35.25,737,676,702,977,1014,1023,944,1005,0,0,CPU_STRESS,35.25,15604,16545,16534,50072,50435,48062,52204,47367,0,0,CPU_STRESS,35.25,73.61323163500455,75.07681797213128,73.8088154769024,86.66311249639085,86.59737746696541,83.19787077497664,90.15483333333331,82.359265850505,0,0,CPU_STRESS,35.25
35.5,47,25,33,10,5,28,25,5,0,0,CPU_STRESS,35.5,1928,2083,1943,450,457,412,400,399,0,0,CPU_STRESS,35.5,734,679,703,978,1013,1023,944,1005,0,0,CPU_STRESS,35.5,15604,16193,16534,50076,50435,48068,52267,47367,0,0,CPU_STRESS,35.5,73.56135663500456,74.97290328959159,73.76961259089951,86.66311249639085,86.58524703218282,83.21145410830997,90.8008333333333,82.39093251717166,0,0,CPU_STRESS,35.5
35.75,9,10,133,10,8,20,12,19,0,0,CPU_STRESS,35.75,1915,2090,1958,450,457,412,400,406,0,0,CPU_STRESS,35.75,688,749,703,1046,1034,959,986,869,0,0,CPU_STRESS,35.75,15583,15948,16513,50406,49258,48273,52399,47506,0,0,CPU_STRESS,35.75,73.10533151253554,73.07483511830145,73.42407126739845,87.23210035152755,85.07686229692895,83.65638484226498,90.96699999999991,82.57887845997914,0,0,CPU_STRESS,35.75
36.0,3,10,140,10,9,18,11,19,0,0,CPU_STRESS,36.0,1914,2105,1961,450,457,412,400,407,0,0,CPU_STRESS,36.0,682,756,703,1043,1037,951,1006,870,0,0,CPU_STRESS,36.0,15587,15901,16513,50614,49130,48377,52280,47622,0,0,CPU_STRESS,36.0,73.3700174821833,72.89237690244326,73.26893477532798,87.24277694715413,84.85257794033892,83.84772192740205,90.74399999999994,82.82710349637892,0,0,CPU_STRESS,36.0
36.25,2,13,110,10,11,15,12,18,0,0,CPU_STRESS,36.25,1894,2132,1961,449,456,412,400,407,0,0,CPU_STRESS,36.25,689,737,703,1035,1051,958,1006,864,0,0,CPU_STRESS,36.25,15735,16098,16535,50719,49258,48463,51694,48551,0,0,CPU_STRESS,36.25,73.77768853135255,73.19462030608123,73.54778626063633,87.22008729830826,85.0640398543224,84.44708418867025,89.47799999999994,83.64987259927175,0,0,CPU_STRESS,36.25
36.5,4,13,104,10,11,15,12,19,0,0,CPU_STRESS,36.5,1894,2133,1964,446,421,414,400,407,0,0,CPU_STRESS,36.5,688,734,704,1022,1048,960,1006,864,0,0,CPU_STRESS,36.5,15905,16567,16534,50756,49263,48493,51199,48654,0,0,CPU_STRESS,36.5,73.81596630913033,73.19932030608123,73.56044779909787,87.23306825068923,85.0945398543224,84.57827430411037,86.95099999999991,83.71330290230203,0,0,CPU_STRESS,36.5
36.75,10,1,97,1,18,15,26,19,0,0,CPU_STRESS,36.75,2063,2183,2083,396,394,419,385,394,0,0,CPU_STRESS,36.75,688,641,723,724,1012,1090,1003,772,0,0,CPU_STRESS,36.75,16150,16706,16503,50874,49658,49061,49686,50378,0,0,CPU_STRESS,36.75,74.7937776120938,73.96745666772158,73.89612949855069,87.73602627650125,86.29425145230606,85.54845703463201,85.385947368421,86.43954782635905,0,0,CPU_STRESS,36.75
37.0,10,1,89,2,19,15,27,19,0,0,CPU_STRESS,37.0,2120,2195,2096,390,394,419,383,392,0,0,CPU_STRESS,37.0,688,635,729,690,1012,1095,1000,771,0,0,CPU_STRESS,37.0,16201,16824,16507,50909,49795,49247,49500,50478,0,0,CPU_STRESS,37.0,75.03115100193928,74.11481037142528,74.08004006088566,87.80462565490063,86.36015707887653,85.6612654761905,85.55061403508766,87.0275829168962,0,0,CPU_STRESS,37.0
37.25,19,7,66,4,19,15,25,19,0,0,CPU_STRESS,37.25,2030,2172,2080,392,389,418,385,394,0,0,CPU_STRESS,37.25,692,674,739,700,1009,1068,999,806,0,0,CPU_STRESS,37.25,16115,16724,16539,50762,49775,49262,49474,49381,0,0,CPU_STRESS,37.25,74.60729089188659,74.38315823583666,74.52602597342342,87.58729093976483,86.44003211226216,85.67546993182891,85.49241183122429,85.8625343547384,0,0,CPU_STRESS,37.25
37.5,20,10,60,4,19,15,25,20,0,0,CPU_STRESS,37.5,2030,2173,2079,392,388,418,385,394,0,0,CPU_STRESS,37.5,699,679,739,702,997,1066,1000,808,0,0,CPU_STRESS,37.5,15974,16675,16545,50751,49775,49262,49448,48932,0,0,CPU_STRESS,37.5,74.29699803474375,74.38315823583666,74.54478787818533,87.58984649532039,86.44003211226216,85.6928699318289,85.7524118312243,85.84013536483941,0,0,CPU_STRESS,37.5
37.75,29,58,12,4,27,11,21,28,0,0,CPU_STRESS,37.75,1832,2109,2063,376,372,411,395,384,0,0,CPU_STRESS,37.75,738,756,720,779,951,974,1003,941,0,0,CPU_STRESS,37.75,15462,16535,16601,50952,50127,49451,49640,47288,0,0,CPU_STRESS,37.75,72.42475826754948,74.33033435138778,74.4446675092268,87.98818447940947,86.86491654142503,86.01484248179356,86.13836507936503,82.5371214622723,0,0,CPU_STRESS,37.75
38.0,29,60,10,4,27,11,19,28,0,0,CPU_STRESS,38.0,1795,2112,2054,375,376,410,397,385,0,0,CPU_STRESS,38.0,743,761,718,803,946,962,1007,971,0,0,CPU_STRESS,38.0,15338,16592,16616,50937,50167,49569,49762,46975,0,0,CPU_STRESS,38.0,72.06073108718769,74.5115950795485,74.08735959944653,87.98761244033743,86.95345957210084,86.02840352075464,86.2768453425229,82.1079410290346,0,0,CPU_STRESS,38.0
38.25,35,46,21,4,24,11,17,20,0,0,CPU_STRESS,38.25,1843,2131,2042,378,391,416,400,388,0,0,CPU_STRESS,38.25,732,729,716,842,937,953,1007,970,0,0,CPU_STRESS,38.25,15304,16809,16628,50663,50092,49482,49874,47536,0,0,CPU_STRESS,38.25,72.07829940086613,74.78870435915778,73.79222293888488,87.35111101348195,86.78700588726561,85.75297018742127,86.65225308061815,82.91028461091128,0,0,CPU_STRESS,38.25
38.5,35,44,21,4,24,11,17,19,0,0,CPU_STRESS,38.5,1843,2136,2043,378,394,418,400,388,0,0,CPU_STRESS,38.5,734,727,717,842,938,951,1007,970,0,0,CPU_STRESS,38.5,15332,17137,16627,50643,50036,49494,49880,47721,0,0,CPU_STRESS,38.5,72.07829940086613,74.98583011634263,73.79222293888488,87.33186101348196,86.78700588726561,85.74872018742127,87.00275308061819,82.94852855030521,0,0,CPU_STRESS,38.5
38.75,35,39,27,8,21,17,25,1,0,0,CPU_STRESS,38.75,1837,2381,2136,395,406,435,414,422,0,0,CPU_STRESS,38.75,699,668,749,900,890,890,1074,967,0,0,CPU_STRESS,38.75,15376,17571,16556,49249,49601,49699,50247,48768,0,0,CPU_STRESS,38.75,72.37569541347065,76.82736432815548,74.16013767137457,84.8974813270063,86.00230715158607,86.27189216544325,87.36700443343209,84.303929811385,0,0,CPU_STRESS,38.75
39.0,35,38,28,9,21,17,26,1,0,0,CPU_STRESS,39.0,1845,2394,2163,397,408,436,416,425,0,0,CPU_STRESS,39.0,688,652,744,906,891,879,1085,967,0,0,CPU_STRESS,39.0,15472,17702,16501,49047,49606,49676,50079,48977,0,0,CPU_STRESS,39.0,72.49098932117704,77.23033227964845,74.63782806971892,84.93791465062715,85.95593072308006,86.1887166243177,87.43215149225558,84.83098881166573,0,0,CPU_STRESS,39.0
39.25,37,26,31,10,19,15,25,3,0,0,CPU_STRESS,39.25,1855,2268,2171,397,412,433,416,420,0,0,CPU_STRESS,39.25,661,635,743,923,909,893,1084,971,0,0,CPU_STRESS,39.25,15674,17444,16611,49286,49838,49368,49744,49748,0,0,CPU_STRESS,39.25,72.9348045203784,77.08325161227874,74.85220209058113,85.21684885430996,85.99010430636253,85.51782210772319,87.15851271265282,85.84281559705529,0,0,CPU_STRESS,39.25
39.5,39,25,31,10,19,14,25,3,0,0,CPU_STRESS,39.5,1855,2262,2179,397,411,431,416,420,0,0,CPU_STRESS,39.5,652,627,740,923,909,893,1084,971,0,0,CPU_STRESS,39.5,15862,16793,16702,49301,49841,49286,49706,49787,0,0,CPU_STRESS,39.5,73.17554494661883,77.08325161227874,75.14405667904823,85.2427427937039,85.99010430636253,85.33916496486604,86.68851271265288,85.8508002713848,0,0,CPU_STRESS,39.5
39.75,55,11,46,10,19,2,12,3,0,0,CPU_STRESS,39.75,1974,2025,2263,383,400,410,393,401,0,0,CPU_STRESS,39.75,558,588,633,803,881,868,1063,992,0,0,CPU_STRESS,39.75,16200,16294,17172,50278,49613,48236,48898,50226,0,0,CPU_STRESS,39.75,75.51870830087788,75.9844620192286,77.02608780807853,87.67564302364305,86.81628281751182,84.25493452380954,86.19028016603292,88.04149594591583,0,0,CPU_STRESS,39.75
40.0,57,10,46,10,18,1,11,3,0,0,CPU_STRESS,40.0,2004,1975,2284,381,399,410,390,400,0,0,CPU_STRESS,40.0,551,586,623,790,881,861,1055,1008,0,0,CPU_STRESS,40.0,16280,16283,17280,50610,49647,48058,48801,50314,0,0,CPU_STRESS,40.0,76.29932601372059,75.58343830740029,77.82095301987697,88.08980135975133,86.96343795447514,84.02434159451659,86.17374490962266,87.8990090097386,0,0,CPU_STRESS,40.0
40.25,45,13,46,10,18,9,11,3,0,0,CPU_STRESS,40.25,1939,1962,2192,383,392,415,392,399,0,0,CPU_STRESS,40.25,540,608,635,816,900,863,1054,1004,0,0,CPU_STRESS,40.25,16371,16351,17198,50696,49868,48014,48515,49881,0,0,CPU_STRESS,40.25,76.47908078227752,75.8096090569271,77.70751725160831,87.36030846880443,86.9555424401481,84.31357722618829,85.91751113922639,86.42335018096233,0,0,CPU_STRESS,40.25
40.5,31,13,46,11,17,12,11,4,0,0,CPU_STRESS,40.5,1939,1962,2185,383,391,415,392,399,0,0,CPU_STRESS,40.5,539,612,635,816,904,865,1054,1005,0,0,CPU_STRESS,40.5,16485,16486,17195,50761,49898,48024,48508,49822,0,0,CPU_STRESS,40.5,76.6371579800797,75.8263753572934,77.69743391827497,87.36030846880443,87.05069059395505,84.31932722618829,84.71689685351208,86.41399780000997,0,0,CPU_STRESS,40.5
40.75,11,18,71,26,3,52,11,9,0,0,CPU_STRESS,40.75,1911,1975,2093,388,372,418,397,394,0,0,CPU_STRESS,40.75,517,676,725,796,981,904,1024,1006,0,0,CPU_STRESS,40.75,17010,16673,16909,51155,51107,48582,47992,49516,0,0,CPU_STRESS,40.75,77.6665964245443,76.56122499917431,77.11422777244829,88.38481536241534,88.63497367700731,84.62757294130047,83.6360000000001,85.83595661389893,0,0,CPU_STRESS,40.75
41.0,11,19,72,26,2,54,11,9,0,0,CPU_STRESS,41.0,1904,1976,2071,389,371,419,398,392,0,0,CPU_STRESS,41.0,520,681,743,801,990,921,1005,1004,0,0,CPU_STRESS,41.0,17044,16711,16797,51231,51271,48759,47935,49395,0,0,CPU_STRESS,41.0,77.86107007759355,76.61469917390309,77.03040182082697,88.46444751914751,88.91858715251954,84.63091698176983,83.56173809523818,85.58998315597773,0,0,CPU_STRESS,41.0
41.25,21,17,64,23,5,38,11,8,0,0,CPU_STRESS,41.25,1871,1983,2021,391,383,418,400,394,0,0,CPU_STRESS,41.25,531,648,756,835,987,948,1004,1001,0,0,CPU_STRESS,41.25,16928,16820,16739,50845,50627,48487,48497,49147,0,0,CPU_STRESS,41.25,77.87782160414805,76.53769976654925,76.84436919534438,87.55477131387053,87.80407383276633,84.50038780767592,84.18082142857155,85.1377917346647,0,0,CPU_STRESS,41.25
41.5,27,17,64,23,5,34,12,8,0,0,CPU_STRESS,41.5,1868,1983,1976,391,384,418,400,394,0,0,CPU_STRESS,41.5,534,643,754,836,985,950,1004,1001,0,0,CPU_STRESS,41.5,16901,16887,16739,50834,50627,48471,48713,49077,0,0,CPU_STRESS,41.5,77.87782160414805,76.55956805659254,76.84436919534438,87.55108559958484,87.77082145181396,84.47628780767593,85.02082142857154,85.1377917346647,0,0,CPU_STRESS,41.5
41.75,49,10,68,20,8,13,17,8,0,0,CPU_STRESS,41.75,1750,2104,1851,376,388,418,385,394,0,0,CPU_STRESS,41.75,556,567,742,984,944,1118,1006,1001,0,0,CPU_STRESS,41.75,16774,17043,16629,50885,49829,47938,49698,48552,0,0,CPU_STRESS,41.75,77.41077114425916,77.09212249420064,75.75619161988602,88.03398965478962,86.13790065310467,83.47093721950374,85.74243269230782,84.45326690616787,0,0,CPU_STRESS,41.75
42.0,48,10,65,19,9,11,18,8,0,0,CPU_STRESS,42.0,1732,2116,1854,374,389,417,383,394,0,0,CPU_STRESS,42.0,558,549,733,1007,941,1121,1009,1001,0,0,CPU_STRESS,42.0,16776,17076,16612,50846,49714,47976,49820,48576,0,0,CPU_STRESS,42.0,77.3491932718901,77.259595229955,75.70159232698674,87.84880984015982,85.81714461305954,83.53393414410692,85.95282234432247,84.4937807214186,0,0,CPU_STRESS,42.0
42.25,41,13,59,15,11,11,17,7,0,0,CPU_STRESS,42.25,1783,2090,1836,377,390,416,385,394,0,0,CPU_STRESS,42.25,581,571,726,992,943,1081,1010,1001,0,0,CPU_STRESS,42.25,16723,17007,16662,50477,49615,48120,50047,49012,0,0,CPU_STRESS,42.25,77.3649936284056,77.25744006908337,75.42060262930696,87.5120659474369,85.74465720686013,83.68640524375891,86.09806471065492,85.16823348968248,0,0,CPU_STRESS,42.25
42.5,39,13,55,15,11,11,17,6,0,0,CPU_STRESS,42.5,1791,2080,1836,377,390,413,386,394,0,0,CPU_STRESS,42.5,581,571,716,991,944,1080,1010,1000,0,0,CPU_STRESS,42.5,16715,16957,16739,50391,49573,48134,50124,49049,0,0,CPU_STRESS,42.5,77.3679936284056,77.27907188726519,75.54365877316309,87.40845154517248,85.74465720686013,83.75916714852083,86.86434804398822,85.18259759224657,0,0,CPU_STRESS,42.5
42.75,32,28,5,11,18,10,11,0,0,0,CPU_STRESS,42.75,2025,1870,1818,386,390,385,415,416,0,0,CPU_STRESS,42.75,626,584,596,928,1050,1015,1095,868,0,0,CPU_STRESS,42.75,16490,16840,17116,49844,49070,48781,50509,49950,0,0,CPU_STRESS,42.75,77.48642930419318,77.21221106287936,77.40343668975241,86.25437230521052,85.43060331328405,84.6319858561634,87.95802020202018,86.19163090169313,0,0,CPU_STRESS,42.75
43.0,30,28,2,10,19,10,10,0,0,0,CPU_STRESS,43.0,2047,1852,1814,388,391,384,417,419,0,0,CPU_STRESS,43.0,628,586,574,917,1057,1002,1107,862,0,0,CPU_STRESS,43.0,16524,16857,17164,49891,49007,48843,50267,50078,0,0,CPU_STRESS,43.0,77.54311376939464,77.27869758885339,77.60369491576594,86.23842584056405,85.35482488562029,84.70500038235616,88.13108392751037,86.2130104332428,0,0,CPU_STRESS,43.0
43.25,32,25,29,10,18,10,12,4,0,0,CPU_STRESS,43.25,2012,1869,1804,391,391,400,416,417,0,0,CPU_STRESS,43.25,605,573,572,924,1019,1003,1115,864,0,0,CPU_STRESS,43.25,16635,16977,17144,50050,49085,48516,49283,49424,0,0,CPU_STRESS,43.25,77.58991003527228,77.45064219612298,77.59116713006617,86.55660805149817,85.33987833278803,84.34996053918415,86.55143497474742,85.66753219467337,0,0,CPU_STRESS,43.25
43.5,30,25,41,10,18,10,13,5,0,0,CPU_STRESS,43.5,2022,1871,1804,391,392,401,416,417,0,0,CPU_STRESS,43.5,599,573,572,924,1014,1004,1115,864,0,0,CPU_STRESS,43.5,16710,17084,17144,50059,49085,48481,49080,49271,0,0,CPU_STRESS,43.5,77.70183503527228,77.53591626649705,77.59116713006617,86.59773701975215,85.32487833278803,84.32973831696194,83.67143497474744,85.63848457562575,0,0,CPU_STRESS,43.5
43.75,10,10,158,1,11,1,62,9,0,0,CPU_STRESS,43.75,2250,2105,1837,404,399,437,423,417,0,0,CPU_STRESS,43.75,517,521,603,1047,973,1039,1139,975,0,0,CPU_STRESS,43.75,17251,17533,17096,50611,48964,47841,47268,47765,0,0,CPU_STRESS,43.75,80.48936154401162,78.52627556887555,77.88713683027584,87.98537025752023,85.32487833278803,83.15807978524745,81.85100000000001,83.47105535394886,0,0,CPU_STRESS,43.75
44.0,10,10,164,2,10,1,65,9,0,0,CPU_STRESS,44.0,2260,2120,1830,408,399,439,425,417,0,0,CPU_STRESS,44.0,507,515,625,1058,963,1047,1146,993,0,0,CPU_STRESS,44.0,17316,17513,17112,50635,49074,47812,47035,47780,0,0,CPU_STRESS,44.0,80.50363564213569,78.5275641897576,78.00732442553297,88.1381411893662,85.35268785659756,83.13990238095238,81.44549999999998,83.3595137612011,0,0,CPU_STRESS,44.0
