readbytes_read_bytes_cumulative,writebytes_write_bytes_cumulative
21862.05859541676,9834329.798773132
21862.05859541676,9853687.798773132
21862.05859541676,9548699.798773132
22571.877172779896,9532367.798773132
22838.877172779896,9543913.798773132
23622.89280299817,9541665.798773132
23543.89280299817,9630621.798773132
23413.89280299817,9629702.798773132
23320.89280299817,9746448.798773132
9141.892802998167,9771015.798773132
9141.892802998167,9833362.798773132
9141.892802998167,9897036.798773132
9141.892802998167,10153181.798773132
175029.89280299816,10208290.798773132
177077.89280299816,10505724.798773132
340917.8928029982,10547337.798773132
340917.8928029982,10510514.798773132
175029.89280299816,10545836.798773132
172981.89280299816,10457167.798773132
396213.8928029982,10020972.798773132
396213.8928029982,10240632.798773132
397237.8928029982,10240632.798773132
785333.8928029982,10240632.798773132
396819.0585954168,13046121.798773132
396819.0585954168,18018099.79877313
396819.0585954168,18018090.79877313
9747.058595416758,15524908.798773132
8723.058595416758,12329684.798773132
7699.058595416759,12306415.798773132
7699.058595416759,9884568.55877313
8408.877172779896,10148594.55877313
12504.877172779896,10207041.55877313
23220.89280299817,10377214.814157749
23220.89280299817,10412148.814157749
23220.89280299817,10293857.814157749
23350.89280299817,10348186.814157749
23350.89280299817,10241417.814157749
23319.89280299817,10080691.814157749
23319.89280299817,10051763.814157749
23304.89280299817,9905369.814157749
23304.89280299817,9821899.814157749
23304.89280299817,9857443.814157749
23304.89280299817,9773585.814157749
23304.89280299817,9848531.814157749
23304.89280299817,10414906.814157749
23350.89280299817,10392695.814157749
23350.89280299817,10400353.814157749
23350.89280299817,10348695.814157749
23350.89280299817,10260010.814157749
23319.89280299817,10072919.814157749
21877.05859541676,10037111.814157749
21862.05859541676,10028561.814157749
24388.05859541676,9762096.814157749
24388.05859541676,9619073.814157749
23337.05859541676,9648997.814157749
23337.05859541676,9773082.814157749
22807.877172779896,9954732.814157749
22853.877172779896,10375906.814157749
23586.89280299817,10461875.814157749
23586.89280299817,10347782.814157749
23615.89280299817,10287969.814157749
23615.89280299817,10284811.814157749
23615.89280299817,10327763.814157749
23584.89280299817,9949108.814157749
23555.89280299817,10175786.814157749
23540.89280299817,10441452.814157749
23540.89280299817,10321391.814157749
23540.89280299817,10110215.814157749
23540.89280299817,9584439.814157749
23540.89280299817,9226624.814157749
23540.89280299817,9328765.814157749
23540.89280299817,9464578.814157749
23540.89280299817,9800635.814157749
23540.89280299817,9888776.814157749
23586.89280299817,10264897.814157749
23586.89280299817,10233376.814157749
22144.05859541676,10088735.814157749
22144.05859541676,9924805.814157749
22113.05859541676,9592234.814157749
22113.05859541676,9591180.814157749
22098.05859541676,9772920.814157749
22098.05859541676,9850904.814157749
22098.05859541676,10376000.814157749
22098.05859541676,10587785.814157749
22098.05859541676,10552509.814157749
22098.05859541676,10563833.814157749
22098.05859541676,10186861.814157749
22098.05859541676,10054352.814157749
21909.05859541676,9862441.814157749
66751.05859541676,9402124.814157749
66751.05859541676,9137568.814157749
36254.05859541676,9173617.814157749
36254.05859541676,9317745.814157749
30203.05859541676,9584313.814157749
30203.05859541676,10040855.814157749
30203.05859541676,10084308.814157749
23204.05859541676,10137139.814157749
23913.877172779896,10101539.814157749
24180.877172779896,9910487.814157749
24964.89280299817,9817204.814157749
24885.89280299817,9712230.814157749
24885.89280299817,9620558.814157749
24885.89280299817,9593771.814157749
24885.89280299817,9581774.814157749
24886.89280299817,9395166.814157749
24793.89280299817,8559785.814157747
24742.89280299817,7575063.814157747
24647.89280299817,7608278.814157747
24647.89280299817,8033653.814157747
24647.89280299817,8290439.814157747
24647.89280299817,9130967.814157749
24647.89280299817,9295496.814157749
24647.89280299817,9067123.814157749
24647.89280299817,8601869.814157747
24647.89280299817,7857900.814157747
24655.89280299817,7717089.814157747
24655.89280299817,7519305.814157747
23213.05859541676,7534928.814157747
23213.05859541676,5709580.225652
23213.05859541676,5019045.225652
23213.05859541676,4943791.225652
23213.05859541676,5189632.225652
23213.05859541676,5187881.225652
23237.05859541676,4759357.225652
23237.05859541676,4817906.225652
23237.05859541676,4939004.225652
25715.05859541676,5768110.225652
25691.05859541676,6045763.225652
25691.05859541676,5945195.225652
25691.05859541676,5025625.225652
25691.05859541676,4887252.225652
25691.05859541676,4630695.225652
25691.05859541676,4675977.225652
25691.05859541676,4705088.225652
25691.05859541676,4741477.225652
25691.05859541676,4731369.225652
25691.05859541676,5035856.803200005
25691.05859541676,5507951.803200005
25691.05859541676,5995890.961190766
25691.05859541676,7347242.39051793
25691.05859541676,7503435.497751972
25691.05859541676,7740647.497751972
25691.05859541676,7754553.497751972
25691.05859541676,7772519.497751972
25691.05859541676,8033349.497751972
25691.05859541676,8083102.497751972
25691.05859541676,9254383.497751972
25691.05859541676,9197048.497751972
25691.05859541676,9281743.497751972
26400.877172779896,9218250.497751972
26400.877172779896,9134295.497751972
27133.89280299817,9131957.497751972
27499.89280299817,9207499.497751972
27747.89280299817,9266615.497751972
27578.89280299817,9268911.497751972
27578.89280299817,9321257.499599012
27502.89280299817,9303323.499599012
27326.89280299817,9197062.499599012
27142.89280299817,8763750.499599013
27142.89280299817,8557439.499599013
27224.812802998167,5926276.4995990135
27374.234168771123,5779102.4995990135
33466.46482468678,6395831.4995990135
31844.515823051315,6983985.4995990135
32154.667036229457,6848726.4995990135
32206.667036229457,6844385.4995990135
32126.667036229457,6158782.4995990135
32126.667036229457,6266588.4995990135
32033.667036229457,6360473.4995990135
31982.667036229457,6856736.4995990135
31887.667036229457,7825032.499599013
31887.667036229457,7778736.499599013
31887.667036229457,10047584.499599012
31887.667036229457,10034238.499599012
31887.667036229457,10028178.499599012
31932.667036229457,10631178.499599012
31935.667036229457,9176955.43237388
31935.667036229457,9133609.43237388
31935.667036229457,9045855.43237388
31935.667036229457,8932533.432373881
31935.667036229457,8963548.432373881
31935.667036229457,8961550.432373881
23110.28552487491,8978958.432373881
23110.28552487491,8946144.432373881
23774.28552487491,9036107.43237388
24297.28552487491,9046644.43237388
24386.28552487491,8994178.432373881
24386.28552487491,9059686.43237388
24386.28552487491,8931247.432373881
24147.28552487491,8946574.432373881
24147.28552487491,8939882.432373881
24147.28552487491,8964310.432373881
23491.28552487491,8976111.432373881
23491.28552487491,9031354.43237388
23491.28552487491,9028611.43237388
23491.28552487491,9011962.43237388
23493.28552487491,9009434.43237388
23493.28552487491,9050241.43237388
23493.28552487491,9086477.43237388
23493.28552487491,9122584.43237388
23493.28552487491,9122584.43237388
23493.28552487491,8959565.432373881
23493.28552487491,8937717.432373881
23493.28552487491,8927453.432373881
23493.28552487491,8835002.432373881
23493.28552487491,8701171.13015166
23493.28552487491,8114632.967659125
22296.28552487491,8070567.67698597
22294.28552487491,8084231.882700255
22306.28552487491,8002302.882700255
22267.28552487491,8396266.882700255
21345.28552487491,8513352.882700255
21345.28552487491,8493501.882700255
37948.28552487491,8559141.882700255
38666.98617258866,7911730.882700255
22058.98617258865,7758883.882700255
22924.19396223068,7592225.882700255
22924.19396223068,7552111.882700255
28086.19396223068,6456786.882700255
47798.19396223068,6301458.882700255
55237.19396223068,6433437.882700255
55237.19396223068,6341083.882700255
55237.19396223068,6273109.882700255
55237.19396223068,6324408.882700255
55237.19396223068,6608737.882700255
43890.19396223068,7043044.882700255
24616.17144455034,8116772.882700255
28568.94493324723,8686044.882700255
39162.19729605431,9302557.882700255
42698.10776608125,9409925.882700255
43221.052517804055,9186297.882700255
43547.052517804055,8887040.882700255
43796.052517804055,8916484.882700255
43628.052517804055,9094455.882700255
43628.052517804055,9264246.882700255
43582.052517804055,10364176.882700255
43406.052517804055,10502443.882700255
43222.052517804055,10193678.882700255
43222.052517804055,10087987.882700255
43222.052517804055,10050683.882700255
43222.052517804055,10034470.882700255
43222.052517804055,9938571.882700255
43222.052517804055,9744644.882700255
43222.052517804055,9198286.882700255
43222.052517804055,9028174.882700255
43222.052517804055,9102722.882700255
43222.052517804055,9103105.882700255
44036.052517804055,9112181.882700255
23820.23299305121,9110190.882700255
24182.23299305121,9091345.882700255
23873.23299305121,9092312.882700255
23873.23299305121,9228874.882700255
23330.23299305121,9278514.882700255
23302.912993051206,9243797.882700255
23302.912993051206,9211935.882700255
23302.912993051206,8974306.882700255
23302.912993051206,8899984.882700255
23302.912993051206,8730801.882700255
23302.912993051206,8761020.882700255
23462.20188194009,9072416.882700255
23462.20188194009,9181081.882700255
23462.20188194009,9164104.882700255
23462.20188194009,9207127.882700255
23462.20188194009,9570719.882700255
23462.20188194009,9902111.882700255
23462.20188194009,9876300.882700255
23462.20188194009,9802496.882700255
23462.20188194009,9812948.882700255
23462.20188194009,9751205.882700255
23298.36188194009,9733587.882700255
23298.36188194009,9673286.882700255
23298.36188194009,9653436.882700255
23298.36188194009,9263266.882700255
23298.36188194009,9185909.882700255
23298.36188194009,9072213.882700255
23298.36188194009,9132924.882700255
23298.36188194009,9058991.882700255
23298.36188194009,9062837.882700255
23298.36188194009,9047902.882700255
23462.20188194009,8975827.882700255
23462.20188194009,8783615.882700255
23490.20188194009,8707325.882700255
23503.20188194009,8895585.882700255
23897.20188194009,8913124.882700255
28866.20188194009,9508056.882700255
30278.20188194009,9578785.882700255
28388.20188194009,9517262.882700255
34067.2018819401,9513140.882700255
28127.20188194009,9417017.882700255
26708.20188194009,9346978.882700255
11217.201881940096,9205213.882700255
11188.201881940096,9204199.882700255
15956.122157418602,9261844.882700255
15956.122157418602,9256482.882700255
21565.83964111978,9227111.882700255
22548.83964111978,9224272.882700255
132090.8396411198,8987633.882700255
131055.83964111978,8774408.882700255
131055.83964111978,8817926.882700255
131055.83964111978,8973074.882700255
20463.83964111978,9236835.882700255
20463.83964111978,9556223.882700255
24559.83964111978,9591389.882700255
20463.83964111978,9534426.882700255
20463.83964111978,9523642.882700255
20463.83964111978,9370240.882700255
40261.4080636074,9327542.882700255
170380.94833752915,9112319.882700255
234882.84,7984576.882700255
235914.0,6973825.882700255
236163.0,7192114.882700255
235995.0,7606463.882700255
235995.0,7729121.882700255
235949.0,8737779.882700255
235773.0,8944049.882700255
235589.0,9654030.882700255
235589.0,9979665.882700255
235589.0,11365168.882700255
235589.0,11416137.882700255
235589.0,10922364.882700255
235589.0,10631455.882700255
235589.0,11144258.882700255
235589.0,11147811.882700255
235589.0,10562191.882700255
235589.0,10191440.882700255
235589.0,9485321.882700255
235589.0,9348797.882700255
235589.0,9290842.882700255
24315.48834382996,9362007.882700255
24315.48834382996,9160863.882700255
24315.48834382996,9115937.882700255
24315.48834382996,9144444.882700255
24315.48834382996,9131744.882700255
24315.48834382996,9467657.882700255
24315.48834382996,9614226.882700255
24315.48834382996,9597367.882700255
24315.48834382996,9260476.882700255
24315.48834382996,9180830.882700255
23924.48834382996,9152031.882700255
10767.488343829962,9102404.882700255
10767.488343829962,9100231.882700255
10767.488343829962,9011668.882700255
10767.488343829962,8926855.882700255
10781.141677163294,8911077.882700255
129565.1416771633,9299697.882700255
248357.1881036482,9355582.882700255
253266.14589774428,16034019.882700255
253266.14589774428,15994045.882700255
139252.3456916348,15821381.882700255
22516.34569163482,21281370.882700257
22516.34569163482,15012648.882700255
22516.34569163482,14957036.882700255
22516.34569163482,14957036.882700255
22516.34569163482,14931217.882700255
20468.34569163482,8521327.882700255
20468.34569163482,8483707.882700255
20486.34569163482,8570297.882700255
24239.34569163482,10489439.882700255
24505.34569163482,10703547.882700255
38093.34569163482,10795572.882700255
39066.34569163482,9592462.882700255
41705.34569163482,9728413.882700255
42616.34569163482,9751280.882700255
44355.34569163482,9453821.882700255
45922.34569163482,9099086.882700255
54565.34569163482,8746087.882700255
217486.1881036482,7990044.882700255
251482.1881036482,8010845.882700255
238421.1881036482,7886245.882700255
238421.1881036482,7786247.882700255
119468.1881036482,7414397.882700255
78142.1881036482,7433349.882700255
