experiment_name,metric,noise_reduction_pct,correlation,outliers_removed
baseline,IOWait,19.281801019610135,0.8888309182236356,0
cache_filling,IOWait,21.377587673843724,0.8863853263511589,41
gc_stress,IOWait,22.992896721931306,0.8806390506103762,42
oom,IOWait,45.41431127127004,0.9951531883063883,338
threadfull,IOWait,11.508767530592321,0.9640185254596088,356
baseline,IRQ,47.89115867883827,0.9903612006138575,462
cache_filling,IRQ,44.29293797453078,0.9575399059239731,1241
gc_stress,IRQ,47.52211751113709,0.9863819929353397,542
oom,IRQ,47.75827397219802,0.983173051962088,784
threadfull,IRQ,47.51468021161253,0.9904936248354932,220
baseline,System,12.935875785667722,0.9439381470182,512
cache_filling,System,19.141526035809264,0.9404483797706038,822
gc_stress,System,15.155049887402939,0.9635172352675464,607
oom,System,19.310250050571238,0.9543128756220407,505
threadfull,System,0.9409099553353253,0.9962560716034339,291
baseline,User,26.176637186737437,0.9611756648807354,114
cache_filling,User,15.402756212463464,0.9599000308150545,48
gc_stress,User,3.10969803602812,0.9847965004844519,40
oom,User,11.241163868143238,0.9594510031963848,242
threadfull,User,4.463553857404342,0.9748937981032512,197
baseline,Utilization,29.529146788446315,0.954269720729594,136
cache_filling,Utilization,10.653860348001565,0.9729939717118388,198
gc_stress,Utilization,3.139941420371114,0.9775879448319171,161
oom,Utilization,8.785744549048879,0.9696234024812772,301
threadfull,Utilization,1.325624726141534,0.9912327556201721,405
