experiment_name,metric,noise_reduction_pct,correlation,outliers_removed
baseline,IOWait,18.961513413612703,0.8863278952161192,0
cache_filling,IOWait,20.127332308204153,0.8928243068467634,62
gc_stress,IOWait,20.24831224608105,0.8773552084319873,62
oom,IOWait,16.29017574742642,0.9253991325230494,238
threadfull,IOWait,15.083316259802954,0.9450596653310939,228
baseline,IRQ,47.71459846731372,0.9908905965057134,425
cache_filling,IRQ,40.82373456541594,0.9419770744243,736
gc_stress,IRQ,49.679445748518305,0.9960764355704551,790
oom,IRQ,36.81063142102938,0.9244294395147622,563
threadfull,IRQ,7.308090494701623,0.9315881086995872,211
baseline,System,12.406814479525094,0.9591453569498734,257
cache_filling,System,10.538433852198244,0.9490951776505817,108
gc_stress,System,16.414813135031146,0.9511855969943559,413
oom,System,9.572915297015497,0.9565305680416999,79
threadfull,System,14.717867643955088,0.9616555808741853,331
baseline,User,24.717943829097923,0.9569966175626521,80
cache_filling,User,13.13174598996043,0.9582425879486758,48
gc_stress,User,16.945984771185245,0.9616913460562984,56
oom,User,22.15343713066329,0.9389869111077837,56
threadfull,User,3.7839087315853512,0.9768745269078241,40
baseline,Utilization,28.87132393282048,0.9530261086821487,72
cache_filling,Utilization,10.236628438428818,0.9663321177351148,48
gc_stress,Utilization,17.990135308509082,0.9596865077244188,56
oom,Utilization,14.80968784219969,0.9551325026554665,264
threadfull,Utilization,2.3127054386958337,0.9842980163320433,40
