experiment_name,metric,noise_reduction_pct,correlation,outliers_removed
baseline,MemAvailable,0.7460164980871763,0.9938224436335313,0
cpu_stress,MemAvailable,0.9895652425239074,0.9949751116265181,0
delay,MemAvailable,1.190107807843992,0.9900380728955023,0
mem_stress,MemAvailable,0.7974061961151617,0.997534993675198,8
net_loss,MemAvailable,0.055524653500056816,0.9991607186651033,0
baseline,MemCache,1.195439287291551,0.997512394282046,0
cpu_stress,MemCache,0.8772184627587309,0.9976589929933753,0
delay,MemCache,2.3218149847674288,0.9919439273250219,0
mem_stress,MemCache,0.28907955267357144,0.9990244118599586,0
net_loss,MemCache,0.7214956414488282,0.9963657249668327,0
baseline,MemUtil,0.7581213467959234,0.9935554241663159,0
cpu_stress,MemUtil,0.9535856146694845,0.99502689992707,0
delay,MemUtil,1.1975878102207504,0.9900772536721979,0
mem_stress,MemUtil,0.6213156724620579,0.9981381374205008,7
net_loss,MemUtil,-0.030942588215005624,0.9991639364326245,0
