Time,mem_util
2025-05-19 01:52:00,30.5
2025-05-19 01:52:15,30.5
2025-05-19 01:52:30,26.0
2025-05-19 01:52:45,26.0
2025-05-19 01:53:00,26.0
2025-05-19 01:53:15,26.0
2025-05-19 01:53:30,26.1
2025-05-19 01:53:45,26.1
2025-05-19 01:54:00,26.1
2025-05-19 01:54:15,26.1
2025-05-19 01:54:30,29.9
2025-05-19 01:54:45,29.9
2025-05-19 01:55:00,29.9
2025-05-19 01:55:15,29.9
2025-05-19 01:55:30,31.7
2025-05-19 01:55:45,31.7
2025-05-19 01:56:00,31.7
2025-05-19 01:56:15,31.7
2025-05-19 01:56:30,33.2
2025-05-19 01:56:45,33.2
2025-05-19 01:57:00,33.2
2025-05-19 01:57:15,33.2
2025-05-19 01:57:30,34.0
2025-05-19 01:57:45,34.0
2025-05-19 01:58:00,34.0
2025-05-19 01:58:15,34.0
2025-05-19 01:58:30,36.1
2025-05-19 01:58:45,36.1
2025-05-19 01:59:00,36.1
2025-05-19 01:59:15,36.1
2025-05-19 01:59:30,36.8
2025-05-19 01:59:45,36.8
2025-05-19 02:00:00,36.8
2025-05-19 02:00:15,36.8
2025-05-19 02:00:30,37.0
2025-05-19 02:00:45,37.0
2025-05-19 02:01:00,37.0
2025-05-19 02:01:15,37.0
2025-05-19 02:01:30,37.8
2025-05-19 02:01:45,37.8
2025-05-19 02:02:00,37.8
2025-05-19 02:02:15,37.8
2025-05-19 02:02:30,38.6
2025-05-19 02:02:45,38.6
2025-05-19 02:03:00,38.6
2025-05-19 02:03:15,38.6
2025-05-19 02:03:30,39.5
2025-05-19 02:03:45,39.5
2025-05-19 02:04:00,39.5
2025-05-19 02:04:15,39.5
2025-05-19 02:04:30,40.2
2025-05-19 02:04:45,40.2
2025-05-19 02:05:00,40.2
2025-05-19 02:05:15,40.2
2025-05-19 02:05:30,40.3
2025-05-19 02:05:45,40.3
2025-05-19 02:06:00,40.3
2025-05-19 02:06:15,40.3
2025-05-19 02:06:30,40.3
2025-05-19 02:06:45,40.3
2025-05-19 02:07:00,40.3
2025-05-19 02:07:15,41.8
2025-05-19 02:07:30,41.8
2025-05-19 02:07:45,41.8
2025-05-19 02:08:00,41.8
2025-05-19 02:08:15,42.4
2025-05-19 02:08:30,42.4
2025-05-19 02:08:45,42.4
2025-05-19 02:09:00,42.4
2025-05-19 02:09:15,42.4
2025-05-19 02:09:30,43.0
2025-05-19 02:09:45,43.0
2025-05-19 02:10:00,43.0
2025-05-19 02:10:15,43.0
2025-05-19 02:10:30,43.0
2025-05-19 02:10:45,43.0
2025-05-19 02:11:00,43.0
2025-05-19 02:11:15,43.0
2025-05-19 02:11:30,43.7
2025-05-19 02:11:45,43.7
2025-05-19 02:12:00,43.7
2025-05-19 02:12:15,43.7
2025-05-19 02:12:30,44.2
2025-05-19 02:12:45,44.2
2025-05-19 02:13:00,44.2
2025-05-19 02:13:15,44.2
2025-05-19 02:13:30,44.3
2025-05-19 02:13:45,44.3
2025-05-19 02:14:00,44.3
2025-05-19 02:14:15,44.3
2025-05-19 02:14:30,44.2
2025-05-19 02:14:45,44.2
2025-05-19 02:15:00,44.2
2025-05-19 02:15:15,44.2
2025-05-19 02:15:30,44.8
2025-05-19 02:15:45,44.8
2025-05-19 02:16:00,44.8
2025-05-19 02:16:15,44.8
2025-05-19 02:16:30,45.5
2025-05-19 02:16:45,45.5
2025-05-19 02:17:00,45.5
2025-05-19 02:17:15,45.5
2025-05-19 02:17:30,45.7
2025-05-19 02:17:45,45.7
2025-05-19 02:18:00,45.7
2025-05-19 02:18:15,45.7
2025-05-19 02:18:30,45.7
2025-05-19 02:18:45,45.7
2025-05-19 02:19:00,45.7
2025-05-19 02:19:15,45.7
2025-05-19 02:19:30,46.3
2025-05-19 02:19:45,46.3
2025-05-19 02:20:00,46.3
2025-05-19 02:20:15,46.3
2025-05-19 02:20:30,46.3
2025-05-19 02:20:45,46.3
2025-05-19 02:21:00,46.3
2025-05-19 02:21:15,46.3
2025-05-19 02:21:30,46.3
2025-05-19 02:21:45,46.3
2025-05-19 02:22:00,46.3
2025-05-19 02:22:15,46.3
2025-05-19 02:22:30,46.8
2025-05-19 02:22:45,46.8
