Time,openeuler-home,openeuler-root,openeuler-swap,sda
2025-07-08 23:11:45,5718016,974848,,3153920
2025-07-08 23:12:00,5718016,2338816,,3153920
2025-07-08 23:12:15,1060864,2338816,,3153920
2025-07-08 23:12:30,1060864,2338816,,3497984
2025-07-08 23:12:45,1060864,2338816,,3497984
2025-07-08 23:13:00,856064,3567616,,3497984
2025-07-08 23:13:15,856064,3567616,,3497984
2025-07-08 23:13:30,856064,3567616,,5419008
2025-07-08 23:13:45,856064,3567616,,5419008
2025-07-08 23:14:00,856064,4030464,,5419008
2025-07-08 23:14:15,983040,4030464,,5419008
2025-07-08 23:14:30,983040,4030464,,5419008
2025-07-08 23:14:45,983040,4030464,,5419008
2025-07-08 23:15:00,983040,3211264,,4587520
2025-07-08 23:15:15,851968,3211264,,4587520
2025-07-08 23:15:30,851968,3211264,,3895296
2025-07-08 23:15:45,851968,3211264,,3895296
2025-07-08 23:16:00,851968,4104192,,3895296
2025-07-08 23:16:15,868352,4104192,,3895296
2025-07-08 23:16:30,868352,4104192,,6123520
2025-07-08 23:16:45,868352,4104192,,6123520
2025-07-08 23:17:00,868352,3489792,,6123520
2025-07-08 23:17:15,1122304,3489792,,6123520
2025-07-08 23:17:30,1122304,3489792,,3424256
2025-07-08 23:17:45,1122304,3489792,,3424256
2025-07-08 23:18:00,1122304,3809280,,3424256
2025-07-08 23:18:15,847872,3809280,,3424256
2025-07-08 23:18:30,847872,3809280,,5828608
2025-07-08 23:18:45,847872,3809280,,5828608
2025-07-08 23:19:00,847872,3809280,,5828608
2025-07-08 23:19:15,1114112,5177344,,5828608
2025-07-08 23:19:30,1114112,5177344,,5828608
2025-07-08 23:19:45,1114112,5177344,,5648384
2025-07-08 23:20:00,1114112,4403200,,5648384
2025-07-08 23:20:15,1114112,4403200,,5648384
2025-07-08 23:20:30,745472,4403200,,5648384
2025-07-08 23:20:45,745472,4403200,,4980736
2025-07-08 23:21:00,745472,4399104,,4980736
2025-07-08 23:21:15,745472,4399104,,4980736
2025-07-08 23:21:30,835584,4399104,,4980736
2025-07-08 23:21:45,835584,4399104,,5226496
2025-07-08 23:22:00,835584,4399104,,5226496
2025-07-08 23:22:15,835584,4726784,,5226496
2025-07-08 23:22:30,864256,4726784,,5226496
2025-07-08 23:22:45,864256,4726784,,5537792
