Time,openeuler-home,openeuler-root,openeuler-swap,sda,source,Minutes
2025-05-17 16:59:45,3076096,2871296,0,7155712,baseline,0.0
2025-05-17 17:00:00,3076096,2666496,0,7155712,baseline,0.25
2025-05-17 17:00:15,3076096,2666496,0,5738496,baseline,0.5
2025-05-17 17:00:30,2031616,2951871,661,5910795,baseline,0.75
2025-05-17 17:00:45,2031616,3160379,661,5745301,baseline,1.0
2025-05-17 17:01:00,2031616,3160379,661,5362267,baseline,1.25
2025-05-17 17:01:15,1596959,3163699,661,5309185,baseline,1.5
2025-05-17 17:01:30,1748992,3944937,661,4638570,baseline,1.75
2025-05-17 17:01:45,1748992,4110790,661,4562751,baseline,2.0
2025-05-17 17:02:00,1748992,4424140,661,4840207,baseline,2.25
2025-05-17 17:02:15,1466368,4707040,661,4900736,baseline,2.5
2025-05-17 17:02:30,1212416,4700162,661,5578862,baseline,2.75
2025-05-17 17:02:45,1212416,4683528,661,5923608,baseline,3.0
2025-05-17 17:03:00,1188630,4674791,661,5962046,baseline,3.25
2025-05-17 17:03:15,1153875,4625385,661,5963900,baseline,3.5
2025-05-17 17:03:30,1153875,4639979,661,5964635,baseline,3.75
2025-05-17 17:03:45,1088003,4640370,661,6009027,baseline,4.0
2025-05-17 17:04:00,1124474,4636928,661,6030478,baseline,4.25
2025-05-17 17:04:15,1148112,4637809,661,6058360,baseline,4.5
2025-05-17 17:04:30,1161125,4841852,661,6127872,baseline,4.75
2025-05-17 17:04:45,1325492,4933506,661,6167578,baseline,5.0
2025-05-17 17:05:00,1366487,4930755,661,6195769,baseline,5.25
2025-05-17 17:05:15,1309501,4937103,661,6198800,baseline,5.5
2025-05-17 17:05:30,1304545,5200605,661,6236274,baseline,5.75
2025-05-17 17:05:45,1266317,5202650,661,6222919,baseline,6.0
2025-05-17 17:06:00,1247405,5054686,661,6096013,baseline,6.25
2025-05-17 17:06:15,1241795,5047256,661,5973256,baseline,6.5
2025-05-17 17:06:30,1240602,4662075,661,5671256,baseline,6.75
2025-05-17 17:06:45,1073963,4596280,661,5620207,baseline,7.0
2025-05-17 17:07:00,1058876,4493698,661,5487759,baseline,7.25
2025-05-17 17:07:15,1032834,4486840,661,5466628,baseline,7.5
2025-05-17 17:07:30,1033311,4428350,661,5513179,baseline,7.75
2025-05-17 17:07:45,1035302,4428824,661,5514809,baseline,8.0
2025-05-17 17:08:00,1035123,4458928,661,5434922,baseline,8.25
2025-05-17 17:08:15,1035330,4453636,661,5415187,baseline,8.5
2025-05-17 17:08:30,1066326,4471776,661,5341858,baseline,8.75
2025-05-17 17:08:45,1112378,4476012,661,5303366,baseline,9.0
2025-05-17 17:09:00,1140031,4463002,661,5375625,baseline,9.25
2025-05-17 17:09:15,1088322,4463814,661,5379537,baseline,9.5
2025-05-17 17:09:30,1049583,4476502,661,5437265,baseline,9.75
2025-05-17 17:09:45,1028348,4493816,661,5457189,baseline,10.0
2025-05-17 17:10:00,767741,4514345,661,5561957,baseline,10.25
2025-05-17 17:10:15,720498,4521371,661,5575686,baseline,10.5
2025-05-17 17:10:30,716808,4740953,661,5717444,baseline,10.75
2025-05-17 17:10:45,719015,4798711,661,5708376,baseline,11.0
2025-05-17 17:11:00,948396,4689680,661,5596899,baseline,11.25
2025-05-17 17:11:15,981877,4686272,661,5592170,baseline,11.5
2025-05-17 17:11:30,941988,4626468,661,5456953,baseline,11.75
2025-05-17 17:11:45,936093,4652337,661,5505031,baseline,12.0
2025-05-17 17:12:00,817804,4655180,661,5509240,baseline,12.25
2025-05-17 17:12:15,804030,4656167,661,5508803,baseline,12.5
2025-05-17 17:12:30,828794,4793336,661,5515727,baseline,12.75
2025-05-17 17:12:45,828794,4790487,661,5529658,baseline,13.0
2025-05-17 17:13:00,922741,4619865,661,5564777,baseline,13.25
2025-05-17 17:13:15,947161,4585233,661,5529833,baseline,13.5
2025-05-17 17:13:30,963229,4042502,661,5379151,baseline,13.75
2025-05-17 17:13:45,963924,3948666,661,5239060,baseline,14.0
2025-05-17 17:14:00,973173,3857007,661,4758155,baseline,14.25
2025-05-17 17:14:15,969557,3857007,661,4722458,baseline,14.5
2025-05-17 17:14:30,961073,3596375,661,4758214,baseline,14.75
2025-05-17 17:14:45,800768,3605910,661,5056512,baseline,15.0
2025-05-17 17:15:00,800768,3790389,661,5056512,baseline,15.25
2025-05-17 17:15:15,813056,3804719,661,4887552,baseline,15.5
2025-05-17 17:15:30,825344,4627337,661,5187584,baseline,15.75
2025-05-17 17:15:45,1351680,4709670,661,5187584,baseline,16.0
2025-05-17 17:16:00,1351680,4665726,661,5187584,baseline,16.25
2025-05-17 17:16:15,1351680,4663706,661,5187584,baseline,16.5
2025-05-17 17:16:30,1351680,4661679,661,10878976,baseline,16.75
2025-05-17 17:16:45,6744064,4563066,661,10870784,baseline,17.0
2025-05-17 17:17:00,6744064,4544242,661,10862592,baseline,17.25
2025-05-17 17:17:15,6742016,4499455,661,11206656,baseline,17.5
2025-05-17 17:17:30,6742016,4495441,661,5492736,baseline,17.75
2025-05-17 17:17:45,985088,4492909,661,5492736,baseline,18.0
2025-05-17 17:18:00,985088,4483433,661,5492736,baseline,18.25
2025-05-17 17:18:15,985088,4441262,661,5492736,baseline,18.5
2025-05-17 17:18:30,985088,4436763,661,5324800,baseline,18.75
2025-05-17 17:18:45,985088,4315872,661,5324800,baseline,19.0
2025-05-17 17:19:00,991232,4320023,661,5324800,baseline,19.25
2025-05-17 17:19:15,991232,4349523,661,5238784,baseline,19.5
2025-05-17 17:19:30,991232,4351608,661,5410816,baseline,19.75
2025-05-17 17:19:45,957978,4729515,661,5410816,baseline,20.0
2025-05-17 17:20:00,956607,4747316,661,5436085,baseline,20.25
2025-05-17 17:20:15,952037,4700162,661,5500514,baseline,20.5
2025-05-17 17:20:30,928748,4700238,661,5544349,baseline,20.75
2025-05-17 17:20:45,867752,4756907,661,5863804,baseline,21.0
2025-05-17 17:21:00,818031,4751416,661,5868058,baseline,21.25
2025-05-17 17:21:15,695633,4685840,661,5677048,baseline,21.5
2025-05-17 17:21:30,715547,4680946,661,5588667,baseline,21.75
2025-05-17 17:21:45,768857,4679630,661,4970266,baseline,22.0
2025-05-17 17:22:00,770604,4631333,661,4902815,baseline,22.25
2025-05-17 17:22:15,970227,4253008,661,4831923,baseline,22.5
2025-05-17 17:22:30,1002465,4221000,661,4830162,baseline,22.75
2025-05-17 17:22:45,989498,4166614,661,4629334,baseline,23.0
2025-05-17 17:23:00,983568,4164656,661,4635167,baseline,23.25
2025-05-17 17:23:15,885851,3974756,661,4752589,baseline,23.5
2025-05-17 17:23:30,856644,3940378,661,4763297,baseline,23.75
